atom,level,width,BE,intensity
Pr,3d3/2,1.0801,948.3,0.4
Pr,3d5/2,0.916,928.8,0.6
Pr,4s,7.9902,304.5,1.0
Pr,4p1/2,4.4123,236.3,0.3333333333333333
Pr,4p3/2,4.4123,217.6,0.6666666666666666
Pr,4d3/2,0.5278,115.1,0.4
Pr,4d5/2,0.5278,115.1,0.6
Pr,4f5/2,0.001,2.0,0.42857142857142855
Pr,4f7/2,0.001,2.0,0.5714285714285714
Pr,5s,0.1,37.4,1.0
Pr,5p1/2,0.1,22.3,0.3333333333333333
Pr,5p3/2,0.1,22.3,0.6666666666666666
Nd,1s,21.0,43569.0,1.0
Nd,2s,4.8382,7126.0,1.0
Nd,2p1/2,4.1,6722.0,0.3333333333333333
Nd,2p3/2,3.5,6208.0,0.6666666666666666
Nd,3s,12.2681,1575.0,1.0
Nd,3p1/2,7.2848,1403.0,0.3333333333333333
Nd,3p3/2,7.2848,1297.0,0.6666666666666666
Nd,3d3/2,1.1665,1003.3,0.4
Nd,3d5/2,0.9645,980.4,0.6
Nd,4s,8.8453,319.2,1.0
Nd,4p1/2,4.8678,243.3,0.3333333333333333
Nd,4p3/2,4.8678,224.6,0.6666666666666666
Nd,4d3/2,0.8,120.5,0.4
Nd,4d5/2,0.8,120.5,0.6
Nd,4f5/2,0.001,1.5,0.42857142857142855
Nd,4f7/2,0.001,1.5,0.5714285714285714
Nd,5s,0.1,37.5,1.0
Nd,5p1/2,0.1,21.1,0.3333333333333333
Nd,5p3/2,0.1,21.1,0.6666666666666666
Pm,1s,22.1318,45184.0,1.0
Pm,2s,5.0032,7428.0,1.0
Pm,2p1/2,4.189,7013.0,0.3333333333333333
Pm,2p3/2,3.5767,6459.0,0.6666666666666666
Pm,3s,12.6316,1650.0,1.0
Pm,3p1/2,7.6699,1471.4,0.3333333333333333
Pm,3p3/2,7.6699,1357.0,0.6666666666666666
Pm,3d3/2,1.2599,1052.0,0.4
Pm,3d5/2,1.0155,1027.0,0.6
Pm,4s,9.7919,331.0,1.0
Pm,4p1/2,5.3702,242.0,0.3333333333333333
Pm,4p3/2,5.3702,242.0,0.6666666666666666
Pm,4d3/2,1.0071,120.0,0.4
Pm,4d5/2,1.0071,120.0,0.6
Pm,4f5/2,0.001,4.0,0.42857142857142855
Pm,4f7/2,0.001,4.0,0.5714285714285714
Pm,5s,0.1,38.0,1.0
Pm,5p1/2,0.1,22.0,0.3333333333333333
Pm,5p3/2,0.1,22.0,0.6666666666666666
Sm,1s,23.3245,46834.0,1.0
Sm,2s,5.1737,7737.0,1.0
Sm,2p1/2,4.28,7312.0,0.3333333333333333
Sm,2p3/2,3.6551,6716.0,0.6666666666666666
Sm,3s,13.0059,1723.0,1.0
Sm,3p1/2,8.0753,1541.0,0.3333333333333333
Sm,3p3/2,8.0753,1419.8,0.6666666666666666
Sm,3d3/2,1.3608,1110.9,0.4
Sm,3d5/2,1.0692,1083.4,0.6
Sm,4s,10.8399,347.2,1.0
Sm,4p1/2,5.9245,265.6,0.3333333333333333
Sm,4p3/2,5.9245,247.4,0.6666666666666666
Sm,4d3/2,1.2679,129.0,0.4
Sm,4d5/2,1.2679,129.0,0.6
Sm,4f5/2,0.001,5.2,0.42857142857142855
Sm,4f7/2,0.001,5.2,0.5714285714285714
Sm,5s,0.1,37.4,1.0
Sm,5p1/2,0.1,21.3,0.3333333333333333
Sm,5p3/2,0.1,21.3,0.6666666666666666
Eu,1s,24.5815,48519.0,1.0
Eu,2s,5.3501,8052.0,1.0
Eu,2p1/2,4.3729,7617.0,0.3333333333333333
Eu,2p3/2,3.7352,6977.0,0.6666666666666666
Eu,3s,13.3913,1800.0,1.0
Eu,3p1/2,8.5022,1614.0,0.3333333333333333
Eu,3p3/2,8.5022,1481.0,0.6666666666666666
Eu,3d3/2,1.4697,1158.6,0.4
Eu,3d5/2,1.1257,1127.5,0.6
Eu,4s,12.0,360.0,1.0
Eu,4p1/2,6.536,284.0,0.3333333333333333
Eu,4p3/2,6.536,257.0,0.6666666666666666
Eu,4d3/2,1.5962,133.0,0.4
Eu,4d5/2,1.5962,127.7,0.6
Eu,4f5/2,0.001,6.0,0.42857142857142855
Eu,4f7/2,0.001,6.0,0.5714285714285714
Eu,5s,0.1,32.0,1.0
Eu,5p1/2,0.1,22.0,0.3333333333333333
Eu,5p3/2,0.1,22.0,0.6666666666666666
Gd,1s,25.9063,50239.0,1.0
Gd,2s,5.5326,8376.0,1.0
Gd,2p1/2,4.4678,7930.0,0.3333333333333333
Gd,2p3/2,3.8171,7243.0,0.6666666666666666
Gd,3s,13.7881,1881.0,1.0
Gd,3p1/2,8.9517,1688.0,0.3333333333333333
Gd,3p3/2,8.9517,1544.0,0.6666666666666666
Gd,3d3/2,1.5874,1221.9,0.4
Gd,3d5/2,1.1853,1189.6,0.6
Gd,4s,12.2048,378.6,1.0
Gd,4p1/2,7.2107,286.0,0.3333333333333333
Gd,4p3/2,7.2107,271.0,0.6666666666666666
Gd,4d3/2,2.0095,142.6,0.4
Gd,4d5/2,2.0095,142.6,0.6
Gd,4f5/2,0.001,8.6,0.42857142857142855
Gd,4f7/2,0.001,8.6,0.5714285714285714
Gd,5s,0.1,36.0,1.0
Gd,5p1/2,0.1,20.0,0.3333333333333333
Gd,5p3/2,0.1,20.0,0.6666666666666666
Tb,1s,27.3025,51996.0,1.0
Tb,2s,5.7212,8708.0,1.0
Tb,2p1/2,4.5648,8252.0,0.3333333333333333
Tb,2p3/2,3.9008,7514.0,0.6666666666666666
Tb,3s,14.1967,1968.0,1.0
Tb,3p1/2,9.4249,1768.0,0.3333333333333333
Tb,3p3/2,9.4249,1611.0,0.6666666666666666
Tb,3d3/2,1.7145,1276.9,0.4
Tb,3d5/2,1.248,1241.1,0.6
Tb,4s,12.4131,396.0,1.0
Tb,4p1/2,7.9549,322.4,0.3333333333333333
Tb,4p3/2,7.9549,284.1,0.6666666666666666
Tb,4d3/2,2.5298,150.5,0.4
Tb,4d5/2,2.5298,150.5,0.6
Tb,4f5/2,0.001,7.7,0.42857142857142855
Tb,4f7/2,0.001,2.4,0.5714285714285714
Tb,5s,0.1,45.6,1.0
Tb,5p1/2,0.1,28.7,0.3333333333333333
Tb,5p3/2,0.1,22.6,0.6666666666666666
Dy,1s,28.7739,53789.0,1.0
Dy,2s,5.9163,9046.0,1.0
Dy,2p1/2,4.6639,8581.0,0.3333333333333333
Dy,2p3/2,3.9863,7790.0,0.6666666666666666
Dy,3s,14.6174,2047.0,1.0
Dy,3p1/2,9.9231,1842.0,0.3333333333333333
Dy,3p3/2,9.9231,1676.0,0.6666666666666666
Dy,3d3/2,1.8517,1333.0,0.4
Dy,3d5/2,1.314,1292.0,0.6
Dy,4s,12.6249,414.2,1.0
Dy,4p1/2,8.776,333.5,0.3333333333333333
Dy,4p3/2,8.776,293.2,0.6666666666666666
Dy,4d3/2,3.1849,153.6,0.4
Dy,4d5/2,3.1849,153.6,0.6
Dy,4f5/2,0.001,8.0,0.42857142857142855
Dy,4f7/2,0.001,4.3,0.5714285714285714
Dy,5s,0.1,49.9,1.0
Dy,5p1/2,0.1,26.3,0.3333333333333333
Dy,5p3/2,0.1,26.3,0.6666666666666666
Ho,1s,30.3246,55618.0,1.0
Ho,2s,6.118,9394.0,1.0
Ho,2p1/2,4.7652,8918.0,0.3333333333333333
Ho,2p3/2,4.0736,8071.0,0.6666666666666666
Ho,3s,15.0506,2128.0,1.0
Ho,3p1/2,10.4477,1923.0,0.3333333333333333
Ho,3p3/2,10.4477,1741.0,0.6666666666666666
Ho,3d3/2,2.0,1392.0,0.4
Ho,3d5/2,1.3835,1351.0,0.6
Ho,4s,12.8404,432.4,1.0
Ho,4p1/2,9.6819,343.5,0.3333333333333333
Ho,4p3/2,9.6819,308.2,0.6666666666666666
Ho,4d3/2,4.0095,160.0,0.4
Ho,4d5/2,4.0095,160.0,0.6
Ho,4f5/2,0.001,8.6,0.42857142857142855
Ho,4f7/2,0.001,5.2,0.5714285714285714
Ho,5s,0.1,49.3,1.0
Ho,5p1/2,0.1,30.8,0.3333333333333333
Ho,5p3/2,0.1,24.1,0.6666666666666666
Er,1s,31.9589,57486.0,1.0
Er,2s,6.3266,9751.0,1.0
Er,2p1/2,4.8686,9264.0,0.3333333333333333
Er,2p3/2,4.1629,8358.0,0.6666666666666666
Er,3s,15.4965,2206.0,1.0
Er,3p1/2,11.0,2006.0,0.3333333333333333
Er,3p3/2,11.0,1812.0,0.6666666666666666
Er,3d3/2,2.1601,1453.0,0.4
Er,3d5/2,1.4566,1409.0,0.6
Er,4s,13.0595,449.8,1.0
Er,4p1/2,10.6812,366.2,0.3333333333333333
Er,4p3/2,10.6812,320.2,0.6666666666666666
Er,4d3/2,5.0477,167.6,0.4
Er,4d5/2,5.0477,167.6,0.6
Er,4f5/2,0.001,4.7,0.42857142857142855
Er,4f7/2,0.001,4.7,0.5714285714285714
Er,5s,0.1,50.6,1.0
Er,5p1/2,0.1,31.4,0.3333333333333333
Er,5p3/2,0.1,24.7,0.6666666666666666
Tm,1s,33.6813,59390.0,1.0
Tm,2s,6.5423,10116.0,1.0
Tm,2p1/2,4.9743,9617.0,0.3333333333333333
Tm,2p3/2,4.2542,8648.0,0.6666666666666666
Tm,3s,15.9557,2307.0,1.0
Tm,3p1/2,11.288,2090.0,0.3333333333333333
Tm,3p3/2,10.913,1885.0,0.6666666666666666
Tm,3d3/2,2.3331,1515.0,0.4
Tm,3d5/2,1.5337,1468.0,0.6
Tm,4s,13.2824,470.9,1.0
Tm,4p1/2,11.7837,385.9,0.3333333333333333
Tm,4p3/2,11.7837,332.6,0.6666666666666666
Tm,4d3/2,6.3546,175.5,0.4
Tm,4d5/2,6.3546,175.5,0.6
Tm,4f5/2,0.001,4.6,0.42857142857142855
Tm,4f7/2,0.001,4.6,0.5714285714285714
Tm,5s,0.1,54.7,1.0
Tm,5p1/2,0.1,31.8,0.3333333333333333
Tm,5p3/2,0.1,25.0,0.6666666666666666
Yb,1s,35.4965,61332.0,1.0
Yb,2s,6.7653,10486.0,1.0
Yb,2p1/2,5.0823,9978.0,0.3333333333333333
Yb,2p3/2,4.3474,8944.0,0.6666666666666666
Yb,3s,16.4286,2398.0,1.0
Yb,3p1/2,11.5836,2173.0,0.3333333333333333
Yb,3p3/2,10.8266,1950.0,0.6666666666666666
Yb,3d3/2,2.5198,1576.0,0.4
Yb,3d5/2,1.6148,1528.0,0.6
Yb,4s,13.5091,480.5,1.0
Yb,4p1/2,13.0,388.7,0.3333333333333333
Yb,4p3/2,13.0,339.7,0.6666666666666666
Yb,4d3/2,8.0,191.2,0.4
Yb,4d5/2,8.0,182.4,0.6
Yb,4f5/2,0.001,2.5,0.42857142857142855
Yb,4f7/2,0.001,1.3,0.5714285714285714
Yb,5s,0.1,52.0,1.0
Yb,5p1/2,0.1,30.3,0.3333333333333333
Yb,5p3/2,0.1,24.1,0.6666666666666666
Lu,1s,37.4095,63314.0,1.0
Lu,2s,6.996,10870.0,1.0
Lu,2p1/2,5.1927,10349.0,0.3333333333333333
Lu,2p3/2,4.4427,9244.0,0.6666666666666666
Lu,3s,16.9154,2491.0,1.0
Lu,3p1/2,11.8869,2264.0,0.3333333333333333
Lu,3p3/2,10.741,2024.0,0.6666666666666666
Lu,3d3/2,2.7216,1639.0,0.4
Lu,3d5/2,1.7002,1589.0,0.6
Lu,4s,13.7397,506.8,1.0
Lu,4p1/2,13.0,412.4,0.3333333333333333
Lu,4p3/2,13.0,359.2,0.6666666666666666
Lu,4d3/2,8.0,206.1,0.4
Lu,4d5/2,8.0,196.3,0.6
Lu,4f5/2,0.001,8.9,0.42857142857142855
Lu,4f7/2,0.001,7.5,0.5714285714285714
Lu,5s,0.1,57.3,1.0
Lu,5p1/2,0.1,33.6,0.3333333333333333
Lu,5p3/2,0.1,26.7,0.6666666666666666
Hf,1s,39.4256,65351.0,1.0
Hf,2s,7.2345,11271.0,1.0
Hf,2p1/2,5.3054,10739.0,0.3333333333333333
Hf,2p3/2,4.5401,9561.0,0.6666666666666666
Hf,3s,17.4166,2601.0,1.0
Hf,3p1/2,12.1981,2365.0,0.3333333333333333
Hf,3p3/2,10.656,2107.0,0.6666666666666666
Hf,3d3/2,2.9395,1716.0,0.4
Hf,3d5/2,1.7901,1662.0,0.6
Hf,4s,13.9741,538.0,1.0
Hf,4p1/2,13.0,438.2,0.3333333333333333
Hf,4p3/2,13.0,380.7,0.6666666666666666
Hf,4d3/2,8.0,220.0,0.4
Hf,4d5/2,8.0,211.5,0.6
Hf,4f5/2,0.0071,15.9,0.42857142857142855
Hf,4f7/2,0.0071,14.2,0.5714285714285714
Hf,5s,0.1,64.2,1.0
Hf,5p1/2,0.1,38.0,0.3333333333333333
Hf,5p3/2,0.1,29.9,0.6666666666666666
Ta,1s,41.5504,67416.0,1.0
Ta,2s,7.4812,11682.0,1.0
Ta,2p1/2,5.4206,11136.0,0.3333333333333333
Ta,2p3/2,4.6396,9881.0,0.6666666666666666
Ta,3s,17.9327,2708.0,1.0
Ta,3p1/2,12.5175,2469.0,0.3333333333333333
Ta,3p3/2,10.5717,2194.0,0.6666666666666666
Ta,3d3/2,3.1748,1793.0,0.4
Ta,3d5/2,1.8848,1735.0,0.6
Ta,4s,14.2126,563.4,1.0
Ta,4p1/2,13.0,463.4,0.3333333333333333
Ta,4p3/2,13.0,400.9,0.6666666666666666
Ta,4d3/2,8.0,237.9,0.4
Ta,4d5/2,8.0,226.4,0.6
Ta,4f5/2,0.05,23.5,0.42857142857142855
Ta,4f7/2,0.05,21.6,0.5714285714285714
Ta,5s,0.1,69.7,1.0
Ta,5p1/2,0.1,42.2,0.3333333333333333
Ta,5p3/2,0.1,32.7,0.6666666666666666
W,1s,43.7897,69525.0,1.0
W,2s,7.7362,12100.0,1.0
W,2p1/2,5.5383,11544.0,0.3333333333333333
W,2p3/2,4.7413,10207.0,0.6666666666666666
W,3s,18.4641,2820.0,1.0
W,3p1/2,12.8452,2575.0,0.3333333333333333
W,3p3/2,10.4881,2281.0,0.6666666666666666
W,3d3/2,3.429,1872.0,0.4
W,3d5/2,1.9845,1809.0,0.6
W,4s,14.4552,594.1,1.0
W,4p1/2,13.0,490.4,0.3333333333333333
W,4p3/2,13.0,423.61,0.6666666666666666
W,4d3/2,8.0,255.9,0.4
W,4d5/2,8.0,243.5,0.6
W,4f5/2,0.064,33.6,0.42857142857142855
W,4f7/2,0.064,31.4,0.5714285714285714
W,5s,0.1,75.6,1.0
W,5p1/2,0.1,45.3,0.3333333333333333
W,5p3/2,0.1,36.8,0.6666666666666666
Re,1s,46.1496,71676.0,1.0
Re,2s,8.0,12527.0,1.0
Re,2p1/2,5.6585,11959.0,0.3333333333333333
Re,2p3/2,4.8452,10535.0,0.6666666666666666
Re,3s,19.0113,2932.0,1.0
Re,3p1/2,13.1816,2682.0,0.3333333333333333
Re,3p3/2,10.4051,2367.0,0.6666666666666666
Re,3d3/2,3.7035,1949.0,0.4
Re,3d5/2,2.0895,1883.0,0.6
Re,4s,14.7019,625.4,1.0
Re,4p1/2,13.0,518.7,0.3333333333333333
Re,4p3/2,13.0,446.8,0.6666666666666666
Re,4d3/2,8.0,273.9,0.4
Re,4d5/2,8.0,260.5,0.6
Re,4f5/2,0.0819,42.9,0.42857142857142855
Re,4f7/2,0.0819,40.5,0.5714285714285714
Re,5s,0.1,83.0,1.0
Re,5p1/2,0.1,45.6,0.3333333333333333
Re,5p3/2,0.1,34.6,0.6666666666666666
Os,1s,48.6368,73871.0,1.0
Os,2s,8.3518,12968.0,1.0
Os,2p1/2,5.7813,12385.0,0.3333333333333333
Os,2p3/2,4.9514,10871.0,0.6666666666666666
Os,3s,19.5746,3049.0,1.0
Os,3p1/2,13.5267,2792.0,0.3333333333333333
Os,3p3/2,10.3228,2457.0,0.6666666666666666
Os,3d3/2,4.0,2031.0,0.4
Os,3d5/2,2.2,1960.0,0.6
Os,4s,14.9528,658.2,1.0
Os,4p1/2,13.0,549.1,0.3333333333333333
Os,4p3/2,13.0,470.7,0.6666666666666666
Os,4d3/2,8.0,293.1,0.4
Os,4d5/2,8.0,278.5,0.6
Os,4f5/2,0.1049,53.4,0.42857142857142855
Os,4f7/2,0.1049,50.7,0.5714285714285714
Os,5s,0.1,84.0,1.0
Os,5p1/2,0.1,58.0,0.3333333333333333
Os,5p3/2,0.1,44.5,0.6666666666666666
Ir,1s,51.258,76111.0,1.0
Ir,2s,8.7191,13419.0,1.0
Ir,2p1/2,5.9069,12824.0,0.3333333333333333
Ir,2p3/2,5.0599,11215.0,0.6666666666666666
Ir,3s,20.1547,3174.0,1.0
Ir,3p1/2,13.8809,2909.0,0.3333333333333333
Ir,3p3/2,10.2411,2551.0,0.6666666666666666
Ir,3d3/2,3.5088,2116.0,0.4
Ir,3d5/2,2.2958,2040.0,0.6
Ir,4s,15.208,691.1,1.0
Ir,4p1/2,13.0,577.8,0.3333333333333333
Ir,4p3/2,13.0,495.8,0.6666666666666666
Ir,4d3/2,8.0,311.9,0.4
Ir,4d5/2,8.0,296.3,0.6
Ir,4f5/2,0.1343,63.8,0.42857142857142855
Ir,4f7/2,0.1343,60.8,0.5714285714285714
Ir,5s,0.1,95.2,1.0
Ir,5p1/2,0.1,63.0,0.3333333333333333
Ir,5p3/2,0.1,48.0,0.6666666666666666
Pt,1s,54.0204,78395.0,1.0
Pt,2s,9.1025,13880.0,1.0
Pt,2p1/2,6.0351,13273.0,0.3333333333333333
Pt,2p3/2,5.1708,11564.0,0.6666666666666666
Pt,3s,20.7519,3296.0,1.0
Pt,3p1/2,14.2443,3027.0,0.3333333333333333
Pt,3p3/2,10.1601,2645.0,0.6666666666666666
Pt,3d3/2,3.078,2202.0,0.4
Pt,3d5/2,2.3957,2122.0,0.6
Pt,4s,15.4675,725.4,1.0
Pt,4p1/2,13.0,609.1,0.3333333333333333
Pt,4p3/2,13.0,519.4,0.6666666666666666
Pt,4d3/2,8.0,331.6,0.4
Pt,4d5/2,8.0,314.6,0.6
Pt,4f5/2,0.1719,74.5,0.42857142857142855
Pt,4f7/2,0.1719,71.2,0.5714285714285714
Pt,5s,0.1,101.7,1.0
Pt,5p1/2,0.1,65.3,0.3333333333333333
Pt,5p3/2,0.1,51.7,0.6666666666666666
Au,1s,56.9318,80725.0,1.0
Au,2s,9.5027,14353.0,1.0
Au,2p1/2,6.1661,13734.0,0.3333333333333333
Au,2p3/2,5.2842,11919.0,0.6666666666666666
Au,3s,21.3668,3425.0,1.0
Au,3p1/2,14.6173,3148.0,0.3333333333333333
Au,3p3/2,10.0797,2743.0,0.6666666666666666
Au,3d3/2,2.7,2291.0,0.4
Au,3d5/2,2.5,2206.0,0.6
Au,4s,15.7315,762.1,1.0
Au,4p1/2,13.0,642.7,0.3333333333333333
Au,4p3/2,13.0,546.3,0.6666666666666666
Au,4d3/2,8.0,353.2,0.4
Au,4d5/2,8.0,335.1,0.6
Au,4f5/2,0.22,87.6,0.42857142857142855
Au,4f7/2,0.22,83.9,0.5714285714285714
Au,5s,0.1,107.2,1.0
Au,5p1/2,0.1,74.2,0.3333333333333333
Au,5p3/2,0.1,57.2,0.6666666666666666
Au,5d3/2,0.1,5.0,0.4
Au,5d5/2,0.1,5.0,0.6
Hg,1s,60.0,83102.0,1.0
Hg,2s,9.9206,14839.0,1.0
Hg,2p1/2,6.3,14209.0,0.3333333333333333
Hg,2p3/2,5.4,12284.0,0.6666666666666666
Hg,3s,22.0,3562.0,1.0
Hg,3p1/2,15.0,3279.0,0.3333333333333333
Hg,3p3/2,10.0,2847.0,0.6666666666666666
Hg,3d3/2,2.7946,2385.0,0.4
Hg,3d5/2,2.5856,2295.0,0.6
Hg,4s,16.0,802.2,1.0
Hg,4p1/2,13.0,680.2,0.3333333333333333
Hg,4p3/2,13.0,576.6,0.6666666666666666
Hg,4d3/2,8.0,378.2,0.4
Hg,4d5/2,8.0,358.8,0.6
Hg,4f5/2,0.1966,104.0,0.42857142857142855
Hg,4f7/2,0.1966,99.9,0.5714285714285714
Hg,5s,0.1,127.0,1.0
Hg,5p1/2,0.1,83.1,0.3333333333333333
Hg,5p3/2,0.1,64.5,0.6666666666666666
Hg,5d3/2,0.1,9.6,0.4
Hg,5d5/2,0.1,7.8,0.6
Tl,1s,62.2654,85530.0,1.0
Tl,2s,10.3569,15347.0,1.0
Tl,2p1/2,6.5168,14698.0,0.3333333333333333
Tl,2p3/2,5.5858,12658.0,0.6666666666666666
Tl,3s,22.0,3704.0,1.0
Tl,3p1/2,15.0642,3416.0,0.3333333333333333
Tl,3p3/2,10.0,2957.0,0.6666666666666666
Tl,3d3/2,2.8925,2485.0,0.4
Tl,3d5/2,2.6742,2389.0,0.6
Tl,4s,15.7815,846.2,1.0
Tl,4p1/2,13.0,720.5,0.3333333333333333
Tl,4p3/2,13.0,609.5,0.6666666666666666
Tl,4d3/2,8.0,405.7,0.4
Tl,4d5/2,8.0,385.0,0.6
Tl,4f5/2,0.1756,122.2,0.42857142857142855
Tl,4f7/2,0.1756,117.8,0.5714285714285714
Tl,5s,0.1,136.0,1.0
Tl,5p1/2,0.1,94.6,0.3333333333333333
Tl,5p3/2,0.1,73.5,0.6666666666666666
Tl,5d3/2,0.1,14.7,0.4
Tl,5d5/2,0.1,12.5,0.6
Pb,1s,64.6162,88005.0,1.0
Pb,2s,10.8123,15861.0,1.0
Pb,2p1/2,6.741,15200.0,0.3333333333333333
Pb,2p3/2,5.778,13035.0,0.6666666666666666
Pb,3s,22.0,3851.0,1.0
Pb,3p1/2,15.1288,3554.0,0.3333333333333333
Pb,3p3/2,10.0,3066.0,0.6666666666666666
Pb,3d3/2,2.9938,2586.0,0.4
Pb,3d5/2,2.7658,2484.0,0.6
Pb,4s,15.566,891.8,1.0
Pb,4p1/2,13.0,761.9,0.3333333333333333
Pb,4p3/2,13.0,643.5,0.6666666666666666
Pb,4d3/2,7.7377,434.3,0.4
Pb,4d5/2,7.7377,412.2,0.6
Pb,4f5/2,0.1569,141.7,0.42857142857142855
Pb,4f7/2,0.1569,136.9,0.5714285714285714
Pb,5s,0.1,147.0,1.0
Pb,5p1/2,0.1,106.4,0.3333333333333333
Pb,5p3/2,0.1,83.3,0.6666666666666666
Pb,5d3/2,0.1,20.7,0.4
Pb,5d5/2,0.1,18.1,0.6
Pb,6s,0.1,3.0,1.0
Pb,6p1/2,0.1,1.0,0.3333333333333333
Pb,6p3/2,0.1,1.0,0.6666666666666666
Bi,1s,67.0559,90526.0,1.0
Bi,2s,11.2878,16388.0,1.0
Bi,2p1/2,6.9729,15711.0,0.3333333333333333
Bi,2p3/2,5.9768,13419.0,0.6666666666666666
Bi,3s,22.0,3999.0,1.0
Bi,3p1/2,15.1936,3696.0,0.3333333333333333
Bi,3p3/2,10.0,3177.0,0.6666666666666666
Bi,3d3/2,3.0987,2688.0,0.4
Bi,3d5/2,2.8606,2580.0,0.6
Bi,4s,15.3534,939.0,1.0
Bi,4p1/2,13.0,805.2,0.3333333333333333
Bi,4p3/2,13.0,678.8,0.6666666666666666
Bi,4d3/2,7.4841,464.0,0.4
Bi,4d5/2,7.4841,440.1,0.6
Bi,4f5/2,0.1402,162.3,0.42857142857142855
Bi,4f7/2,0.1402,157.0,0.5714285714285714
Bi,5s,0.1,159.3,1.0
Bi,5p1/2,0.1,119.0,0.3333333333333333
Bi,5p3/2,0.1,92.6,0.6666666666666666
Bi,5d3/2,0.1,26.9,0.4
Bi,5d5/2,0.1,23.8,0.6
Bi,6s,0.1,8.0,1.0
Bi,6p1/2,0.1,3.0,0.3333333333333333
Bi,6p3/2,0.1,3.0,0.6666666666666666
Po,1s,69.5877,93105.0,1.0
Po,2s,11.7841,16939.0,1.0
Po,2p1/2,7.2129,16244.0,0.3333333333333333
Po,2p3/2,6.1825,13814.0,0.6666666666666666
Po,3s,22.0,4149.0,1.0
Po,3p1/2,15.2586,3854.0,0.3333333333333333
Po,3p3/2,10.0,3302.0,0.6666666666666666
Po,3d3/2,3.2072,2798.0,0.4
Po,3d5/2,2.9586,2683.0,0.6
Po,4s,15.1437,995.0,1.0
Po,4p1/2,13.0,851.0,0.3333333333333333
Po,4p3/2,13.0,705.0,0.6666666666666666
Po,4d3/2,7.2387,500.0,0.4
Po,4d5/2,7.2387,473.0,0.6
Po,4f5/2,0.1253,184.0,0.42857142857142855
Po,4f7/2,0.1253,184.0,0.5714285714285714
Po,5s,0.1,177.0,1.0
Po,5p1/2,0.1,132.0,0.3333333333333333
Po,5p3/2,0.1,104.0,0.6666666666666666
Po,5d3/2,0.1,31.0,0.4
Po,5d5/2,0.1,31.0,0.6
Po,6s,0.1,9.0,1.0
Po,6p1/2,0.1,4.0,0.3333333333333333
Po,6p3/2,0.1,1.0,0.6666666666666666
At,1s,72.215,95730.0,1.0
At,2s,12.3023,17493.0,1.0
At,2p1/2,7.4611,16785.0,0.3333333333333333
At,2p3/2,6.3952,14214.0,0.6666666666666666
At,3s,22.0,4317.0,1.0
At,3p1/2,15.324,4008.0,0.3333333333333333
At,3p3/2,10.0,3426.0,0.6666666666666666
At,3d3/2,3.3195,2909.0,0.4
At,3d5/2,3.06,2787.0,0.6
At,4s,14.9369,1042.0,1.0
At,4p1/2,13.0,886.0,0.3333333333333333
At,4p3/2,13.0,740.0,0.6666666666666666
At,4d3/2,7.0014,533.0,0.4
At,4d5/2,7.0014,507.0,0.6
At,4f5/2,0.1119,210.0,0.42857142857142855
At,4f7/2,0.1119,210.0,0.5714285714285714
At,5s,0.1,195.0,1.0
At,5p1/2,0.1,148.0,0.3333333333333333
At,5p3/2,0.1,115.0,0.6666666666666666
At,5d3/2,0.1,40.0,0.4
At,5d5/2,0.1,40.0,0.6
At,6s,0.1,13.0,1.0
At,6p1/2,0.1,6.0,0.3333333333333333
At,6p3/2,0.1,1.0,0.6666666666666666
Rn,1s,74.9415,98404.0,1.0
Rn,2s,12.8433,18049.0,1.0
Rn,2p1/2,7.7178,17337.0,0.3333333333333333
Rn,2p3/2,6.6152,14619.0,0.6666666666666666
Rn,3s,22.0,4482.0,1.0
Rn,3p1/2,15.3896,4159.0,0.3333333333333333
Rn,3p3/2,10.0,3538.0,0.6666666666666666
Rn,3d3/2,3.4358,3022.0,0.4
Rn,3d5/2,3.1648,2892.0,0.6
Rn,4s,14.7329,1097.0,1.0
Rn,4p1/2,13.0,929.0,0.3333333333333333
Rn,4p3/2,13.0,768.0,0.6666666666666666
Rn,4d3/2,6.7718,567.0,0.4
Rn,4d5/2,6.7718,541.0,0.6
Rn,4f5/2,0.1,238.0,0.42857142857142855
Rn,4f7/2,0.1,238.0,0.5714285714285714
Rn,5s,0.1,214.0,1.0
Rn,5p1/2,0.1,164.0,0.3333333333333333
Rn,5p3/2,0.1,127.0,0.6666666666666666
Rn,5d3/2,0.1,48.0,0.4
Rn,5d5/2,0.1,48.0,0.6
Rn,6s,0.1,16.0,1.0
Rn,6p1/2,0.1,8.0,0.3333333333333333
Rn,6p3/2,0.1,2.0,0.6666666666666666
Fr,1s,77.771,101137.0,1.0
Fr,2s,13.4081,18639.0,1.0
Fr,2p1/2,7.9833,17907.0,0.3333333333333333
Fr,2p3/2,6.8429,15031.0,0.6666666666666666
Fr,3s,22.0,4652.0,1.0
Fr,3p1/2,15.4556,4327.0,0.3333333333333333
Fr,3p3/2,10.0,3663.0,0.6666666666666666
Fr,3d3/2,3.5562,3136.0,0.4
Fr,3d5/2,3.2732,3000.0,0.6
Fr,4s,14.5317,1153.0,1.0
Fr,4p1/2,13.0,980.0,0.3333333333333333
Fr,4p3/2,13.0,810.0,0.6666666666666666
Fr,4d3/2,6.5498,603.0,0.4
Fr,4d5/2,6.5498,577.0,0.6
Fr,4f5/2,0.1125,268.0,0.42857142857142855
Fr,4f7/2,0.1125,268.0,0.5714285714285714
