,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4p,4p,4p,4s,4s,4s,5s,5s,5s
1877.49,,,,,,,0.02822,0.027276,0.025931,0.039592,0.041135,0.039367,0.012014,0.012929,0.012706,0.0060757,0.0063084,0.0060494,0.0023958,0.0025578,0.002524,0.00024966,0.00023025,0.0002275
1891.09,,,,,,,0.027629,0.026669,0.025344,0.039036,0.040546,0.038795,0.011879,0.012786,0.012563,0.0059809,0.0062089,0.0059528,0.0023643,0.0025248,0.0024907,0.00021766,0.00022705,0.00022442
1904.7,,,,,,,0.027054,0.02608,0.024775,0.03849,0.039968,0.038234,0.011747,0.012647,0.012422,0.0058883,0.0061116,0.0058582,0.0023334,0.0024926,0.0024582,0.00018465,0.00022416,0.00022141
1918.3,,,,,,,0.026495,0.025506,0.024221,0.037955,0.039402,0.037684,0.011616,0.012509,0.012283,0.0057975,0.0060163,0.0057656,0.0023031,0.0024609,0.0024262,0.00017387,0.00022148,0.00021846
1931.91,,,,,,,0.02595,0.024948,0.023682,0.037431,0.038846,0.037145,0.011488,0.012374,0.012147,0.0057087,0.0059231,0.005675,0.0022734,0.0024298,0.0023948,0.00019006,0.00021881,0.00021556
1945.51,,,,,,,0.02542,0.024404,0.023158,0.036917,0.0383,0.036615,0.011362,0.012241,0.012012,0.0056218,0.0058317,0.0055863,0.0022443,0.0023994,0.0023641,0.00021939,0.00021599,0.00021272
1959.12,0.07284,0.070652,0.069499,,,,0.024903,0.023875,0.022648,0.036412,0.037765,0.036096,0.011239,0.01211,0.01188,0.0055366,0.0057423,0.0054994,0.0022158,0.0023695,0.0023339,0.00023573,0.00021304,0.00020994
1972.72,0.072099,0.069933,0.0688,,,,0.0244,0.02336,0.022152,0.035916,0.037238,0.035584,0.011116,0.01198,0.01175,0.005453,0.0056544,0.0054141,0.0021876,0.00234,0.0023042,0.00022221,0.0002101,0.0002072
1986.33,0.07137,0.069226,0.068112,,,,0.02391,0.022858,0.021669,0.03543,0.036722,0.035084,0.010997,0.011854,0.011622,0.0053714,0.0055686,0.0053307,0.0021602,0.0023113,0.0022751,0.0001895,0.00020738,0.00020453
1999.93,0.070649,0.068528,0.067433,,,,0.023432,0.02237,0.021199,0.034953,0.036215,0.034592,0.010879,0.011729,0.011496,0.0052914,0.0054844,0.005249,0.0021332,0.002283,0.0022466,0.00016305,0.00020491,0.0002019
2013.54,0.069938,0.067838,0.066762,,,,0.022967,0.021894,0.020742,0.034485,0.035717,0.034109,0.010763,0.011605,0.011372,0.0052131,0.0054019,0.0051689,0.0021068,0.0022552,0.0022185,0.00015945,0.00020258,0.00019933
2027.14,0.069236,0.067158,0.0661,,,,0.022513,0.021431,0.020298,0.034026,0.035228,0.033635,0.010649,0.011484,0.01125,0.0051365,0.005321,0.0050904,0.0020808,0.0022279,0.002191,0.00017879,0.00020023,0.0001968
2040.75,0.068544,0.066487,0.065448,,,,0.022071,0.02098,0.019864,0.033576,0.034748,0.03317,0.010537,0.011365,0.01113,0.0050616,0.0052418,0.0050136,0.0020553,0.0022011,0.002164,0.00020575,0.00019772,0.00019432
2054.35,0.067861,0.065825,0.064804,,,,0.02164,0.02054,0.019442,0.033134,0.034278,0.032714,0.010427,0.011248,0.011012,0.0049882,0.0051643,0.0049383,0.0020304,0.0021748,0.0021375,0.00021683,0.00019512,0.0001919
2067.96,0.067182,0.065168,0.064165,,,,0.02122,0.020111,0.019031,0.032698,0.033813,0.032264,0.010318,0.011132,0.010895,0.004916,0.0050879,0.0048642,0.0020058,0.0021489,0.0021113,0.00020059,0.00019255,0.0001895
2081.56,0.066514,0.064522,0.063536,,,,0.02081,0.019693,0.018631,0.032272,0.033358,0.031823,0.010212,0.011018,0.01078,0.0048454,0.0050133,0.0047918,0.0019817,0.0021235,0.0020857,0.00016991,0.00019019,0.00018716
2095.17,0.065855,0.063884,0.062915,,,,0.02041,0.019286,0.018241,0.031853,0.032911,0.03139,0.010107,0.010905,0.010667,0.0047762,0.00494,0.0047208,0.001958,0.0020985,0.0020605,0.00014739,0.00018804,0.00018486
2108.77,0.065204,0.063254,0.062302,,,,0.02002,0.018889,0.017861,0.031442,0.032472,0.030965,0.010003,0.010795,0.010556,0.0047082,0.0048682,0.0046512,0.0019348,0.002074,0.0020358,0.00014618,0.00018601,0.0001826
2122.38,0.064561,0.062632,0.061697,,,,0.019639,0.018502,0.017491,0.031038,0.032041,0.030547,0.0099015,0.010686,0.010446,0.0046416,0.0047978,0.0045829,0.001912,0.0020499,0.0020115,0.00016522,0.00018393,0.00018038
2135.98,0.063927,0.062018,0.0611,0.020667,0.019811,0.019682,0.019268,0.018125,0.017131,0.030642,0.031617,0.030137,0.0098016,0.010579,0.010338,0.0045764,0.0047288,0.0045161,0.0018897,0.0020262,0.0019876,0.00019027,0.00018172,0.0001782
2149.59,0.063297,0.06141,0.060508,0.02054,0.019688,0.01956,0.018905,0.017756,0.016779,0.030251,0.0312,0.029733,0.0097028,0.010473,0.010231,0.0045122,0.0046609,0.0044502,0.0018676,0.0020029,0.0019641,0.00020038,0.00017941,0.00017605
2163.19,0.062678,0.060812,0.059926,0.020416,0.019566,0.01944,0.018551,0.017397,0.016436,0.029869,0.030791,0.029337,0.0096061,0.010368,0.010127,0.0044496,0.0045945,0.0043859,0.001846,0.00198,0.0019411,0.00018558,0.00017715,0.00017395
2176.8,0.062066,0.06022,0.05935,0.020292,0.019445,0.019321,0.018206,0.017047,0.016102,0.029493,0.030388,0.028948,0.0095108,0.010266,0.010023,0.0043881,0.0045293,0.0043227,0.0018248,0.0019575,0.0019184,0.00015727,0.00017506,0.00017189
2190.4,0.061461,0.059636,0.058781,0.020168,0.019325,0.019203,0.017868,0.016705,0.015776,0.029123,0.029992,0.028565,0.0094168,0.010165,0.0099216,0.0043278,0.0044652,0.0042607,0.001804,0.0019354,0.0018961,0.00013568,0.00017316,0.00016985
2204.01,0.060864,0.059059,0.05822,0.020046,0.019206,0.019085,0.017539,0.016372,0.015458,0.02876,0.029603,0.028189,0.0093243,0.010065,0.0098212,0.0042687,0.0044024,0.0041999,0.0017835,0.0019136,0.0018742,0.00013306,0.00017136,0.00016786
2217.61,0.060274,0.058489,0.057665,0.019925,0.019088,0.018969,0.017217,0.016046,0.015148,0.028404,0.029221,0.027819,0.0092333,0.0099665,0.0097224,0.0042107,0.0043408,0.0041402,0.0017633,0.0018922,0.0018527,0.00014937,0.00016953,0.00016589
2231.22,0.059691,0.057927,0.057117,0.019805,0.018971,0.018854,0.016903,0.015729,0.014846,0.028053,0.028845,0.027456,0.0091437,0.0098696,0.009625,0.0041538,0.0042803,0.0040816,0.0017435,0.0018712,0.0018315,0.00017305,0.00016759,0.00016396
2244.82,0.059114,0.05737,0.056575,0.019685,0.018855,0.018739,0.016596,0.015418,0.014551,0.027708,0.028475,0.027098,0.0090552,0.0097738,0.0095288,0.0040979,0.0042208,0.0040241,0.0017241,0.0018504,0.0018106,0.0001854,0.00016554,0.00016206
2258.43,0.058545,0.056821,0.05604,0.019567,0.01874,0.018626,0.016296,0.015116,0.014264,0.02737,0.028111,0.026747,0.0089683,0.0096796,0.0094341,0.004043,0.0041625,0.0039676,0.001705,0.0018301,0.0017901,0.00017512,0.00016352,0.00016019
2272.03,0.057983,0.056279,0.055512,0.01945,0.018626,0.018514,0.016003,0.01482,0.013983,0.027037,0.027754,0.026401,0.0088826,0.0095867,0.0093408,0.0039892,0.0041052,0.0039123,0.0016862,0.00181,0.00177,0.00014967,0.00016162,0.00015835
2285.64,0.057427,0.055743,0.054991,0.019333,0.018513,0.018402,0.015716,0.014532,0.013709,0.02671,0.027402,0.026062,0.0087982,0.0094951,0.0092488,0.0039363,0.004049,0.0038579,0.0016677,0.0017903,0.0017501,0.0001271,0.00015991,0.00015654
2299.24,0.056878,0.055214,0.054475,0.019217,0.0184,0.018292,0.015436,0.01425,0.013442,0.026388,0.027056,0.025728,0.0087151,0.0094047,0.0091581,0.0038843,0.0039938,0.0038045,0.0016495,0.0017709,0.0017306,0.00012039,0.00015831,0.00015476
2312.85,0.056336,0.054692,0.053966,0.019103,0.018289,0.018182,0.015162,0.013975,0.013181,0.026072,0.026716,0.0254,0.0086332,0.0093156,0.0090686,0.0038334,0.0039395,0.0037521,0.0016317,0.0017518,0.0017114,0.00013187,0.0001567,0.00015301
2326.45,0.0558,0.054176,0.053463,0.018989,0.018179,0.018073,0.014895,0.013706,0.012926,0.025761,0.026381,0.025077,0.0085525,0.0092278,0.0089804,0.0037834,0.0038863,0.0037006,0.0016141,0.001733,0.0016925,0.00015376,0.00015501,0.00015129
2340.06,0.055271,0.053665,0.052966,0.018876,0.018069,0.017965,0.014633,0.013443,0.012677,0.025455,0.026052,0.024759,0.0084729,0.0091411,0.0088935,0.0037344,0.003834,0.0036501,0.0015968,0.0017146,0.001674,0.00017019,0.00015321,0.00014959
2353.66,0.054747,0.053161,0.052475,0.018764,0.017961,0.017859,0.014377,0.013187,0.012434,0.025155,0.025728,0.024447,0.0083945,0.0090556,0.0088077,0.0036863,0.0037826,0.0036005,0.0015798,0.0016964,0.0016557,0.00016742,0.00015138,0.00014793
2367.27,0.05423,0.052664,0.05199,0.018652,0.017853,0.017753,0.014127,0.012936,0.012197,0.024859,0.02541,0.02414,0.0083173,0.0089713,0.0087231,0.003639,0.0037321,0.0035517,0.0015631,0.0016784,0.0016377,0.00014684,0.00014965,0.00014628
2380.87,0.053719,0.052172,0.05151,0.018542,0.017746,0.017648,0.013882,0.012691,0.011966,0.024568,0.025096,0.023837,0.0082412,0.0088882,0.0086397,0.0035927,0.0036825,0.0035038,0.0015467,0.0016608,0.0016199,0.00012319,0.00014807,0.00014467
2394.48,0.053214,0.051686,0.051037,0.018433,0.017641,0.017543,0.013642,0.012452,0.011739,0.024282,0.024788,0.02354,0.0081661,0.0088061,0.0085575,0.0035471,0.0036338,0.0034568,0.0015306,0.0016434,0.0016025,0.00011081,0.00014662,0.00014308
2408.08,0.052715,0.051206,0.050569,0.018324,0.017536,0.01744,0.013408,0.012218,0.011518,0.024001,0.024484,0.023247,0.0080921,0.0087251,0.0084763,0.0035024,0.0035859,0.0034106,0.0015147,0.0016263,0.0015853,0.00011525,0.00014521,0.00014152
2421.69,0.052222,0.050731,0.050106,0.018216,0.017432,0.017337,0.013178,0.011989,0.011302,0.023724,0.024185,0.02296,0.0080192,0.0086453,0.0083963,0.0034583,0.0035389,0.0033652,0.001499,0.0016095,0.0015684,0.00013316,0.00014374,0.00013998
2435.29,0.051735,0.050263,0.049649,0.018109,0.017328,0.017236,0.012954,0.011765,0.011092,0.023452,0.023891,0.022676,0.0079473,0.0085665,0.0083173,0.0034151,0.0034926,0.0033206,0.0014836,0.0015929,0.0015518,0.0001528,0.00014218,0.00013846
2448.9,0.051253,0.049799,0.049197,0.018003,0.017226,0.017135,0.012734,0.011547,0.010885,0.023184,0.023601,0.022398,0.0078764,0.0084887,0.0082394,0.0033725,0.0034471,0.0032767,0.0014685,0.0015766,0.0015354,0.00015932,0.00014055,0.00013697
2462.5,0.050776,0.049341,0.04875,0.017897,0.017124,0.017035,0.012519,0.011333,0.010684,0.02292,0.023316,0.022123,0.0078064,0.0084119,0.0081625,0.0033307,0.0034024,0.0032337,0.0014536,0.0015605,0.0015192,0.00014684,0.00013895,0.0001355
2476.11,0.050305,0.048889,0.048309,0.017793,0.017024,0.016936,0.012309,0.011124,0.010487,0.02266,0.023036,0.021853,0.0077375,0.0083361,0.0080867,0.0032896,0.0033585,0.0031913,0.0014389,0.0015446,0.0015033,0.00012417,0.00013748,0.00013406
2489.71,0.04984,0.048441,0.047873,0.017689,0.016924,0.016837,0.012103,0.01092,0.010295,0.022405,0.022759,0.021588,0.0076694,0.0082613,0.0080118,0.0032493,0.0033153,0.0031497,0.0014244,0.001529,0.0014877,0.00010597,0.00013614,0.00013263
2503.32,0.04938,0.047999,0.047441,0.017585,0.016824,0.016739,0.011901,0.01072,0.010106,0.022153,0.022487,0.021326,0.0076023,0.0081875,0.0079379,0.0032096,0.0032728,0.0031088,0.0014102,0.0015136,0.0014722,0.00010154,0.00013488,0.00013123
2516.92,0.048925,0.047563,0.047015,0.017483,0.016726,0.016642,0.011703,0.010524,0.0099225,0.021906,0.02222,0.021069,0.0075361,0.0081146,0.007865,0.0031707,0.0032311,0.0030686,0.0013962,0.0014985,0.0014571,0.00011204,0.00013362,0.00012985
2530.53,0.048475,0.047131,0.046594,0.017382,0.016628,0.016546,0.011509,0.010333,0.0097429,0.021662,0.021956,0.020815,0.0074709,0.0080427,0.0077931,0.0031325,0.00319,0.003029,0.0013825,0.0014835,0.0014421,0.00013115,0.00013228,0.0001285
2544.13,0.048031,0.046704,0.046178,0.017281,0.016532,0.016451,0.01132,0.010146,0.009567,0.021423,0.021696,0.020566,0.0074065,0.0079717,0.0077221,0.0030949,0.0031496,0.0029902,0.0013689,0.0014688,0.0014273,0.00014615,0.00013085,0.00012716
2557.74,0.047592,0.046283,0.045766,0.017181,0.016436,0.016356,0.011134,0.0099626,0.0093951,0.021187,0.021441,0.02032,0.007343,0.0079016,0.007652,0.0030579,0.0031099,0.0029519,0.0013555,0.0014543,0.0014128,0.00014548,0.0001294,0.00012584
2571.34,0.047157,0.045866,0.045359,0.017081,0.01634,0.016263,0.010952,0.0097834,0.0092269,0.020954,0.021189,0.020078,0.0072804,0.0078324,0.0075828,0.0030216,0.0030708,0.0029144,0.0013424,0.00144,0.0013985,0.000129,0.00012802,0.00012455
2584.95,0.046728,0.045454,0.044957,0.016983,0.016246,0.016169,0.010774,0.009608,0.0090624,0.020726,0.020941,0.01984,0.0072186,0.007764,0.0075144,0.0029858,0.0030324,0.0028774,0.0013294,0.0014259,0.0013844,0.00010795,0.00012675,0.00012327
2598.55,0.046303,0.045046,0.044559,0.016885,0.016152,0.016077,0.010599,0.0094365,0.0089016,0.0205,0.020696,0.019606,0.0071576,0.0076964,0.0074469,0.0029506,0.0029946,0.002841,0.0013166,0.001412,0.0013705,9.462e-05,0.00012559,0.00012201
2612.16,0.045883,0.044644,0.044166,0.016787,0.016059,0.015985,0.010428,0.0092685,0.0087442,0.020278,0.020455,0.019375,0.0070973,0.0076297,0.0073802,0.0029159,0.0029573,0.0028053,0.0013041,0.0013983,0.0013567,9.4941e-05,0.00012448,0.00012077
2625.76,0.045469,0.044246,0.043778,0.016691,0.015967,0.015895,0.01026,0.0091042,0.0085903,0.02006,0.020219,0.019148,0.0070382,0.0075641,0.0073148,0.0028819,0.0029208,0.0027702,0.0012917,0.0013848,0.0013433,0.00010798,0.00012334,0.00011955
2639.37,0.045059,0.043853,0.043394,0.016595,0.015875,0.015805,0.010095,0.0089433,0.0084396,0.019845,0.019985,0.018924,0.0069797,0.0074991,0.0072499,0.0028483,0.0028848,0.0027356,0.0012795,0.0013715,0.0013299,0.00012626,0.00012213,0.00011835
2652.97,0.044653,0.043464,0.043014,0.0165,0.015785,0.015715,0.0099337,0.0087857,0.0082921,0.019633,0.019755,0.018704,0.0069219,0.0074349,0.0071858,0.0028153,0.0028494,0.0027016,0.0012675,0.0013584,0.0013168,0.00013765,0.00012084,0.00011717
2666.58,0.044252,0.04308,0.042639,0.016406,0.015695,0.015626,0.0097755,0.0086313,0.0081478,0.019425,0.019529,0.018487,0.006865,0.0073715,0.0071226,0.0027829,0.0028145,0.0026681,0.0012557,0.0013455,0.0013039,0.00013346,0.00011955,0.000116
2680.18,0.043855,0.0427,0.042267,0.016313,0.015605,0.015538,0.0096203,0.0084802,0.0080065,0.019219,0.019305,0.018273,0.0068088,0.0073089,0.0070601,0.002751,0.0027802,0.0026352,0.0012441,0.0013327,0.0012911,0.00011623,0.00011833,0.00011485
2693.79,0.043462,0.042323,0.0419,0.01622,0.015516,0.015451,0.0094682,0.0083323,0.0078682,0.019016,0.019085,0.018062,0.0067532,0.007247,0.0069984,0.0027196,0.0027464,0.0026028,0.0012326,0.0013201,0.0012785,9.7162e-05,0.00011722,0.00011371
2707.39,0.043073,0.04195,0.041535,0.016127,0.015428,0.015364,0.009319,0.0081874,0.0077329,0.018816,0.018867,0.017854,0.0066982,0.0071855,0.0069372,0.0026887,0.0027131,0.0025708,0.0012212,0.0013076,0.0012661,8.6576e-05,0.00011619,0.00011259
2721.0,0.042692,0.041586,0.041179,0.016036,0.015342,0.015279,0.0091727,0.0080456,0.0076005,0.018621,0.018655,0.01765,0.0066448,0.0071257,0.0068775,0.0026586,0.0026806,0.0025396,0.0012101,0.0012955,0.001254,8.874e-05,0.00011521,0.00011149
2734.6,0.042312,0.041222,0.040823,0.015945,0.015255,0.015193,0.0090292,0.0079066,0.0074708,0.018427,0.018444,0.017448,0.0065913,0.0070659,0.0068179,0.0026287,0.0026483,0.0025087,0.0011991,0.0012834,0.0012419,0.00010201,0.00011419,0.0001104
2748.21,0.041937,0.040862,0.040472,0.015855,0.015169,0.015108,0.0088885,0.0077705,0.0073439,0.018236,0.018236,0.01725,0.0065387,0.0070069,0.0067592,0.0025993,0.0026166,0.0024783,0.0011883,0.0012715,0.00123,0.00011905,0.00011309,0.00010933
2761.81,0.041566,0.040507,0.040125,0.015765,0.015084,0.015024,0.0087503,0.0076371,0.0072195,0.018048,0.018032,0.017054,0.0064868,0.0069487,0.0067012,0.0025704,0.0025854,0.0024484,0.0011776,0.0012597,0.0012182,0.00012879,0.00011193,0.00010827
2775.42,0.041199,0.040156,0.039781,0.015676,0.014999,0.014941,0.0086147,0.0075064,0.0070977,0.017862,0.01783,0.016862,0.0064356,0.0068912,0.0066439,0.0025419,0.0025547,0.002419,0.0011671,0.0012481,0.0012067,0.00012395,0.00011078,0.00010723
2789.02,0.040836,0.039809,0.039442,0.015588,0.014915,0.014858,0.0084816,0.0073783,0.0069783,0.01768,0.017631,0.016671,0.006385,0.0068343,0.0065873,0.0025138,0.0025244,0.00239,0.0011568,0.0012367,0.0011953,0.00010751,0.00010968,0.0001062
2802.63,0.040476,0.039464,0.039105,0.0155,0.014831,0.014776,0.008351,0.0072528,0.0068614,0.017499,0.017435,0.016484,0.006335,0.006778,0.0065313,0.0024861,0.0024945,0.0023614,0.0011465,0.0012254,0.001184,8.9758e-05,0.00010868,0.00010518
2816.23,0.04012,0.039124,0.038772,0.015412,0.014748,0.014694,0.0082228,0.0071298,0.0067469,0.017321,0.017241,0.016299,0.0062856,0.0067222,0.0064759,0.0024588,0.0024651,0.0023333,0.0011364,0.0012142,0.0011728,7.9904e-05,0.00010777,0.00010418
2829.84,0.039771,0.03879,0.038445,0.015327,0.014667,0.014614,0.0080973,0.0070096,0.0066351,0.017147,0.017052,0.016118,0.0062374,0.0066678,0.0064217,0.0024321,0.0024364,0.0023058,0.0011266,0.0012033,0.001162,8.1733e-05,0.00010689,0.0001032
2843.44,0.039423,0.038457,0.03812,0.015241,0.014586,0.014534,0.0079739,0.0068915,0.0065253,0.016975,0.016864,0.015939,0.0061892,0.0066134,0.0063677,0.0024056,0.0024079,0.0022786,0.0011167,0.0011924,0.0011511,9.3884e-05,0.00010597,0.00010222
2857.05,0.039079,0.038129,0.037798,0.015155,0.014505,0.014454,0.0078528,0.0067758,0.0064177,0.016805,0.016678,0.015762,0.0061418,0.0065597,0.0063143,0.0023797,0.0023799,0.0022518,0.0011071,0.0011817,0.0011405,0.00010998,0.00010499,0.00010126
2870.65,0.03874,0.037804,0.037481,0.01507,0.014425,0.014375,0.0077338,0.0066624,0.0063123,0.016637,0.016496,0.015588,0.006095,0.0065067,0.0062617,0.0023541,0.0023523,0.0022254,0.0010976,0.0011711,0.0011299,0.00012006,0.00010395,0.00010031
2884.26,0.038404,0.037483,0.037166,0.014987,0.014345,0.014297,0.0076169,0.0065512,0.0062089,0.016472,0.016316,0.015417,0.0060489,0.0064543,0.0062097,0.002329,0.0023251,0.0021994,0.0010882,0.0011607,0.0011195,0.00011694,0.00010291,9.9373e-05
2897.86,0.038071,0.037165,0.036855,0.014903,0.014266,0.014219,0.0075021,0.006442,0.0061075,0.016309,0.016138,0.015247,0.0060033,0.0064026,0.0061583,0.0023042,0.0022983,0.0021738,0.0010789,0.0011504,0.0011093,0.00010238,0.00010191,9.8449e-05
2911.47,0.03774,0.036848,0.036545,0.01482,0.014187,0.014141,0.0073891,0.0063349,0.0060081,0.016147,0.015962,0.01508,0.0059581,0.0063512,0.0061073,0.0022797,0.0022717,0.0021485,0.0010698,0.0011402,0.0010992,8.5376e-05,0.000101,9.7535e-05
2925.07,0.037419,0.036542,0.036245,0.014739,0.014111,0.014066,0.0072792,0.0062307,0.0059113,0.015991,0.015792,0.014917,0.0059141,0.006301,0.0060575,0.002256,0.002246,0.0021239,0.0010609,0.0011302,0.0010893,7.4732e-05,0.00010018,9.6642e-05
2938.68,0.037095,0.036232,0.035942,0.014657,0.014033,0.013989,0.0071703,0.0061277,0.0058158,0.015834,0.01562,0.014754,0.00587,0.0062508,0.0060077,0.0022322,0.0022203,0.0020994,0.001052,0.0011203,0.0010794,7.458e-05,9.9385e-05,9.5751e-05
2952.28,0.036776,0.035927,0.035643,0.014575,0.013956,0.013913,0.0070635,0.006027,0.0057224,0.015679,0.015452,0.014594,0.0058266,0.0062012,0.0059585,0.0022088,0.002195,0.0020753,0.0010432,0.0011104,0.0010696,8.4479e-05,9.8571e-05,9.4872e-05
2965.89,0.036461,0.035626,0.035348,0.014495,0.01388,0.013838,0.0069587,0.0059282,0.0056308,0.015527,0.015286,0.014437,0.0057837,0.0061522,0.0059099,0.0021857,0.0021701,0.0020515,0.0010345,0.0011008,0.00106,9.9584e-05,9.77e-05,9.4006e-05
2979.49,0.036149,0.035329,0.035057,0.014415,0.013805,0.013764,0.0068557,0.0058313,0.0055409,0.015377,0.015123,0.014281,0.0057413,0.0061037,0.005862,0.002163,0.0021456,0.0020282,0.001026,0.0010912,0.0010505,0.00011122,9.6773e-05,9.3151e-05
2993.1,0.035841,0.035034,0.034768,0.014335,0.01373,0.01369,0.0067544,0.0057362,0.0054528,0.01523,0.014962,0.014128,0.0056995,0.0060559,0.0058146,0.0021406,0.0021214,0.0020052,0.0010176,0.0010818,0.0010412,0.0001116,9.5827e-05,9.2308e-05
3006.7,0.035536,0.034743,0.034483,0.014256,0.013656,0.013617,0.0066548,0.0056428,0.0053663,0.015084,0.014803,0.013977,0.0056583,0.0060086,0.0057678,0.0021186,0.0020976,0.0019825,0.0010093,0.0010725,0.0010319,0.00010012,9.4915e-05,9.1477e-05
3020.31,0.035233,0.034453,0.034199,0.014178,0.013582,0.013544,0.0065568,0.0055511,0.0052814,0.014939,0.014645,0.013827,0.0056175,0.0059618,0.0057214,0.0020968,0.0020741,0.0019601,0.0010011,0.0010633,0.0010228,8.3839e-05,9.4075e-05,9.0655e-05
3033.91,0.034937,0.034171,0.033922,0.014101,0.013509,0.013472,0.0064614,0.0054619,0.0051989,0.014798,0.014492,0.013682,0.0055774,0.0059157,0.0056758,0.0020755,0.0020511,0.0019382,0.00099308,0.0010542,0.0010138,7.1432e-05,9.3315e-05,8.9847e-05
3047.52,0.034641,0.033888,0.033645,0.014024,0.013436,0.013401,0.0063668,0.0053737,0.0051172,0.014658,0.014338,0.013536,0.0055375,0.0058698,0.0056305,0.0020544,0.0020282,0.0019164,0.0009851,0.0010453,0.0010049,6.7999e-05,9.2599e-05,8.9047e-05
3061.12,0.034347,0.033608,0.03337,0.013947,0.013364,0.013329,0.006274,0.0052873,0.0050373,0.014519,0.014187,0.013393,0.0054981,0.0058245,0.0055856,0.0020336,0.0020057,0.001895,0.00097722,0.0010364,0.00099614,7.4376e-05,9.188e-05,8.8256e-05
3074.73,0.034058,0.033331,0.033099,0.01387,0.013292,0.013258,0.0061828,0.0052026,0.0049589,0.014383,0.014039,0.013252,0.0054591,0.0057796,0.0055413,0.0020131,0.0019835,0.0018739,0.00096945,0.0010276,0.00098745,8.7617e-05,9.1117e-05,8.7475e-05
3088.33,0.033771,0.033058,0.032831,0.013795,0.013221,0.013188,0.0060932,0.0051195,0.004882,0.014248,0.013892,0.013112,0.0054206,0.0057352,0.0054974,0.0019929,0.0019616,0.0018531,0.00096177,0.001019,0.00097887,0.00010087,9.0299e-05,8.6704e-05
3101.94,0.033488,0.032787,0.032566,0.013719,0.013151,0.013118,0.006005,0.0050379,0.0048066,0.014115,0.013747,0.012975,0.0053826,0.0056913,0.0054541,0.0019731,0.0019401,0.0018327,0.0009542,0.0010104,0.0009704,0.000106,8.9447e-05,8.5943e-05
3115.54,0.033208,0.03252,0.032304,0.013645,0.013081,0.013049,0.0059182,0.0049577,0.0047324,0.013984,0.013604,0.01284,0.005345,0.005648,0.0054113,0.0019535,0.0019189,0.0018125,0.00094674,0.001002,0.00096205,9.9369e-05,8.8608e-05,8.5193e-05
3129.15,0.03293,0.032255,0.032043,0.013571,0.013011,0.012981,0.0058326,0.0048787,0.0046595,0.013855,0.013463,0.012706,0.005308,0.0056052,0.005369,0.0019341,0.0018979,0.0017926,0.00093939,0.00099363,0.00095381,8.4967e-05,8.7822e-05,8.4453e-05
3142.75,0.032657,0.031994,0.031788,0.013498,0.012943,0.012913,0.0057497,0.0048023,0.0045889,0.013728,0.013324,0.012575,0.0052713,0.0055628,0.0053272,0.0019152,0.0018773,0.001773,0.00093212,0.0009854,0.00094566,7.0849e-05,8.7108e-05,8.3723e-05
3156.36,0.032385,0.031735,0.031533,0.013425,0.012874,0.012846,0.0056671,0.0047264,0.0045188,0.013601,0.013187,0.012445,0.0052351,0.0055208,0.0052858,0.0018963,0.0018569,0.0017537,0.00092495,0.00097726,0.00093762,6.3393e-05,8.6452e-05,8.3001e-05
3169.96,0.032116,0.031478,0.031281,0.013352,0.012806,0.012779,0.005586,0.004652,0.0044501,0.013477,0.013051,0.012316,0.0051992,0.0054793,0.0052449,0.0018777,0.0018368,0.0017346,0.00091786,0.00096921,0.00092966,6.5044e-05,8.5814e-05,8.2288e-05
3183.57,0.031849,0.031223,0.031031,0.01328,0.012739,0.012712,0.0055063,0.004579,0.0043827,0.013354,0.012917,0.012189,0.0051637,0.0054381,0.0052043,0.0018594,0.001817,0.0017158,0.00091085,0.00096124,0.00092179,7.4842e-05,8.5153e-05,8.1583e-05
3197.17,0.031585,0.030972,0.030784,0.013208,0.012671,0.012645,0.0054279,0.0045074,0.0043166,0.013232,0.012785,0.012064,0.0051285,0.0053973,0.0051641,0.0018412,0.0017974,0.0016972,0.00090392,0.00095336,0.000914,8.8354e-05,8.4441e-05,8.0886e-05
3210.78,0.031325,0.030723,0.03054,0.013137,0.012605,0.01258,0.0053508,0.0044371,0.0042517,0.013112,0.012654,0.011941,0.0050937,0.005357,0.0051244,0.0018234,0.0017781,0.001679,0.00089707,0.00094557,0.00090631,9.8242e-05,8.3685e-05,8.0197e-05
3224.38,0.031067,0.030477,0.030299,0.013066,0.012539,0.012514,0.005275,0.0043681,0.004188,0.012994,0.012525,0.011819,0.0050593,0.005317,0.0050851,0.0018058,0.0017591,0.001661,0.00089032,0.00093788,0.00089872,9.8264e-05,8.2914e-05,7.9517e-05
3237.99,0.030812,0.030234,0.03006,0.012996,0.012473,0.01245,0.0052,0.0043,0.0041252,0.012877,0.012398,0.011699,0.0050254,0.0052776,0.0050463,0.0017885,0.0017404,0.0016432,0.00088366,0.00093028,0.00089123,8.8165e-05,8.2172e-05,7.8847e-05
3251.59,0.03056,0.029993,0.029824,0.012927,0.012408,0.012386,0.0051273,0.004234,0.0040644,0.012762,0.012273,0.011581,0.0049921,0.0052388,0.0050082,0.0017714,0.0017219,0.0016257,0.00087712,0.00092281,0.00088386,7.3831e-05,8.1491e-05,7.8187e-05
