,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4p,4p,4p,4s,4s,4s,5s,5s,5s
5768.52,0.0085686,0.008766,0.0087921,0.0054042,0.0054824,0.0054832,0.00043741,0.00040194,0.00047633,0.0033407,0.0025638,0.0025696,0.0020518,0.0017041,0.0016321,0.00043624,0.00034136,0.00034077,0.00033196,0.00027927,0.00026702,2.0526e-05,2.4449e-05,2.3355e-05
5782.12,0.0085197,0.0087166,0.0087425,0.0053826,0.0054622,0.0054628,0.00043173,0.00039781,0.00047196,0.003319,0.0025452,0.0025525,0.0020443,0.0016954,0.0016241,0.00043333,0.00033883,0.00033844,0.00033066,0.00027778,0.00026566,2.3603e-05,2.4334e-05,2.3235e-05
5795.73,0.0084694,0.0086656,0.0086915,0.0053609,0.0054418,0.0054422,0.00042608,0.0003937,0.00046759,0.0032967,0.0025262,0.002535,0.0020368,0.0016867,0.0016162,0.00043036,0.00033625,0.00033606,0.00032936,0.00027629,0.00026429,2.844e-05,2.4209e-05,2.3115e-05
5809.33,0.0084188,0.0086143,0.0086401,0.0053385,0.0054208,0.005421,0.00042057,0.00038972,0.00046337,0.0032743,0.0025072,0.0025175,0.002029,0.0016778,0.0016081,0.00042737,0.00033367,0.00033368,0.00032801,0.00027477,0.0002629,3.3804e-05,2.407e-05,2.2993e-05
5822.94,0.0083816,0.0085768,0.0086025,0.0053193,0.005403,0.0054029,0.0004154,0.00038604,0.0004595,0.0032571,0.0024921,0.002504,0.0020224,0.0016699,0.0016009,0.00042505,0.00033161,0.00033182,0.00032686,0.00027341,0.00026167,3.7979e-05,2.3935e-05,2.2884e-05
5836.54,0.0083322,0.0085267,0.0085523,0.0052976,0.0053825,0.0053822,0.00041002,0.00038213,0.00045533,0.0032352,0.0024736,0.0024868,0.0020148,0.0016612,0.001593,0.00042213,0.00032909,0.00032949,0.00032555,0.00027193,0.00026032,3.9361e-05,2.3784e-05,2.2765e-05
5850.15,0.0082845,0.0084782,0.0085038,0.0052759,0.0053621,0.0053616,0.00040474,0.00037831,0.00045126,0.0032139,0.0024555,0.0024702,0.0020072,0.0016526,0.0015852,0.0004193,0.00032665,0.00032724,0.00032425,0.00027046,0.00025897,3.7396e-05,2.3634e-05,2.2647e-05
5863.75,0.0082377,0.0084307,0.0084562,0.0052543,0.0053418,0.005341,0.00039955,0.00037455,0.00044725,0.0031929,0.0024378,0.0024539,0.0019997,0.001644,0.0015773,0.0004165,0.00032424,0.00032502,0.00032295,0.00026899,0.00025763,3.2837e-05,2.3491e-05,2.2529e-05
5877.36,0.0081917,0.0083839,0.0084093,0.0052327,0.0053215,0.0053205,0.00039443,0.00037084,0.00044328,0.0031723,0.0024203,0.0024379,0.0019921,0.0016354,0.0015696,0.00041375,0.00032187,0.00032284,0.00032165,0.00026753,0.0002563,2.7319e-05,2.3359e-05,2.2411e-05
5890.96,0.0081463,0.0083378,0.0083631,0.0052114,0.0053014,0.0053002,0.00038937,0.00036717,0.00043934,0.0031519,0.0024031,0.0024221,0.0019847,0.0016269,0.0015618,0.00041103,0.00031953,0.00032069,0.00032036,0.00026608,0.00025498,2.2514e-05,2.3239e-05,2.2295e-05
5904.57,0.0081015,0.0082923,0.0083175,0.0051904,0.0052816,0.0052802,0.00038437,0.00036352,0.00043543,0.0031317,0.0023861,0.0024064,0.0019773,0.0016186,0.0015542,0.00040834,0.00031722,0.00031857,0.00031909,0.00026466,0.00025368,1.952e-05,2.3129e-05,2.2181e-05
5918.17,0.0080571,0.0082471,0.0082722,0.0051697,0.0052621,0.0052605,0.00037943,0.0003599,0.00043154,0.0031117,0.0023693,0.0023909,0.0019701,0.0016103,0.0015467,0.00040566,0.00031494,0.00031646,0.00031785,0.00026325,0.0002524,1.8794e-05,2.3025e-05,2.2068e-05
5931.78,0.0080127,0.0082019,0.0082269,0.0051493,0.0052429,0.005241,0.00037453,0.0003563,0.00042765,0.0030917,0.0023525,0.0023755,0.0019629,0.0016022,0.0015393,0.00040298,0.00031266,0.00031436,0.00031662,0.00026186,0.00025114,2.0392e-05,2.2922e-05,2.1956e-05
5945.38,0.0079673,0.0081556,0.0081805,0.0051293,0.005224,0.0052219,0.00036964,0.00035266,0.0004237,0.0030713,0.0023354,0.0023598,0.0019559,0.0015942,0.0015321,0.00040025,0.00031035,0.00031223,0.0003154,0.00026049,0.00024989,2.406e-05,2.2813e-05,2.1847e-05
5958.99,0.0079206,0.008108,0.0081329,0.0051092,0.0052051,0.0052028,0.00036487,0.00034913,0.00041986,0.0030504,0.0023181,0.0023438,0.0019488,0.0015862,0.0015248,0.00039747,0.000308,0.00031006,0.00031419,0.00025913,0.00024865,2.9057e-05,2.2695e-05,2.1738e-05
5972.59,0.0078851,0.0080718,0.0080966,0.0050896,0.0051866,0.005184,0.00036057,0.00034614,0.00041669,0.0030337,0.002304,0.002331,0.0019419,0.0015783,0.0015177,0.00039522,0.00030608,0.00030832,0.000313,0.00025779,0.00024743,3.4024e-05,2.2569e-05,2.163e-05
5986.2,0.0078406,0.0080263,0.008051,0.0050697,0.0051678,0.0051651,0.00035593,0.0003427,0.00041295,0.0030137,0.0022873,0.0023156,0.0019349,0.0015704,0.0015105,0.00039254,0.00030383,0.00030623,0.0003118,0.00025644,0.0002462,3.7289e-05,2.2434e-05,2.1522e-05
5999.8,0.0077968,0.0079817,0.0080062,0.0050498,0.005149,0.005146,0.00035139,0.00033936,0.00040931,0.0029939,0.002271,0.0023005,0.0019279,0.0015624,0.0015033,0.0003899,0.00030161,0.00030418,0.0003106,0.00025509,0.00024498,3.7611e-05,2.2295e-05,2.1414e-05
6013.41,0.0077536,0.0079375,0.007962,0.0050298,0.00513,0.0051268,0.00034694,0.00033608,0.00040575,0.0029744,0.0022548,0.0022856,0.0019208,0.0015545,0.0014961,0.00038729,0.00029942,0.00030216,0.00030938,0.00025374,0.00024375,3.4843e-05,2.2159e-05,2.1306e-05
6027.01,0.0077109,0.0078938,0.0079182,0.0050097,0.005111,0.0051075,0.00034255,0.00033286,0.00040224,0.002955,0.0022388,0.0022708,0.0019137,0.0015465,0.0014889,0.00038471,0.00029725,0.00030016,0.00030816,0.00025239,0.00024252,3.0016e-05,2.2029e-05,2.1198e-05
6040.62,0.0076688,0.0078507,0.007875,0.0049896,0.0050919,0.0050882,0.00033822,0.00032968,0.00039876,0.0029359,0.002223,0.0022563,0.0019065,0.0015386,0.0014817,0.00038217,0.00029512,0.00029819,0.00030695,0.00025104,0.00024129,2.4759e-05,2.191e-05,2.109e-05
6054.22,0.0076274,0.0078083,0.0078325,0.0049696,0.0050729,0.005069,0.00033395,0.00032652,0.00039531,0.002917,0.0022074,0.002242,0.0018994,0.0015307,0.0014745,0.00037966,0.00029301,0.00029625,0.00030573,0.0002497,0.00024008,2.0526e-05,2.1801e-05,2.0983e-05
6067.83,0.0075865,0.0077664,0.0077905,0.0049499,0.0050541,0.00505,0.00032972,0.00032339,0.00039188,0.0028983,0.0021921,0.0022278,0.0018923,0.0015229,0.0014674,0.00037719,0.00029093,0.00029433,0.00030453,0.00024837,0.00023887,1.8168e-05,2.1701e-05,2.0877e-05
6081.43,0.007546,0.0077249,0.007749,0.0049303,0.0050356,0.0050312,0.00032553,0.00032027,0.00038844,0.0028798,0.0021769,0.0022138,0.0018853,0.0015152,0.0014604,0.00037474,0.00028887,0.00029243,0.00030334,0.00024706,0.00023768,1.7989e-05,2.1605e-05,2.0773e-05
6095.04,0.0075055,0.0076834,0.0077073,0.0049109,0.0050171,0.0050125,0.00032133,0.00031709,0.00038492,0.0028612,0.0021617,0.0021998,0.0018784,0.0015075,0.0014535,0.00037229,0.00028682,0.00029054,0.00030216,0.00024576,0.0002365,1.9972e-05,2.1507e-05,2.0669e-05
6108.64,0.0074643,0.007641,0.0076649,0.0048926,0.0049997,0.0049949,0.00031722,0.00031396,0.00038146,0.0028424,0.0021464,0.0021856,0.0018718,0.0015002,0.0014469,0.00036982,0.00028475,0.00028862,0.00030104,0.00024451,0.00023537,2.3812e-05,2.1407e-05,2.057e-05
6122.25,0.0074279,0.0076036,0.0076274,0.0048745,0.0049825,0.0049775,0.0003136,0.00031147,0.00037877,0.0028255,0.0021325,0.0021729,0.0018654,0.0014929,0.0014403,0.00036759,0.00028287,0.00028689,0.00029994,0.00024328,0.00023425,2.8701e-05,2.1298e-05,2.0472e-05
6135.85,0.0073879,0.0075625,0.0075862,0.0048559,0.0049649,0.0049596,0.00030961,0.00030844,0.0003754,0.0028072,0.0021176,0.0021592,0.0018587,0.0014856,0.0014337,0.00036517,0.00028085,0.00028503,0.00029881,0.00024203,0.00023312,3.3272e-05,2.1179e-05,2.0372e-05
6149.46,0.0073481,0.0075216,0.0075451,0.0048374,0.0049473,0.0049418,0.00030572,0.00030551,0.00037215,0.0027889,0.0021028,0.0021455,0.001852,0.0014782,0.001427,0.00036277,0.00027885,0.00028318,0.00029768,0.00024079,0.00023199,3.5979e-05,2.1054e-05,2.0273e-05
6163.06,0.0073084,0.0074808,0.0075042,0.004819,0.0049297,0.0049239,0.0003019,0.00030264,0.00036896,0.0027707,0.0020881,0.0021319,0.0018454,0.0014709,0.0014204,0.00036038,0.00027687,0.00028134,0.00029655,0.00023954,0.00023087,3.5795e-05,2.0926e-05,2.0174e-05
6176.67,0.007269,0.0074401,0.0074635,0.0048004,0.004912,0.004906,0.00029815,0.00029982,0.00036582,0.0027526,0.0020735,0.0021184,0.0018387,0.0014636,0.0014138,0.00035799,0.00027489,0.00027951,0.00029541,0.0002383,0.00022974,3.277e-05,2.0801e-05,2.0075e-05
6190.27,0.0072299,0.0073999,0.0074232,0.0047817,0.0048941,0.0048879,0.00029444,0.00029705,0.00036273,0.0027347,0.002059,0.002105,0.0018319,0.0014562,0.0014071,0.00035562,0.00027294,0.0002777,0.00029427,0.00023705,0.00022861,2.7994e-05,2.0683e-05,1.9976e-05
6203.88,0.0071913,0.0073601,0.0073833,0.0047629,0.0048761,0.0048697,0.00029079,0.00029431,0.00035968,0.0027169,0.0020447,0.0020917,0.0018251,0.0014489,0.0014004,0.00035328,0.00027101,0.00027591,0.00029312,0.00023581,0.00022748,2.3011e-05,2.0573e-05,1.9876e-05
6217.48,0.0071532,0.0073208,0.0073439,0.0047441,0.0048581,0.0048514,0.00028719,0.00029161,0.00035665,0.0026993,0.0020306,0.0020787,0.0018182,0.0014415,0.0013938,0.00035095,0.0002691,0.00027415,0.00029196,0.00023456,0.00022635,1.9123e-05,2.0473e-05,1.9777e-05
6231.09,0.0071158,0.0072821,0.0073051,0.0047253,0.00484,0.0048331,0.00028362,0.00028891,0.00035363,0.0026819,0.0020167,0.0020658,0.0018113,0.0014341,0.0013871,0.00034866,0.00026722,0.00027241,0.0002908,0.00023331,0.00022522,1.7054e-05,2.038e-05,1.9678e-05
6244.69,0.0070787,0.0072438,0.0072668,0.0047061,0.0048215,0.0048144,0.00028005,0.00028619,0.00035056,0.0026647,0.0020029,0.0020531,0.0018043,0.0014266,0.0013803,0.00034638,0.00026536,0.00027069,0.00028962,0.00023205,0.00022407,1.7044e-05,2.0287e-05,1.9577e-05
6258.3,0.0070422,0.0072061,0.0072289,0.0046884,0.0048046,0.0047972,0.00027655,0.00028349,0.00034751,0.0026477,0.0019893,0.0020405,0.0017978,0.0014196,0.001374,0.00034413,0.00026353,0.00026899,0.00028853,0.00023087,0.000223,1.9065e-05,2.0199e-05,1.9483e-05
6271.9,0.0070065,0.0071691,0.0071919,0.0046738,0.0047907,0.0047831,0.00027345,0.00028127,0.00034505,0.0026311,0.0019761,0.0020283,0.0017925,0.0014136,0.0013686,0.00034195,0.00026174,0.00026734,0.00028763,0.00022984,0.00022208,2.2824e-05,2.0117e-05,1.9402e-05
6285.51,0.0069703,0.0071317,0.0071544,0.0046555,0.0047732,0.0047653,0.00027003,0.00027862,0.00034204,0.0026142,0.0019627,0.0020159,0.0017858,0.0014065,0.0013622,0.00033972,0.00025993,0.00026566,0.0002865,0.00022863,0.00022098,2.752e-05,2.0011e-05,1.9306e-05
6299.11,0.0069342,0.0070943,0.0071169,0.004638,0.0047564,0.0047483,0.00026669,0.00027605,0.00033912,0.0025974,0.0019493,0.0020035,0.0017794,0.0013996,0.001356,0.00033751,0.00025813,0.00026399,0.00028542,0.00022747,0.00021993,3.1885e-05,1.9899e-05,1.9213e-05
6312.72,0.0068982,0.0070569,0.0070794,0.0046208,0.0047399,0.0047315,0.00026343,0.00027353,0.00033626,0.0025806,0.001936,0.0019912,0.0017731,0.0013928,0.0013498,0.0003353,0.00025634,0.00026233,0.00028436,0.00022632,0.00021889,3.4468e-05,1.9783e-05,1.9122e-05
6326.32,0.006862,0.0070194,0.0070419,0.0046037,0.0047234,0.0047148,0.00026021,0.00027105,0.00033344,0.0025638,0.0019228,0.0019789,0.0017667,0.001386,0.0013437,0.00033309,0.00025455,0.00026067,0.0002833,0.00022517,0.00021786,3.4311e-05,1.9665e-05,1.9031e-05
6339.93,0.006826,0.006982,0.0070044,0.0045864,0.0047068,0.004698,0.00025705,0.00026862,0.00033067,0.0025471,0.0019095,0.0019666,0.0017604,0.0013792,0.0013376,0.0003309,0.00025277,0.00025901,0.00028223,0.00022402,0.00021682,3.1456e-05,1.955e-05,1.894e-05
6353.53,0.0067901,0.0069448,0.006967,0.0045691,0.00469,0.004681,0.00025393,0.00026623,0.00032795,0.0025304,0.0018964,0.0019544,0.0017539,0.0013724,0.0013314,0.00032872,0.000251,0.00025737,0.00028115,0.00022287,0.00021578,2.6915e-05,1.944e-05,1.8849e-05
6367.14,0.0067545,0.0069078,0.00693,0.0045515,0.004673,0.0046638,0.00025086,0.00026388,0.00032525,0.0025138,0.0018834,0.0019423,0.0017474,0.0013655,0.0013252,0.00032655,0.00024924,0.00025573,0.00028006,0.00022172,0.00021473,2.2135e-05,1.9339e-05,1.8757e-05
6380.74,0.0067193,0.0068712,0.0068933,0.0045337,0.0046558,0.0046463,0.00024783,0.00026155,0.00032259,0.0024973,0.0018705,0.0019303,0.0017408,0.0013586,0.001319,0.0003244,0.00024751,0.00025412,0.00027895,0.00022055,0.00021368,1.8348e-05,1.9245e-05,1.8664e-05
6394.35,0.0066844,0.0068349,0.0068569,0.0045153,0.0046379,0.0046282,0.00024481,0.00025923,0.00031993,0.0024809,0.0018577,0.0019185,0.0017339,0.0013515,0.0013126,0.00032227,0.00024579,0.00025252,0.0002778,0.00021935,0.00021259,1.6253e-05,1.9154e-05,1.8569e-05
6407.95,0.0066509,0.0068,0.0068219,0.0044979,0.0046211,0.0046112,0.00024184,0.00025692,0.00031727,0.0024651,0.0018454,0.001907,0.0017274,0.0013447,0.0013065,0.0003202,0.00024412,0.00025098,0.00027672,0.00021822,0.00021156,1.6098e-05,1.9071e-05,1.8478e-05
6421.56,0.0066191,0.0067668,0.0067887,0.0044875,0.0046114,0.0046012,0.0002392,0.00025489,0.00031494,0.0024501,0.0018336,0.0018961,0.0017236,0.0013401,0.0013024,0.00031824,0.00024254,0.00024951,0.00027606,0.00021741,0.00021086,1.7893e-05,1.9016e-05,1.8416e-05
6435.16,0.0065851,0.0067314,0.0067532,0.0044684,0.0045927,0.0045823,0.00023625,0.00025258,0.00031227,0.0024341,0.0018212,0.0018846,0.0017164,0.0013328,0.0012958,0.00031615,0.00024087,0.00024795,0.00027486,0.00021619,0.00020975,2.1331e-05,1.8917e-05,1.8319e-05
6448.77,0.006552,0.0066969,0.0067186,0.0044513,0.0045761,0.0045654,0.0002334,0.00025035,0.00030968,0.0024184,0.0018091,0.0018733,0.00171,0.0013261,0.0012898,0.0003141,0.00023923,0.00024643,0.00027379,0.00021507,0.00020874,2.579e-05,1.882e-05,1.823e-05
6462.37,0.0065192,0.0066625,0.0066842,0.0044348,0.0045601,0.0045492,0.0002306,0.00024815,0.00030712,0.0024028,0.001797,0.0018621,0.0017038,0.0013197,0.0012839,0.00031206,0.00023761,0.00024492,0.00027276,0.00021398,0.00020775,3.011e-05,1.8717e-05,1.8144e-05
6475.98,0.0064863,0.0066282,0.0066498,0.0044187,0.0045444,0.0045333,0.00022786,0.00024597,0.00030459,0.0023873,0.001785,0.0018509,0.0016978,0.0013133,0.0012782,0.00031002,0.000236,0.00024342,0.00027174,0.00021291,0.00020679,3.2913e-05,1.8609e-05,1.8059e-05
6489.58,0.0064534,0.0065938,0.0066153,0.0044027,0.0045289,0.0045176,0.00022516,0.00024383,0.0003021,0.0023718,0.0017731,0.0018398,0.0016917,0.001307,0.0012726,0.00030798,0.00023438,0.00024192,0.00027074,0.00021186,0.00020584,3.3196e-05,1.85e-05,1.7975e-05
6503.19,0.0064204,0.0065593,0.0065808,0.0043867,0.0045134,0.0045018,0.0002225,0.00024173,0.00029964,0.0023562,0.0017611,0.0018286,0.0016857,0.0013008,0.0012669,0.00030593,0.00023278,0.00024042,0.00026973,0.0002108,0.00020488,3.0837e-05,1.8392e-05,1.7891e-05
6516.79,0.0063874,0.0065248,0.0065462,0.0043707,0.0044977,0.0044859,0.00021988,0.00023966,0.00029722,0.0023407,0.0017492,0.0018175,0.0016796,0.0012945,0.0012613,0.00030389,0.00023117,0.00023892,0.00026871,0.00020974,0.00020393,2.6663e-05,1.829e-05,1.7807e-05
6530.4,0.0063544,0.0064903,0.0065116,0.0043543,0.0044818,0.0044698,0.0002173,0.00023762,0.00029484,0.0023252,0.0017373,0.0018064,0.0016734,0.0012881,0.0012555,0.00030184,0.00022957,0.00023743,0.00026768,0.00020867,0.00020296,2.201e-05,1.8194e-05,1.7722e-05
6544.0,0.0063214,0.0064557,0.0064769,0.0043375,0.0044653,0.004453,0.00021474,0.00023562,0.00029249,0.0023096,0.0017254,0.0017952,0.001667,0.0012816,0.0012496,0.0002998,0.00022798,0.00023593,0.00026661,0.00020758,0.00020197,1.8108e-05,1.8104e-05,1.7635e-05
6557.61,0.006287,0.0064197,0.0064409,0.0043182,0.0044462,0.0044338,0.00021217,0.00023363,0.00029015,0.0022936,0.0017132,0.0017838,0.0016597,0.0012744,0.0012431,0.00029769,0.00022634,0.00023439,0.00026539,0.00020637,0.00020087,1.5706e-05,1.8011e-05,1.7539e-05
6571.21,0.0062558,0.0063869,0.006408,0.0042999,0.0044283,0.0044156,0.00020963,0.00023164,0.00028779,0.0022786,0.0017018,0.0017732,0.0016527,0.0012675,0.0012368,0.00029572,0.00022481,0.00023296,0.00026424,0.00020522,0.00019983,1.5113e-05,1.7926e-05,1.7447e-05
6584.82,0.0062308,0.0063605,0.0063815,0.0042939,0.0044229,0.00441,0.00020746,0.0002298,0.00028562,0.0022661,0.0016923,0.0017644,0.0016505,0.0012642,0.0012341,0.00029408,0.00022352,0.00023178,0.00026383,0.00020465,0.00019935,1.6399e-05,1.789e-05,1.7405e-05
6598.42,0.0061993,0.0063274,0.0063484,0.0042769,0.0044061,0.004393,0.00020502,0.00022787,0.00028334,0.0022512,0.001681,0.0017538,0.0016439,0.0012577,0.0012282,0.00029211,0.000222,0.00023036,0.00026275,0.00020355,0.00019836,1.9317e-05,1.7804e-05,1.7318e-05
6612.03,0.0061687,0.0062953,0.0063162,0.0042608,0.0043903,0.0043769,0.00020264,0.00022596,0.00028107,0.0022365,0.0016699,0.0017435,0.0016378,0.0012514,0.0012226,0.0002902,0.00022051,0.00022897,0.00026172,0.00020251,0.00019741,2.3415e-05,1.7715e-05,1.7235e-05
6625.63,0.0061386,0.0062636,0.0062844,0.0042452,0.004375,0.0043614,0.0002003,0.00022407,0.00027881,0.0022221,0.001659,0.0017333,0.0016318,0.0012454,0.0012171,0.00028831,0.00021904,0.0002276,0.00026072,0.00020149,0.00019649,2.7729e-05,1.7621e-05,1.7154e-05
6639.24,0.0061086,0.006232,0.0062528,0.00423,0.0043601,0.0043463,0.00019799,0.00022219,0.00027658,0.0022077,0.0016481,0.0017231,0.001626,0.0012394,0.0012118,0.00028643,0.00021759,0.00022624,0.00025974,0.00020049,0.0001956,3.0977e-05,1.7522e-05,1.7075e-05
6652.84,0.0060786,0.0062004,0.0062211,0.0042151,0.0043454,0.0043314,0.00019572,0.00022034,0.00027436,0.0021933,0.0016373,0.001713,0.0016202,0.0012336,0.0012065,0.00028455,0.00021614,0.00022488,0.00025878,0.00019951,0.00019471,3.205e-05,1.742e-05,1.6997e-05
6666.45,0.0060485,0.0061687,0.0061893,0.0042002,0.0043308,0.0043166,0.00019349,0.00021851,0.00027217,0.0021789,0.0016265,0.0017029,0.0016145,0.0012277,0.0012013,0.00028267,0.00021469,0.00022352,0.00025783,0.00019853,0.00019383,3.0546e-05,1.732e-05,1.692e-05
6680.05,0.0060182,0.0061368,0.0061574,0.0041854,0.0043163,0.0043018,0.00019129,0.00021671,0.00027,0.0021645,0.0016157,0.0016927,0.0016088,0.0012219,0.0011961,0.00028079,0.00021324,0.00022215,0.00025687,0.00019755,0.00019296,2.6986e-05,1.7223e-05,1.6843e-05
6693.66,0.0059877,0.0061045,0.0061251,0.0041704,0.0043014,0.0042867,0.00018912,0.00021494,0.00026788,0.00215,0.0016049,0.0016825,0.0016029,0.0012161,0.0011908,0.00027889,0.00021178,0.00022078,0.0002559,0.00019657,0.00019207,2.2531e-05,1.7133e-05,1.6765e-05
6707.26,0.0059562,0.0060714,0.0060919,0.0041546,0.0042858,0.0042709,0.00018697,0.0002132,0.00026578,0.0021352,0.0015938,0.0016721,0.0015968,0.00121,0.0011853,0.00027695,0.0002103,0.00021938,0.00025488,0.00019555,0.00019115,1.8424e-05,1.7047e-05,1.6685e-05
6720.87,0.0059265,0.0060401,0.0060605,0.0041388,0.0042701,0.004255,0.00018485,0.0002115,0.00026373,0.002121,0.0015832,0.0016621,0.0015907,0.0012039,0.0011799,0.00027509,0.00020888,0.00021805,0.00025385,0.00019454,0.00019024,1.5549e-05,1.6968e-05,1.6604e-05
6734.47,0.0059072,0.0060192,0.0060397,0.004131,0.0042628,0.0042474,0.00018295,0.00020983,0.00026171,0.0021104,0.0015754,0.0016551,0.0015876,0.0012002,0.0011767,0.0002737,0.00020782,0.0002171,0.00025332,0.00019391,0.00018969,1.4342e-05,1.6926e-05,1.6556e-05
6748.08,0.0058747,0.005985,0.0060054,0.0041137,0.0042456,0.00423,0.00018085,0.00020816,0.00025968,0.0020952,0.0015641,0.0016444,0.0015809,0.0011937,0.0011708,0.00027171,0.00020631,0.00021567,0.00025221,0.00019282,0.00018871,1.4841e-05,1.6846e-05,1.647e-05
6761.68,0.0058453,0.005954,0.0059743,0.0040981,0.0042301,0.0042143,0.00017882,0.00020651,0.00025768,0.0020812,0.0015537,0.0016346,0.0015748,0.0011878,0.0011654,0.00026986,0.00020492,0.00021435,0.00025119,0.00019183,0.00018781,1.7013e-05,1.677e-05,1.6391e-05
6775.29,0.0058169,0.0059239,0.0059442,0.004083,0.0042151,0.0041991,0.00017682,0.00020487,0.00025568,0.0020675,0.0015436,0.0016251,0.0015689,0.0011819,0.0011602,0.00026806,0.00020356,0.00021308,0.00025021,0.00019085,0.00018693,2.0546e-05,1.6691e-05,1.6314e-05
6788.89,0.0057891,0.0058944,0.0059146,0.0040683,0.0042004,0.0041842,0.00017485,0.00020325,0.00025369,0.002054,0.0015337,0.0016157,0.0015631,0.0011762,0.001155,0.00026628,0.00020223,0.00021182,0.00024924,0.0001899,0.00018607,2.4732e-05,1.6605e-05,1.6238e-05
6802.5,0.0057616,0.0058652,0.0058854,0.0040539,0.0041861,0.0041697,0.00017292,0.00020163,0.00025171,0.0020406,0.0015238,0.0016065,0.0015575,0.0011706,0.00115,0.00026451,0.00020091,0.00021058,0.0002483,0.00018896,0.00018522,2.8459e-05,1.6515e-05,1.6164e-05
6816.1,0.0057342,0.0058361,0.0058563,0.0040398,0.0041721,0.0041554,0.00017101,0.00020002,0.00024974,0.0020273,0.0015141,0.0015973,0.0015519,0.0011651,0.0011451,0.00026275,0.0001996,0.00020935,0.00024737,0.00018804,0.0001844,3.0545e-05,1.6421e-05,1.6091e-05
6829.71,0.0057068,0.005807,0.0058271,0.0040259,0.0041583,0.0041414,0.00016913,0.00019843,0.00024778,0.002014,0.0015043,0.0015881,0.0015464,0.0011597,0.0011402,0.000261,0.0001983,0.00020812,0.00024645,0.00018713,0.00018358,3.0255e-05,1.6327e-05,1.602e-05
6843.31,0.0056792,0.0057777,0.0057977,0.0040122,0.0041447,0.0041276,0.00016728,0.00019686,0.00024584,0.0020007,0.0014946,0.0015789,0.001541,0.0011543,0.0011354,0.00025924,0.00019699,0.00020689,0.00024555,0.00018623,0.00018277,2.7678e-05,1.6236e-05,1.5949e-05
6856.92,0.0056511,0.0057478,0.0057678,0.0039985,0.004131,0.0041137,0.00016546,0.00019531,0.00024392,0.0019872,0.0014847,0.0015695,0.0015356,0.001149,0.0011306,0.00025746,0.00019566,0.00020564,0.00024463,0.00018533,0.00018197,2.3673e-05,1.615e-05,1.5878e-05
6870.52,0.005621,0.005716,0.005736,0.0039842,0.0041167,0.0040992,0.00016365,0.00019376,0.00024201,0.0019731,0.0014744,0.0015597,0.0015299,0.0011434,0.0011256,0.00025561,0.00019428,0.00020432,0.00024369,0.00018441,0.00018113,1.9436e-05,1.6068e-05,1.5805e-05
6884.13,0.0055926,0.0056858,0.0057058,0.0039694,0.0041018,0.0040841,0.00016187,0.0001923,0.00024019,0.0019595,0.0014645,0.0015503,0.001524,0.0011378,0.0011205,0.00025384,0.00019296,0.00020307,0.00024271,0.00018347,0.00018028,1.6e-05,1.5992e-05,1.5731e-05
6897.73,0.0055769,0.0056685,0.0056885,0.0039599,0.0040925,0.0040746,0.00016026,0.00019092,0.00023847,0.0019502,0.0014579,0.0015444,0.0015202,0.0011336,0.0011169,0.00025261,0.00019207,0.00020226,0.00024206,0.00018277,0.00017967,1.3982e-05,1.5943e-05,1.5677e-05
6911.34,0.0055476,0.0056374,0.0056573,0.0039454,0.0040779,0.0040598,0.00015851,0.00018945,0.00023664,0.0019364,0.0014478,0.0015348,0.0015144,0.0011281,0.0011119,0.0002508,0.00019072,0.00020098,0.00024109,0.00018184,0.00017884,1.3562e-05,1.5875e-05,1.5604e-05
6924.94,0.0055202,0.0056083,0.0056281,0.0039312,0.0040637,0.0040454,0.00015681,0.00018802,0.00023486,0.0019232,0.0014383,0.0015257,0.0015087,0.0011226,0.001107,0.00024908,0.00018945,0.00019977,0.00024015,0.00018093,0.00017802,1.4774e-05,1.5809e-05,1.5532e-05
6938.55,0.0054937,0.00558,0.0055998,0.0039172,0.0040496,0.004031,0.00015513,0.00018661,0.00023309,0.0019103,0.001429,0.0015169,0.0015031,0.0011172,0.0011021,0.0002474,0.0001882,0.00019859,0.00023921,0.00018003,0.0001772,1.7474e-05,1.5738e-05,1.5461e-05
6952.15,0.0054678,0.0055523,0.0055721,0.0039033,0.0040356,0.0040169,0.00015348,0.00018521,0.00023133,0.0018977,0.0014199,0.0015083,0.0014975,0.0011118,0.0010973,0.00024575,0.00018698,0.00019744,0.00023828,0.00017914,0.0001764,2.1236e-05,1.5662e-05,1.539e-05
6965.76,0.0054424,0.0055251,0.0055449,0.0038896,0.0040218,0.0040029,0.00015184,0.00018381,0.00022957,0.0018852,0.0014109,0.0014998,0.001492,0.0011066,0.0010925,0.00024412,0.00018578,0.0001963,0.00023736,0.00017825,0.00017561,2.5227e-05,1.5581e-05,1.532e-05
6979.36,0.0054172,0.0054982,0.005518,0.0038762,0.0040083,0.0039892,0.00015024,0.00018243,0.00022782,0.0018728,0.001402,0.0014914,0.0014865,0.0011013,0.0010878,0.0002425,0.0001846,0.00019518,0.00023645,0.00017739,0.00017483,2.8319e-05,1.5495e-05,1.5252e-05
