,1s,1s,1s,2p,2p,2p,2s,2s,2s,3p,3p,3p,3s,3s,3s,4s,4s,4s
3986.26,0.0099754,0.009894,0.0099845,0.0018491,0.0016299,0.0017468,0.0034136,0.0027651,0.0027745,0.00023466,0.00021485,0.00021948,0.0004723,0.00040996,0.00040756,1.1188e-06,1.0116e-05,1.0084e-05
3999.87,0.0099254,0.0098452,0.0099357,0.0018249,0.0016109,0.0017279,0.003388,0.0027423,0.0027533,0.00023174,0.00021231,0.00021701,0.00046889,0.00040643,0.00040423,7.4618e-07,1.0082e-05,1.0001e-05
4013.47,0.0098757,0.0097966,0.0098871,0.0018009,0.001592,0.0017091,0.0033626,0.0027197,0.0027323,0.00022886,0.00020982,0.00021456,0.00046556,0.00040294,0.00040094,2.949e-06,1.0042e-05,9.9182e-06
4027.08,0.009826,0.009748,0.0098386,0.0017773,0.0015735,0.0016906,0.0033373,0.0026973,0.0027114,0.00022601,0.00020735,0.00021215,0.00046227,0.00039947,0.00039766,1.0597e-05,9.9745e-06,9.8364e-06
4040.68,0.0097758,0.0096988,0.0097895,0.0017539,0.0015552,0.0016722,0.0033119,0.0026748,0.0026905,0.0002232,0.00020491,0.00020977,0.00045897,0.000396,0.00039439,2.3404e-05,9.8728e-06,9.7546e-06
4054.29,0.0097239,0.0096481,0.0097387,0.0017309,0.0015371,0.0016542,0.0032861,0.0026521,0.0026692,0.00022042,0.00020251,0.00020742,0.00045559,0.0003925,0.00039107,3.3782e-05,9.7423e-06,9.6719e-06
4067.89,0.0096812,0.0096065,0.0096971,0.0017088,0.0015199,0.001637,0.0032634,0.002632,0.0026507,0.00021777,0.00020023,0.00020518,0.00045261,0.00038938,0.00038815,3.3448e-05,9.6118e-06,9.5988e-06
4081.5,0.0096317,0.009558,0.0096487,0.0016865,0.0015024,0.0016195,0.0032385,0.0026101,0.0026303,0.00021508,0.00019791,0.00020291,0.00044926,0.00038602,0.00038497,2.2652e-05,9.4867e-06,9.5195e-06
4095.1,0.0095831,0.0095105,0.0096012,0.0016645,0.0014853,0.0016023,0.0032141,0.0025887,0.0026103,0.00021244,0.00019563,0.00020068,0.00044589,0.00038271,0.00038186,9.9688e-06,9.3911e-06,9.4417e-06
4108.71,0.0095352,0.0094636,0.0095543,0.0016429,0.0014684,0.0015853,0.0031899,0.0025676,0.0025906,0.00020984,0.00019338,0.00019848,0.00044247,0.00037946,0.00037879,2.6266e-06,9.3295e-06,9.3652e-06
4122.31,0.0094879,0.0094174,0.0095081,0.0016215,0.0014517,0.0015686,0.0031661,0.0025468,0.0025712,0.00020727,0.00019117,0.0001963,0.000439,0.00037625,0.00037576,5.788e-07,9.2935e-06,9.2898e-06
4135.92,0.0094412,0.0093716,0.0094623,0.0016004,0.0014353,0.001552,0.0031425,0.0025263,0.0025521,0.00020473,0.00018898,0.00019416,0.00043547,0.00037309,0.00037278,8.3216e-07,9.2653e-06,9.2154e-06
4149.52,0.0093947,0.0093261,0.0094168,0.0015795,0.001419,0.0015356,0.003119,0.0025059,0.0025331,0.00020222,0.00018682,0.00019203,0.00043188,0.00036996,0.00036983,4.0108e-06,9.2245e-06,9.1419e-06
4163.13,0.009348,0.0092805,0.0093712,0.0015588,0.0014029,0.0015193,0.0030956,0.0024857,0.0025142,0.00019973,0.00018467,0.00018992,0.00042823,0.00036685,0.00036689,1.2865e-05,9.1562e-06,9.0687e-06
4176.73,0.0093005,0.0092339,0.0093246,0.0015383,0.0013869,0.0015032,0.003072,0.0024653,0.0024952,0.00019727,0.00018255,0.00018783,0.00042449,0.00036372,0.00036393,2.5272e-05,9.0565e-06,8.9951e-06
4190.34,0.0092583,0.0091927,0.0092835,0.0015191,0.0013721,0.0014883,0.0030503,0.0024465,0.0024777,0.00019496,0.00018058,0.0001859,0.00042097,0.00036083,0.00036121,3.3075e-05,8.9409e-06,8.9273e-06
4203.94,0.0092119,0.0091472,0.009238,0.0014992,0.0013566,0.0014726,0.0030272,0.0024267,0.0024591,0.00019257,0.00017853,0.00018388,0.00041725,0.00035779,0.00035834,2.992e-05,8.8176e-06,8.8558e-06
4217.55,0.009166,0.0091024,0.0091931,0.0014798,0.0013415,0.0014574,0.0030044,0.0024072,0.0024409,0.00019023,0.00017652,0.0001819,0.00041358,0.0003548,0.0003555,1.846e-05,8.7102e-06,8.7854e-06
4231.15,0.0091207,0.0090579,0.0091486,0.0014607,0.0013267,0.0014423,0.0029818,0.0023879,0.0024228,0.00018793,0.00017455,0.00017995,0.00040997,0.00035185,0.00035271,7.2405e-06,8.631e-06,8.7159e-06
4244.76,0.0090758,0.009014,0.0091046,0.0014418,0.001312,0.0014275,0.0029595,0.0023688,0.002405,0.00018566,0.0001726,0.00017804,0.00040644,0.00034894,0.00034995,1.6328e-06,8.5819e-06,8.6473e-06
4258.36,0.0090314,0.0089705,0.0090612,0.0014232,0.0012976,0.0014128,0.0029374,0.00235,0.0023875,0.00018342,0.00017069,0.00017614,0.00040301,0.00034607,0.00034723,3.6204e-07,8.5535e-06,8.5798e-06
4271.97,0.0089876,0.0089276,0.0090183,0.0014047,0.0012833,0.0013983,0.0029156,0.0023315,0.0023701,0.00018121,0.00016879,0.00017427,0.0003997,0.00034324,0.00034455,8.3855e-07,8.529e-06,8.5132e-06
4285.57,0.0089442,0.0088851,0.0089757,0.0013865,0.0012692,0.0013839,0.0028939,0.0023132,0.002353,0.00017901,0.00016691,0.00017241,0.0003965,0.00034044,0.0003419,4.3589e-06,8.4906e-06,8.4474e-06
4299.18,0.0089007,0.0088425,0.0089331,0.0013684,0.0012551,0.0013696,0.0028723,0.0022949,0.0023359,0.00017684,0.00016504,0.00017057,0.0003934,0.00033767,0.00033927,1.3365e-05,8.4261e-06,8.382e-06
4312.78,0.0088589,0.0088016,0.0088921,0.0013515,0.0012422,0.0013564,0.0028514,0.0022773,0.0023194,0.00017481,0.00016332,0.00016887,0.00039048,0.00033497,0.00033672,2.5103e-05,8.3359e-06,8.3187e-06
4326.39,0.0088158,0.0087593,0.0088498,0.0013338,0.0012284,0.0013424,0.0028301,0.0022594,0.0023026,0.00017268,0.00016149,0.00016706,0.00038759,0.00033224,0.00033413,3.1673e-05,8.2266e-06,8.2545e-06
4339.99,0.0087729,0.0087173,0.0088077,0.0013165,0.0012151,0.0013287,0.0028089,0.0022416,0.002286,0.0001706,0.00015972,0.0001653,0.00038481,0.00032954,0.00033157,2.7802e-05,8.1159e-06,8.1909e-06
4353.6,0.0087301,0.0086753,0.0087658,0.0012996,0.001202,0.0013153,0.0027878,0.002224,0.0022695,0.00016856,0.00015797,0.00016357,0.0003821,0.00032687,0.00032903,1.6662e-05,8.0203e-06,8.1278e-06
4367.2,0.0086875,0.0086336,0.008724,0.0012829,0.001189,0.0013021,0.0027669,0.0022066,0.0022531,0.00016655,0.00015626,0.00016187,0.00037946,0.00032421,0.00032651,6.2937e-06,7.9505e-06,8.0654e-06
4380.81,0.0086454,0.0085923,0.0086826,0.0012664,0.0011763,0.001289,0.0027462,0.0021893,0.002237,0.00016457,0.00015457,0.00016019,0.00037687,0.00032159,0.00032402,1.3165e-06,7.9077e-06,8.0037e-06
4394.41,0.0086037,0.0085514,0.0086417,0.0012501,0.0011638,0.0012761,0.0027257,0.0021723,0.002221,0.00016261,0.0001529,0.00015854,0.00037433,0.00031901,0.00032157,2.5682e-07,7.8834e-06,7.9429e-06
4408.02,0.0085625,0.0085111,0.0086013,0.0012341,0.0011514,0.0012634,0.0027054,0.0021556,0.0022052,0.00016068,0.00015125,0.0001569,0.0003718,0.00031645,0.00031915,6.7183e-07,7.8623e-06,7.8829e-06
4421.62,0.0085218,0.0084712,0.0085614,0.001218,0.0011389,0.0012506,0.0026854,0.002139,0.0021897,0.00015874,0.0001496,0.00015525,0.00036927,0.00031394,0.00031676,3.8365e-06,7.8288e-06,7.8237e-06
4435.23,0.0084815,0.0084316,0.0085218,0.0012034,0.0011279,0.0012393,0.0026655,0.0021226,0.0021743,0.000157,0.00014813,0.0001538,0.00036673,0.00031145,0.00031441,1.2168e-05,7.7719e-06,7.7653e-06
4448.83,0.0084414,0.0083923,0.0084825,0.0011875,0.0011155,0.0012264,0.0026458,0.0021064,0.0021591,0.00015507,0.00014648,0.00015215,0.00036414,0.00030898,0.00031207,2.3337e-05,7.6903e-06,7.7074e-06
4462.44,0.0084014,0.0083531,0.0084432,0.0011721,0.0011036,0.0012142,0.0026262,0.0020903,0.002144,0.00015322,0.0001449,0.00015058,0.00036149,0.00030654,0.00030975,3.0065e-05,7.5919e-06,7.6499e-06
4476.04,0.0083614,0.0083138,0.0084039,0.0011571,0.001092,0.0012021,0.0026066,0.0020743,0.0021289,0.0001514,0.00014335,0.00014904,0.00035878,0.00030411,0.00030745,2.7069e-05,7.491e-06,7.5928e-06
4489.65,0.0083214,0.0082746,0.0083645,0.0011423,0.0010805,0.0011903,0.0025871,0.0020584,0.002114,0.00014961,0.00014183,0.00014752,0.00035601,0.0003017,0.00030516,1.6767e-05,7.4026e-06,7.536e-06
4503.25,0.0082814,0.0082354,0.0083253,0.0011277,0.0010693,0.0011786,0.0025677,0.0020427,0.0020991,0.00014785,0.00014034,0.00014602,0.00035317,0.0002993,0.00030289,6.596e-06,7.3371e-06,7.4796e-06
4516.86,0.0082417,0.0081964,0.0082863,0.0011133,0.0010582,0.0011671,0.0025484,0.002027,0.0020844,0.00014612,0.00013886,0.00014455,0.00035028,0.00029693,0.00030064,1.4003e-06,7.2964e-06,7.4238e-06
4530.46,0.0082023,0.0081578,0.0082475,0.0010991,0.0010473,0.0011558,0.0025293,0.0020115,0.0020698,0.00014441,0.00013741,0.0001431,0.00034736,0.00029459,0.00029841,1.9627e-07,7.2737e-06,7.3686e-06
4544.07,0.0081633,0.0081194,0.0082091,0.001085,0.0010365,0.0011446,0.0025104,0.0019963,0.0020554,0.00014271,0.00013597,0.00014166,0.00034442,0.00029227,0.00029621,3.7233e-07,7.256e-06,7.314e-06
4557.67,0.0081251,0.008082,0.0081716,0.0010711,0.0010257,0.0011334,0.0024918,0.0019813,0.0020412,0.00014103,0.00013454,0.00014023,0.0003415,0.00029001,0.00029405,2.6068e-06,7.2293e-06,7.2606e-06
4571.28,0.0080878,0.0080454,0.008135,0.0010579,0.0010156,0.0011228,0.0024735,0.0019666,0.0020274,0.00013943,0.00013319,0.00013888,0.00033861,0.00028779,0.00029194,9.4994e-06,7.183e-06,7.2082e-06
4584.88,0.00805,0.0080082,0.0080977,0.0010443,0.0010051,0.0011119,0.0024551,0.0019518,0.0020135,0.00013779,0.0001318,0.00013748,0.00033572,0.00028556,0.00028982,2.0014e-05,7.1129e-06,7.1556e-06
4598.49,0.0080125,0.0079714,0.0080608,0.001031,0.00099478,0.0011011,0.0024369,0.0019373,0.0019997,0.00013617,0.00013043,0.00013611,0.00033287,0.00028336,0.00028773,2.7905e-05,7.0257e-06,7.1036e-06
4612.09,0.007975,0.0079347,0.008024,0.0010178,0.00098462,0.0010905,0.0024188,0.0019228,0.0019861,0.00013458,0.00012907,0.00013475,0.00033008,0.00028118,0.00028565,2.7207e-05,6.9332e-06,7.052e-06
4625.7,0.0079376,0.0078979,0.0079872,0.0010048,0.00097462,0.00108,0.0024007,0.0019084,0.0019725,0.00013301,0.00012774,0.00013341,0.00032734,0.00027902,0.00028358,1.8482e-05,6.8491e-06,7.0007e-06
4639.3,0.0079002,0.0078612,0.0079504,0.00099206,0.00096476,0.0010697,0.0023827,0.0018941,0.001959,0.00013146,0.00012643,0.0001321,0.00032468,0.00027687,0.00028153,8.1861e-06,6.7841e-06,6.9497e-06
4652.91,0.0078627,0.0078244,0.0079135,0.00097948,0.00095507,0.0010595,0.0023647,0.0018799,0.0019455,0.00012993,0.00012514,0.0001308,0.00032209,0.00027473,0.00027948,2.0036e-06,6.7419e-06,6.899e-06
4666.51,0.0078254,0.0077876,0.0078767,0.00096708,0.00094551,0.0010495,0.0023468,0.0018658,0.0019321,0.00012843,0.00012387,0.00012952,0.00031959,0.0002726,0.00027745,2.2446e-07,6.7183e-06,6.8485e-06
4680.12,0.0077876,0.0077505,0.0078395,0.0009548,0.00093608,0.0010395,0.0023289,0.0018517,0.0019187,0.00012694,0.00012261,0.00012826,0.00031716,0.00027048,0.00027542,1.3256e-07,6.7025e-06,6.7981e-06
4693.72,0.0077504,0.007714,0.0078028,0.00094259,0.00092667,0.0010296,0.0023112,0.0018378,0.0019055,0.00012546,0.00012136,0.00012699,0.00031483,0.00026839,0.00027342,1.2474e-06,6.6821e-06,6.7484e-06
4707.33,0.0077183,0.0076825,0.0077713,0.000931,0.00091772,0.0010202,0.0022951,0.0018251,0.0018936,0.00012405,0.00012017,0.00012579,0.00031278,0.00026649,0.00027161,6.0423e-06,6.65e-06,6.7035e-06
4720.93,0.0076823,0.0076471,0.0077358,0.0009192,0.00090862,0.0010106,0.0022779,0.0018117,0.0018808,0.00012262,0.00011895,0.00012457,0.00031063,0.00026447,0.00026968,1.5267e-05,6.5932e-06,6.6554e-06
4734.54,0.007647,0.0076124,0.007701,0.00090756,0.00089963,0.0010011,0.0022609,0.0017984,0.0018683,0.0001212,0.00011776,0.00012336,0.00030856,0.00026248,0.00026778,2.4515e-05,6.5184e-06,6.6081e-06
4748.14,0.007612,0.007578,0.0076665,0.00089607,0.00089075,0.00099169,0.002244,0.0017853,0.0018558,0.0001198,0.00011657,0.00012216,0.00030653,0.00026051,0.0002659,2.7274e-05,6.4344e-06,6.5613e-06
4761.75,0.007577,0.0075436,0.007632,0.00088473,0.00088197,0.00098239,0.0022273,0.0017723,0.0018435,0.00011842,0.0001154,0.00012098,0.00030453,0.00025856,0.00026403,2.1407e-05,6.3534e-06,6.5148e-06
4775.35,0.007542,0.0075092,0.0075975,0.00087354,0.00087332,0.00097321,0.0022106,0.0017594,0.0018312,0.00011705,0.00011425,0.00011981,0.00030253,0.00025662,0.00026217,1.1378e-05,6.2866e-06,6.4686e-06
4788.96,0.0075068,0.0074746,0.0075628,0.00086252,0.00086479,0.00096415,0.0021939,0.0017465,0.0018189,0.00011571,0.00011311,0.00011866,0.00030051,0.00025468,0.00026031,3.6003e-06,6.2399e-06,6.4225e-06
4802.56,0.0074713,0.0074397,0.0075278,0.00085166,0.0008564,0.00095522,0.0021772,0.0017336,0.0018066,0.00011438,0.00011199,0.00011753,0.00029846,0.00025274,0.00025846,5.033e-07,6.2124e-06,6.3764e-06
4816.17,0.0074341,0.007403,0.007491,0.0008409,0.00084811,0.0009464,0.00216,0.0017203,0.0017939,0.00011307,0.00011089,0.00011641,0.00029631,0.00025076,0.00025655,4.6162e-08,6.1955e-06,6.329e-06
4829.77,0.0074096,0.007379,0.0074671,0.00083061,0.0008401,0.00093785,0.0021465,0.0017101,0.0017844,0.00011181,0.00010982,0.00011532,0.00029461,0.00024921,0.0002551,3.3333e-07,6.1902e-06,6.2927e-06
4843.38,0.0073713,0.0073413,0.0074292,0.0008201,0.00083201,0.00092923,0.0021292,0.0016968,0.0017715,0.00011053,0.00010874,0.00011423,0.00029231,0.00024721,0.00025317,2.7678e-06,6.1628e-06,6.245e-06
4856.98,0.007337,0.0073076,0.0073953,0.0008098,0.00082406,0.00092074,0.002113,0.0016844,0.0017597,0.00010927,0.00010768,0.00011315,0.00029012,0.00024536,0.0002514,9.5744e-06,6.1208e-06,6.2008e-06
4870.59,0.0073035,0.0072746,0.0073623,0.00079964,0.0008162,0.00091233,0.0020971,0.0016723,0.0017482,0.00010803,0.00010663,0.00011209,0.0002879,0.00024355,0.00024966,1.9136e-05,6.0604e-06,6.1576e-06
4884.19,0.0072705,0.0072422,0.0073297,0.0007896,0.00080842,0.00090398,0.0020814,0.0016604,0.0017368,0.00010679,0.00010559,0.00011103,0.00028565,0.00024176,0.00024795,2.5653e-05,5.9868e-06,6.115e-06
4897.8,0.0072377,0.0072099,0.0072974,0.00077968,0.00080071,0.00089572,0.0020659,0.0016486,0.0017256,0.00010558,0.00010456,0.00010998,0.00028336,0.00023999,0.00024625,2.4306e-05,5.9101e-06,6.0728e-06
4911.4,0.007205,0.0071777,0.0072651,0.00076988,0.00079309,0.00088753,0.0020504,0.0016369,0.0017144,0.00010437,0.00010354,0.00010894,0.00028104,0.00023824,0.00024457,1.6136e-05,5.8411e-06,6.0309e-06
4925.01,0.0071722,0.0071454,0.0072326,0.00076022,0.00078557,0.00087944,0.0020349,0.0016252,0.0017032,0.00010318,0.00010254,0.00010792,0.00027868,0.00023649,0.00024289,6.9426e-06,5.7881e-06,5.9891e-06
4938.61,0.0071389,0.0071126,0.0071998,0.00075068,0.00077815,0.00087144,0.0020193,0.0016135,0.0016919,0.00010201,0.00010154,0.00010691,0.00027629,0.00023474,0.00024121,1.5613e-06,5.7538e-06,5.9472e-06
4952.22,0.0071028,0.0070771,0.0071641,0.00074119,0.00077075,0.00086346,0.0020031,0.0016012,0.0016801,0.00010084,0.00010056,0.0001059,0.0002738,0.0002329,0.00023944,1.0482e-07,5.733e-06,5.9032e-06
4965.82,0.0070812,0.0070559,0.0071429,0.00073232,0.00076393,0.00085611,0.0019909,0.0015922,0.0016717,9.9753e-05,9.9643e-05,0.00010496,0.00027187,0.00023155,0.00023816,2.6484e-08,5.731e-06,5.8714e-06
4979.43,0.0070451,0.0070203,0.0071071,0.00072308,0.00075673,0.00084833,0.0019747,0.0015801,0.00166,9.8616e-05,9.8681e-05,0.00010398,0.00026941,0.00022974,0.00023641,6.6037e-07,5.7139e-06,5.8278e-06
4993.03,0.0070124,0.0069881,0.0070748,0.00071407,0.00074974,0.00084076,0.0019595,0.0015687,0.0016491,9.7506e-05,9.7744e-05,0.00010302,0.00026712,0.00022805,0.00023477,4.1979e-06,5.687e-06,5.7873e-06
5006.64,0.0069805,0.0069567,0.0070432,0.00070519,0.00074283,0.00083328,0.0019446,0.0015576,0.0016384,9.6412e-05,9.682e-05,0.00010208,0.00026491,0.0002264,0.00023318,1.1925e-05,5.6431e-06,5.7476e-06
5020.24,0.0069491,0.0069258,0.0070123,0.00069641,0.000736,0.00082587,0.0019299,0.0015467,0.0016279,9.5329e-05,9.5906e-05,0.00010114,0.00026278,0.00022477,0.00023161,2.0749e-05,5.5834e-06,5.7086e-06
5033.85,0.0069182,0.0068954,0.0069817,0.00068774,0.00072924,0.00081852,0.0019154,0.001536,0.0016176,9.4258e-05,9.5e-05,0.00010021,0.00026072,0.00022317,0.00023006,2.4876e-05,5.5143e-06,5.6701e-06
5047.45,0.0068876,0.0068652,0.0069514,0.00067916,0.00072253,0.00081122,0.001901,0.0015253,0.0016073,9.3198e-05,9.4102e-05,9.9291e-05,0.00025874,0.00022159,0.00022853,2.1233e-05,5.4456e-06,5.6321e-06
5061.06,0.006857,0.006835,0.0069212,0.00067069,0.00071589,0.00080398,0.0018867,0.0015148,0.0015972,9.2149e-05,9.3213e-05,9.8378e-05,0.00025683,0.00022002,0.00022701,1.2548e-05,5.3866e-06,5.5943e-06
5074.66,0.0068261,0.0068046,0.0068906,0.00066231,0.0007093,0.00079679,0.0018723,0.0015042,0.001587,9.111e-05,9.2331e-05,9.747e-05,0.00025498,0.00021844,0.00022549,4.5849e-06,5.3434e-06,5.5565e-06
5088.27,0.0067934,0.0067723,0.0068582,0.00065393,0.00070266,0.00078952,0.0018575,0.0014933,0.0015764,9.0067e-05,9.1441e-05,9.6554e-05,0.00025311,0.00021682,0.00022391,7.4467e-07,5.3159e-06,5.5174e-06
5101.87,0.0067718,0.0067511,0.006837,0.00064641,0.00069705,0.00078342,0.0018458,0.0014849,0.0015684,8.9152e-05,9.0685e-05,9.5781e-05,0.00025171,0.00021556,0.00022271,1.4922e-08,5.3098e-06,5.4875e-06
5115.48,0.0067378,0.0067176,0.0068033,0.00063818,0.00069047,0.00077621,0.0018307,0.0014738,0.0015577,8.8123e-05,8.9805e-05,9.4873e-05,0.0002499,0.00021391,0.00022111,2.3809e-08,5.2984e-06,5.4477e-06
5129.08,0.0067068,0.006687,0.0067726,0.00063026,0.00068426,0.0007694,0.0018165,0.0014634,0.0015476,8.714e-05,8.8972e-05,9.4014e-05,0.00024823,0.00021237,0.00021961,8.8806e-07,5.2842e-06,5.4107e-06
5142.69,0.0066765,0.0066571,0.0067426,0.00062248,0.00067816,0.0007627,0.0018025,0.0014532,0.0015378,8.6174e-05,8.8154e-05,9.317e-05,0.00024661,0.00021086,0.00021815,4.945e-06,5.2575e-06,5.3742e-06
5156.29,0.0066466,0.0066277,0.006713,0.0006148,0.00067215,0.0007561,0.0017888,0.0014432,0.0015281,8.5221e-05,8.7346e-05,9.2337e-05,0.00024501,0.00020937,0.0002167,1.2804e-05,5.2149e-06,5.3384e-06
5169.9,0.0066172,0.0065987,0.0066839,0.00060722,0.0006662,0.00074955,0.0017751,0.0014333,0.0015185,8.4278e-05,8.6547e-05,9.1512e-05,0.00024343,0.0002079,0.00021528,2.0844e-05,5.1584e-06,5.3031e-06
5183.5,0.0065882,0.0065701,0.0066551,0.00059972,0.0006603,0.00074305,0.0017617,0.0014236,0.0015091,8.3345e-05,8.5755e-05,9.0694e-05,0.00024185,0.00020645,0.00021388,2.3683e-05,5.0947e-06,5.2683e-06
5197.11,0.0065595,0.0065418,0.0066267,0.00059231,0.00065445,0.00073659,0.0017484,0.001414,0.0014998,8.242e-05,8.4969e-05,8.988e-05,0.00024026,0.00020502,0.00021249,1.923e-05,5.0328e-06,5.234e-06
5210.71,0.0065309,0.0065136,0.0065984,0.00058496,0.00064862,0.00073015,0.0017351,0.0014045,0.0014905,8.1502e-05,8.4187e-05,8.907e-05,0.00023864,0.0002036,0.00021112,1.0739e-05,4.9808e-06,5.1999e-06
5224.32,0.0065019,0.0064849,0.0065696,0.00057762,0.00064273,0.00072363,0.0017218,0.0013949,0.0014812,8.0579e-05,8.3396e-05,8.825e-05,0.00023696,0.00020218,0.00020973,3.5964e-06,4.9436e-06,5.1656e-06
5237.92,0.0064712,0.0064547,0.0065392,0.00057035,0.00063687,0.00071713,0.0017081,0.001385,0.0014716,7.9664e-05,8.261e-05,8.7434e-05,0.00023518,0.00020071,0.0002083,4.6548e-07,4.9206e-06,5.1303e-06
5251.53,0.0064475,0.0064313,0.0065158,0.00056386,0.00063204,0.0007118,0.0016962,0.0013767,0.0014636,7.8871e-05,8.1956e-05,8.6759e-05,0.00023361,0.00019946,0.00020711,3.0076e-10,4.9139e-06,5.1006e-06
5265.13,0.0064186,0.0064029,0.0064872,0.00055688,0.00062647,0.0007056,0.0016831,0.0013673,0.0014544,7.7994e-05,8.1207e-05,8.5981e-05,0.0002318,0.00019807,0.00020575,1.1412e-08,4.9067e-06,5.067e-06
5278.74,0.0063901,0.0063747,0.0064589,0.00055004,0.00062104,0.00069956,0.0016701,0.001358,0.0014454,7.7137e-05,8.0476e-05,8.5222e-05,0.00022997,0.00019669,0.00020441,8.3921e-07,4.8943e-06,5.0338e-06
5292.34,0.0063617,0.0063467,0.0064307,0.00054331,0.00061571,0.00069363,0.0016572,0.0013488,0.0014364,7.6294e-05,7.9758e-05,8.4476e-05,0.0002281,0.00019532,0.00020308,4.7667e-06,4.87e-06,5.0009e-06
5305.95,0.0063336,0.006319,0.0064029,0.00053667,0.00061045,0.00068777,0.0016444,0.0013398,0.0014275,7.5462e-05,7.905e-05,8.3739e-05,0.00022621,0.00019397,0.00020176,1.228e-05,4.8309e-06,4.9684e-06
5319.55,0.0063059,0.0062916,0.0063754,0.00053012,0.00060525,0.00068197,0.0016318,0.0013308,0.0014188,7.4639e-05,7.835e-05,8.3011e-05,0.00022432,0.00019264,0.00020047,1.9903e-05,4.7791e-06,4.9364e-06
5333.16,0.0062786,0.0062647,0.0063484,0.00052364,0.0006001,0.00067621,0.0016193,0.001322,0.0014102,7.3825e-05,7.7656e-05,8.2288e-05,0.00022242,0.00019133,0.00019919,2.2595e-05,4.7209e-06,4.9048e-06
5346.76,0.0062517,0.0062381,0.0063217,0.00051722,0.00059498,0.00067048,0.0016069,0.0013133,0.0014017,7.3017e-05,7.6966e-05,8.1568e-05,0.00022054,0.00019004,0.00019793,1.8402e-05,4.6642e-06,4.8737e-06
5360.37,0.006225,0.0062118,0.0062952,0.00051082,0.00058983,0.0006647,0.0015947,0.0013047,0.0013933,7.2208e-05,7.6272e-05,8.0843e-05,0.00021868,0.00018877,0.00019669,1.034e-05,4.6168e-06,4.8429e-06
5373.97,0.0061983,0.0061854,0.0062687,0.00050451,0.00058471,0.00065896,0.0015825,0.0012961,0.0013849,7.1408e-05,7.5584e-05,8.0124e-05,0.00021683,0.00018749,0.00019545,3.4781e-06,4.5829e-06,4.8122e-06
5387.58,0.0061726,0.0061601,0.0062432,0.00049879,0.0005804,0.00065412,0.0015706,0.0012878,0.0013768,7.07e-05,7.4998e-05,7.9514e-05,0.00021505,0.00018627,0.00019425,4.2983e-07,4.5642e-06,4.7826e-06
5401.18,0.0061461,0.0061339,0.006217,0.0004926,0.00057536,0.00064844,0.0015585,0.0012794,0.0013685,6.9914e-05,7.4319e-05,7.8803e-05,0.00021328,0.00018502,0.00019303,1.757e-09,4.5553e-06,4.7524e-06
5414.79,0.0061196,0.0061077,0.0061906,0.00048658,0.00057049,0.00064296,0.0015465,0.001271,0.0013603,6.915e-05,7.3663e-05,7.8116e-05,0.00021155,0.00018378,0.00019181,3.0203e-10,4.5501e-06,4.7223e-06
5428.39,0.0060931,0.0060815,0.0061643,0.00048066,0.00056572,0.00063758,0.0015345,0.0012627,0.0013521,6.84e-05,7.3019e-05,7.7442e-05,0.00020987,0.00018254,0.0001906,5.1182e-07,4.5406e-06,4.6924e-06
5442.0,0.0060665,0.0060552,0.0061379,0.00047483,0.00056104,0.00063229,0.0015226,0.0012544,0.0013439,6.7662e-05,7.2387e-05,7.6779e-05,0.00020824,0.00018131,0.00018939,3.7063e-06,4.5204e-06,4.6626e-06
5455.6,0.0060401,0.0060291,0.0061116,0.00046909,0.00055643,0.00062708,0.0015107,0.0012461,0.0013358,6.6935e-05,7.1763e-05,7.6126e-05,0.00020667,0.00018009,0.00018819,1.0473e-05,4.4867e-06,4.633e-06
5469.21,0.0060139,0.0060033,0.0060856,0.00046342,0.00055188,0.00062192,0.001499,0.001238,0.0013278,6.6217e-05,7.1148e-05,7.548e-05,0.00020517,0.00017889,0.00018701,1.8015e-05,4.4408e-06,4.6038e-06
5482.81,0.005988,0.0059777,0.0060599,0.00045781,0.00054737,0.00061681,0.0014874,0.0012299,0.0013198,6.5506e-05,7.0539e-05,7.484e-05,0.00020372,0.0001777,0.00018584,2.1543e-05,4.3879e-06,4.5749e-06
5496.42,0.0059625,0.0059526,0.0060346,0.00045224,0.00054288,0.00061171,0.0014759,0.001222,0.001312,6.48e-05,6.9931e-05,7.4202e-05,0.00020234,0.00017653,0.00018469,1.855e-05,4.3352e-06,4.5465e-06
5510.02,0.0059374,0.0059277,0.0060096,0.00044661,0.00053826,0.00060647,0.0014645,0.0012142,0.0013043,6.4081e-05,6.9308e-05,7.3547e-05,0.000201,0.00017537,0.00018355,1.1178e-05,4.29e-06,4.5184e-06
5523.63,0.0059129,0.0059035,0.0059854,0.00044186,0.00053467,0.00060238,0.0014534,0.0012066,0.0012968,6.3487e-05,6.8818e-05,7.3031e-05,0.00019973,0.00017425,0.00018244,4.174e-06,4.2572e-06,4.491e-06
5537.23,0.0058882,0.0058791,0.0059608,0.00043626,0.00053,0.00059706,0.0014422,0.0011989,0.0012892,6.2768e-05,6.8189e-05,7.2368e-05,0.00019846,0.00017311,0.00018133,6.366e-07,4.2376e-06,4.4635e-06
5550.84,0.0058636,0.0058548,0.0059363,0.00043095,0.00052565,0.00059209,0.0014311,0.0011913,0.0012817,6.2088e-05,6.76e-05,7.1747e-05,0.00019722,0.00017199,0.00018022,3.743e-10,4.2287e-06,4.4362e-06
