,1s,1s,1s,2p,2p,2p,2s,2s,2s,3p,3p,3p,3s,3s,3s,4s,4s,4s
421.75,,,,0.4336,0.44248,0.43792,0.099733,0.10294,0.10001,0.11097,0.11299,0.11248,0.036875,0.037467,0.036562,0.00090529,0.0010796,0.0010575
435.36,,,,0.41258,0.421,0.41635,0.096868,0.10004,0.097202,0.10366,0.10556,0.10502,0.034999,0.035592,0.034745,0.00086257,0.0010279,0.00099984
448.96,,,,0.39288,0.40086,0.39615,0.094114,0.097243,0.094497,0.096978,0.098772,0.098196,0.033271,0.033852,0.033057,0.0012474,0.0009699,0.00094647
462.57,,,,0.37446,0.38203,0.37727,0.091486,0.094574,0.091911,0.090874,0.092568,0.091967,0.031683,0.032242,0.031494,0.00086275,0.00091425,0.0008972
476.17,,,,0.35716,0.36432,0.35953,0.088958,0.092004,0.08942,0.08527,0.086871,0.08625,0.03021,0.030742,0.030037,0.00064229,0.00087298,0.00085151
489.78,,,,0.34087,0.34765,0.34283,0.086527,0.089531,0.087021,0.080114,0.081627,0.080991,0.028834,0.029343,0.028677,0.00099716,0.00083034,0.00080908
503.38,,,,0.32557,0.33199,0.32715,0.084195,0.087156,0.084715,0.07537,0.076801,0.076154,0.027544,0.028038,0.027408,0.00090373,0.00078416,0.00076971
516.99,,,,0.31113,0.3172,0.31236,0.081945,0.084863,0.082488,0.070987,0.072341,0.071685,0.026326,0.026815,0.026218,0.00052875,0.00074851,0.00073307
530.59,,,,0.29751,0.30325,0.29841,0.079778,0.082653,0.080339,0.066933,0.068215,0.067554,0.025178,0.02567,0.025103,0.00068396,0.00071778,0.00069895
544.2,,,,0.28466,0.29008,0.28525,0.077688,0.080519,0.078264,0.063181,0.064395,0.06373,0.024099,0.024595,0.024054,0.00090792,0.0006816,0.00066714
557.8,,,,0.27252,0.27763,0.27282,0.075669,0.078457,0.076256,0.0597,0.06085,0.060184,0.023088,0.023584,0.023068,0.00057929,0.00064859,0.00063743
571.41,,,,0.26105,0.26587,0.26109,0.073722,0.076465,0.074317,0.05647,0.057559,0.056894,0.022144,0.022632,0.022138,0.00043699,0.00062424,0.00060969
585.01,,,,0.25022,0.25475,0.25,0.071844,0.074543,0.072444,0.053469,0.054501,0.053839,0.021263,0.021736,0.021262,0.00070127,0.00059882,0.00058374
598.62,,,,0.23997,0.24424,0.23952,0.070031,0.072686,0.070634,0.050676,0.051654,0.050996,0.020437,0.02089,0.020436,0.00072307,0.00056995,0.00055944
612.22,,,,0.23027,0.23429,0.22961,0.068282,0.070893,0.068885,0.048075,0.049002,0.048349,0.019658,0.020091,0.019655,0.00040937,0.0005465,0.00053667
625.83,,,,0.2211,0.22487,0.22023,0.066595,0.069162,0.067197,0.045651,0.04653,0.045882,0.01892,0.019337,0.018918,0.00040097,0.00052834,0.00051531
639.43,,,,0.21241,0.21594,0.21135,0.06497,0.067493,0.065568,0.043388,0.044222,0.04358,0.018218,0.018624,0.018221,0.00065239,0.00050743,0.00049524
653.04,,,,0.20417,0.20748,0.20293,0.063401,0.06588,0.063994,0.041272,0.042063,0.041428,0.017548,0.017949,0.01756,0.00058327,0.00048479,0.00047635
666.64,,,,0.19634,0.19944,0.19494,0.061887,0.064322,0.062472,0.039291,0.040041,0.039414,0.016909,0.01731,0.016935,0.00032394,0.00046724,0.00045854
680.25,,,,0.18891,0.1918,0.18736,0.060426,0.062818,0.061003,0.037436,0.038147,0.037528,0.016303,0.016705,0.016342,0.00035446,0.00045312,0.00044174
693.85,,,,0.18185,0.18454,0.18015,0.059013,0.061362,0.05958,0.035695,0.036369,0.035759,0.015729,0.016131,0.015779,0.00057622,0.00043625,0.00042584
707.46,,,,0.17512,0.17762,0.17329,0.057648,0.059954,0.058204,0.034059,0.034698,0.034097,0.015188,0.015585,0.015244,0.00050577,0.00041808,0.00041077
721.06,,,,0.16871,0.17104,0.16676,0.056326,0.05859,0.05687,0.03252,0.033126,0.032535,0.014678,0.015065,0.014734,0.00027756,0.00040398,0.00039647
734.67,,,,0.16262,0.16476,0.16054,0.055049,0.05727,0.055579,0.031073,0.031648,0.031065,0.014197,0.014572,0.014249,0.00029088,0.00039276,0.00038289
748.27,,,,0.1568,0.15878,0.15462,0.05381,0.055989,0.054326,0.029709,0.030254,0.029681,0.013741,0.0141,0.013787,0.00048976,0.00037937,0.00036995
761.88,,,,0.15125,0.15307,0.14897,0.052611,0.054747,0.053111,0.028423,0.02894,0.028377,0.013307,0.013651,0.013346,0.0004733,0.00036435,0.00035762
775.48,,,,0.14596,0.14763,0.14359,0.051447,0.053542,0.051932,0.02721,0.0277,0.027146,0.01289,0.013221,0.012925,0.00026097,0.00035219,0.00034586
789.09,,,,0.14091,0.14243,0.13846,0.050321,0.052375,0.05079,0.026066,0.02653,0.025986,0.012489,0.012812,0.012523,0.00022405,0.00034301,0.00033464
802.69,,,,0.13609,0.13747,0.13355,0.049228,0.05124,0.04968,0.024984,0.025424,0.02489,0.012101,0.01242,0.012138,0.00038636,0.00033267,0.00032391
816.3,,,,0.13149,0.13273,0.12888,0.048169,0.05014,0.048604,0.023962,0.024378,0.023854,0.011728,0.012045,0.011771,0.00045602,0.00032027,0.00031365
829.9,,,,0.12709,0.1282,0.12441,0.047142,0.049073,0.047559,0.022995,0.023388,0.022874,0.01137,0.011687,0.011419,0.00027893,0.00030925,0.00030384
843.51,,,,0.12289,0.12388,0.12015,0.046148,0.048039,0.046547,0.022079,0.022452,0.021947,0.011029,0.011345,0.011083,0.00017672,0.00030124,0.00029446
857.11,,,,0.11886,0.11974,0.11607,0.045183,0.047033,0.045562,0.021211,0.021564,0.021069,0.010703,0.011017,0.010761,0.00026814,0.0002935,0.00028547
870.72,,,,0.11501,0.11577,0.11217,0.044247,0.046058,0.044608,0.020389,0.020722,0.020236,0.010395,0.010703,0.010452,0.00040992,0.00028374,0.00027686
884.32,,,,0.11133,0.11198,0.10843,0.04334,0.045112,0.043682,0.019608,0.019922,0.019446,0.010103,0.010402,0.010156,0.00032862,0.0002737,0.00026861
897.93,,,,0.1078,0.10835,0.10486,0.04246,0.044194,0.042783,0.018866,0.019164,0.018697,0.0098252,0.010113,0.0098722,0.00017366,0.00026602,0.00026072
911.53,,,,0.10441,0.10486,0.10143,0.041606,0.043301,0.041909,0.018161,0.018441,0.017983,0.0095599,0.0098356,0.0095997,0.00016852,0.00025999,0.00025315
925.14,,,,0.10117,0.10151,0.098147,0.040776,0.042434,0.041059,0.01749,0.017754,0.017305,0.009305,0.0095692,0.009338,0.00030183,0.00025292,0.00024588
938.74,,,,0.098049,0.098304,0.094999,0.039971,0.041591,0.040234,0.016851,0.0171,0.01666,0.0090586,0.0093132,0.0090865,0.00036299,0.00024439,0.00023892
952.35,,,,0.095056,0.095222,0.091976,0.039188,0.040771,0.039432,0.016243,0.016477,0.016046,0.0088196,0.009067,0.0088447,0.00022943,0.00023667,0.00023223
965.95,,,,0.092184,0.092265,0.089078,0.038428,0.039974,0.038651,0.015663,0.015883,0.015461,0.0085871,0.0088302,0.0086121,0.00012963,0.00023108,0.00022581
979.56,,,,0.089422,0.089422,0.086292,0.037688,0.039197,0.037891,0.01511,0.015316,0.014903,0.0083611,0.008602,0.008388,0.00017163,0.00022611,0.00021965
993.16,,,,0.086768,0.086689,0.083618,0.036968,0.038441,0.037151,0.014582,0.014776,0.01437,0.0081422,0.0083822,0.0081721,0.00030003,0.00021982,0.00021372
1006.77,,,,0.084217,0.084063,0.081049,0.036267,0.037705,0.036431,0.014078,0.014259,0.013862,0.0079311,0.0081705,0.0079639,0.00030626,0.00021268,0.00020803
1020.37,,,,0.081764,0.081538,0.07858,0.035586,0.036989,0.03573,0.013597,0.013766,0.013378,0.0077287,0.0079665,0.0077634,0.0001736,0.00020666,0.00020255
1033.98,,,,0.079403,0.079109,0.076207,0.034923,0.03629,0.035047,0.013138,0.013295,0.012914,0.0075352,0.0077697,0.0075699,0.00010764,0.00020233,0.00019729
1047.58,,,,0.077131,0.076771,0.073925,0.034277,0.03561,0.034381,0.012698,0.012845,0.012472,0.0073507,0.0075797,0.0073831,0.00016334,0.00019817,0.00019222
1061.19,,,,0.074945,0.074522,0.07173,0.033648,0.034947,0.033732,0.012278,0.012414,0.012049,0.0071746,0.0073962,0.0072027,0.00027751,0.0001928,0.00018735
1074.79,,,,0.072841,0.072358,0.069619,0.033035,0.0343,0.0331,0.011876,0.012001,0.011644,0.0070061,0.0072189,0.0070285,0.00026733,0.00018685,0.00018265
1088.4,,,,0.070815,0.070274,0.067588,0.03244,0.033672,0.032486,0.011491,0.011607,0.011257,0.0068446,0.007048,0.0068605,0.00014705,0.00018194,0.00017813
1102.0,,,,0.068862,0.068265,0.065632,0.03186,0.033059,0.031886,0.011122,0.011229,0.010886,0.0066882,0.0068826,0.0066981,9.1714e-05,0.00017843,0.00017378
1115.61,,,,0.066979,0.06633,0.063747,0.031295,0.032461,0.031302,0.010769,0.010867,0.010531,0.0065361,0.0067227,0.0065411,0.00014112,0.00017502,0.00016958
1129.21,,,,0.065163,0.064463,0.061932,0.030744,0.031878,0.030732,0.01043,0.010519,0.010191,0.0063875,0.0065679,0.0063892,0.00024548,0.00017059,0.00016553
1142.82,,,,0.063414,0.062666,0.060184,0.030209,0.031311,0.030178,0.010106,0.010187,0.0098651,0.0062425,0.0064186,0.0062426,0.00024723,0.00016559,0.00016163
1156.42,,,,0.061724,0.06093,0.058497,0.029685,0.030756,0.029636,0.0097942,0.0098671,0.0095522,0.0061001,0.0062737,0.0061004,0.00014039,0.00016136,0.00015785
1170.03,,,,0.060093,0.059255,0.056871,0.029176,0.030216,0.029108,0.009495,0.0095604,0.0092522,0.0059613,0.0061336,0.005963,7.9696e-05,0.00015835,0.0001542
1183.63,,,,0.058518,0.057637,0.055301,0.02868,0.029689,0.028593,0.0092076,0.0092658,0.0089641,0.0058266,0.0059981,0.0058299,0.00011003,0.00015562,0.00015068
1197.24,,,,0.056995,0.056074,0.053785,0.028195,0.029174,0.028091,0.0089313,0.0089826,0.0086872,0.0056962,0.0058667,0.0057009,0.00020448,0.00015208,0.00014727
1210.84,,,,0.055527,0.054567,0.052325,0.027724,0.028673,0.027602,0.0086662,0.0087108,0.0084218,0.0055711,0.0057398,0.0055762,0.00023635,0.00014787,0.00014398
1224.45,,,,0.054105,0.053109,0.050912,0.027262,0.028181,0.027122,0.0084109,0.0084491,0.0081662,0.0054508,0.0056163,0.005455,0.00015031,0.00014404,0.00014078
1238.05,,,,0.052731,0.0517,0.049548,0.026812,0.027702,0.026655,0.0081654,0.0081976,0.0079207,0.0053358,0.0054967,0.0053376,7.5576e-05,0.00014128,0.00013768
1251.66,,,,0.051402,0.050338,0.04823,0.026373,0.027234,0.026198,0.0079292,0.0079555,0.0076845,0.0052258,0.0053807,0.0052238,7.8507e-05,0.00013906,0.00013468
1265.26,,,,0.050115,0.04902,0.046955,0.025945,0.026777,0.025752,0.0077017,0.0077224,0.0074572,0.0051201,0.0052681,0.0051132,0.00015228,0.00013636,0.00013177
1278.87,,,,0.048873,0.047748,0.045726,0.025527,0.026331,0.025318,0.0074832,0.0074985,0.0072389,0.0050182,0.0051589,0.0050061,0.00021826,0.00013289,0.00012894
1292.47,,,,0.047669,0.046515,0.044535,0.025117,0.025894,0.024891,0.0072722,0.0072824,0.0070283,0.004919,0.0050526,0.0049019,0.00017312,0.00012937,0.0001262
1306.08,,,,0.046504,0.045323,0.043384,0.024717,0.025466,0.024475,0.0070691,0.0070743,0.0068257,0.0048221,0.0049493,0.0048007,8.6769e-05,0.00012665,0.00012353
1319.68,,,,0.045376,0.044169,0.042272,0.024327,0.025049,0.024068,0.0068734,0.0068739,0.0066306,0.0047271,0.0048491,0.0047025,5.7887e-05,0.00012468,0.00012094
1333.29,,,,0.044283,0.043053,0.041195,0.023946,0.024641,0.023671,0.0066847,0.0066807,0.0064426,0.0046336,0.0047516,0.0046071,9.6706e-05,0.00012268,0.00011843
1346.89,,,,0.043228,0.041974,0.040155,0.023573,0.024242,0.023283,0.0065032,0.0064949,0.0062619,0.0045416,0.004657,0.0045145,0.00017591,0.00012001,0.00011598
1360.5,,,,0.042201,0.040926,0.039146,0.023209,0.023852,0.022903,0.0063275,0.006315,0.006087,0.0044511,0.0045649,0.0044243,0.00019261,0.0001169,0.0001136
1374.1,,,,0.041208,0.039912,0.03817,0.022852,0.02347,0.022531,0.0061581,0.0061417,0.0059186,0.0043624,0.0044754,0.0043367,0.00011918,0.00011412,0.00011129
1387.71,,,,0.040245,0.03893,0.037225,0.022504,0.023096,0.022168,0.0059947,0.0059745,0.0057562,0.0042761,0.0043884,0.0042515,5.7833e-05,0.00011212,0.00010904
1401.31,,,,0.039312,0.037978,0.03631,0.022164,0.022731,0.021813,0.005837,0.0058131,0.0055995,0.0041925,0.0043038,0.0041686,5.5884e-05,0.00011055,0.00010686
1414.92,,,,0.038406,0.037055,0.035422,0.021832,0.022374,0.021466,0.0056845,0.0056571,0.0054481,0.004112,0.0042216,0.0040881,0.00011037,0.00010867,0.00010473
1428.52,,,,0.037529,0.036162,0.034565,0.021506,0.022024,0.021126,0.0055375,0.0055067,0.0053022,0.0040346,0.0041416,0.0040097,0.00017576,0.00010619,0.00010267
1442.13,,,,0.036676,0.035294,0.033731,0.021188,0.021682,0.020794,0.0053951,0.0053612,0.005161,0.0039604,0.0040636,0.0039335,0.00016072,0.00010353,0.00010065
1455.73,,,,0.035849,0.034452,0.032924,0.020877,0.021347,0.020468,0.0052575,0.0052205,0.0050247,0.0038891,0.0039877,0.0038592,8.7082e-05,0.00010132,9.8693e-05
1469.34,,,,0.035046,0.033636,0.032141,0.020572,0.021019,0.02015,0.0051244,0.0050845,0.0048929,0.0038205,0.0039138,0.0037868,4.4763e-05,9.977e-05,9.6787e-05
1482.94,,,,0.034266,0.032843,0.031382,0.020275,0.020698,0.019839,0.0049957,0.004953,0.0047656,0.0037542,0.0038418,0.0037164,5.4873e-05,9.8433e-05,9.4931e-05
1496.55,,,,0.033509,0.032075,0.030645,0.019983,0.020384,0.019534,0.0048713,0.0048259,0.0046425,0.0036897,0.0037717,0.0036479,0.00011221,9.6732e-05,9.3127e-05
1510.15,,,,0.032772,0.031328,0.02993,0.019698,0.020077,0.019236,0.0047506,0.0047028,0.0045233,0.0036265,0.0037033,0.0035811,0.00016484,9.4532e-05,9.1369e-05
1523.76,,,,0.032057,0.030603,0.029236,0.019419,0.019775,0.018944,0.0046338,0.0045835,0.004408,0.0035642,0.0036365,0.003516,0.00013871,9.2261e-05,8.9656e-05
1537.36,,,,0.031361,0.029898,0.028562,0.019145,0.01948,0.018657,0.0045207,0.0044681,0.0042964,0.0035026,0.0035714,0.0034524,7.1307e-05,9.0439e-05,8.7987e-05
1550.97,,,,0.030685,0.029214,0.027908,0.018877,0.01919,0.018377,0.0044112,0.0043564,0.0041884,0.0034416,0.0035079,0.0033904,3.7633e-05,8.9161e-05,8.6361e-05
1564.57,,,,0.030028,0.02855,0.027273,0.018614,0.018906,0.018102,0.0043051,0.0042482,0.0040839,0.0033813,0.0034459,0.00333,4.9694e-05,8.8026e-05,8.4778e-05
1578.18,,,,0.02939,0.027905,0.026657,0.018357,0.018628,0.017833,0.0042023,0.0041435,0.0039827,0.003322,0.0033856,0.0032712,0.00010309,8.6558e-05,8.3239e-05
1591.78,,,,0.028768,0.027277,0.026058,0.018105,0.018356,0.017569,0.0041027,0.0040419,0.0038846,0.0032636,0.0033267,0.0032137,0.00015098,8.4658e-05,8.1737e-05
1605.39,,,,0.028164,0.026667,0.025475,0.017858,0.018089,0.017311,0.004006,0.0039434,0.0037896,0.0032067,0.0032692,0.0031576,0.00012787,8.2695e-05,8.0272e-05
1618.99,,,,0.027575,0.026074,0.02491,0.017616,0.017826,0.017057,0.0039122,0.003848,0.0036975,0.0031513,0.003213,0.0031028,6.6067e-05,8.1113e-05,7.8844e-05
1632.6,,,,0.027003,0.025497,0.02436,0.017378,0.017569,0.016808,0.0038213,0.0037554,0.0036082,0.0030977,0.0031581,0.0030492,3.3088e-05,8.0008e-05,7.7451e-05
1646.2,,,,0.026446,0.024938,0.023826,0.017147,0.017318,0.016566,0.0037332,0.0036658,0.0035218,0.0030464,0.0031048,0.0029973,4.0403e-05,7.9069e-05,7.61e-05
1659.81,,,,0.025904,0.024392,0.023307,0.016918,0.01707,0.016327,0.0036476,0.0035788,0.003438,0.0029968,0.0030524,0.0029462,8.5678e-05,7.7858e-05,7.4775e-05
1673.41,,,,0.025376,0.023862,0.022802,0.016695,0.016828,0.016093,0.0035646,0.0034944,0.0033566,0.0029493,0.0030014,0.0028964,0.00013532,7.626e-05,7.3485e-05
1687.02,,,,0.024862,0.023346,0.022311,0.016475,0.01659,0.015863,0.003484,0.0034125,0.0032778,0.0029034,0.0029515,0.0028478,0.00012577,7.4541e-05,7.2227e-05
1700.62,,,,0.024361,0.022844,0.021833,0.01626,0.016357,0.015638,0.0034057,0.0033329,0.0032012,0.0028589,0.0029027,0.0028003,6.9942e-05,7.3096e-05,7.0999e-05
1714.23,,,,0.023873,0.022355,0.021368,0.016049,0.016127,0.015417,0.0033296,0.0032557,0.0031268,0.0028155,0.0028549,0.0027538,3.2089e-05,7.208e-05,6.9798e-05
1727.83,,,,0.023399,0.021881,0.020917,0.015843,0.015904,0.015202,0.0032559,0.003181,0.0030549,0.0027733,0.0028085,0.0027087,3.0408e-05,7.1294e-05,6.8635e-05
1741.44,,,,0.022936,0.021417,0.020477,0.01564,0.015683,0.014989,0.0031842,0.0031082,0.0029849,0.0027313,0.0027628,0.0026643,6.3264e-05,7.0346e-05,6.7492e-05
1755.04,,,,0.022485,0.020967,0.020049,0.015441,0.015467,0.014781,0.0031145,0.0030375,0.002917,0.0026898,0.0027182,0.0026209,0.0001145,6.9051e-05,6.6377e-05
1768.65,,,,0.022045,0.020528,0.019632,0.015246,0.015255,0.014577,0.0030467,0.0029689,0.002851,0.0026486,0.0026746,0.0025786,0.00012644,6.7551e-05,6.5289e-05
1782.25,,,,0.021615,0.0201,0.019226,0.015054,0.015046,0.014376,0.0029808,0.0029021,0.0027869,0.0026077,0.002632,0.0025372,8.2381e-05,6.6187e-05,6.4226e-05
1795.86,,,,0.021195,0.019682,0.01883,0.014866,0.014841,0.014179,0.0029166,0.0028372,0.0027245,0.0025669,0.0025902,0.0024966,3.6977e-05,6.5185e-05,6.3185e-05
1809.46,,,,0.020789,0.019277,0.018446,0.014682,0.014642,0.013987,0.0028546,0.0027744,0.0026642,0.0025269,0.0025496,0.0024572,2.3307e-05,6.4482e-05,6.2175e-05
1823.07,,,,0.02039,0.018881,0.018071,0.014501,0.014444,0.013797,0.002794,0.0027131,0.0026054,0.0024873,0.0025096,0.0024184,4.0002e-05,6.3765e-05,6.118e-05
1836.67,,,,0.020002,0.018496,0.017705,0.014323,0.01425,0.013611,0.002735,0.0026535,0.0025482,0.0024486,0.0024706,0.0023805,8.4505e-05,6.278e-05,6.0209e-05
1850.28,,,,0.019623,0.01812,0.017349,0.014148,0.01406,0.013429,0.0026777,0.0025956,0.0024926,0.0024109,0.0024324,0.0023434,0.00011898,6.1523e-05,5.9259e-05
1863.88,,,,0.019252,0.017753,0.017002,0.013977,0.013874,0.01325,0.0026219,0.0025392,0.0024386,0.0023745,0.002395,0.0023072,9.9519e-05,6.0239e-05,5.833e-05
1877.49,,,,0.01889,0.017395,0.016663,0.013808,0.01369,0.013074,0.0025674,0.0024843,0.0023859,0.0023393,0.0023584,0.0022716,5.1363e-05,5.92e-05,5.742e-05
1891.09,,,,0.018539,0.017048,0.016335,0.013643,0.013511,0.012901,0.0025148,0.0024312,0.002335,0.0023056,0.0023226,0.0022369,2.3139e-05,5.8485e-05,5.6532e-05
1904.7,,,,0.018194,0.016707,0.016012,0.01348,0.013333,0.012731,0.0024632,0.0023792,0.0022852,0.002273,0.0022875,0.0022029,2.319e-05,5.7913e-05,5.5659e-05
1918.3,,,,0.017857,0.016376,0.015699,0.01332,0.013159,0.012564,0.002413,0.0023286,0.0022368,0.0022416,0.0022531,0.0021695,5.0446e-05,5.7215e-05,5.4805e-05
1931.91,,,,0.017529,0.016052,0.015393,0.013163,0.012988,0.0124,0.0023642,0.0022795,0.0021897,0.0022111,0.0022193,0.0021368,9.4437e-05,5.6245e-05,5.3968e-05
1945.51,,,,0.017208,0.015737,0.015095,0.013009,0.01282,0.012239,0.0023167,0.0022316,0.0021439,0.0021815,0.0021863,0.0021048,0.00010978,5.51e-05,5.3148e-05
1959.12,,,,0.016894,0.015429,0.014804,0.012857,0.012654,0.012081,0.0022703,0.002185,0.0020993,0.0021524,0.0021539,0.0020735,7.647e-05,5.4028e-05,5.2346e-05
1972.72,,,,0.01659,0.01513,0.014521,0.012708,0.012492,0.011926,0.0022253,0.0021398,0.002056,0.0021238,0.0021222,0.0020428,3.4868e-05,5.3219e-05,5.156e-05
1986.33,,,,0.016289,0.014836,0.014244,0.012561,0.012333,0.011773,0.0021812,0.0020955,0.0020136,0.0020954,0.0020911,0.0020128,1.7684e-05,5.2663e-05,5.0789e-05
1999.93,,,,0.015996,0.01455,0.013973,0.012417,0.012176,0.011623,0.0021382,0.0020524,0.0019724,0.002067,0.0020606,0.0019833,2.445e-05,5.2162e-05,5.0033e-05
2013.54,,,,0.01571,0.01427,0.013709,0.012275,0.012021,0.011476,0.0020964,0.0020105,0.0019323,0.0020387,0.0020307,0.0019544,5.5786e-05,5.1496e-05,4.9292e-05
2027.14,,,,0.015431,0.013998,0.013452,0.012136,0.011869,0.011331,0.0020556,0.0019696,0.0018933,0.0020104,0.0020013,0.0019261,9.4726e-05,5.0592e-05,4.8565e-05
2040.75,,,,0.015158,0.013731,0.013201,0.011999,0.01172,0.011188,0.0020158,0.0019298,0.0018552,0.0019823,0.0019726,0.0018983,9.863e-05,4.9577e-05,4.7853e-05
2054.35,,,,0.01489,0.013471,0.012955,0.011864,0.011573,0.011048,0.001977,0.0018909,0.0018181,0.0019545,0.0019444,0.0018712,6.2354e-05,4.8669e-05,4.7156e-05
2067.96,,,,0.01463,0.013218,0.012717,0.011732,0.011429,0.010911,0.0019392,0.0018532,0.001782,0.001927,0.0019169,0.0018445,2.691e-05,4.8007e-05,4.6472e-05
2081.56,,,,0.014374,0.012969,0.012482,0.011602,0.011287,0.010776,0.0019023,0.0018163,0.0017468,0.0019001,0.0018898,0.0018184,1.4849e-05,4.7547e-05,4.5802e-05
2095.17,,,,0.014124,0.012727,0.012254,0.011474,0.011148,0.010643,0.0018662,0.0017803,0.0017124,0.0018738,0.0018633,0.0017928,2.3617e-05,4.7107e-05,4.5144e-05
2108.77,,,,0.013879,0.01249,0.012031,0.011347,0.01101,0.010512,0.001831,0.0017452,0.0016789,0.0018483,0.0018372,0.0017676,5.4482e-05,4.6505e-05,4.4498e-05
2122.38,,,,0.01364,0.012259,0.011813,0.011223,0.010875,0.010383,0.0017966,0.001711,0.0016462,0.0018237,0.0018116,0.001743,8.96e-05,4.5696e-05,4.3864e-05
2135.98,,,,0.013405,0.012033,0.0116,0.011101,0.010742,0.010256,0.0017631,0.0016776,0.0016144,0.0017999,0.0017865,0.0017188,9.0681e-05,4.48e-05,4.3242e-05
2149.59,,,,0.013176,0.011812,0.011392,0.010981,0.010612,0.010132,0.0017304,0.001645,0.0015833,0.0017772,0.0017621,0.0016951,5.6238e-05,4.401e-05,4.2636e-05
2163.19,,,,0.012952,0.011596,0.011188,0.010863,0.010483,0.01001,0.0016985,0.0016132,0.001553,0.0017551,0.0017379,0.0016719,2.3841e-05,4.3434e-05,4.2039e-05
2176.8,,,,0.012732,0.011384,0.010989,0.010747,0.010357,0.0098899,0.0016672,0.0015822,0.0015234,0.0017338,0.0017142,0.0016491,1.2767e-05,4.3037e-05,4.1453e-05
