,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4d,4d,4d,4p,4p,4p,4s,4s,4s
8802.43,0.0054476,0.0052394,0.0053441,0.0036373,0.0034253,0.0034238,0.00014406,0.00040811,0.00039532,0.0014549,0.0016281,0.0018087,0.0013138,0.0010276,0.0011142,1.838e-05,4.4709e-05,4.3545e-05,0.00028759,0.00031115,0.00033562,0.00026967,0.0002225,0.00023615
8816.04,0.0054273,0.0052189,0.0053237,0.0036295,0.0034169,0.0034155,0.00014285,0.00040624,0.00039297,0.0014439,0.001621,0.0018007,0.0013073,0.0010241,0.0011108,2.313e-05,4.4483e-05,4.3277e-05,0.00028564,0.00030973,0.0003341,0.00026845,0.0002217,0.00023538
8829.64,0.0054069,0.0051985,0.0053034,0.0036215,0.0034083,0.003407,0.00014168,0.00040443,0.00039068,0.0014331,0.0016138,0.0017928,0.0013008,0.0010205,0.0011073,2.8524e-05,4.4253e-05,4.3017e-05,0.00028369,0.00030831,0.00033258,0.00026721,0.0002209,0.0002346
8843.25,0.0053867,0.0051782,0.0052831,0.0036132,0.0033994,0.0033983,0.00014053,0.00040267,0.00038845,0.0014223,0.0016067,0.001785,0.0012942,0.0010168,0.0011037,3.4148e-05,4.4018e-05,4.2763e-05,0.00028176,0.00030691,0.00033108,0.00026594,0.00022007,0.0002338
8856.85,0.0053668,0.0051582,0.0052632,0.0036047,0.0033902,0.0033893,0.00013941,0.00040094,0.00038625,0.0014116,0.0015998,0.0017773,0.0012876,0.001013,0.0011,3.9543e-05,4.3778e-05,4.2512e-05,0.00027984,0.00030552,0.00032959,0.00026466,0.00021924,0.00023298
8870.46,0.0053473,0.0051385,0.0052437,0.003596,0.0033809,0.0033802,0.0001383,0.00039923,0.00038407,0.0014011,0.0015929,0.0017697,0.0012809,0.0010092,0.0010963,4.4265e-05,4.353e-05,4.2264e-05,0.00027796,0.00030416,0.00032813,0.00026337,0.00021839,0.00023216
8884.06,0.0053283,0.0051194,0.0052246,0.0035872,0.0033715,0.003371,0.00013721,0.00039751,0.00038188,0.0013907,0.0015862,0.0017622,0.0012741,0.0010054,0.0010926,4.793e-05,4.3274e-05,4.2015e-05,0.0002761,0.00030283,0.00032671,0.00026207,0.00021755,0.00023133
8897.67,0.0053097,0.0051007,0.0052061,0.0035783,0.0033621,0.0033617,0.00013613,0.00039577,0.00037968,0.0013804,0.0015797,0.001755,0.0012674,0.0010016,0.0010888,5.0264e-05,4.301e-05,4.1765e-05,0.00027427,0.00030154,0.00032531,0.00026076,0.0002167,0.00023051
8911.27,0.0052915,0.0050824,0.0051879,0.0035694,0.0033527,0.0033524,0.00013504,0.00039395,0.00037741,0.0013703,0.0015733,0.0017479,0.0012606,0.00099784,0.0010851,5.1123e-05,4.2737e-05,4.1507e-05,0.00027246,0.00030026,0.00032394,0.00025945,0.00021586,0.00022968
8924.88,0.0052735,0.0050642,0.0051698,0.0035599,0.0033426,0.0033425,0.00013389,0.00039191,0.00037493,0.0013601,0.001567,0.0017408,0.0012537,0.00099386,0.0010812,5.0492e-05,4.2438e-05,4.1226e-05,0.00027065,0.000299,0.00032258,0.00025809,0.00021497,0.00022881
8938.48,0.0052556,0.0050462,0.0051519,0.0035538,0.0033358,0.0033359,0.00013286,0.00039012,0.0003727,0.0013503,0.0015607,0.0017338,0.001248,0.00099089,0.0010783,4.8567e-05,4.217e-05,4.0974e-05,0.00026889,0.00029775,0.00032124,0.00025698,0.00021431,0.00022817
8952.09,0.0052396,0.00503,0.0051358,0.0035506,0.0033316,0.0033318,0.00013229,0.00038986,0.00037192,0.0013414,0.001555,0.0017275,0.0012433,0.00098868,0.0010763,4.5707e-05,4.2071e-05,4.0879e-05,0.00026729,0.00029662,0.00032002,0.00025607,0.00021381,0.00022771
8965.69,0.0052216,0.0050119,0.0051178,0.0035417,0.0033223,0.0033226,0.00013116,0.0003877,0.00036934,0.0013314,0.0015487,0.0017204,0.0012366,0.00098494,0.0010726,4.1802e-05,4.1774e-05,4.0589e-05,0.00026551,0.00029537,0.00031867,0.00025475,0.00021297,0.00022689
8979.3,0.0052035,0.0049937,0.0050998,0.0035341,0.003314,0.0033146,0.00013014,0.00038583,0.00036705,0.0013216,0.0015425,0.0017134,0.0012304,0.00098156,0.0010693,3.7403e-05,4.1517e-05,4.0328e-05,0.00026375,0.00029412,0.00031732,0.00025352,0.00021222,0.00022615
8992.9,0.0051852,0.0049753,0.0050815,0.0035269,0.0033061,0.0033068,0.00012916,0.00038404,0.00036484,0.0013118,0.0015361,0.0017063,0.0012243,0.00097827,0.0010661,3.2758e-05,4.1279e-05,4.0078e-05,0.000262,0.00029286,0.00031596,0.00025232,0.00021149,0.00022544
9006.51,0.0051666,0.0049566,0.0050629,0.0035196,0.0032982,0.0032991,0.0001282,0.00038232,0.00036269,0.001302,0.0015297,0.0016992,0.0012182,0.00097501,0.0010629,2.8099e-05,4.1057e-05,3.9834e-05,0.00026024,0.00029159,0.00031459,0.00025111,0.00021076,0.00022473
9020.11,0.0051478,0.0049377,0.005044,0.0035123,0.0032902,0.0032912,0.00012728,0.00038065,0.00036059,0.0012922,0.0015233,0.0016919,0.0012121,0.00097171,0.0010597,2.3612e-05,4.0851e-05,3.9596e-05,0.00025848,0.00029031,0.0003132,0.00024989,0.00021002,0.00022402
9033.72,0.0051288,0.0049187,0.0050251,0.0035047,0.003282,0.0032831,0.00012638,0.00037902,0.00035854,0.0012824,0.0015168,0.0016847,0.001206,0.00096837,0.0010564,1.9452e-05,4.066e-05,3.9364e-05,0.00025672,0.00028903,0.00031181,0.00024866,0.00020928,0.00022329
9047.32,0.0051098,0.0048997,0.0050062,0.0034967,0.0032735,0.0032748,0.00012551,0.00037744,0.00035653,0.0012727,0.0015103,0.0016774,0.0011997,0.00096495,0.001053,1.5749e-05,4.0482e-05,3.9136e-05,0.00025497,0.00028774,0.00031043,0.0002474,0.00020851,0.00022254
9060.93,0.005091,0.0048809,0.0049874,0.0034885,0.0032646,0.0032661,0.00012466,0.00037588,0.00035455,0.0012631,0.001504,0.0016702,0.0011933,0.00096144,0.0010496,1.2634e-05,4.0313e-05,3.8911e-05,0.00025323,0.00028648,0.00030905,0.00024612,0.00020774,0.00022177
9074.53,0.0050725,0.0048624,0.004969,0.0034799,0.0032555,0.0032572,0.00012383,0.00037434,0.00035259,0.0012535,0.0014977,0.0016632,0.0011869,0.00095786,0.001046,1.0243e-05,4.0151e-05,3.8689e-05,0.00025151,0.00028523,0.0003077,0.00024481,0.00020694,0.00022098
9088.14,0.0050544,0.0048442,0.0049509,0.0034709,0.003246,0.0032478,0.000123,0.00037279,0.00035062,0.001244,0.0014915,0.0016562,0.0011803,0.00095417,0.0010423,8.717e-06,3.999e-05,3.8466e-05,0.00024981,0.000284,0.00030637,0.00024348,0.00020612,0.00022017
9101.74,0.0050364,0.0048262,0.004933,0.003461,0.0032356,0.0032376,0.00012217,0.00037118,0.0003486,0.0012346,0.0014854,0.0016494,0.0011734,0.00095024,0.0010384,8.194e-06,3.9823e-05,3.8236e-05,0.00024812,0.00028279,0.00030505,0.00024209,0.00020525,0.00021931
9115.35,0.0050174,0.0048073,0.0049142,0.0034447,0.0032193,0.0032214,0.00012121,0.00036918,0.00034621,0.0012246,0.001479,0.0016421,0.0011644,0.00094458,0.0010325,8.775e-06,3.9611e-05,3.7967e-05,0.00024633,0.00028152,0.00030367,0.00024025,0.000204,0.00021804
9128.95,0.005007,0.0047964,0.0049034,0.0034621,0.0032344,0.0032367,0.00012103,0.00036931,0.00034585,0.0012185,0.0014752,0.0016378,0.0011668,0.00094816,0.0010368,1.058e-05,3.9626e-05,3.7921e-05,0.00024522,0.00028075,0.00030283,0.00024077,0.00020476,0.0002189
9142.56,0.0049883,0.0047778,0.0048849,0.0034457,0.003218,0.0032205,0.00012004,0.0003671,0.00034328,0.0012086,0.0014689,0.0016307,0.0011578,0.00094249,0.0010309,1.3461e-05,3.9383e-05,3.7632e-05,0.00024346,0.0002795,0.00030147,0.00023893,0.00020351,0.00021763
9156.16,0.0049715,0.004761,0.0048682,0.0034367,0.0032085,0.0032111,0.00011924,0.0003654,0.0003412,0.0011996,0.0014633,0.0016242,0.0011512,0.00093885,0.0010273,1.7362e-05,3.9187e-05,3.7397e-05,0.00024184,0.00027837,0.00030023,0.00023761,0.0002027,0.00021683
9169.77,0.0049549,0.0047443,0.0048516,0.0034289,0.0032002,0.0032029,0.00011848,0.00036376,0.00033918,0.0011907,0.0014576,0.0016179,0.0011452,0.00093557,0.001024,2.2031e-05,3.899e-05,3.7168e-05,0.00024026,0.00027725,0.00029901,0.00023639,0.00020197,0.00021611
9183.37,0.0049381,0.0047275,0.0048349,0.0034217,0.0031923,0.0031953,0.00011774,0.00036215,0.00033719,0.001182,0.001452,0.0016114,0.0011393,0.00093244,0.0010209,2.7135e-05,3.8785e-05,3.6943e-05,0.00023868,0.00027612,0.00029778,0.00023521,0.00020128,0.00021542
9196.98,0.0049211,0.0047104,0.004818,0.0034148,0.0031848,0.0031879,0.00011703,0.00036056,0.00033522,0.0011732,0.0014463,0.001605,0.0011335,0.0009294,0.0010179,3.228e-05,3.8575e-05,3.6721e-05,0.0002371,0.00027498,0.00029654,0.00023405,0.0002006,0.00021475
9210.58,0.0049037,0.0046931,0.0048007,0.0034079,0.0031772,0.0031805,0.00011633,0.000359,0.00033329,0.0011644,0.0014405,0.0015984,0.0011278,0.00092638,0.0010149,3.7052e-05,3.836e-05,3.6503e-05,0.00023551,0.00027383,0.00029528,0.0002329,0.00019993,0.00021409
9224.19,0.004886,0.0046754,0.0047831,0.0034009,0.0031696,0.0031731,0.00011566,0.00035748,0.0003314,0.0011556,0.0014346,0.0015917,0.001122,0.00092335,0.0010119,4.1068e-05,3.8142e-05,3.6289e-05,0.00023392,0.00027266,0.000294,0.00023175,0.00019925,0.00021342
9237.79,0.0048681,0.0046576,0.0047653,0.0033937,0.0031618,0.0031654,0.00011502,0.00035601,0.00032954,0.0011468,0.0014287,0.001585,0.0011162,0.00092026,0.0010089,4.4014e-05,3.7922e-05,3.6079e-05,0.00023233,0.00027149,0.00029271,0.00023059,0.00019856,0.00021274
9251.4,0.0048501,0.0046396,0.0047474,0.0033861,0.0031536,0.0031574,0.0001144,0.00035457,0.00032773,0.001138,0.0014227,0.0015782,0.0011102,0.00091707,0.0010057,4.5688e-05,3.7702e-05,3.5874e-05,0.00023074,0.00027031,0.00029142,0.00022941,0.00019785,0.00021204
9265.0,0.0048319,0.0046215,0.0047294,0.003378,0.003145,0.0031489,0.0001138,0.00035316,0.00032595,0.0011292,0.0014168,0.0015714,0.0011041,0.00091376,0.0010024,4.6011e-05,3.7484e-05,3.5672e-05,0.00022914,0.00026912,0.00029013,0.0002282,0.00019712,0.00021131
9278.61,0.0048137,0.0046033,0.0047112,0.003369,0.0031355,0.0031396,0.00011321,0.00035178,0.00032419,0.0011204,0.0014108,0.0015646,0.0010978,0.00091024,0.00099879,4.5029e-05,3.7269e-05,3.5473e-05,0.00022755,0.00026793,0.00028882,0.00022695,0.00019634,0.00021053
9292.21,0.0047944,0.0045842,0.0046921,0.0033577,0.0031239,0.0031281,0.00011263,0.00035037,0.00032241,0.0011114,0.0014045,0.0015574,0.0010907,0.00090608,0.00099453,4.2889e-05,3.7053e-05,3.5272e-05,0.00022591,0.00026669,0.00028746,0.00022554,0.00019542,0.0002096
9305.82,0.0047802,0.0045699,0.004678,0.0033509,0.0031165,0.0031209,0.00011207,0.00034894,0.00032062,0.0011035,0.0013997,0.0015519,0.0010851,0.00090315,0.00099162,3.9824e-05,3.684e-05,3.5069e-05,0.0002245,0.00026574,0.00028641,0.00022445,0.00019477,0.00020895
9319.42,0.0047722,0.0045615,0.0046699,0.0033588,0.0031227,0.0031273,0.00011167,0.00034788,0.0003192,0.0010976,0.0013968,0.0015485,0.0010842,0.00090419,0.00099305,3.6163e-05,3.6675e-05,3.4908e-05,0.00022346,0.00026513,0.00028573,0.00022434,0.00019497,0.00020922
9333.03,0.004753,0.0045426,0.0046509,0.0033459,0.0031097,0.0031144,0.0001111,0.00034643,0.00031738,0.0010886,0.0013906,0.0015414,0.0010767,0.00089965,0.00098835,3.205e-05,3.6472e-05,3.4703e-05,0.00022183,0.0002639,0.00028439,0.00022286,0.00019397,0.0002082
9346.63,0.0047365,0.0045261,0.0046345,0.0033369,0.0031002,0.0031051,0.00011057,0.000345,0.00031561,0.0010804,0.0013852,0.0015352,0.0010704,0.00089615,0.0009848,2.7802e-05,3.6281e-05,3.4502e-05,0.00022034,0.00026282,0.0002832,0.00022163,0.0001932,0.00020742
9360.24,0.0047206,0.0045103,0.0046188,0.003329,0.0030917,0.0030968,0.00011006,0.00034356,0.00031383,0.0010723,0.00138,0.0015292,0.0010644,0.00089295,0.00098157,2.3612e-05,3.6098e-05,3.4301e-05,0.00021889,0.00026179,0.00028205,0.00022049,0.00019249,0.00020671
9373.84,0.004705,0.0044947,0.0046033,0.0033216,0.0030838,0.0030891,0.00010955,0.00034212,0.00031204,0.0010644,0.0013749,0.0015233,0.0010587,0.00088993,0.00097853,1.9637e-05,3.5924e-05,3.41e-05,0.00021746,0.00026076,0.00028093,0.0002194,0.00019182,0.00020604
9387.45,0.0046893,0.0044791,0.0045878,0.0033147,0.0030763,0.0030817,0.00010906,0.00034066,0.00031026,0.0010565,0.0013698,0.0015174,0.0010531,0.00088703,0.00097562,1.5996e-05,3.5757e-05,3.3899e-05,0.00021604,0.00025974,0.0002798,0.00021834,0.00019117,0.0002054
9401.05,0.0046733,0.0044632,0.004572,0.0033081,0.0030691,0.0030746,0.00010858,0.00033922,0.00030848,0.0010486,0.0013646,0.0015114,0.0010477,0.00088421,0.0009728,1.279e-05,3.5598e-05,3.3699e-05,0.00021461,0.00025871,0.00027865,0.0002173,0.00019054,0.00020477
9414.66,0.0046571,0.004447,0.0045559,0.0033016,0.0030619,0.0030677,0.00010812,0.00033779,0.00030673,0.0010408,0.0013593,0.0015054,0.0010423,0.00088143,0.00097001,1.0121e-05,3.5447e-05,3.3502e-05,0.00021318,0.00025766,0.0002775,0.00021628,0.00018993,0.00020416
9428.26,0.0046405,0.0044305,0.0045394,0.003295,0.0030547,0.0030606,0.00010768,0.00033639,0.00030501,0.0010329,0.001354,0.0014992,0.0010368,0.00087865,0.00096721,8.0988e-06,3.5304e-05,3.3308e-05,0.00021175,0.0002566,0.00027632,0.00021525,0.0001893,0.00020354
9441.87,0.0046234,0.0044136,0.0045225,0.0032882,0.0030473,0.0030534,0.00010726,0.00033503,0.00030332,0.0010249,0.0013485,0.0014929,0.0010313,0.0008758,0.00096435,6.8449e-06,3.5166e-05,3.3117e-05,0.0002103,0.00025551,0.00027512,0.00021422,0.00018867,0.00020291
9455.47,0.0046058,0.0043961,0.0045051,0.0032808,0.0030395,0.0030457,0.00010687,0.0003337,0.00030167,0.0010169,0.0013429,0.0014864,0.0010257,0.00087284,0.00096135,6.4822e-06,3.5032e-05,3.2931e-05,0.00020884,0.00025439,0.00027389,0.00021316,0.00018801,0.00020225
9469.08,0.0045873,0.0043779,0.0044869,0.0032726,0.0030307,0.0030371,0.0001065,0.00033241,0.00030005,0.0010088,0.001337,0.0014797,0.0010198,0.00086963,0.00095807,7.1134e-06,3.4901e-05,3.2748e-05,0.00020734,0.00025323,0.00027261,0.00021204,0.0001873,0.00020153
9482.68,0.0045652,0.0043561,0.004465,0.0032608,0.0030187,0.0030253,0.00010614,0.00033115,0.00029845,0.00099991,0.0013301,0.0014717,0.0010128,0.00086551,0.00095379,8.794e-06,3.4768e-05,3.2568e-05,0.00020569,0.00025187,0.00027111,0.0002107,0.00018639,0.0002006
9496.29,0.0045524,0.0043433,0.0044523,0.0032538,0.0030111,0.0030178,0.00010582,0.00032993,0.0002969,0.0009929,0.0013259,0.0014668,0.0010073,0.00086264,0.00095088,1.1507e-05,3.4635e-05,3.2393e-05,0.00020444,0.00025103,0.00027017,0.00020966,0.00018576,0.00019996
9509.89,0.0045518,0.0043422,0.0044517,0.0032614,0.0030171,0.003024,0.00010553,0.0003287,0.00029539,0.00098868,0.0013253,0.0014659,0.0010064,0.00086368,0.00095227,1.5146e-05,3.4498e-05,3.2222e-05,0.00020376,0.00025087,0.00026996,0.00020957,0.00018596,0.00020022
9523.5,0.0045321,0.0043227,0.0044322,0.0032506,0.003006,0.0030131,0.00010522,0.00032747,0.00029383,0.00098039,0.0013192,0.0014588,0.00099977,0.00085982,0.00094827,1.9502e-05,3.4349e-05,3.2046e-05,0.00020223,0.00024965,0.00026861,0.0002083,0.00018511,0.00019935
9537.1,0.0045155,0.0043063,0.0044158,0.0032419,0.0029969,0.0030041,0.00010492,0.00032622,0.00029227,0.00097277,0.0013139,0.0014527,0.00099381,0.00085655,0.0009449,2.4281e-05,3.4192e-05,3.187e-05,0.00020084,0.0002486,0.00026745,0.00020716,0.00018439,0.00019861
9550.71,0.0044999,0.0042909,0.0044004,0.0032339,0.0029885,0.0029959,0.00010463,0.00032496,0.00029069,0.00096539,0.001309,0.0014469,0.0009881,0.00085348,0.00094176,2.9128e-05,3.4025e-05,3.1693e-05,0.0001995,0.00024762,0.00026635,0.00020608,0.0001837,0.00019792
9564.31,0.0044849,0.004276,0.0043856,0.0032264,0.0029805,0.0029881,0.00010435,0.00032367,0.00028911,0.00095817,0.0013042,0.0014414,0.00098255,0.00085055,0.00093876,3.366e-05,3.3848e-05,3.1514e-05,0.00019819,0.00024667,0.00026529,0.00020502,0.00018305,0.00019727
9577.92,0.0044701,0.0042613,0.0043711,0.0032194,0.0029729,0.0029806,0.00010408,0.00032236,0.00028751,0.00095105,0.0012995,0.0014359,0.00097715,0.00084774,0.00093589,3.7515e-05,3.3663e-05,3.1334e-05,0.00019689,0.00024573,0.00026425,0.00020399,0.00018243,0.00019664
9591.52,0.0044554,0.0042468,0.0043566,0.0032127,0.0029657,0.0029736,0.00010381,0.00032104,0.0002859,0.00094399,0.0012949,0.0014305,0.00097188,0.00084503,0.00093313,4.0394e-05,3.3471e-05,3.1153e-05,0.00019561,0.0002448,0.00026321,0.00020299,0.00018183,0.00019603
9605.13,0.0044405,0.004232,0.0043419,0.0032063,0.0029587,0.0029668,0.00010355,0.0003197,0.00028429,0.00093695,0.0012902,0.001425,0.00096671,0.00084241,0.00093047,4.2094e-05,3.3274e-05,3.0972e-05,0.00019433,0.00024386,0.00026216,0.000202,0.00018124,0.00019544
9618.73,0.0044253,0.004217,0.0043269,0.0032001,0.0029519,0.0029602,0.0001033,0.00031838,0.00028268,0.00092991,0.0012854,0.0014194,0.0009616,0.00083985,0.00092786,4.253e-05,3.3076e-05,3.0792e-05,0.00019305,0.00024291,0.0002611,0.00020103,0.00018067,0.00019487
9632.34,0.0044096,0.0042015,0.0043115,0.003194,0.0029451,0.0029536,0.00010307,0.00031706,0.0002811,0.00092282,0.0012805,0.0014136,0.00095652,0.0008373,0.00092527,4.1734e-05,3.2879e-05,3.0614e-05,0.00019175,0.00024193,0.00026001,0.00020005,0.0001801,0.00019429
9645.94,0.0043932,0.0041852,0.0042953,0.0031876,0.0029382,0.0029468,0.00010286,0.00031577,0.00027953,0.00091565,0.0012754,0.0014077,0.0009514,0.00083471,0.00092262,3.984e-05,3.2686e-05,3.0438e-05,0.00019043,0.00024092,0.00025887,0.00019906,0.00017952,0.00019371
9659.55,0.0043753,0.0041676,0.0042776,0.0031806,0.0029307,0.0029394,0.00010267,0.00031449,0.00027798,0.00090826,0.0012699,0.0014012,0.00094611,0.00083196,0.0009198,3.7059e-05,3.2498e-05,3.0264e-05,0.00018906,0.00023982,0.00025765,0.00019803,0.00017891,0.00019309
9673.15,0.0043514,0.0041442,0.0042541,0.0031709,0.0029207,0.0029296,0.00010247,0.00031317,0.00027639,0.00089983,0.0012626,0.0013929,0.00094003,0.00082852,0.00091622,3.3631e-05,3.2309e-05,3.0085e-05,0.00018746,0.0002384,0.00025609,0.00019684,0.00017815,0.00019231
9686.76,0.0043389,0.0041318,0.0042418,0.0031635,0.0029128,0.0029219,0.00010239,0.00031219,0.00027511,0.00089345,0.0012586,0.0013882,0.00093466,0.00082569,0.00091329,2.9853e-05,3.2162e-05,2.994e-05,0.00018632,0.00023761,0.00025519,0.00019578,0.00017753,0.00019167
9700.36,0.004344,0.0041364,0.0042469,0.0031675,0.0029154,0.0029247,0.00010233,0.0003112,0.00027384,0.00089041,0.0012599,0.0013892,0.00093264,0.00082582,0.00091365,2.5936e-05,3.2023e-05,2.9797e-05,0.00018588,0.00023779,0.00025533,0.00019543,0.00017753,0.00019172
9713.97,0.0043243,0.004117,0.0042274,0.0031587,0.0029063,0.0029158,0.00010221,0.00031001,0.00027238,0.00088282,0.0012539,0.0013822,0.00092689,0.00082265,0.00091034,2.2029e-05,3.1869e-05,2.9632e-05,0.00018447,0.0002366,0.00025402,0.00019429,0.00017683,0.000191
9727.57,0.0043075,0.0041005,0.004211,0.0031509,0.002898,0.0029076,0.00010211,0.00030886,0.00027096,0.00087582,0.0012487,0.0013762,0.00092142,0.00081972,0.0009073,1.8318e-05,3.1728e-05,2.9473e-05,0.00018317,0.00023558,0.00025288,0.0001932,0.00017618,0.00019034
9741.18,0.004292,0.0040852,0.0041957,0.0031433,0.00289,0.0028998,0.00010203,0.00030772,0.00026955,0.00086905,0.0012439,0.0013706,0.00091604,0.00081687,0.00090434,1.4909e-05,3.1596e-05,2.9314e-05,0.00018193,0.00023463,0.00025181,0.00019213,0.00017555,0.00018969
9754.78,0.0042772,0.0040707,0.0041812,0.0031359,0.0028821,0.0028921,0.00010196,0.00030658,0.00026814,0.00086245,0.0012394,0.0013652,0.00091073,0.00081407,0.00090144,1.1888e-05,3.1469e-05,2.9155e-05,0.00018072,0.00023372,0.00025079,0.00019107,0.00017493,0.00018905
9768.39,0.0042629,0.0040566,0.0041672,0.0031287,0.0028745,0.0028846,0.0001019,0.00030541,0.00026671,0.00085597,0.001235,0.00136,0.00090551,0.00081134,0.00089862,9.332e-06,3.1346e-05,2.8995e-05,0.00017953,0.00023284,0.0002498,0.00019003,0.00017432,0.00018843
9781.99,0.0042489,0.0040428,0.0041535,0.0031218,0.0028671,0.0028774,0.00010183,0.00030422,0.00026527,0.00084959,0.0012307,0.0013549,0.0009004,0.0008087,0.00089588,7.3255e-06,3.1225e-05,2.8834e-05,0.00017837,0.00023198,0.00024883,0.000189,0.00017374,0.00018783
9795.6,0.0042351,0.0040292,0.00414,0.0031153,0.00286,0.0028705,0.00010178,0.000303,0.00026382,0.00084328,0.0012265,0.0013499,0.00089539,0.00080615,0.00089324,5.9667e-06,3.1105e-05,2.867e-05,0.00017722,0.00023114,0.00024787,0.000188,0.00017317,0.00018726
9809.2,0.0042212,0.0040156,0.0041264,0.0031091,0.0028532,0.0028639,0.00010172,0.00030177,0.00026235,0.00083701,0.0012223,0.0013449,0.00089049,0.0008037,0.0008907,5.3631e-06,3.0984e-05,2.8506e-05,0.00017607,0.00023029,0.00024691,0.00018702,0.00017262,0.0001867
9822.81,0.0042071,0.0040017,0.0041125,0.0031031,0.0028467,0.0028575,0.00010167,0.00030051,0.00026087,0.00083073,0.0012179,0.0013397,0.00088568,0.00080132,0.00088824,5.6172e-06,3.0861e-05,2.834e-05,0.00017492,0.00022943,0.00024594,0.00018605,0.00017209,0.00018616
9836.41,0.0041923,0.0039871,0.0040981,0.0030973,0.0028404,0.0028514,0.00010163,0.00029925,0.00025938,0.00082441,0.0012135,0.0013344,0.00088094,0.00079899,0.00088584,6.8045e-06,3.0735e-05,2.8174e-05,0.00017376,0.00022853,0.00024493,0.0001851,0.00017157,0.00018563
9850.02,0.0041762,0.0039714,0.0040823,0.0030915,0.002834,0.0028452,0.00010159,0.00029795,0.00025787,0.0008179,0.0012086,0.0013287,0.0008762,0.00079666,0.00088343,8.9474e-06,3.0601e-05,2.8005e-05,0.00017255,0.00022757,0.00024385,0.00018415,0.00017105,0.0001851
9863.62,0.004155,0.0039507,0.0040614,0.003085,0.002827,0.0028383,0.00010149,0.00029645,0.0002562,0.00081058,0.0012022,0.0013213,0.00087129,0.00079416,0.00088083,1.1987e-05,3.0442e-05,2.7818e-05,0.00017116,0.00022632,0.00024246,0.00018316,0.0001705,0.00018453
9877.23,0.0041415,0.0039373,0.0040482,0.0030781,0.0028197,0.0028312,0.00010163,0.00029562,0.00025509,0.00080461,0.0011981,0.0013164,0.00086628,0.00079158,0.00087814,1.5822e-05,3.0345e-05,2.7693e-05,0.00017006,0.0002255,0.00024153,0.00018216,0.00016993,0.00018394
9890.83,0.0041466,0.003942,0.0040534,0.0030763,0.0028169,0.0028286,0.00010192,0.00029521,0.00025435,0.00080177,0.0011995,0.0013175,0.00086271,0.0007903,0.00087688,2.0239e-05,3.0284e-05,2.7607e-05,0.00016966,0.0002257,0.00024169,0.00018145,0.00016963,0.00018365
9904.44,0.0041278,0.0039236,0.0040349,0.0030696,0.0028098,0.0028217,0.00010193,0.00029392,0.00025286,0.00079497,0.0011939,0.0013109,0.00085779,0.00078778,0.00087426,2.4853e-05,3.0127e-05,2.7442e-05,0.00016838,0.0002246,0.00024045,0.00018047,0.00016907,0.00018308
9918.04,0.0041115,0.0039077,0.004019,0.003063,0.0028027,0.0028147,0.000102,0.00029279,0.00025151,0.00078863,0.001189,0.0013052,0.0008529,0.00078528,0.00087164,2.9382e-05,2.9979e-05,2.7291e-05,0.00016719,0.00022363,0.00023937,0.00017949,0.00016852,0.0001825
9931.65,0.0040962,0.0038927,0.004004,0.0030562,0.0027955,0.0028077,0.0001021,0.00029172,0.00025021,0.00078247,0.0011844,0.0012998,0.00084799,0.00078275,0.00086899,3.3471e-05,2.9831e-05,2.7145e-05,0.00016605,0.00022272,0.00023834,0.00017851,0.00016796,0.00018193
9945.25,0.0040815,0.0038783,0.0039896,0.0030493,0.0027881,0.0028005,0.00010222,0.00029066,0.00024893,0.00077645,0.00118,0.0012945,0.00084305,0.00078019,0.00086631,3.6799e-05,2.9678e-05,2.7001e-05,0.00016493,0.00022184,0.00023735,0.00017752,0.00016739,0.00018134
9958.86,0.0040673,0.0038644,0.0039758,0.0030423,0.0027807,0.0027932,0.00010236,0.00028961,0.00024765,0.00077053,0.0011758,0.0012895,0.00083811,0.00077763,0.00086361,3.9117e-05,2.9522e-05,2.6858e-05,0.00016384,0.000221,0.00023639,0.00017654,0.00016682,0.00018075
9972.46,0.0040536,0.003851,0.0039624,0.0030354,0.0027733,0.002786,0.0001025,0.00028854,0.00024637,0.00076472,0.0011717,0.0012846,0.0008332,0.00077508,0.00086093,4.0269e-05,2.9362e-05,2.6714e-05,0.00016277,0.00022018,0.00023546,0.00017557,0.00016625,0.00018016
9986.07,0.0040403,0.003838,0.0039495,0.0030286,0.0027661,0.002779,0.00010264,0.00028746,0.00024508,0.00075901,0.0011678,0.0012798,0.00082835,0.00077258,0.00085829,4.0213e-05,2.9198e-05,2.6569e-05,0.00016172,0.00021939,0.00023456,0.00017461,0.0001657,0.00017959
9999.67,0.0040272,0.0038253,0.0039368,0.0030221,0.0027591,0.0027721,0.00010278,0.00028634,0.00024376,0.00075338,0.0011639,0.0012751,0.00082358,0.00077014,0.00085574,3.9014e-05,2.9031e-05,2.6422e-05,0.00016069,0.00021861,0.00023367,0.00017367,0.00016516,0.00017903
