,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4d,4d,4d,4p,4p,4p,4s,4s,4s
2040.75,,,,,,,0.056299,0.053586,0.051437,0.053305,0.053859,0.051282,0.01437,0.015243,0.014623,0.0071096,0.0071181,0.006879,0.012822,0.013034,0.012476,0.0042705,0.0044734,0.0043256
2054.35,,,,,,,0.055318,0.052598,0.050485,0.052728,0.053238,0.050685,0.014246,0.015105,0.014487,0.0067146,0.0069794,0.0067426,0.012653,0.012857,0.012306,0.0042222,0.0044216,0.0042744
2067.96,,,,,,,0.054359,0.051633,0.049555,0.052162,0.052629,0.050099,0.014124,0.014969,0.014353,0.0064289,0.0068455,0.0066096,0.012488,0.012684,0.012139,0.0041749,0.004371,0.0042244
2081.56,,,,,,,0.053421,0.050689,0.048646,0.051604,0.052027,0.04952,0.014004,0.014835,0.014221,0.0062829,0.0067155,0.0064798,0.012326,0.012513,0.011974,0.0041282,0.004321,0.0041751
2095.17,,,,,,,0.052503,0.049765,0.047758,0.051054,0.051433,0.04895,0.013885,0.014702,0.01409,0.0062734,0.0065883,0.0063532,0.012166,0.012346,0.011813,0.0040822,0.0042719,0.0041266
2108.77,,,,,,,0.051605,0.048862,0.046889,0.050511,0.050849,0.048388,0.013768,0.014571,0.013961,0.0063683,0.006463,0.0062296,0.012009,0.012181,0.011654,0.0040368,0.0042236,0.004079
2122.38,,,,,,,0.050725,0.047979,0.046041,0.049977,0.050272,0.047834,0.013652,0.014442,0.013834,0.006514,0.0063392,0.0061089,0.011855,0.01202,0.011498,0.0039921,0.0041761,0.004032
2135.98,,,,,,,0.049865,0.047116,0.045211,0.049449,0.049703,0.047288,0.013538,0.014314,0.013708,0.0066459,0.0062166,0.0059912,0.011704,0.011861,0.011345,0.003948,0.0041292,0.0039858
2149.59,,,,,,,0.049024,0.046273,0.044401,0.048934,0.049146,0.046753,0.013427,0.014189,0.013585,0.0067025,0.0060957,0.0058765,0.011556,0.011705,0.011195,0.0039049,0.0040836,0.0039408
2163.19,,,,,,,0.048201,0.045448,0.043608,0.048422,0.048594,0.046223,0.013315,0.014064,0.013462,0.0066405,0.0059768,0.0057644,0.01141,0.011552,0.011048,0.0038621,0.0040382,0.0038961
2176.8,,,,,,,0.047395,0.04464,0.042833,0.047919,0.048051,0.045702,0.013206,0.013941,0.013341,0.0064486,0.0058607,0.005655,0.011266,0.011401,0.010903,0.00382,0.0039938,0.0038522
2190.4,,,,,,,0.046605,0.04385,0.042075,0.047423,0.047516,0.045188,0.013098,0.013819,0.013222,0.0061507,0.0057481,0.0055481,0.011126,0.011254,0.01076,0.0037787,0.00395,0.0038091
2204.01,,,,,,,0.045832,0.043077,0.041334,0.046935,0.046988,0.044682,0.012992,0.013699,0.013104,0.0057978,0.0056394,0.0054438,0.010987,0.011108,0.01062,0.0037381,0.003907,0.0037667
2217.61,,,,,,,0.045074,0.042321,0.040608,0.046453,0.046467,0.044183,0.012886,0.013581,0.012987,0.0054525,0.0055347,0.0053418,0.010851,0.010965,0.010482,0.0036981,0.0038646,0.0037249
2231.22,,,,,,,0.044332,0.04158,0.039899,0.045977,0.045953,0.04369,0.012782,0.013464,0.012872,0.0051712,0.0054336,0.0052422,0.010717,0.010824,0.010347,0.0036587,0.0038228,0.0036837
2244.82,,,,,,,0.043608,0.040858,0.039207,0.045513,0.045451,0.043209,0.012681,0.013349,0.01276,0.0049914,0.0053361,0.0051452,0.010587,0.010687,0.010215,0.0036205,0.0037821,0.0036436
2258.43,,,,,,,0.042897,0.040149,0.038528,0.045051,0.044953,0.042732,0.01258,0.013235,0.012647,0.0049252,0.0052408,0.0050502,0.010458,0.010551,0.010084,0.0035826,0.0037417,0.0036038
2272.03,,,,,,,0.042201,0.039455,0.037864,0.044597,0.044462,0.042261,0.01248,0.013122,0.012537,0.0049616,0.0051472,0.0049575,0.010331,0.010418,0.0099559,0.0035455,0.0037019,0.0035647
2285.64,,,,,,,0.041518,0.038776,0.037214,0.04415,0.043978,0.041798,0.012382,0.013011,0.012428,0.0050696,0.0050548,0.0048668,0.010207,0.010287,0.0098299,0.0035091,0.0036629,0.0035262
2299.24,,,,,,,0.040849,0.038111,0.036577,0.04371,0.043501,0.041342,0.012285,0.012901,0.01232,0.0052046,0.0049631,0.0047782,0.010084,0.010158,0.009706,0.0034735,0.0036244,0.0034884
2312.85,,,,,,,0.040193,0.037459,0.035954,0.043274,0.043031,0.040892,0.01219,0.012793,0.012214,0.0053159,0.0048721,0.0046915,0.0099639,0.010032,0.0095841,0.0034385,0.0035866,0.0034511
2326.45,,,,,,,0.039547,0.036819,0.035342,0.042842,0.042564,0.040445,0.012095,0.012685,0.012108,0.0053578,0.0047818,0.0046065,0.0098447,0.0099061,0.0094634,0.0034038,0.003549,0.0034142
2340.06,,,,,,,0.038922,0.036198,0.034749,0.042425,0.042112,0.040013,0.012003,0.01258,0.012006,0.0053017,0.004694,0.0045242,0.0097296,0.0097848,0.0093468,0.0033705,0.0035127,0.0033784
2353.66,,,,,,,0.038304,0.035586,0.034164,0.042008,0.04166,0.039581,0.011911,0.012476,0.011903,0.0051407,0.0046077,0.0044432,0.0096149,0.0096641,0.0092308,0.0033372,0.0034764,0.0033428
2367.27,,,,,,,0.037698,0.034987,0.033592,0.041596,0.041215,0.039156,0.01182,0.012372,0.011802,0.0048965,0.0045239,0.0043641,0.0095023,0.0095454,0.0091168,0.0033046,0.0034408,0.0033078
2380.87,,,,,,,0.037105,0.0344,0.033032,0.041191,0.040777,0.038737,0.01173,0.01227,0.011702,0.0046096,0.004443,0.0042867,0.0093916,0.0094288,0.0090048,0.0032725,0.0034057,0.0032733
2394.48,,,,,,,0.036523,0.033825,0.032483,0.040792,0.040345,0.038324,0.011642,0.012169,0.011603,0.004329,0.004365,0.0042111,0.0092828,0.0093141,0.0088946,0.0032409,0.0033712,0.0032394
2408.08,,,,,,,0.035951,0.033261,0.031944,0.040398,0.039918,0.037916,0.011555,0.01207,0.011506,0.0040985,0.0042896,0.004137,0.0091757,0.0092012,0.0087862,0.0032098,0.0033372,0.003206
2421.69,,,,,,,0.035389,0.032707,0.031416,0.040008,0.039496,0.037514,0.011469,0.011971,0.01141,0.0039481,0.0042165,0.0040644,0.00907,0.0090898,0.0086793,0.003179,0.0033036,0.003173
2435.29,,,,,,,0.034843,0.032169,0.030903,0.039627,0.039083,0.03712,0.011384,0.011874,0.011315,0.0038896,0.0041457,0.0039939,0.0089668,0.008981,0.0085748,0.0031489,0.0032707,0.0031407
2448.9,,,,,,,0.034304,0.031638,0.030397,0.039248,0.038673,0.036728,0.0113,0.011778,0.011221,0.0039157,0.0040757,0.0039245,0.0088646,0.0088732,0.0084714,0.0031189,0.0032381,0.0031088
2462.5,,,,,,,0.033775,0.031118,0.029901,0.038874,0.038268,0.036342,0.011217,0.011683,0.011128,0.0040051,0.0040065,0.0038567,0.008764,0.0087672,0.0083696,0.0030893,0.0032059,0.0030772
2476.11,,,,,,,0.033256,0.030609,0.029416,0.038505,0.037869,0.035961,0.011135,0.011588,0.011036,0.0041246,0.0039379,0.0037904,0.008665,0.0086628,0.0082695,0.0030601,0.0031742,0.0030462
2489.71,,,,,,,0.032747,0.030109,0.028941,0.038142,0.037476,0.035586,0.011054,0.011495,0.010945,0.0042356,0.0038697,0.0037255,0.0085677,0.0085602,0.0081711,0.0030312,0.0031431,0.0030156
2503.32,,,,,,,0.032248,0.02962,0.028474,0.037783,0.037088,0.035216,0.010974,0.011404,0.010855,0.0043003,0.0038021,0.0036619,0.008472,0.0084592,0.0080742,0.0030027,0.0031123,0.0029855
2516.92,,,,,,,0.031755,0.029137,0.028015,0.037428,0.036704,0.034851,0.010895,0.011313,0.010767,0.0042905,0.0037351,0.0035994,0.0083775,0.0083595,0.0079787,0.0029746,0.003082,0.0029558
2530.53,,,,,,,0.031278,0.028671,0.027571,0.03708,0.036327,0.034492,0.010817,0.011223,0.010679,0.004196,0.0036703,0.003539,0.008285,0.0082619,0.0078851,0.0029469,0.0030522,0.0029266
2544.13,,,,,,,0.030805,0.028209,0.027132,0.036735,0.035953,0.034136,0.01074,0.011134,0.010593,0.0040237,0.0036065,0.0034793,0.0081935,0.0081653,0.0077926,0.0029195,0.0030227,0.0028978
2557.74,,,,,,,0.030342,0.027756,0.026701,0.036394,0.035584,0.033785,0.010664,0.011046,0.010507,0.0038006,0.0035448,0.003421,0.0081033,0.0080702,0.0077015,0.0028924,0.0029937,0.0028693
2571.34,,,,,,,0.029887,0.027312,0.026279,0.036058,0.03522,0.033439,0.010588,0.010959,0.010422,0.0035635,0.0034853,0.0033638,0.0080145,0.0079765,0.0076117,0.0028658,0.002965,0.0028412
2584.95,,,,,,,0.029441,0.026878,0.025866,0.035726,0.034861,0.033097,0.010514,0.010873,0.010338,0.0033498,0.003428,0.003308,0.0079272,0.0078843,0.0075234,0.0028395,0.0029367,0.0028135
2598.55,,,,,,,0.029003,0.026451,0.025461,0.035398,0.034507,0.03276,0.01044,0.010788,0.010256,0.0031896,0.0033725,0.0032532,0.0078412,0.0077936,0.0074366,0.0028136,0.0029088,0.0027862
2612.16,,,,,,,0.028572,0.026032,0.025063,0.035075,0.034158,0.032428,0.010367,0.010704,0.010174,0.0030998,0.0033184,0.0031996,0.0077566,0.0077043,0.0073511,0.0027882,0.0028813,0.0027594
2625.76,,,,,,,0.028151,0.025624,0.024675,0.034757,0.033813,0.0321,0.010296,0.010621,0.010093,0.003084,0.0032658,0.0031472,0.0076733,0.0076163,0.0072669,0.0027633,0.0028543,0.0027329
2639.37,,,,,,,0.027736,0.025221,0.024293,0.034442,0.033473,0.031777,0.010225,0.010539,0.010013,0.0031319,0.0032137,0.0030958,0.0075912,0.0075297,0.007184,0.0027387,0.0028276,0.0027068
2652.97,,,,,,,0.027328,0.024826,0.023918,0.034131,0.033136,0.031457,0.010155,0.010457,0.0099343,0.0032236,0.0031619,0.0030453,0.0075103,0.0074443,0.0071023,0.0027146,0.0028012,0.0026811
2666.58,,,,,,,0.026927,0.024438,0.02355,0.033824,0.032804,0.031142,0.010085,0.010377,0.009856,0.0033315,0.0031105,0.0029959,0.0074305,0.00736,0.0070218,0.0026908,0.0027752,0.0026556
2680.18,,,,,,,0.026534,0.024058,0.023189,0.03352,0.032476,0.03083,0.010017,0.010297,0.0097786,0.0034248,0.0030593,0.0029475,0.0073518,0.007277,0.0069424,0.0026674,0.0027494,0.0026305
2693.79,,,,,,,0.026148,0.023685,0.022835,0.03322,0.032152,0.030523,0.0099486,0.010218,0.0097019,0.0034751,0.0030086,0.0029002,0.0072744,0.0071952,0.0068642,0.0026444,0.002724,0.0026057
2707.39,,,,,,,0.025769,0.02332,0.022489,0.032924,0.031832,0.030219,0.0098811,0.01014,0.0096258,0.0034623,0.0029585,0.0028538,0.007198,0.0071146,0.0067872,0.0026217,0.0026989,0.0025812
2721.0,,,,,,,0.025397,0.022961,0.022149,0.032634,0.031518,0.029922,0.0098161,0.010064,0.0095522,0.0033796,0.0029095,0.0028083,0.0071233,0.0070358,0.0067119,0.0025998,0.0026745,0.0025574
2734.6,,,,,,,0.025031,0.022609,0.021815,0.032346,0.031207,0.029627,0.0097505,0.0099874,0.0094781,0.0032352,0.0028616,0.0027637,0.0070493,0.0069576,0.0066372,0.0025778,0.0026501,0.0025336
2748.21,,,,,,,0.024671,0.022263,0.021487,0.032062,0.0309,0.029336,0.0096859,0.009912,0.0094051,0.0030507,0.0028152,0.00272,0.0069765,0.0068807,0.0065638,0.0025563,0.0026262,0.0025103
2761.81,,,,,,,0.024317,0.021923,0.021165,0.031781,0.030597,0.029048,0.0096221,0.0098375,0.0093329,0.0028553,0.0027704,0.002677,0.0069046,0.0068049,0.0064914,0.0025351,0.0026025,0.0024872
2775.42,,,,,,,0.023969,0.021589,0.020848,0.031503,0.030297,0.028764,0.0095589,0.0097637,0.0092615,0.0026787,0.0027271,0.002635,0.0068338,0.0067301,0.00642,0.0025141,0.0025791,0.0024644
2789.02,,,,,,,0.023628,0.021262,0.020538,0.031228,0.03,0.028484,0.0094963,0.0096906,0.0091907,0.0025446,0.0026852,0.0025937,0.0067638,0.0066562,0.0063495,0.0024934,0.0025559,0.0024419
2802.63,,,,,,,0.023292,0.02094,0.020234,0.030956,0.029707,0.028206,0.0094341,0.0096179,0.0091203,0.0024674,0.0026445,0.0025533,0.0066947,0.0065833,0.0062799,0.0024728,0.002533,0.0024196
2816.23,,,,,,,0.022962,0.020625,0.019935,0.030688,0.029418,0.027932,0.0093727,0.0095461,0.0090509,0.0024506,0.0026046,0.0025137,0.0066268,0.0065117,0.0062116,0.0024525,0.0025104,0.0023976
2829.84,,,,,,,0.022638,0.020316,0.019642,0.030426,0.029135,0.027665,0.0093135,0.0094765,0.0089836,0.0024877,0.0025653,0.0024748,0.0065604,0.0064416,0.0061448,0.0024328,0.0024885,0.0023763
2843.44,,,,,,,0.022319,0.020012,0.019355,0.030164,0.028853,0.027398,0.0092536,0.0094063,0.0089158,0.002564,0.0025263,0.0024367,0.0064945,0.0063719,0.0060784,0.0024129,0.0024666,0.0023549
2857.05,,,,,,,0.022005,0.019713,0.019072,0.029907,0.028575,0.027136,0.0091946,0.0093371,0.0088489,0.0026588,0.0024874,0.0023993,0.0064295,0.0063034,0.006013,0.0023933,0.0024449,0.0023339
2870.65,,,,,,,0.021696,0.019419,0.018794,0.029652,0.028301,0.026876,0.0091364,0.0092686,0.0087829,0.002748,0.0024486,0.0023626,0.0063654,0.0062357,0.0059486,0.0023739,0.0024236,0.0023131
2884.26,,,,,,,0.021393,0.01913,0.018521,0.029399,0.028029,0.026619,0.0090787,0.0092008,0.0087174,0.0028082,0.0024099,0.0023265,0.0063021,0.006169,0.005885,0.0023547,0.0024025,0.0022926
2897.86,,,,,,,0.021094,0.018847,0.018253,0.02915,0.02776,0.026365,0.0090214,0.0091335,0.0086525,0.0028209,0.0023716,0.0022911,0.0062395,0.006103,0.0058221,0.0023357,0.0023816,0.0022723
2911.47,,,,,,,0.020799,0.018568,0.017989,0.0289,0.027492,0.026112,0.0089639,0.0090661,0.0085874,0.0027768,0.0023339,0.0022563,0.0061773,0.0060374,0.0057597,0.0023166,0.0023607,0.0022521
2925.07,,,,,,,0.020513,0.018297,0.017732,0.028664,0.027237,0.025871,0.0089102,0.0090025,0.0085261,0.0026783,0.0022973,0.0022225,0.0061181,0.0059748,0.0057001,0.0022986,0.002341,0.0022329
2938.68,,,,,,,0.020228,0.018028,0.017478,0.02842,0.026976,0.025625,0.0088541,0.0089365,0.0084625,0.0025379,0.0022615,0.0021891,0.0060576,0.0059112,0.0056395,0.0022799,0.0023207,0.0022132
2952.28,,,,,,,0.019949,0.017765,0.017229,0.028182,0.02672,0.025383,0.0087991,0.0088718,0.0084002,0.0023771,0.0022269,0.0021563,0.0059985,0.0058488,0.0055801,0.0022617,0.0023008,0.0021939
2965.89,,,,,,,0.019675,0.017506,0.016984,0.027947,0.026467,0.025145,0.008745,0.0088079,0.0083387,0.00222,0.0021935,0.0021242,0.0059402,0.0057874,0.0055217,0.0022437,0.0022812,0.0021749
2979.49,,,,,,,0.019404,0.017251,0.016744,0.027715,0.026218,0.02491,0.0086915,0.0087448,0.0082779,0.0020881,0.0021612,0.0020926,0.0058828,0.0057268,0.0054641,0.002226,0.0022618,0.0021562
2993.1,,,,,,,0.019138,0.017001,0.016507,0.027485,0.025971,0.024678,0.0086386,0.0086822,0.0082178,0.0019973,0.0021298,0.0020615,0.005826,0.005667,0.0054072,0.0022086,0.0022427,0.0021377
3006.7,,,,,,,0.018876,0.016754,0.016274,0.027257,0.025727,0.024447,0.008586,0.0086202,0.0081582,0.0019551,0.0020992,0.002031,0.0057699,0.0056079,0.005351,0.0021913,0.0022238,0.0021193
3020.31,,,,,,,0.018618,0.016512,0.016045,0.027031,0.025484,0.024218,0.0085336,0.0085583,0.0080986,0.0019613,0.002069,0.002001,0.0057141,0.0055492,0.0052952,0.0021742,0.002205,0.0021011
3033.91,,,,,,,0.018367,0.016277,0.015823,0.026814,0.025251,0.023999,0.0084836,0.0084989,0.0080416,0.0020087,0.0020395,0.001972,0.0056607,0.0054929,0.0052417,0.0021578,0.0021869,0.0020836
3047.52,,,,,,,0.018117,0.016043,0.015602,0.026592,0.025014,0.023776,0.0084322,0.0084382,0.0079833,0.0020831,0.0020098,0.0019431,0.0056065,0.0054358,0.0051875,0.0021412,0.0021685,0.0020658
3061.12,,,,,,,0.017872,0.015814,0.015386,0.026375,0.024781,0.023556,0.0083816,0.0083783,0.0079258,0.0021675,0.0019802,0.0019149,0.0055532,0.0053798,0.0051342,0.0021249,0.0021504,0.0020483
3074.73,,,,,,,0.017631,0.015589,0.015173,0.02616,0.024551,0.02334,0.0083317,0.0083192,0.0078691,0.0022427,0.0019507,0.0018871,0.0055008,0.0053246,0.0050818,0.0021089,0.0021326,0.0020311
3088.33,,,,,,,0.017393,0.015368,0.014964,0.025948,0.024324,0.023127,0.0082824,0.0082607,0.007813,0.0022904,0.0019213,0.0018599,0.0054491,0.0052702,0.0050302,0.0020932,0.002115,0.002014
3101.94,,,,,,,0.017159,0.01515,0.014758,0.025738,0.0241,0.022916,0.0082337,0.0082029,0.0077576,0.002297,0.0018922,0.0018331,0.005398,0.0052165,0.0049792,0.0020778,0.0020976,0.0019972
3115.54,,,,,,,0.016928,0.014936,0.014556,0.02553,0.023878,0.022707,0.0081854,0.0081457,0.0077027,0.0022564,0.0018634,0.0018067,0.0053475,0.0051635,0.0049289,0.0020625,0.0020805,0.0019806
3129.15,,,,,,,0.0167,0.014724,0.014356,0.025323,0.023656,0.022499,0.0081373,0.0080886,0.007648,0.0021713,0.0018352,0.0017806,0.0052973,0.0051107,0.0048788,0.0020474,0.0020634,0.0019642
3142.75,,,,,,,0.016481,0.01452,0.014164,0.025124,0.023444,0.0223,0.0080908,0.0080332,0.007595,0.0020537,0.0018084,0.0017557,0.0052491,0.00506,0.0048307,0.0020328,0.0020468,0.0019481
3156.36,,,,,,,0.016261,0.014316,0.013971,0.024922,0.023229,0.022097,0.0080437,0.0079772,0.0075415,0.0019193,0.0017819,0.0017307,0.0052003,0.0050088,0.0047821,0.0020181,0.0020301,0.0019321
3169.96,,,,,,,0.016044,0.014116,0.013782,0.024723,0.023016,0.021898,0.0079971,0.0079219,0.0074885,0.0017881,0.0017564,0.0017062,0.0051523,0.0049583,0.0047343,0.0020036,0.0020137,0.0019162
3183.57,0.038208,0.037578,0.037321,,,,0.015832,0.01392,0.013597,0.024526,0.022806,0.021701,0.0079509,0.007867,0.0074361,0.0016774,0.0017318,0.0016821,0.0051049,0.0049086,0.0046871,0.0019892,0.0019974,0.0019005
3197.17,0.037962,0.037339,0.037086,,,,0.015622,0.013727,0.013414,0.024331,0.022599,0.021506,0.0079053,0.0078128,0.0073842,0.0015998,0.0017079,0.0016585,0.0050582,0.0048596,0.0046407,0.0019751,0.0019813,0.001885
3210.78,0.037719,0.037103,0.036854,,,,0.015416,0.013537,0.013235,0.02414,0.022395,0.021315,0.0078603,0.0077592,0.007333,0.001562,0.0016846,0.0016353,0.0050121,0.0048113,0.0045949,0.0019611,0.0019654,0.0018697
3224.38,0.037477,0.036869,0.036624,,,,0.015212,0.01335,0.013058,0.02395,0.022193,0.021125,0.0078159,0.0077062,0.0072824,0.0015643,0.0016617,0.0016124,0.0049667,0.0047636,0.0045497,0.0019472,0.0019498,0.0018546
3237.99,0.037236,0.036635,0.036394,,,,0.01501,0.013164,0.012883,0.023761,0.021993,0.020937,0.0077718,0.0076537,0.0072324,0.0016013,0.0016388,0.0015898,0.0049215,0.0047163,0.0045049,0.0019335,0.0019343,0.0018397
3251.59,0.037002,0.036408,0.036171,,,,0.014817,0.012987,0.012715,0.023577,0.021797,0.020754,0.0077284,0.0076019,0.0071829,0.0016638,0.0016166,0.0015681,0.0048776,0.0046702,0.0044613,0.00192,0.001919,0.001825
3265.2,0.036766,0.036178,0.035945,,,,0.014622,0.012808,0.012546,0.023393,0.021601,0.02057,0.0076852,0.0075503,0.0071337,0.0017375,0.0015939,0.0015464,0.0048336,0.0046242,0.0044177,0.0019065,0.0019039,0.0018104
3278.8,0.036531,0.03595,0.035721,,,,0.01443,0.012633,0.012381,0.02321,0.021407,0.020389,0.0076423,0.0074991,0.0070849,0.0018075,0.0015712,0.001525,0.0047902,0.0045787,0.0043747,0.001893,0.0018889,0.001796
3292.41,0.036298,0.035723,0.035499,,,,0.014242,0.012461,0.012218,0.023029,0.021216,0.020209,0.0075997,0.0074483,0.0070365,0.001859,0.0015486,0.0015041,0.0047473,0.0045338,0.0043322,0.0018797,0.001874,0.0017817
3306.01,0.036067,0.035499,0.035279,,,,0.014056,0.012291,0.012058,0.02285,0.021027,0.020032,0.0075574,0.0073979,0.0069885,0.0018796,0.0015262,0.0014835,0.0047049,0.0044895,0.0042903,0.0018665,0.0018593,0.0017676
3319.62,0.035838,0.035278,0.035061,,,,0.013874,0.012125,0.011901,0.022674,0.02084,0.019857,0.0075157,0.0073481,0.0069411,0.0018621,0.0015041,0.0014633,0.0046631,0.0044458,0.0042489,0.0018534,0.0018447,0.0017536
3333.22,0.035612,0.035058,0.034845,,,,0.013693,0.011961,0.011746,0.022499,0.020655,0.019684,0.0074744,0.0072988,0.0068941,0.0018061,0.0014824,0.0014434,0.0046219,0.0044027,0.0042082,0.0018404,0.0018304,0.0017398
3346.83,0.035388,0.034841,0.034632,,,,0.013515,0.011799,0.011594,0.022327,0.020473,0.019514,0.0074337,0.0072501,0.0068479,0.0017179,0.0014612,0.0014238,0.0045812,0.0043602,0.004168,0.0018276,0.0018162,0.0017263
3360.43,0.035167,0.034626,0.03442,,,,0.013343,0.011643,0.011446,0.022156,0.020293,0.019346,0.0073935,0.007202,0.0068021,0.0016102,0.0014409,0.0014048,0.0045411,0.0043183,0.0041284,0.0018149,0.0018023,0.0017129
3374.04,0.034946,0.034411,0.034209,,,,0.01317,0.011486,0.011298,0.021987,0.020114,0.019179,0.0073536,0.0071542,0.0067567,0.0014969,0.001421,0.0013858,0.0045014,0.0042768,0.0040891,0.0018023,0.0017884,0.0016996
3387.64,0.034727,0.034198,0.034,,,,0.012999,0.011332,0.011152,0.02182,0.019938,0.019013,0.007314,0.0071069,0.0067117,0.0013935,0.0014018,0.0013672,0.004462,0.0042357,0.0040503,0.0017899,0.0017747,0.0016864
3401.25,0.034508,0.033986,0.033791,,,,0.012832,0.01118,0.011009,0.021653,0.019762,0.018849,0.0072747,0.0070598,0.006667,0.0013125,0.0013832,0.0013489,0.004423,0.0041951,0.004012,0.0017776,0.0017612,0.0016734
3414.85,0.034292,0.033776,0.033584,0.012146,0.01179,0.011711,0.012667,0.011032,0.010868,0.021488,0.019589,0.018687,0.0072356,0.007013,0.0066226,0.0012618,0.0013651,0.0013309,0.0043845,0.0041549,0.003974,0.0017654,0.0017477,0.0016605
3428.46,0.034077,0.033567,0.033379,0.012096,0.011743,0.011664,0.012504,0.010885,0.01073,0.021325,0.019417,0.018527,0.0071967,0.0069666,0.0065786,0.0012446,0.0013475,0.0013132,0.0043464,0.0041152,0.0039366,0.0017533,0.0017344,0.0016477
3442.06,0.033864,0.03336,0.033175,0.012047,0.011695,0.011618,0.012344,0.010741,0.010594,0.021164,0.019248,0.018369,0.0071582,0.0069205,0.0065349,0.0012596,0.00133,0.0012959,0.0043088,0.0040761,0.0038996,0.0017414,0.0017211,0.0016351
3455.67,0.033653,0.033155,0.032974,0.011997,0.011648,0.011571,0.012186,0.010599,0.01046,0.021004,0.01908,0.018212,0.0071196,0.0068745,0.0064913,0.0013011,0.0013127,0.0012788,0.0042717,0.0040374,0.0038631,0.0017296,0.001708,0.0016225
3469.27,0.033446,0.032954,0.032776,0.011951,0.011604,0.011528,0.012032,0.010461,0.010329,0.020848,0.018916,0.018059,0.0070836,0.006831,0.0064501,0.0013603,0.0012956,0.0012621,0.0042353,0.0039996,0.0038274,0.0017184,0.0016955,0.0016105
3482.88,0.033239,0.032753,0.032578,0.011902,0.011558,0.011482,0.011879,0.010323,0.010199,0.020692,0.018752,0.017906,0.007046,0.006786,0.0064075,0.0014256,0.0012782,0.0012455,0.0041991,0.0039619,0.0037919,0.001707,0.0016827,0.0015982
3496.48,0.033034,0.032553,0.032382,0.011855,0.011512,0.011437,0.011727,0.010188,0.010071,0.020537,0.018591,0.017755,0.0070092,0.0067419,0.0063657,0.0014848,0.0012608,0.0012292,0.0041633,0.0039248,0.0037568,0.0016958,0.0016701,0.0015862
3510.09,0.032829,0.032355,0.032187,0.011807,0.011467,0.011392,0.011578,0.010055,0.0099446,0.020384,0.01843,0.017606,0.0069727,0.0066982,0.0063243,0.0015262,0.0012434,0.0012132,0.0041279,0.003888,0.0037221,0.0016848,0.0016576,0.0015743
3523.69,0.032626,0.032157,0.031993,0.01176,0.011422,0.011348,0.011431,0.0099233,0.0098204,0.020232,0.018271,0.017457,0.0069365,0.0066547,0.0062833,0.0015406,0.0012262,0.0011974,0.0040929,0.0038516,0.0036878,0.0016739,0.0016453,0.0015625
3537.3,0.032424,0.031961,0.031799,0.011712,0.011377,0.011303,0.011286,0.0097942,0.0096982,0.020081,0.018114,0.017311,0.0069004,0.0066115,0.0062425,0.001523,0.0012092,0.0011819,0.0040581,0.0038155,0.0036538,0.0016631,0.0016331,0.0015508
3550.9,0.032224,0.031766,0.031607,0.011665,0.011332,0.011258,0.011143,0.0096672,0.0095781,0.019931,0.017958,0.017165,0.0068645,0.0065685,0.0062018,0.0014738,0.0011925,0.0011667,0.0040237,0.0037799,0.0036202,0.0016524,0.0016209,0.0015392
3564.51,0.032024,0.031572,0.031416,0.011617,0.011286,0.011213,0.011003,0.0095424,0.00946,0.019783,0.017803,0.017021,0.0068285,0.0065256,0.0061613,0.0013987,0.0011762,0.0011517,0.0039896,0.0037446,0.0035869,0.0016418,0.0016088,0.0015276
3578.11,0.031826,0.031379,0.031226,0.011569,0.01124,0.011168,0.010864,0.0094195,0.0093437,0.019635,0.01765,0.016878,0.0067922,0.0064824,0.0061205,0.0013075,0.0011605,0.001137,0.0039559,0.0037097,0.003554,0.0016312,0.0015966,0.001516
3591.72,0.031637,0.031195,0.031046,0.011527,0.0112,0.011128,0.010728,0.0092988,0.0092294,0.019494,0.017503,0.016741,0.00676,0.0064432,0.0060835,0.0012125,0.0011453,0.0011225,0.0039236,0.0036761,0.0035224,0.0016216,0.0015855,0.0015054
3605.32,0.031443,0.031007,0.030861,0.01148,0.011156,0.011085,0.010593,0.0091796,0.0091166,0.019351,0.017354,0.016603,0.0067253,0.0064017,0.0060443,0.0011255,0.0011306,0.0011082,0.0038908,0.0036423,0.0034905,0.0016114,0.0015738,0.0014942
3618.93,0.031252,0.030821,0.030678,0.011435,0.011112,0.011042,0.01046,0.0090621,0.0090053,0.01921,0.017207,0.016466,0.0066912,0.0063608,0.0060058,0.0010565,0.0011164,0.0010942,0.0038585,0.0036089,0.0034591,0.0016014,0.0015623,0.0014833
3632.53,0.031062,0.030637,0.030496,0.011389,0.011069,0.010999,0.010329,0.0089462,0.0088955,0.019069,0.017062,0.01633,0.0066575,0.0063203,0.0059677,0.0010122,0.0011025,0.0010803,0.0038266,0.0035759,0.003428,0.0015915,0.001551,0.0014725
3646.14,0.030873,0.030453,0.030315,0.011344,0.011026,0.010957,0.0102,0.0088321,0.0087874,0.01893,0.016917,0.016196,0.006624,0.0062802,0.0059299,0.00099561,0.0010889,0.0010667,0.0037949,0.0035432,0.0033972,0.0015817,0.0015397,0.0014618
3659.74,0.030685,0.03027,0.030134,0.011299,0.010984,0.010914,0.010072,0.0087196,0.0086808,0.018792,0.016774,0.016063,0.0065907,0.0062403,0.0058923,0.001006,0.0010755,0.0010532,0.0037635,0.0035108,0.0033667,0.0015719,0.0015285,0.0014511
