,1s,1s,1s,2p,2p,2p,2s,2s,2s,3s,3s,3s
9101.74,0.00055216,0.00048624,0.00050736,5.1041e-06,5.3247e-06,3.1895e-06,1.5463e-05,3.2621e-05,3.9984e-05,7.9505e-07,5.0402e-07,6.2125e-07
9115.35,0.00055019,0.000484,0.00050514,4.9706e-06,5.3148e-06,3.1643e-06,1.5524e-05,3.2488e-05,3.9797e-05,5.5931e-07,5.0126e-07,6.1834e-07
9128.95,0.00054915,0.00048258,0.00050377,4.8931e-06,5.3513e-06,3.1678e-06,1.5616e-05,3.2411e-05,3.9679e-05,3.1148e-07,4.997e-07,6.1648e-07
9142.56,0.00054724,0.00048041,0.00050161,4.7612e-06,5.3385e-06,3.1412e-06,1.5687e-05,3.2282e-05,3.9498e-05,1.2678e-07,4.9777e-07,6.1366e-07
9156.16,0.00054554,0.00047841,0.00049964,4.6424e-06,5.3358e-06,3.1211e-06,1.5764e-05,3.2165e-05,3.9332e-05,3.2116e-08,4.9643e-07,6.1107e-07
9169.77,0.00054385,0.00047643,0.00049769,4.5268e-06,5.3345e-06,3.102e-06,1.584e-05,3.2049e-05,3.9168e-05,3.5388e-09,4.9542e-07,6.085e-07
9183.37,0.00054214,0.00047444,0.00049573,4.4134e-06,5.3337e-06,3.0834e-06,1.591e-05,3.1932e-05,3.9003e-05,3.3382e-10,4.9456e-07,6.0593e-07
9196.98,0.0005404,0.00047243,0.00049374,4.3018e-06,5.3333e-06,3.0652e-06,1.5972e-05,3.1813e-05,3.8836e-05,3.8913e-09,4.9366e-07,6.0332e-07
9210.58,0.00053862,0.00047039,0.00049172,4.1918e-06,5.3334e-06,3.0474e-06,1.6024e-05,3.1691e-05,3.8667e-05,3.3452e-08,4.9255e-07,6.0067e-07
9224.19,0.00053679,0.00046831,0.00048967,4.0832e-06,5.334e-06,3.03e-06,1.6062e-05,3.1567e-05,3.8495e-05,1.2737e-07,4.911e-07,5.9799e-07
9237.79,0.00053493,0.00046621,0.00048759,3.9759e-06,5.3349e-06,3.013e-06,1.6085e-05,3.1441e-05,3.8321e-05,3.044e-07,4.8922e-07,5.9527e-07
9251.4,0.00053304,0.00046409,0.00048549,3.8694e-06,5.3361e-06,2.9963e-06,1.609e-05,3.1314e-05,3.8146e-05,5.3447e-07,4.8693e-07,5.9254e-07
9265.0,0.00053114,0.00046196,0.00048338,3.7637e-06,5.3374e-06,2.9797e-06,1.6078e-05,3.1185e-05,3.797e-05,7.4242e-07,4.8431e-07,5.8979e-07
9278.61,0.00052922,0.00045982,0.00048126,3.6583e-06,5.3383e-06,2.963e-06,1.6044e-05,3.1056e-05,3.7793e-05,8.4486e-07,4.8148e-07,5.8703e-07
9292.21,0.00052716,0.00045757,0.00047902,3.5519e-06,5.3378e-06,2.9456e-06,1.5985e-05,3.0919e-05,3.7608e-05,7.9702e-07,4.7851e-07,5.8413e-07
9305.82,0.00052573,0.00045587,0.00047735,3.4482e-06,5.3371e-06,2.9284e-06,1.5923e-05,3.0819e-05,3.7467e-05,6.2024e-07,4.7624e-07,5.8192e-07
9319.42,0.00052501,0.00045479,0.00047634,3.3578e-06,5.3481e-06,2.9184e-06,1.586e-05,3.0762e-05,3.7378e-05,3.8718e-07,4.7491e-07,5.8053e-07
9333.03,0.00052298,0.00045258,0.00047414,3.2522e-06,5.3452e-06,2.9001e-06,1.5732e-05,3.0628e-05,3.7196e-05,1.8091e-07,4.7275e-07,5.7768e-07
9346.63,0.00052126,0.00045063,0.00047222,3.15e-06,5.3438e-06,2.8829e-06,1.559e-05,3.0512e-05,3.7036e-05,5.4368e-08,4.7128e-07,5.7518e-07
9360.24,0.00051962,0.00044877,0.00047039,3.0494e-06,5.3423e-06,2.8659e-06,1.5426e-05,3.0401e-05,3.6883e-05,6.3707e-09,4.7023e-07,5.7278e-07
9373.84,0.000518,0.00044693,0.00046858,2.9501e-06,5.3407e-06,2.849e-06,1.5239e-05,3.0293e-05,3.6732e-05,5.8302e-11,4.6944e-07,5.7041e-07
9387.45,0.00051639,0.00044509,0.00046677,2.8521e-06,5.3392e-06,2.8324e-06,1.5028e-05,3.0184e-05,3.6581e-05,1.9839e-10,4.6874e-07,5.6805e-07
9401.05,0.00051474,0.00044324,0.00046495,2.7555e-06,5.3377e-06,2.816e-06,1.4794e-05,3.0075e-05,3.6428e-05,3.7095e-09,4.6795e-07,5.6566e-07
9414.66,0.00051305,0.00044135,0.00046308,2.6604e-06,5.3366e-06,2.7999e-06,1.4538e-05,2.9964e-05,3.6273e-05,4.1247e-08,4.669e-07,5.6324e-07
9428.26,0.00051131,0.00043942,0.00046118,2.5668e-06,5.3358e-06,2.7841e-06,1.4261e-05,2.985e-05,3.6115e-05,1.4914e-07,4.6547e-07,5.6077e-07
9441.87,0.00050951,0.00043745,0.00045923,2.4746e-06,5.3355e-06,2.7687e-06,1.3963e-05,2.9734e-05,3.5953e-05,3.3254e-07,4.6363e-07,5.5824e-07
9455.47,0.00050765,0.00043543,0.00045723,2.3838e-06,5.3355e-06,2.7536e-06,1.3648e-05,2.9615e-05,3.5787e-05,5.473e-07,4.6137e-07,5.5565e-07
9469.08,0.00050567,0.00043331,0.00045512,2.2944e-06,5.3357e-06,2.7387e-06,1.3315e-05,2.949e-05,3.5614e-05,7.1549e-07,4.5875e-07,5.5293e-07
9482.68,0.00050322,0.0004308,0.0004526,2.2056e-06,5.3357e-06,2.7238e-06,1.2959e-05,2.9338e-05,3.5408e-05,7.6607e-07,4.5558e-07,5.4972e-07
9496.29,0.00050192,0.00042927,0.00045112,2.119e-06,5.3348e-06,2.7086e-06,1.2622e-05,2.9254e-05,3.5283e-05,6.7856e-07,4.5347e-07,5.4776e-07
9509.89,0.00050207,0.00042899,0.00045095,2.0393e-06,5.3372e-06,2.6958e-06,1.2313e-05,2.9256e-05,3.5261e-05,4.9041e-07,4.5285e-07,5.4741e-07
9523.5,0.00049994,0.00042677,0.00044872,1.9556e-06,5.3365e-06,2.6809e-06,1.1941e-05,2.9126e-05,3.5079e-05,2.7457e-07,4.5047e-07,5.4456e-07
9537.1,0.00049816,0.00042485,0.00044683,1.8742e-06,5.3353e-06,2.666e-06,1.1576e-05,2.9017e-05,3.4922e-05,1.0746e-07,4.4877e-07,5.4211e-07
9550.71,0.00049652,0.00042305,0.00044505,1.7947e-06,5.3336e-06,2.651e-06,1.1212e-05,2.8917e-05,3.4775e-05,2.1278e-08,4.4756e-07,5.3981e-07
9564.31,0.00049494,0.00042131,0.00044334,1.7171e-06,5.3314e-06,2.6359e-06,1.0852e-05,2.8821e-05,3.4633e-05,9.6007e-11,4.4671e-07,5.3759e-07
9577.92,0.00049339,0.0004196,0.00044167,1.6414e-06,5.3287e-06,2.6208e-06,1.0495e-05,2.8728e-05,3.4494e-05,3.2471e-09,4.4609e-07,5.3541e-07
9591.52,0.00049185,0.0004179,0.00044,1.5678e-06,5.3258e-06,2.6058e-06,1.0144e-05,2.8637e-05,3.4355e-05,1.8811e-09,4.4552e-07,5.3324e-07
9605.13,0.00049029,0.00041619,0.00043832,1.4961e-06,5.3228e-06,2.5909e-06,9.8007e-06,2.8545e-05,3.4216e-05,2.2561e-09,4.4483e-07,5.3106e-07
9618.73,0.00048869,0.00041445,0.0004366,1.4263e-06,5.32e-06,2.5762e-06,9.4653e-06,2.8452e-05,3.4074e-05,3.955e-08,4.4388e-07,5.2884e-07
9632.34,0.00048702,0.00041266,0.00043484,1.3584e-06,5.3174e-06,2.5618e-06,9.1396e-06,2.8356e-05,3.3928e-05,1.4699e-07,4.4254e-07,5.2657e-07
9645.94,0.00048526,0.0004108,0.000433,1.2924e-06,5.3152e-06,2.5476e-06,8.8246e-06,2.8256e-05,3.3777e-05,3.2255e-07,4.4077e-07,5.2419e-07
9659.55,0.00048332,0.00040878,0.000431,1.2281e-06,5.3134e-06,2.5338e-06,8.5201e-06,2.8145e-05,3.3613e-05,5.1766e-07,4.3852e-07,5.2163e-07
9673.15,0.00048065,0.00040616,0.00042835,1.1653e-06,5.3116e-06,2.5201e-06,8.218e-06,2.7993e-05,3.3398e-05,6.5692e-07,4.3538e-07,5.1829e-07
9686.76,0.00047933,0.00040468,0.00042691,1.1041e-06,5.3117e-06,2.5074e-06,7.955e-06,2.7921e-05,3.3278e-05,6.8293e-07,4.3338e-07,5.1641e-07
9700.36,0.00048011,0.00040498,0.00042734,1.0458e-06,5.3104e-06,2.4944e-06,7.742e-06,2.7971e-05,3.3305e-05,5.8482e-07,4.3332e-07,5.1681e-07
9713.97,0.00047794,0.0004028,0.00042516,9.8789e-07,5.3089e-06,2.4813e-06,7.4975e-06,2.7851e-05,3.3127e-05,3.9953e-07,4.3078e-07,5.1404e-07
9727.57,0.00047613,0.00040091,0.0004233,9.3157e-07,5.3073e-06,2.4681e-06,7.2761e-06,2.7752e-05,3.2974e-05,2.0613e-07,4.2886e-07,5.1165e-07
9741.18,0.00047445,0.00039915,0.00042155,8.7681e-07,5.3051e-06,2.4549e-06,7.0746e-06,2.7661e-05,3.2831e-05,6.8085e-08,4.274e-07,5.0941e-07
9754.78,0.00047285,0.00039746,0.00041989,8.2364e-07,5.3024e-06,2.4415e-06,6.8922e-06,2.7576e-05,3.2694e-05,7.3772e-09,4.2636e-07,5.0727e-07
9768.39,0.00047132,0.00039583,0.00041829,7.7209e-07,5.299e-06,2.428e-06,6.7285e-06,2.7496e-05,3.2562e-05,1.703e-09,4.2566e-07,5.0521e-07
9781.99,0.00046983,0.00039424,0.00041673,7.2222e-07,5.295e-06,2.4144e-06,6.583e-06,2.7418e-05,3.2433e-05,9.819e-09,4.2516e-07,5.032e-07
9795.6,0.00046835,0.00039267,0.00041519,6.7408e-07,5.2906e-06,2.4007e-06,6.4554e-06,2.7341e-05,3.2306e-05,6.1124e-09,4.2471e-07,5.0121e-07
9809.2,0.00046687,0.0003911,0.00041365,6.2771e-07,5.2859e-06,2.3871e-06,6.3449e-06,2.7265e-05,3.2179e-05,2.9668e-10,4.2415e-07,4.9922e-07
9822.81,0.00046536,0.0003895,0.00041208,5.8317e-07,5.2809e-06,2.3735e-06,6.2509e-06,2.7186e-05,3.205e-05,2.8916e-08,4.2333e-07,4.9721e-07
9836.41,0.00046377,0.00038785,0.00041045,5.405e-07,5.2759e-06,2.3601e-06,6.1724e-06,2.7104e-05,3.1916e-05,1.2486e-07,4.2213e-07,4.9512e-07
9850.02,0.00046202,0.00038607,0.00040869,4.9971e-07,5.2707e-06,2.3467e-06,6.1079e-06,2.7013e-05,3.1772e-05,2.8623e-07,4.2046e-07,4.9287e-07
9863.62,0.00045966,0.00038378,0.00040638,4.6082e-07,5.2636e-06,2.3327e-06,6.0507e-06,2.6886e-05,3.1586e-05,4.6644e-07,4.1794e-07,4.8997e-07
9877.23,0.00045817,0.00038222,0.00040485,4.2394e-07,5.2647e-06,2.3221e-06,6.0199e-06,2.681e-05,3.146e-05,5.9683e-07,4.1599e-07,4.88e-07
9890.83,0.00045886,0.00038249,0.00040526,3.8903e-07,5.267e-06,2.3122e-06,6.032e-06,2.6863e-05,3.1485e-05,6.2342e-07,4.1594e-07,4.8837e-07
9904.44,0.00045679,0.00038045,0.00040322,3.5604e-07,5.2622e-06,2.2995e-06,6.0212e-06,2.6753e-05,3.132e-05,5.2842e-07,4.1343e-07,4.858e-07
9918.04,0.000455,0.00037866,0.00040144,3.2508e-07,5.2587e-06,2.2874e-06,6.0266e-06,2.666e-05,3.1175e-05,3.5734e-07,4.1134e-07,4.8354e-07
9931.65,0.00045331,0.00037695,0.00039975,2.9615e-07,5.2553e-06,2.2755e-06,6.0452e-06,2.6573e-05,3.1037e-05,1.7965e-07,4.0963e-07,4.8139e-07
9945.25,0.00045169,0.00037531,0.00039813,2.6928e-07,5.2516e-06,2.2636e-06,6.0754e-06,2.649e-05,3.0904e-05,5.5025e-08,4.083e-07,4.7932e-07
9958.86,0.00045013,0.00037372,0.00039657,2.445e-07,5.2476e-06,2.2516e-06,6.1163e-06,2.6411e-05,3.0776e-05,3.8257e-09,4.0734e-07,4.7733e-07
9972.46,0.00044863,0.00037218,0.00039506,2.2182e-07,5.2429e-06,2.2394e-06,6.1667e-06,2.6335e-05,3.0653e-05,4.2666e-09,4.0671e-07,4.754e-07
9986.07,0.00044717,0.00037069,0.0003936,2.0126e-07,5.2375e-06,2.2272e-06,6.2255e-06,2.6261e-05,3.0533e-05,1.5822e-08,4.0628e-07,4.7353e-07
9999.67,0.00044575,0.00036923,0.00039217,1.8281e-07,5.2314e-06,2.2148e-06,6.2911e-06,2.619e-05,3.0415e-05,1.2051e-08,4.0592e-07,4.717e-07
