,1s,1s,1s,2p,2p,2p,2s,2s,2s
571.41,,,,0.030497,0.031275,0.030751,0.031562,0.03202,0.031055
585.01,,,,0.028412,0.029164,0.028641,0.030116,0.030569,0.029653
598.62,,,,0.026471,0.027232,0.02671,0.028759,0.029206,0.028335
612.22,,,,0.024692,0.025462,0.024942,0.027483,0.027925,0.027096
625.83,,,,0.023084,0.023837,0.023318,0.026282,0.026719,0.025928
639.43,,,,0.021643,0.022343,0.021826,0.025151,0.025583,0.024828
653.04,,,,0.020343,0.020965,0.020453,0.024084,0.024511,0.023789
666.64,,,,0.019148,0.019694,0.019188,0.023077,0.023498,0.022807
680.25,,,,0.018028,0.01852,0.01802,0.022126,0.022541,0.021879
693.85,,,,0.016964,0.017433,0.016941,0.021226,0.021635,0.021001
707.46,,,,0.015956,0.016428,0.015942,0.020375,0.020777,0.020169
721.06,,,,0.015015,0.015496,0.015017,0.019568,0.019965,0.01938
734.67,,,,0.014151,0.014631,0.01416,0.018804,0.019195,0.018632
748.27,,,,0.01337,0.013828,0.013363,0.018078,0.018464,0.017922
761.88,,,,0.012664,0.013081,0.012622,0.01739,0.01777,0.017248
775.48,,,,0.01202,0.012384,0.011933,0.016737,0.017111,0.016608
789.09,,,,0.011418,0.011734,0.011291,0.016117,0.016485,0.015999
802.69,,,,0.010843,0.011127,0.010692,0.015527,0.015889,0.01542
816.3,,,,0.010288,0.010559,0.010132,0.014966,0.015322,0.014869
829.9,,,,0.0097541,0.010028,0.0096094,0.014432,0.014783,0.014344
843.51,,,,0.009249,0.0095305,0.0091201,0.013924,0.014269,0.013844
857.11,0.062164,0.060243,0.059024,0.0087807,0.0090648,0.0086619,0.01344,0.013779,0.013367
870.72,0.060893,0.058977,0.057794,0.008354,0.0086281,0.0082323,0.012978,0.013312,0.012913
884.32,0.059657,0.057747,0.056599,0.0079678,0.0082179,0.0078293,0.012538,0.012866,0.012479
897.93,0.058455,0.056551,0.055438,0.0076155,0.0078321,0.0074508,0.012118,0.01244,0.012064
911.53,0.057286,0.055387,0.054308,0.0072871,0.0074689,0.0070951,0.011717,0.012034,0.011669
925.14,0.056147,0.054256,0.05321,0.0069729,0.0071265,0.0067606,0.011334,0.011645,0.01129
938.74,0.055039,0.053155,0.052141,0.0066665,0.0068038,0.0064457,0.010968,0.011274,0.010928
952.35,0.053959,0.052083,0.0511,0.0063662,0.0064996,0.0061491,0.010617,0.010918,0.010582
965.95,0.052909,0.051041,0.050089,0.0060749,0.0062127,0.0058696,0.010282,0.010578,0.01025
979.56,0.051885,0.050026,0.049103,0.0057977,0.0059419,0.0056059,0.0099612,0.010252,0.0099326
993.16,0.050887,0.049037,0.048143,0.00554,0.0056863,0.005357,0.0096537,0.009939,0.009628
1006.77,0.049914,0.048073,0.047207,0.0053049,0.0054447,0.0051219,0.0093589,0.0096391,0.0093359
1020.37,0.048966,0.047134,0.046296,0.0050922,0.0052162,0.0048998,0.0090764,0.0093516,0.0090558
1033.98,0.04804,0.046218,0.045407,0.0048981,0.0049997,0.0046898,0.0088052,0.0090755,0.0087867
1047.58,0.047137,0.045326,0.044541,0.004717,0.0047945,0.004491,0.008545,0.0088103,0.0085283
1061.19,0.046256,0.044455,0.043696,0.0045429,0.0045997,0.0043029,0.0082952,0.0085555,0.00828
1074.79,0.045395,0.043605,0.042871,0.0043715,0.0044149,0.0041246,0.0080551,0.0083105,0.0080413
1088.4,0.044556,0.042777,0.042067,0.0042012,0.0042395,0.0039557,0.0078245,0.0080751,0.0078118
1102.0,0.043735,0.041968,0.041282,0.0040328,0.0040731,0.0037956,0.0076026,0.0078485,0.007591
1115.61,0.042934,0.041179,0.040516,0.0038693,0.0039151,0.0036435,0.0073892,0.0076304,0.0073784
1129.21,0.042152,0.040408,0.039768,0.0037146,0.003765,0.0034992,0.0071838,0.0074204,0.0071738
1142.82,0.041388,0.039656,0.039039,0.0035718,0.0036225,0.0033622,0.0069861,0.0072182,0.0069768
1156.42,0.040641,0.038922,0.038326,0.003442,0.0034868,0.0032318,0.0067957,0.0070233,0.0067869
1170.03,0.039912,0.038205,0.03763,0.0033249,0.0033576,0.0031079,0.0066123,0.0068355,0.0066039
1183.63,0.039199,0.037505,0.03695,0.0032177,0.0032344,0.00299,0.0064357,0.0066544,0.0064274
1197.24,0.038502,0.036821,0.036286,0.0031168,0.0031168,0.0028778,0.0062655,0.0064798,0.0062573
1210.84,0.037821,0.036153,0.035638,0.0030188,0.0030047,0.0027709,0.0061015,0.0063114,0.0060932
1224.45,0.037156,0.035501,0.035005,0.0029208,0.0028975,0.0026689,0.0059433,0.0061489,0.0059349
1238.05,0.036506,0.034864,0.034387,0.0028218,0.0027951,0.0025718,0.0057906,0.005992,0.005782
1251.66,0.03587,0.034242,0.033783,0.0027224,0.0026974,0.002479,0.0056433,0.0058404,0.0056344
1265.26,0.035248,0.033634,0.033192,0.0026245,0.0026041,0.0023905,0.0055011,0.0056941,0.0054919
1278.87,0.034641,0.03304,0.032616,0.0025307,0.002515,0.002306,0.0053638,0.0055528,0.0053543
1292.47,0.034047,0.03246,0.032053,0.0024432,0.0024297,0.0022252,0.0052312,0.0054163,0.0052213
1306.08,0.033466,0.031893,0.031502,0.0023634,0.0023482,0.002148,0.0051031,0.0052843,0.0050928
1319.68,0.032899,0.031339,0.030964,0.0022916,0.0022701,0.0020742,0.0049793,0.0051566,0.0049685
1333.29,0.032343,0.030798,0.030439,0.0022266,0.0021952,0.0020035,0.0048597,0.0050331,0.0048483
1346.89,0.031801,0.030269,0.029925,0.0021665,0.0021234,0.0019358,0.0047442,0.0049138,0.0047322
1360.5,0.031269,0.029752,0.029423,0.0021088,0.0020544,0.001871,0.0046324,0.0047982,0.0046196
1374.1,0.03075,0.029247,0.028932,0.0020513,0.0019882,0.0018089,0.0045243,0.0046863,0.0045108
1387.71,0.030242,0.028753,0.028452,0.0019927,0.0019245,0.0017493,0.0044197,0.004578,0.0044054
1401.31,0.029744,0.028269,0.027983,0.0019326,0.0018634,0.0016922,0.0043184,0.0044731,0.0043033
1414.92,0.029257,0.027796,0.027523,0.0018715,0.0018047,0.0016374,0.0042202,0.0043714,0.0042044
1428.52,0.028781,0.027335,0.027075,0.0018109,0.0017484,0.0015849,0.0041253,0.004273,0.0041087
1442.13,0.028315,0.026883,0.026636,0.0017525,0.0016943,0.0015344,0.0040333,0.0041775,0.0040159
1455.73,0.027859,0.026441,0.026206,0.001698,0.0016423,0.0014859,0.0039441,0.0040849,0.0039258
1469.34,0.027412,0.026009,0.025785,0.0016483,0.0015923,0.0014392,0.0038576,0.0039951,0.0038385
1482.94,0.026973,0.025585,0.025373,0.0016037,0.0015441,0.0013944,0.0037737,0.0039079,0.0037538
1496.55,0.026546,0.025171,0.024971,0.0015638,0.0014978,0.0013514,0.0036925,0.0038235,0.0036717
1510.15,0.026126,0.024765,0.024577,0.0015271,0.0014532,0.00131,0.0036136,0.0037413,0.0035919
1523.76,0.025714,0.024368,0.02419,0.0014923,0.0014101,0.0012701,0.0035371,0.0036616,0.0035144
1537.36,0.025311,0.023979,0.023812,0.0014576,0.0013685,0.0012317,0.0034629,0.0035841,0.0034392
1550.97,0.024916,0.023599,0.023442,0.0014221,0.0013284,0.0011948,0.0033908,0.0035089,0.0033662
1564.57,0.024528,0.023225,0.023078,0.001385,0.0012897,0.0011592,0.0033206,0.0034356,0.0032951
1578.18,0.024149,0.02286,0.022724,0.0013465,0.0012524,0.001125,0.0032527,0.0033647,0.0032262
1591.78,0.023777,0.022502,0.022375,0.0013073,0.0012164,0.001092,0.0031865,0.0032955,0.0031591
1605.39,0.023412,0.022152,0.022034,0.0012686,0.0011817,0.0010601,0.0031222,0.0032282,0.0030938
1618.99,0.023054,0.021808,0.021699,0.0012315,0.0011483,0.0010295,0.0030597,0.0031628,0.0030304
1632.6,0.022703,0.021471,0.021371,0.0011971,0.001116,0.00099988,0.0029989,0.0030992,0.0029686
1646.2,0.022359,0.021141,0.02105,0.0011662,0.001085,0.00097139,0.0029398,0.0030373,0.0029086
1659.81,0.022021,0.020817,0.020735,0.0011385,0.0010549,0.00094385,0.0028822,0.0029769,0.0028501
1673.41,0.02169,0.0205,0.020425,0.0011139,0.0010258,0.00091729,0.0028262,0.0029182,0.0027932
1687.02,0.021365,0.020189,0.020122,0.0010915,0.00099771,0.00089165,0.0027717,0.0028609,0.0027378
1700.62,0.021046,0.019884,0.019825,0.0010701,0.00097049,0.0008669,0.0027187,0.0028052,0.0026838
1714.23,0.020733,0.019585,0.019534,0.0010487,0.00094412,0.00084297,0.0026671,0.002751,0.0026312
1727.83,0.020426,0.019292,0.019248,0.0010265,0.00091866,0.00081992,0.0026168,0.0026981,0.0025801
1741.44,0.020124,0.019004,0.018967,0.001003,0.00089396,0.0007976,0.0025679,0.0026465,0.0025302
1755.04,0.019828,0.018722,0.018692,0.00097813,0.00087007,0.00077603,0.0025202,0.0025963,0.0024815
1768.65,0.019538,0.018445,0.018422,0.00095238,0.00084697,0.0007552,0.0024736,0.0025472,0.0024341
1782.25,0.019252,0.018173,0.018157,0.00092647,0.00082463,0.00073505,0.0024283,0.0024994,0.0023879
1795.86,0.018973,0.017907,0.017897,0.00090122,0.00080301,0.00071554,0.0023842,0.0024529,0.0023429
1809.46,0.018698,0.017646,0.017642,0.00087755,0.00078216,0.00069673,0.0023411,0.0024074,0.002299
1823.07,0.018428,0.01739,0.017392,0.00085593,0.00076192,0.00067848,0.0022991,0.0023631,0.0022561
1836.67,0.018164,0.017138,0.017147,0.00083672,0.00074233,0.00066083,0.0022582,0.0023199,0.0022144
1850.28,0.017903,0.016891,0.016905,0.00081983,0.00072336,0.00064375,0.0022182,0.0022776,0.0021736
1863.88,0.017648,0.016649,0.016669,0.00080484,0.00070495,0.00062721,0.0021793,0.0022364,0.0021338
1877.49,0.017397,0.016411,0.016436,0.00079108,0.00068708,0.0006112,0.0021413,0.0021962,0.002095
1891.09,0.017151,0.016178,0.016209,0.0007778,0.00066976,0.00059571,0.0021043,0.002157,0.0020571
1904.7,0.016909,0.01595,0.015985,0.00076421,0.00065291,0.00058068,0.0020682,0.0021187,0.0020202
1918.3,0.016672,0.015725,0.015766,0.00074978,0.00063655,0.00056612,0.002033,0.0020812,0.0019841
1931.91,0.016438,0.015505,0.01555,0.00073422,0.00062067,0.00055201,0.0019986,0.0020447,0.0019489
1945.51,0.016209,0.015288,0.015338,0.00071756,0.00060526,0.00053834,0.0019649,0.002009,0.0019145
1959.12,0.015984,0.015075,0.01513,0.0007001,0.00059033,0.00052509,0.0019321,0.0019741,0.0018808
1972.72,0.015763,0.014868,0.014927,0.00068237,0.00057585,0.00051225,0.0019002,0.0019401,0.0018481
1986.33,0.015546,0.014662,0.014726,0.00066498,0.00056181,0.00049979,0.0018688,0.0019068,0.001816
1999.93,0.015332,0.014461,0.014529,0.00064853,0.00054819,0.0004877,0.0018382,0.0018742,0.0017847
2013.54,0.015122,0.014264,0.014336,0.0006335,0.00053497,0.00047596,0.0018084,0.0018424,0.0017541
2027.14,0.014916,0.01407,0.014146,0.00062015,0.00052215,0.00046458,0.0017792,0.0018113,0.0017242
2040.75,0.014713,0.013879,0.013959,0.00060853,0.00050969,0.00045354,0.0017506,0.0017809,0.001695
2054.35,0.014513,0.013691,0.013774,0.00059839,0.00049758,0.00044282,0.0017226,0.0017511,0.0016663
2067.96,0.014319,0.013509,0.013596,0.00058933,0.00048581,0.00043243,0.0016956,0.0017222,0.0016385
2081.56,0.014126,0.013328,0.013418,0.0005808,0.00047435,0.00042233,0.001669,0.0016937,0.0016112
2095.17,0.013937,0.013151,0.013244,0.00057224,0.00046319,0.00041252,0.001643,0.0016659,0.0015845
2108.77,0.013751,0.012977,0.013074,0.00056317,0.00045233,0.00040299,0.0016175,0.0016387,0.0015584
2122.38,0.013568,0.012806,0.012905,0.00055327,0.00044176,0.00039373,0.0015927,0.0016121,0.0015329
2135.98,0.013388,0.012637,0.01274,0.00054241,0.00043147,0.00038473,0.0015683,0.001586,0.0015078
2149.59,0.013213,0.012473,0.012579,0.00053071,0.00042149,0.00037601,0.0015446,0.0015606,0.0014835
2163.19,0.013038,0.01231,0.012418,0.00051841,0.00041177,0.00036752,0.0015213,0.0015356,0.0014595
2176.8,0.012867,0.01215,0.012261,0.00050594,0.00040233,0.00035928,0.0014984,0.0015111,0.0014361
2190.4,0.012698,0.011993,0.012107,0.00049376,0.00039316,0.00035126,0.0014761,0.0014872,0.0014132
2204.01,0.012533,0.011838,0.011955,0.00048229,0.00038425,0.00034346,0.0014543,0.0014638,0.0013908
2217.61,0.01237,0.011686,0.011805,0.00047186,0.00037558,0.00033587,0.0014329,0.0014408,0.0013688
2231.22,0.012209,0.011537,0.011658,0.00046268,0.00036715,0.00032849,0.0014119,0.0014183,0.0013472
2244.82,0.012053,0.011391,0.011514,0.0004548,0.00035897,0.00032134,0.0013915,0.0013964,0.0013263
2258.43,0.011897,0.011246,0.011372,0.000448,0.00035099,0.00031436,0.0013713,0.0013748,0.0013056
2272.03,0.011744,0.011104,0.011232,0.00044202,0.0003432,0.00030758,0.0013517,0.0013536,0.0012854
2285.64,0.011594,0.010964,0.011094,0.00043648,0.00033562,0.00030097,0.0013324,0.0013329,0.0012656
2299.24,0.011446,0.010826,0.010959,0.00043096,0.00032821,0.00029454,0.0013135,0.0013126,0.0012462
2312.85,0.0113,0.010691,0.010826,0.00042508,0.00032098,0.00028828,0.0012951,0.0012927,0.0012273
2326.45,0.011157,0.010558,0.010694,0.00041853,0.0003139,0.00028216,0.0012769,0.0012732,0.0012086
2340.06,0.011016,0.010428,0.010566,0.00041133,0.00030709,0.00027628,0.0012593,0.0012541,0.0011905
2353.66,0.010877,0.010299,0.010438,0.0004033,0.00030039,0.0002705,0.0012419,0.0012354,0.0011726
2367.27,0.01074,0.010172,0.010313,0.00039468,0.00029388,0.00026488,0.0012248,0.001217,0.001155
2380.87,0.010606,0.010047,0.01019,0.00038573,0.00028754,0.00025941,0.0012081,0.0011989,0.0011378
2394.48,0.010473,0.0099245,0.010069,0.00037677,0.00028136,0.00025407,0.0011917,0.0011812,0.001121
2408.08,0.010343,0.0098038,0.0099495,0.00036813,0.00027535,0.00024887,0.0011756,0.0011639,0.0011045
2421.69,0.010214,0.009685,0.0098321,0.00036011,0.00026948,0.00024379,0.0011598,0.0011469,0.0010883
2435.29,0.010088,0.0095682,0.0097166,0.000353,0.00026381,0.00023889,0.0011444,0.0011302,0.0010725
2448.9,0.0099631,0.0094531,0.0096028,0.00034678,0.00025825,0.00023407,0.0011292,0.0011139,0.0010569
2462.5,0.0098403,0.0093397,0.0094906,0.00034149,0.00025283,0.00022938,0.0011143,0.0010978,0.0010416
2476.11,0.0097192,0.009228,0.00938,0.000337,0.00024755,0.00022481,0.0010997,0.001082,0.0010267
2489.71,0.0096001,0.0091181,0.0092712,0.00033307,0.00024239,0.00022035,0.0010853,0.0010665,0.001012
2503.32,0.0094828,0.0090099,0.0091641,0.00032942,0.00023734,0.000216,0.0010713,0.0010514,0.00099754
2516.92,0.0093675,0.0089037,0.0090588,0.00032569,0.00023238,0.00021173,0.0010575,0.0010365,0.00098342
2530.53,0.0092539,0.008799,0.0089551,0.00032176,0.00022759,0.00020763,0.001044,0.0010219,0.00096957
2544.13,0.009142,0.008696,0.0088529,0.00031725,0.00022288,0.00020359,0.0010308,0.0010075,0.00095597
2557.74,0.0090317,0.0085944,0.0087522,0.00031212,0.00021827,0.00019964,0.0010177,0.00099345,0.00094261
2571.34,0.0089229,0.0084943,0.0086529,0.00030638,0.00021378,0.0001958,0.0010049,0.0009796,0.0009295
2584.95,0.0088156,0.0083957,0.008555,0.00030012,0.00020939,0.00019204,0.00099236,0.000966,0.00091661
2598.55,0.0087099,0.0082985,0.0084585,0.00029354,0.00020511,0.00018838,0.00098,0.00095263,0.00090396
2612.16,0.0086057,0.0082028,0.0083635,0.00028686,0.00020093,0.0001848,0.00096786,0.00093951,0.00089154
2625.76,0.008504,0.0081094,0.0082706,0.00028036,0.00019688,0.00018132,0.00095603,0.00092672,0.00087944
2639.37,0.0084031,0.0080167,0.0081786,0.00027425,0.00019291,0.0001779,0.00094433,0.00091408,0.0008675
2652.97,0.0083038,0.0079256,0.008088,0.00026871,0.00018904,0.00017456,0.00093286,0.00090168,0.00085577
2666.58,0.0082059,0.0078358,0.0079986,0.00026387,0.00018525,0.0001713,0.00092158,0.00088949,0.00084426
2680.18,0.0081093,0.0077472,0.0079105,0.00025976,0.00018156,0.00016812,0.00091048,0.0008775,0.00083293
2693.79,0.008014,0.0076597,0.0078235,0.00025631,0.00017796,0.00016501,0.00089956,0.00086571,0.0008218
2707.39,0.0079194,0.007573,0.0077371,0.00025339,0.00017443,0.00016198,0.00088877,0.00085405,0.0008108
2721.0,0.0078286,0.0074899,0.0076544,0.0002508,0.00017098,0.00015901,0.00087844,0.00084285,0.00080023
2734.6,0.0077372,0.0074062,0.0075709,0.00024833,0.0001676,0.00015611,0.00086808,0.00083164,0.00078966
2748.21,0.0076475,0.007324,0.007489,0.00024574,0.00016429,0.00015327,0.00085794,0.00082066,0.00077931
2761.81,0.0075592,0.0072432,0.0074084,0.00024284,0.00016104,0.0001505,0.00084798,0.00080988,0.00076916
2775.42,0.0074721,0.0071635,0.0073289,0.0002395,0.00015787,0.00014778,0.00083819,0.00079928,0.00075917
2789.02,0.0073861,0.0070848,0.0072504,0.00023566,0.00015476,0.00014513,0.00082855,0.00078884,0.00074934
2802.63,0.007301,0.007007,0.0071727,0.00023134,0.00015172,0.00014253,0.00081903,0.00077855,0.00073965
2816.23,0.0072171,0.0069303,0.0070961,0.00022662,0.00014876,0.00014,0.00080966,0.00076842,0.00073012
2829.84,0.007136,0.0068561,0.0070221,0.00022165,0.00014586,0.00013752,0.00080062,0.00075863,0.00072092
2843.44,0.0070546,0.0067817,0.0069477,0.0002166,0.00014303,0.00013509,0.00079156,0.00074885,0.00071172
2857.05,0.0069745,0.0067086,0.0068746,0.00021166,0.00014026,0.00013271,0.00078268,0.00073926,0.00070271
2870.65,0.0068957,0.0066367,0.0068026,0.00020702,0.00013756,0.00013039,0.00077394,0.00072983,0.00069385
2884.26,0.006818,0.0065657,0.0067317,0.0002028,0.00013492,0.00012811,0.00076535,0.00072056,0.00068515
2897.86,0.0067413,0.0064956,0.0066615,0.0001991,0.00013234,0.00012588,0.00075688,0.00071143,0.00067657
2911.47,0.0066649,0.0064259,0.0065917,0.00019595,0.00012981,0.00012369,0.00074847,0.00070237,0.00066808
2925.07,0.006592,0.0063595,0.0065252,0.00019335,0.00012736,0.00012157,0.00074046,0.00069371,0.00065996
2938.68,0.0065178,0.0062917,0.0064573,0.00019116,0.00012494,0.00011948,0.00073232,0.00068494,0.00065173
2952.28,0.006445,0.0062253,0.0063907,0.00018928,0.00012257,0.00011744,0.00072436,0.00067636,0.00064369
2965.89,0.0063733,0.0061599,0.0063252,0.00018754,0.00012025,0.00011544,0.00071654,0.00066793,0.00063579
2979.49,0.0063028,0.0060956,0.0062606,0.00018578,0.00011797,0.00011348,0.00070886,0.00065964,0.00062803
2993.1,0.0062333,0.0060322,0.006197,0.00018382,0.00011574,0.00011155,0.0007013,0.00065149,0.0006204
3006.7,0.0061646,0.0059696,0.0061342,0.00018155,0.00011355,0.00010967,0.00069385,0.00064346,0.00061288
3020.31,0.0060966,0.0059076,0.0060718,0.00017891,0.0001114,0.00010782,0.00068648,0.00063552,0.00060545
3033.91,0.0060306,0.0058475,0.0060115,0.0001759,0.00010932,0.00010603,0.00067935,0.00062783,0.00059826
3047.52,0.0059644,0.0057871,0.0059508,0.0001725,0.00010726,0.00010426,0.0006722,0.00062013,0.00059106
3061.12,0.0058991,0.0057277,0.005891,0.00016882,0.00010525,0.00010253,0.00066516,0.00061256,0.00058398
3074.73,0.0058348,0.0056691,0.0058321,0.00016499,0.00010328,0.00010084,0.00065823,0.00060511,0.00057703
3088.33,0.0057714,0.0056113,0.005774,0.00016114,0.00010136,9.9175e-05,0.0006514,0.00059779,0.00057019
3101.94,0.005709,0.0055545,0.0057167,0.0001574,9.9482e-05,9.7545e-05,0.00064469,0.00059058,0.00056346
3115.54,0.0056475,0.0054984,0.0056603,0.0001539,9.764e-05,9.5944e-05,0.00063807,0.00058349,0.00055684
3129.15,0.0055866,0.0054429,0.0056044,0.00015074,9.5834e-05,9.4369e-05,0.00063153,0.00057649,0.00055031
3142.75,0.005527,0.0053886,0.0055497,0.00014803,9.41e-05,9.2861e-05,0.00062514,0.00056964,0.00054392
3156.36,0.0054677,0.0053346,0.0054952,0.0001457,9.2376e-05,9.1353e-05,0.00061879,0.00056285,0.00053759
3169.96,0.0054091,0.0052813,0.0054414,0.00014378,9.069e-05,8.9879e-05,0.00061252,0.00055615,0.00053134
3183.57,0.0053513,0.0052286,0.0053882,0.00014219,8.904e-05,8.8437e-05,0.00060634,0.00054955,0.00052519
3197.17,0.0052942,0.0051766,0.0053358,0.00014083,8.7421e-05,8.7022e-05,0.00060026,0.00054304,0.00051913
3210.78,0.005238,0.0051254,0.0052841,0.00013959,8.5832e-05,8.5635e-05,0.00059427,0.00053665,0.00051317
3224.38,0.0051826,0.005075,0.0052331,0.00013834,8.4269e-05,8.4271e-05,0.00058838,0.00053035,0.00050731
3237.99,0.0051281,0.0050253,0.0051829,0.00013694,8.2728e-05,8.2926e-05,0.00058258,0.00052415,0.00050155
3251.59,0.0050742,0.0049762,0.0051333,0.00013539,8.1249e-05,8.1641e-05,0.00057686,0.00051805,0.00049587
3265.2,0.005021,0.0049277,0.0050843,0.00013349,7.977e-05,8.0352e-05,0.00057122,0.00051203,0.00049027
3278.8,0.0049684,0.0048798,0.0050358,0.0001313,7.8323e-05,7.9091e-05,0.00056564,0.00050608,0.00048474
3292.41,0.0049163,0.0048324,0.0049878,0.00012881,7.6908e-05,7.7857e-05,0.00056013,0.00050021,0.00047929
3306.01,0.0048649,0.0047855,0.0049403,0.00012609,7.5522e-05,7.6647e-05,0.00055469,0.00049443,0.00047391
3319.62,0.0048142,0.0047393,0.0048935,0.0001232,7.4166e-05,7.546e-05,0.00054931,0.00048872,0.00046861
3333.22,0.0047642,0.0046937,0.0048473,0.00012025,7.2838e-05,7.4295e-05,0.00054401,0.0004831,0.00046339
3346.83,0.004715,0.0046488,0.0048018,0.00011732,7.1533e-05,7.3147e-05,0.0005388,0.00047758,0.00045826
3360.43,0.0046666,0.0046047,0.0047571,0.00011457,7.0279e-05,7.2041e-05,0.00053368,0.00047215,0.00045323
3374.04,0.0046186,0.004561,0.0047127,0.00011201,6.903e-05,7.0936e-05,0.0005286,0.00046679,0.00044825
3387.64,0.0045713,0.0045178,0.0046689,0.00010974,6.781e-05,6.9853e-05,0.00052359,0.0004615,0.00044334
3401.25,0.0045245,0.0044752,0.0046256,0.00010778,6.6617e-05,6.8792e-05,0.00051863,0.00045627,0.0004385
3414.85,0.0044782,0.0044329,0.0045827,0.00010614,6.5449e-05,6.7752e-05,0.00051373,0.00045112,0.00043372
3428.46,0.0044324,0.0043912,0.0045403,0.00010479,6.4305e-05,6.6732e-05,0.00050889,0.00044602,0.000429
3442.06,0.0043872,0.0043498,0.0044983,0.00010367,6.3183e-05,6.5732e-05,0.00050411,0.00044099,0.00042433
3455.67,0.0043422,0.0043088,0.0044565,0.00010272,6.2078e-05,6.4747e-05,0.00049935,0.000436,0.00041971
3469.27,0.0042995,0.0042699,0.004417,0.00010185,6.1006e-05,6.3792e-05,0.00049486,0.00043125,0.00041532
3482.88,0.0042558,0.00423,0.0043763,0.00010094,5.9939e-05,6.2842e-05,0.00049025,0.00042642,0.00041084
3496.48,0.0042131,0.0041909,0.0043366,9.9935e-05,5.8892e-05,6.191e-05,0.00048574,0.00042168,0.00040646
3510.09,0.0041709,0.0041524,0.0042974,9.8753e-05,5.7864e-05,6.0995e-05,0.00048129,0.00041702,0.00040214
3523.69,0.0041292,0.0041143,0.0042586,9.7353e-05,5.6855e-05,6.0097e-05,0.0004769,0.00041242,0.00039788
3537.3,0.004088,0.0040766,0.0042201,9.572e-05,5.5867e-05,5.9216e-05,0.00047254,0.00040787,0.00039367
3550.9,0.0040471,0.0040392,0.004182,9.3864e-05,5.4898e-05,5.8352e-05,0.00046823,0.00040337,0.00038951
3564.51,0.0040065,0.004002,0.0041441,9.1822e-05,5.3948e-05,5.7505e-05,0.00046394,0.0003989,0.00038538
3578.11,0.0039659,0.0039649,0.0041062,8.9649e-05,5.3016e-05,5.6671e-05,0.00045965,0.00039445,0.00038127
3591.72,0.0039285,0.0039307,0.0040713,8.7418e-05,5.2111e-05,5.5857e-05,0.0004557,0.00039032,0.00037745
3605.32,0.0038896,0.0038951,0.004035,8.5196e-05,5.1219e-05,5.5054e-05,0.00045158,0.00038605,0.00037351
