,1s,1s,1s,2p,2p,2p,2s,2s,2s
503.38,0.09907,0.098456,0.095778,0.0035086,0.0037601,0.0037117,0.016924,0.017103,0.016684
516.99,0.09529,0.094608,0.092016,0.003357,0.0034545,0.0034027,0.015923,0.016091,0.015694
530.59,0.091705,0.090959,0.08845,0.0032304,0.0031761,0.0031254,0.015006,0.015158,0.014782
544.2,0.088297,0.087491,0.085063,0.0030111,0.0029233,0.002876,0.014159,0.014296,0.013939
557.8,0.085062,0.0842,0.08185,0.0026921,0.0026961,0.0026512,0.013371,0.013499,0.013159
571.41,0.081987,0.081072,0.078798,0.0023609,0.0024936,0.0024482,0.012637,0.012761,0.012438
585.01,0.079061,0.078098,0.075897,0.0021138,0.0023126,0.0022644,0.011954,0.012076,0.011769
598.62,0.076279,0.07527,0.073141,0.001988,0.0021487,0.0020977,0.011322,0.011441,0.011148
612.22,0.073629,0.072576,0.070516,0.0019452,0.0019981,0.0019462,0.010738,0.01085,0.01057
625.83,0.071104,0.07001,0.068017,0.0019039,0.0018587,0.0018084,0.010198,0.0103,0.010032
639.43,0.068693,0.067562,0.065634,0.0017992,0.00173,0.0016826,0.0096951,0.0097861,0.0095302
653.04,0.066393,0.065226,0.063361,0.0016262,0.0016129,0.0015678,0.0092225,0.0093066,0.0090619
666.64,0.064194,0.062995,0.061191,0.001433,0.0015073,0.0014629,0.0087769,0.0088583,0.0086241
680.25,0.062091,0.060862,0.059118,0.0012781,0.0014121,0.0013667,0.0083577,0.0084386,0.0082142
693.85,0.06008,0.058822,0.057136,0.0011944,0.0013254,0.0012786,0.0079654,0.0080453,0.0078302
707.46,0.058154,0.05687,0.055239,0.0011742,0.001245,0.0011976,0.0076,0.0076764,0.0074699
721.06,0.056308,0.055,0.053424,0.0011767,0.0011697,0.0011231,0.0072598,0.0073299,0.0071315
734.67,0.054538,0.053208,0.051685,0.0011536,0.0010991,0.0010545,0.0069413,0.007004,0.0068134
748.27,0.052841,0.051491,0.050019,0.0010808,0.0010336,0.00099118,0.006641,0.0066972,0.0065141
761.88,0.051214,0.049845,0.048423,0.00097023,0.00097348,0.0009327,0.0063558,0.0064083,0.0062323
775.48,0.049651,0.048266,0.046892,0.0008561,0.00091888,0.0008786,0.0060846,0.006136,0.0059667
789.09,0.048151,0.04675,0.045424,0.00077137,0.00086913,0.00082847,0.0058274,0.0058791,0.0057162
802.69,0.04671,0.045296,0.044015,0.00073217,0.00082321,0.00078197,0.0055853,0.0056367,0.0054797
816.3,0.045326,0.0439,0.042663,0.00073234,0.00078009,0.00073877,0.0053586,0.0054076,0.0052563
829.9,0.043997,0.04256,0.041366,0.00074676,0.00073911,0.00069858,0.0051463,0.0051911,0.0050452
843.51,0.042719,0.041272,0.04012,0.00074496,0.00070014,0.00066112,0.0049467,0.0049862,0.0048454
857.11,0.04149,0.040036,0.038924,0.00070935,0.00066344,0.00062619,0.0047575,0.0047921,0.0046563
870.72,0.040309,0.038847,0.037775,0.00064421,0.00062936,0.00059357,0.0045767,0.0046082,0.0044772
884.32,0.039173,0.037705,0.036671,0.00056943,0.00059806,0.00056307,0.0044035,0.0044339,0.0043073
897.93,0.038079,0.036606,0.035609,0.00050715,0.00056935,0.00053451,0.0042378,0.0042684,0.0041462
911.53,0.037026,0.03555,0.034588,0.00047191,0.00054277,0.00050774,0.0040805,0.0041113,0.0039932
925.14,0.036012,0.034533,0.033606,0.00046641,0.00051772,0.00048263,0.0039319,0.0039621,0.0038478
938.74,0.035036,0.033554,0.03266,0.00048053,0.00049375,0.00045905,0.0037921,0.0038201,0.0037096
952.35,0.034095,0.032611,0.031751,0.00049529,0.00047064,0.00043688,0.0036605,0.003685,0.003578
965.95,0.033186,0.031702,0.030874,0.00049257,0.00044847,0.00041602,0.0035356,0.0035562,0.0034527
979.56,0.03231,0.030826,0.030029,0.00046519,0.00042747,0.00039638,0.0034162,0.0034335,0.0033332
993.16,0.031465,0.029982,0.029214,0.00041952,0.00040788,0.00037788,0.0033011,0.0033164,0.0032193
1006.77,0.030649,0.029167,0.028429,0.00036962,0.00038978,0.00036042,0.0031898,0.0032045,0.0031106
1020.37,0.02986,0.028381,0.02767,0.0003293,0.00037307,0.00034395,0.0030827,0.0030977,0.0030067
1033.98,0.029099,0.027622,0.026939,0.00030736,0.00035749,0.0003284,0.0029801,0.0029957,0.0029074
1047.58,0.028362,0.026889,0.026232,0.00030577,0.00034271,0.0003137,0.0028827,0.0028981,0.0028125
1061.19,0.02765,0.02618,0.02555,0.00031878,0.00032845,0.0002998,0.0027906,0.0028046,0.0027216
1074.79,0.026961,0.025496,0.02489,0.00033438,0.00031459,0.00028665,0.0027034,0.0027151,0.0026346
1088.4,0.026294,0.024834,0.024253,0.00033959,0.00030116,0.0002742,0.0026205,0.0026294,0.0025512
1102.0,0.025649,0.024194,0.023636,0.00032734,0.00028829,0.00026241,0.0025409,0.0025471,0.0024713
1115.61,0.025024,0.023575,0.02304,0.00029958,0.00027616,0.00025123,0.0024638,0.0024682,0.0023947
1129.21,0.024419,0.022976,0.022464,0.00026477,0.00026487,0.00024064,0.0023888,0.0023925,0.0023211
1142.82,0.023833,0.022396,0.021906,0.0002327,0.00025443,0.00023058,0.002316,0.0023198,0.0022505
1156.42,0.023265,0.021835,0.021366,0.00021081,0.00024472,0.00022104,0.0022456,0.00225,0.0021828
1170.03,0.022715,0.021292,0.020844,0.00020291,0.00023555,0.00021198,0.0021781,0.002183,0.0021176
1183.63,0.022181,0.020767,0.020338,0.00020847,0.00022675,0.00020337,0.0021139,0.0021185,0.002055
1197.24,0.021664,0.020258,0.019848,0.00022214,0.00021816,0.00019519,0.0020531,0.0020566,0.0019949
1210.84,0.021163,0.019764,0.019373,0.00023504,0.00020975,0.00018741,0.0019953,0.001997,0.001937
1224.45,0.020676,0.019287,0.018914,0.00023866,0.00020156,0.00018,0.0019401,0.0019397,0.0018814
1238.05,0.020205,0.018824,0.018469,0.00022916,0.00019368,0.00017295,0.0018867,0.0018845,0.0018278
1251.66,0.019747,0.018375,0.018037,0.00020877,0.00018624,0.00016624,0.0018348,0.0018313,0.0017762
1265.26,0.019303,0.01794,0.017619,0.00018369,0.0001793,0.00015985,0.0017841,0.0017801,0.0017266
1278.87,0.018872,0.017519,0.017214,0.0001606,0.00017286,0.00015376,0.0017345,0.0017308,0.0016787
1292.47,0.018453,0.01711,0.016821,0.0001445,0.00016686,0.00014795,0.0016864,0.0016833,0.0016327
1306.08,0.018047,0.016714,0.016439,0.00013815,0.0001612,0.00014242,0.0016401,0.0016375,0.0015882
1319.68,0.017652,0.016329,0.016069,0.00014183,0.00015575,0.00013713,0.0015958,0.0015933,0.0015454
1333.29,0.017268,0.015956,0.01571,0.00015271,0.00015041,0.00013209,0.0015537,0.0015507,0.0015041
1346.89,0.016896,0.015594,0.015362,0.00016507,0.00014516,0.00012728,0.0015138,0.0015096,0.0014642
1360.5,0.016533,0.015242,0.015024,0.00017236,0.00013999,0.00012268,0.0014756,0.0014699,0.0014257
1374.1,0.016181,0.0149,0.014695,0.00017028,0.00013496,0.00011829,0.0014388,0.0014316,0.0013886
1387.71,0.015838,0.014568,0.014376,0.00015873,0.00013016,0.00011409,0.001403,0.0013946,0.0013527
1401.31,0.015505,0.014246,0.014067,0.00014126,0.00012564,0.00011008,0.0013678,0.0013588,0.0013181
1414.92,0.01518,0.013933,0.013765,0.00012277,0.00012143,0.00010624,0.0013332,0.0013242,0.0012846
1428.52,0.014865,0.013629,0.013473,0.00010749,0.00011752,0.00010257,0.0012994,0.0012908,0.0012522
1442.13,0.014557,0.013333,0.013188,9.8197e-05,0.00011387,9.9063e-05,0.0012665,0.0012585,0.0012209
1455.73,0.014258,0.013045,0.012911,9.6281e-05,0.00011038,9.5701e-05,0.0012348,0.0012273,0.0011907
1469.34,0.013966,0.012765,0.012642,0.00010152,0.000107,9.2482e-05,0.0012045,0.0011971,0.0011614
1482.94,0.013682,0.012493,0.01238,0.00011154,0.00010366,8.9398e-05,0.0011757,0.0011678,0.0011331
1496.55,0.013406,0.012228,0.012125,0.00012203,0.00010035,8.6443e-05,0.0011483,0.0011395,0.0011057
1510.15,0.013136,0.01197,0.011877,0.00012821,9.7068e-05,8.361e-05,0.001122,0.0011121,0.0010791
1523.76,0.012873,0.011719,0.011635,0.00012704,9.3869e-05,8.0893e-05,0.0010966,0.0010855,0.0010534
1537.36,0.012617,0.011475,0.0114,0.00011856,9.0797e-05,7.8287e-05,0.0010718,0.0010598,0.0010285
1550.97,0.012367,0.011237,0.011171,0.00010539,8.7895e-05,7.5785e-05,0.0010473,0.0010349,0.0010044
1564.57,0.012124,0.011005,0.010948,9.1183e-05,8.5188e-05,7.3383e-05,0.0010232,0.0010107,0.00098097
1578.18,0.011886,0.01078,0.010731,7.9053e-05,8.2674e-05,7.1078e-05,0.0009994,0.00098726,0.00095832
1591.78,0.011655,0.01056,0.01052,7.1077e-05,8.0321e-05,6.8863e-05,0.00097615,0.00096454,0.00093635
1605.39,0.011429,0.010346,0.010313,6.8429e-05,7.8085e-05,6.6734e-05,0.00095363,0.00094253,0.00091504
1618.99,0.011208,0.010138,0.010113,7.1377e-05,7.5915e-05,6.4686e-05,0.00093202,0.00092118,0.00089438
1632.6,0.010993,0.0099349,0.0099168,7.8865e-05,7.377e-05,6.2715e-05,0.00091142,0.00090047,0.00087435
1646.2,0.010783,0.0097371,0.009726,8.8252e-05,7.1631e-05,6.0822e-05,0.00089182,0.00088038,0.00085491
1659.81,0.010578,0.0095442,0.00954,9.5907e-05,6.9492e-05,5.8996e-05,0.00087309,0.00086087,0.00083604
1673.41,0.010378,0.0093561,0.0093586,9.8689e-05,6.7376e-05,5.7239e-05,0.00085504,0.00084192,0.00081772
1687.02,0.010183,0.0091728,0.0091817,9.5342e-05,6.5314e-05,5.5546e-05,0.00083747,0.00082352,0.00079993
1700.62,0.0099922,0.0089941,0.0090092,8.6902e-05,6.334e-05,5.3914e-05,0.00082018,0.00080565,0.00078266
1714.23,0.0098061,0.0088199,0.0088411,7.5884e-05,6.1479e-05,5.2341e-05,0.00080305,0.00078829,0.00076589
1727.83,0.0096243,0.00865,0.0086771,6.5004e-05,5.9746e-05,5.0826e-05,0.00078607,0.00077143,0.0007496
1741.44,0.0094468,0.0084843,0.008517,5.6292e-05,5.813e-05,4.9362e-05,0.0007693,0.00075505,0.00073378
1755.04,0.0092733,0.0083226,0.0083608,5.101e-05,5.6611e-05,4.795e-05,0.00075287,0.00073913,0.00071839
1768.65,0.0091038,0.0081649,0.0082084,4.9863e-05,5.5158e-05,4.6587e-05,0.00073694,0.00072365,0.00070343
1782.25,0.0089381,0.0080109,0.0080596,5.2983e-05,5.374e-05,4.5271e-05,0.00072163,0.0007086,0.00068888
1795.86,0.0087762,0.0078607,0.0079143,5.9563e-05,5.2327e-05,4.3999e-05,0.00070703,0.00069397,0.00067474
1809.46,0.0086181,0.0077143,0.0077727,6.7615e-05,5.091e-05,4.2773e-05,0.00069314,0.00067974,0.00066099
1823.07,0.0084635,0.0075712,0.0076343,7.437e-05,4.9483e-05,4.1585e-05,0.00067986,0.00066589,0.0006476
1836.67,0.0083122,0.0074315,0.0074991,7.7341e-05,4.8063e-05,4.0437e-05,0.00066705,0.00065241,0.00063458
1850.28,0.0081643,0.0072951,0.007367,7.5392e-05,4.6671e-05,3.9328e-05,0.00065456,0.00063927,0.00062189
1863.88,0.0080196,0.0071619,0.0072379,6.9143e-05,4.5331e-05,3.8255e-05,0.00064224,0.00062648,0.00060954
1877.49,0.0078779,0.0070316,0.0071117,6.0458e-05,4.4061e-05,3.7217e-05,0.00062998,0.00061401,0.00059751
1891.09,0.0077397,0.0069048,0.0069888,5.149e-05,4.2873e-05,3.6213e-05,0.00061779,0.00060189,0.00058582
1904.7,0.0076042,0.0067806,0.0068683,4.3913e-05,4.1765e-05,3.5241e-05,0.00060565,0.00059007,0.0005744
1918.3,0.0074717,0.0066593,0.0067507,3.8759e-05,4.0727e-05,3.43e-05,0.00059368,0.00057855,0.00056328
1931.91,0.0073419,0.0065408,0.0066356,3.6627e-05,3.9741e-05,3.3389e-05,0.00058198,0.00056733,0.00055245
1945.51,0.0072148,0.0064249,0.0065231,3.7819e-05,3.8784e-05,3.2507e-05,0.00057068,0.00055638,0.00054188
1959.12,0.0070903,0.0063114,0.0064129,4.2154e-05,3.7837e-05,3.1653e-05,0.00055984,0.0005457,0.00053156
1972.72,0.006969,0.0062011,0.0063058,4.8631e-05,3.6885e-05,3.0826e-05,0.00054955,0.00053534,0.00052155
1986.33,0.0068495,0.0060926,0.0062003,5.5396e-05,3.5922e-05,3.0025e-05,0.00053969,0.00052517,0.00051173
1999.93,0.0067327,0.0059868,0.0060973,6.0262e-05,3.4954e-05,2.9248e-05,0.00053025,0.00051527,0.00050216
2013.54,0.0066183,0.0058832,0.0059966,6.157e-05,3.399e-05,2.8495e-05,0.0005211,0.0005056,0.00049284
2027.14,0.0065063,0.005782,0.005898,5.8882e-05,3.3048e-05,2.7765e-05,0.00051212,0.00049617,0.00048373
2040.75,0.0063964,0.0056829,0.0058015,5.3058e-05,3.2142e-05,2.7057e-05,0.00050321,0.00048695,0.00047484
2054.35,0.0062884,0.0055856,0.0057067,4.5725e-05,3.1286e-05,2.6372e-05,0.00049428,0.00047792,0.00046613
2067.96,0.0061836,0.0054914,0.0056148,3.8526e-05,3.0486e-05,2.5707e-05,0.00048541,0.00046919,0.0004577
2081.56,0.0060802,0.0053985,0.0055242,3.2636e-05,2.9741e-05,2.5062e-05,0.00047652,0.0004606,0.00044942
2095.17,0.005979,0.0053078,0.0054356,2.8725e-05,2.9041e-05,2.4437e-05,0.00046773,0.00045223,0.00044135
2108.77,0.0058798,0.005219,0.005349,2.7179e-05,2.8376e-05,2.383e-05,0.00045913,0.00044406,0.00043346
2122.38,0.0057826,0.0051321,0.0052641,2.8228e-05,2.7729e-05,2.3241e-05,0.00045081,0.00043607,0.00042575
2135.98,0.0056872,0.0050469,0.0051808,3.1795e-05,2.7088e-05,2.2669e-05,0.00044281,0.00042827,0.00041821
2149.59,0.0055942,0.004964,0.0050998,3.7215e-05,2.6443e-05,2.2115e-05,0.00043523,0.00042068,0.00041088
2163.19,0.0055023,0.0048824,0.0050198,4.3124e-05,2.5789e-05,2.1577e-05,0.00042796,0.00041322,0.00040368
2176.8,0.0054125,0.0048025,0.0049416,4.7799e-05,2.5127e-05,2.1055e-05,0.00042101,0.00040593,0.00039664
2190.4,0.0053244,0.0047244,0.0048651,4.9773e-05,2.4465e-05,2.0547e-05,0.00041429,0.00039881,0.00038977
2204.01,0.0052381,0.0046479,0.0047901,4.8439e-05,2.3813e-05,2.0055e-05,0.00040771,0.00039185,0.00038306
2217.61,0.0051534,0.004573,0.0047167,4.4243e-05,2.3182e-05,1.9576e-05,0.00040119,0.00038505,0.0003765
2231.22,0.0050703,0.0044996,0.0046447,3.838e-05,2.2581e-05,1.9111e-05,0.00039465,0.00037839,0.00037007
2244.82,0.0049891,0.004428,0.0045743,3.223e-05,2.2019e-05,1.8662e-05,0.00038811,0.00037189,0.00036381
2258.43,0.0049091,0.0043576,0.0045052,2.686e-05,2.1493e-05,1.8223e-05,0.00038152,0.00036552,0.00035767
2272.03,0.0048307,0.0042886,0.0044373,2.2901e-05,2.1003e-05,1.7798e-05,0.00037495,0.0003593,0.00035166
2285.64,0.0047538,0.0042211,0.0043709,2.0676e-05,2.0542e-05,1.7385e-05,0.00036847,0.00035321,0.00034579
2299.24,0.0046784,0.0041549,0.0043058,2.0399e-05,2.0098e-05,1.6983e-05,0.00036216,0.00034725,0.00034004
2312.85,0.0046044,0.0040902,0.004242,2.2195e-05,1.9663e-05,1.6592e-05,0.00035607,0.00034144,0.00033442
2326.45,0.0045318,0.0040267,0.0041794,2.5897e-05,1.9226e-05,1.6211e-05,0.00035024,0.00033574,0.00032892
2340.06,0.0044606,0.0039645,0.0041181,3.0837e-05,1.8788e-05,1.5845e-05,0.0003447,0.00033018,0.00032355
2353.66,0.0043907,0.0039035,0.0040579,3.581e-05,1.8339e-05,1.5486e-05,0.00033941,0.00032472,0.00031828
2367.27,0.004322,0.0038437,0.0039989,3.9438e-05,1.7886e-05,1.5138e-05,0.00033434,0.00031938,0.00031312
2380.87,0.0042546,0.0037851,0.0039409,4.0655e-05,1.7432e-05,1.4799e-05,0.00032942,0.00031414,0.00030807
2394.48,0.0041884,0.0037276,0.0038841,3.9131e-05,1.6985e-05,1.447e-05,0.00032459,0.00030902,0.00030313
2408.08,0.0041235,0.0036713,0.0038284,3.5352e-05,1.6553e-05,1.4149e-05,0.00031978,0.000304,0.00029829
2421.69,0.0040598,0.0036161,0.0037737,3.0342e-05,1.6141e-05,1.3837e-05,0.00031494,0.0002991,0.00029356
2435.29,0.0039973,0.003562,0.0037201,2.5212e-05,1.5757e-05,1.3535e-05,0.00031007,0.00029429,0.00028893
2448.9,0.0039359,0.0035089,0.0036675,2.0783e-05,1.5397e-05,1.324e-05,0.00030516,0.00028958,0.00028439
2462.5,0.0038755,0.0034568,0.0036158,1.7509e-05,1.5062e-05,1.2953e-05,0.00030024,0.00028497,0.00027993
2476.11,0.0038162,0.0034056,0.003565,1.5601e-05,1.4747e-05,1.2674e-05,0.00029537,0.00028045,0.00027557
2489.71,0.0037579,0.0033554,0.0035151,1.5205e-05,1.4446e-05,1.2402e-05,0.0002906,0.00027602,0.0002713
2503.32,0.0037006,0.0033062,0.0034662,1.6448e-05,1.4151e-05,1.2138e-05,0.000286,0.00027168,0.00026711
2516.92,0.0036445,0.003258,0.0034182,1.9293e-05,1.3856e-05,1.188e-05,0.00028159,0.00026744,0.00026301
2530.53,0.0035894,0.0032107,0.0033711,2.3343e-05,1.3559e-05,1.1631e-05,0.0002774,0.00026329,0.000259
2544.13,0.0035352,0.0031643,0.0033249,2.7749e-05,1.3254e-05,1.1387e-05,0.00027342,0.00025922,0.00025507
2557.74,0.0034819,0.0031187,0.0032794,3.1408e-05,1.2944e-05,1.1149e-05,0.0002696,0.00025522,0.00025121
2571.34,0.0034296,0.003074,0.0032347,3.3318e-05,1.2632e-05,1.0917e-05,0.00026592,0.0002513,0.00024743
2584.95,0.0033781,0.00303,0.0031908,3.2961e-05,1.2321e-05,1.0692e-05,0.00026231,0.00024746,0.00024372
2598.55,0.0033274,0.0029868,0.0031476,3.0485e-05,1.2018e-05,1.0473e-05,0.00025873,0.00024368,0.00024007
2612.16,0.0032775,0.0029443,0.0031051,2.6586e-05,1.1727e-05,1.0259e-05,0.00025512,0.00023998,0.0002365
2625.76,0.003229,0.0029031,0.0030639,2.2191e-05,1.1453e-05,1.0051e-05,0.00025151,0.00023638,0.00023303
2639.37,0.003181,0.0028623,0.003023,1.8101e-05,1.1196e-05,9.8472e-06,0.00024783,0.00023282,0.0002296
2652.97,0.0031339,0.0028222,0.0029829,1.4817e-05,1.0956e-05,9.649e-06,0.00024412,0.00022934,0.00022624
2666.58,0.0030875,0.0027829,0.0029434,1.2554e-05,1.0733e-05,9.4557e-06,0.00024041,0.00022593,0.00022295
2680.18,0.0030419,0.0027443,0.0029046,1.141e-05,1.0521e-05,9.2673e-06,0.00023674,0.00022258,0.00021971
2693.79,0.002997,0.0027063,0.0028665,1.1485e-05,1.0318e-05,9.0836e-06,0.00023316,0.00021929,0.00021654
2707.39,0.0029526,0.0026688,0.0028287,1.2882e-05,1.0118e-05,8.9045e-06,0.00022968,0.00021605,0.0002134
2721.0,0.0029099,0.0026328,0.0027925,1.555e-05,9.9172e-06,8.7299e-06,0.00022643,0.00021294,0.00021039
2734.6,0.0028671,0.0025967,0.0027561,1.9127e-05,9.7124e-06,8.5594e-06,0.00022328,0.00020983,0.00020739
2748.21,0.0028252,0.0025614,0.0027205,2.2899e-05,9.5026e-06,8.3929e-06,0.0002203,0.00020679,0.00020445
2761.81,0.002784,0.0025268,0.0026856,2.596e-05,9.2885e-06,8.2302e-06,0.00021746,0.00020381,0.00020156
2775.42,0.0027435,0.0024928,0.0026512,2.7513e-05,9.072e-06,8.0714e-06,0.00021472,0.00020088,0.00019874
2789.02,0.0027037,0.0024593,0.0026174,2.7162e-05,8.8566e-06,7.9163e-06,0.00021203,0.000198,0.00019596
2802.63,0.0026644,0.0024264,0.0025841,2.5044e-05,8.6457e-06,7.7649e-06,0.00020934,0.00019517,0.00019323
2816.23,0.0026257,0.0023939,0.0025512,2.1741e-05,8.4428e-06,7.6173e-06,0.00020663,0.00019239,0.00019054
2829.84,0.0025882,0.0023626,0.0025195,1.8015e-05,8.2507e-06,7.4732e-06,0.00020393,0.0001897,0.00018794
2843.44,0.0025509,0.0023313,0.0024878,1.4534e-05,8.0705e-06,7.3322e-06,0.00020114,0.00018702,0.00018536
2857.05,0.0025142,0.0023007,0.0024567,1.1709e-05,7.9026e-06,7.1945e-06,0.00019832,0.0001844,0.00018282
2870.65,0.0024781,0.0022706,0.0024261,9.7017e-06,7.746e-06,7.0598e-06,0.00019549,0.00018182,0.00018034
2884.26,0.0024427,0.002241,0.0023961,8.5594e-06,7.5985e-06,6.928e-06,0.00019268,0.0001793,0.0001779
2897.86,0.0024078,0.002212,0.0023665,8.3403e-06,7.4572e-06,6.7992e-06,0.00018993,0.00017682,0.0001755
2911.47,0.0023733,0.0021833,0.0023372,9.1438e-06,7.3188e-06,6.673e-06,0.00018725,0.00017437,0.00017313
2925.07,0.00234,0.0021556,0.002309,1.1018e-05,7.1818e-06,6.551e-06,0.00018473,0.00017202,0.00017085
2938.68,0.0023066,0.0021278,0.0022807,1.38e-05,7.0414e-06,6.4305e-06,0.0001823,0.00016965,0.00016857
2952.28,0.0022738,0.0021006,0.0022529,1.7043e-05,6.8978e-06,6.3129e-06,0.00017999,0.00016734,0.00016633
2965.89,0.0022416,0.0020739,0.0022256,2.0056e-05,6.7505e-06,6.1979e-06,0.0001778,0.00016507,0.00016413
2979.49,0.00221,0.0020476,0.0021987,2.2111e-05,6.6005e-06,6.0854e-06,0.00017571,0.00016284,0.00016197
2993.1,0.0021789,0.0020219,0.0021723,2.2692e-05,6.4495e-06,5.9752e-06,0.00017367,0.00016065,0.00015986
3006.7,0.0021483,0.0019965,0.0021464,2.1678e-05,6.2997e-06,5.8672e-06,0.00017166,0.0001585,0.00015777
3020.31,0.0021181,0.0019715,0.0021207,1.9369e-05,6.1536e-06,5.7614e-06,0.00016963,0.00015638,0.00015572
3033.91,0.0020886,0.0019472,0.0020957,1.6347e-05,6.0149e-06,5.6592e-06,0.0001676,0.00015431,0.00015373
3047.52,0.0020594,0.001923,0.0020709,1.3227e-05,5.8826e-06,5.558e-06,0.0001655,0.00015226,0.00015174
3061.12,0.0020306,0.0018992,0.0020464,1.0484e-05,5.759e-06,5.4592e-06,0.00016336,0.00015025,0.00014979
3074.73,0.0020022,0.0018758,0.0020223,8.3551e-06,5.6439e-06,5.3625e-06,0.00016119,0.00014827,0.00014788
3088.33,0.0019744,0.0018528,0.0019986,6.8965e-06,5.5365e-06,5.2679e-06,0.00015901,0.00014632,0.00014599
3101.94,0.001947,0.0018302,0.0019753,6.1077e-06,5.435e-06,5.1752e-06,0.00015685,0.00014441,0.00014414
3115.54,0.00192,0.001808,0.0019524,6.0321e-06,5.3374e-06,5.0842e-06,0.00015473,0.00014253,0.00014233
3129.15,0.0018935,0.0017861,0.0019298,6.7635e-06,5.2414e-06,4.9947e-06,0.00015268,0.00014069,0.00014054
3142.75,0.0018675,0.0017647,0.0019076,8.3604e-06,5.1473e-06,4.909e-06,0.00015073,0.00013888,0.00013878
3156.36,0.0018417,0.0017435,0.0018857,1.0705e-05,5.05e-06,4.8235e-06,0.00014887,0.00013709,0.00013705
3169.96,0.0018164,0.0017226,0.0018641,1.3448e-05,4.9505e-06,4.74e-06,0.00014711,0.00013533,0.00013535
3183.57,0.0017914,0.0017021,0.0018428,1.6033e-05,4.8484e-06,4.6583e-06,0.00014543,0.0001336,0.00013367
3197.17,0.0017668,0.0016818,0.0018218,1.7862e-05,4.7443e-06,4.5783e-06,0.00014383,0.0001319,0.00013201
3210.78,0.0017427,0.0016619,0.0018011,1.849e-05,4.6393e-06,4.4999e-06,0.00014227,0.00013022,0.00013039
3224.38,0.0017189,0.0016424,0.0017807,1.7784e-05,4.5346e-06,4.423e-06,0.00014073,0.00012857,0.00012879
3237.99,0.0016955,0.0016231,0.0017607,1.5956e-05,4.4318e-06,4.3472e-06,0.00013919,0.00012695,0.00012722
3251.59,0.0016725,0.0016042,0.0017411,1.3471e-05,4.3343e-06,4.2746e-06,0.00013762,0.00012535,0.00012568
3265.2,0.0016498,0.0015856,0.0017216,1.084e-05,4.2403e-06,4.2021e-06,0.00013601,0.00012378,0.00012416
3278.8,0.0016275,0.0015673,0.0017025,8.4836e-06,4.1521e-06,4.1312e-06,0.00013437,0.00012224,0.00012266
