,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4p,4p,4p,4s,4s,4s
244.89,,,,,,,2.5365,2.557,2.5929,0.55832,0.56031,0.52303,0.12205,0.12255,0.12365,0.057172,0.057179,0.051944,0.038455,0.03841,0.038714
258.49,,,,,,,2.321,2.3407,2.3736,0.53922,0.54137,0.50664,0.11744,0.11797,0.11902,0.053929,0.05396,0.04927,0.035678,0.035655,0.035938
272.1,,,,,,,2.1259,2.1449,2.175,0.52043,0.52272,0.49033,0.11305,0.1136,0.1146,0.050905,0.050954,0.046738,0.033201,0.033188,0.033453
285.7,,,,,,,1.9493,1.9676,1.9951,0.50201,0.50443,0.4742,0.10887,0.10944,0.11039,0.048079,0.048143,0.044341,0.030978,0.030971,0.031219
299.31,,,,,,,1.7894,1.807,1.8321,0.48403,0.48657,0.45832,0.10489,0.10548,0.10639,0.045428,0.045512,0.042073,0.028966,0.028969,0.029203
312.91,,,,,,,1.6457,1.6626,1.6855,0.4668,0.46944,0.44301,0.10116,0.10177,0.10263,0.042981,0.043074,0.039954,0.027153,0.027171,0.027391
326.52,,,,,,,1.5159,1.5321,1.553,0.45018,0.45292,0.42815,0.097613,0.098239,0.099069,0.040696,0.040803,0.037963,0.025513,0.02554,0.025747
340.12,,,,,,,1.3988,1.4144,1.4334,0.43427,0.4371,0.41385,0.094265,0.094908,0.095702,0.038576,0.038695,0.036102,0.024032,0.024062,0.024257
353.73,,,,,,,1.2929,1.3079,1.3252,0.41901,0.42192,0.40008,0.091087,0.091746,0.092505,0.036609,0.036734,0.034361,0.022679,0.022713,0.022898
367.33,,,,,,,1.197,1.2114,1.2272,0.40441,0.40739,0.38684,0.088066,0.088739,0.089466,0.034776,0.034911,0.032733,0.021437,0.02148,0.021656
380.94,,,,,,,1.1099,1.1236,1.138,0.39041,0.39346,0.37409,0.085191,0.085878,0.086574,0.033071,0.033213,0.031209,0.020298,0.02035,0.020517
394.54,,,,,,,1.0303,1.0435,1.0566,0.37694,0.38004,0.36178,0.082439,0.083139,0.083806,0.031481,0.031627,0.029778,0.019252,0.019309,0.019467
408.15,,,,,,,0.95769,0.97037,0.98228,0.36399,0.36714,0.34989,0.079805,0.080516,0.081156,0.029991,0.030143,0.028435,0.01829,0.018347,0.018497
421.75,,,,,,,0.89122,0.90341,0.91423,0.35153,0.35473,0.33843,0.077288,0.078011,0.078624,0.028597,0.028756,0.027173,0.017398,0.017458,0.017601
435.36,,,,,,,0.8303,0.84201,0.85182,0.33953,0.34277,0.32734,0.074874,0.075607,0.076195,0.027293,0.027454,0.025986,0.016567,0.016632,0.016769
448.96,,,,,,,0.77451,0.78575,0.79464,0.32801,0.33128,0.31668,0.072567,0.07331,0.073874,0.026069,0.026234,0.02487,0.015795,0.015867,0.015997
462.57,,,,,,,0.72335,0.73414,0.74219,0.31696,0.32026,0.30642,0.070363,0.071115,0.071656,0.024921,0.025091,0.02382,0.015081,0.015157,0.015281
476.17,,,,,,,0.6764,0.68675,0.69402,0.30636,0.30969,0.29655,0.068255,0.069014,0.069534,0.023847,0.024018,0.022832,0.01442,0.014495,0.014613
489.78,,,,,,,0.63327,0.6432,0.64976,0.29622,0.29956,0.28708,0.066242,0.067009,0.067508,0.022837,0.023011,0.021902,0.013803,0.013879,0.013992
503.38,,,,,,,0.59364,0.60316,0.60907,0.28653,0.28989,0.27802,0.064322,0.065096,0.065575,0.021888,0.022066,0.021028,0.013225,0.013304,0.013413
516.99,,,,,,,0.55709,0.56622,0.57154,0.27725,0.28062,0.26932,0.062483,0.063264,0.063724,0.020996,0.021176,0.020203,0.012682,0.012767,0.01287
530.59,,,,,,,0.52332,0.53209,0.53686,0.26834,0.27173,0.26096,0.060721,0.061508,0.06195,0.020156,0.020336,0.019422,0.012174,0.012262,0.012361
544.2,,,,,,,0.49213,0.50056,0.50482,0.25983,0.26322,0.25295,0.059037,0.05983,0.060254,0.019361,0.019544,0.018684,0.011701,0.011789,0.011884
557.8,,,,,,,0.46321,0.47131,0.47511,0.25165,0.25505,0.24524,0.057418,0.058216,0.058624,0.018608,0.018794,0.017983,0.011256,0.011344,0.011435
571.41,,,,,,,0.43637,0.44416,0.44753,0.24378,0.24718,0.23781,0.05586,0.056663,0.057055,0.017896,0.018081,0.017317,0.010834,0.010923,0.01101
585.01,,,,,,,0.41146,0.41895,0.42192,0.23623,0.23964,0.23067,0.054364,0.055172,0.055549,0.01722,0.017405,0.016683,0.010434,0.010526,0.010609
598.62,,,,,,,0.38828,0.39547,0.39809,0.22895,0.23235,0.22378,0.05292,0.053732,0.054094,0.016573,0.016761,0.016078,0.010054,0.010149,0.010229
612.22,,,,,,,0.36673,0.37364,0.37592,0.22196,0.22535,0.21714,0.051531,0.052347,0.052694,0.01596,0.016148,0.015501,0.0096949,0.0097919,0.0098689
625.83,,,,,,,0.34664,0.35327,0.35524,0.21521,0.2186,0.21072,0.050188,0.051007,0.05134,0.015376,0.015563,0.01495,0.0093552,0.0094523,0.0095262
639.43,,,,,,,0.32798,0.33434,0.33603,0.20875,0.21213,0.20458,0.048904,0.049726,0.050046,0.014821,0.015007,0.014426,0.0090356,0.0091318,0.0092027
653.04,,,,,,,0.31056,0.31666,0.31809,0.20252,0.20589,0.19864,0.047661,0.048486,0.048793,0.014289,0.014476,0.013924,0.0087302,0.0088262,0.0088943
666.64,,,,,,,0.29431,0.30017,0.30135,0.19654,0.1999,0.19293,0.046466,0.047293,0.047588,0.013783,0.013971,0.013445,0.0084384,0.0085359,0.0086013
680.25,,,,,,,0.27916,0.28478,0.28574,0.19079,0.19414,0.18744,0.045317,0.046147,0.046429,0.013303,0.013489,0.012988,0.0081601,0.0082602,0.0083231
693.85,,,,,,,0.26495,0.27034,0.2711,0.18525,0.18859,0.18214,0.044206,0.045037,0.045308,0.012843,0.013028,0.012551,0.0078949,0.0079972,0.0080575
707.46,,,,,,,0.25166,0.25684,0.25742,0.17994,0.18325,0.17704,0.043137,0.04397,0.04423,0.012403,0.012589,0.012134,0.0076442,0.007747,0.0078048
721.06,,,,,,,0.23922,0.24419,0.24459,0.17482,0.17812,0.17214,0.042107,0.042942,0.043191,0.011985,0.01217,0.011735,0.0074067,0.0075087,0.0075643
734.67,,,,,,,0.22754,0.23233,0.23257,0.1699,0.17318,0.16741,0.041115,0.041951,0.042189,0.011587,0.01177,0.011355,0.0071805,0.0072815,0.0073349
748.27,,,,,,,0.21657,0.22117,0.22126,0.16516,0.16842,0.16285,0.040155,0.040992,0.041221,0.011205,0.011387,0.01099,0.0069632,0.0070644,0.0071157
761.88,,,,,,,0.20626,0.21068,0.21064,0.16059,0.16383,0.15845,0.039228,0.040066,0.040284,0.010839,0.011021,0.010641,0.0067543,0.0068569,0.0069061
775.48,,,,,,,0.19656,0.20081,0.20064,0.15618,0.1594,0.15421,0.038332,0.039171,0.03938,0.01049,0.010671,0.010306,0.006554,0.0066585,0.0067058
789.09,,,,,,,0.18744,0.19151,0.19124,0.15193,0.15513,0.15011,0.037466,0.038305,0.038505,0.010157,0.010336,0.0099861,0.0063631,0.0064688,0.0065142
802.69,,,,,,,0.17884,0.18275,0.18236,0.14783,0.15101,0.14614,0.036627,0.037466,0.037657,0.0098371,0.010015,0.0096788,0.0061813,0.006287,0.0063305
816.3,,,,,,,0.17074,0.17448,0.174,0.14386,0.14702,0.14231,0.035813,0.036653,0.036835,0.0095293,0.0097068,0.009384,0.0060079,0.0061126,0.0061544
829.9,,,,,,,0.1631,0.16668,0.16612,0.14003,0.14316,0.1386,0.035025,0.035864,0.036038,0.0092347,0.0094116,0.0091011,0.0058415,0.0059453,0.0059854
843.51,,,,,,,0.15589,0.15933,0.15868,0.13633,0.13944,0.13502,0.034263,0.035102,0.035268,0.008954,0.0091289,0.00883,0.0056814,0.005785,0.0058235
857.11,,,,,,,0.14909,0.15238,0.15166,0.13276,0.13585,0.13156,0.033524,0.034363,0.03452,0.0086845,0.0088575,0.0085697,0.0055265,0.0056311,0.005668
870.72,,,,,,,0.14265,0.14581,0.14502,0.12931,0.13237,0.12821,0.032807,0.033645,0.033795,0.0084246,0.0085972,0.0083197,0.0053773,0.0054833,0.0055187
884.32,,,,,,,0.13657,0.1396,0.13875,0.12598,0.12901,0.12497,0.032112,0.032949,0.033092,0.008175,0.0083472,0.0080794,0.0052343,0.0053412,0.0053751
897.93,,,,,,,0.13083,0.13372,0.13282,0.12276,0.12577,0.12185,0.03144,0.032277,0.032412,0.0079372,0.0081078,0.0078492,0.0050983,0.0052051,0.0052375
911.53,,,,,,,0.12538,0.12816,0.1272,0.11965,0.12263,0.11882,0.030788,0.031623,0.031752,0.0077091,0.0078774,0.0076276,0.004968,0.005074,0.005105
925.14,,,,,,,0.12022,0.12289,0.12189,0.11665,0.1196,0.11589,0.030156,0.03099,0.031112,0.0074895,0.0076563,0.0074148,0.0048432,0.004948,0.0049777
938.74,,,,,,,0.11533,0.11788,0.11684,0.11375,0.11667,0.11306,0.029542,0.030376,0.030491,0.0072775,0.0074437,0.00721,0.0047226,0.0048267,0.0048551
952.35,,,,,,,0.11069,0.11313,0.11205,0.11093,0.11383,0.11032,0.028945,0.029777,0.029886,0.0070736,0.0072387,0.0070124,0.0046052,0.0047096,0.0047367
965.95,,,,,,,0.10629,0.10863,0.10752,0.10822,0.1111,0.10767,0.028371,0.029202,0.029304,0.0068796,0.0070426,0.0068233,0.0044924,0.0045976,0.0046236
979.56,,,,,,,0.10211,0.10435,0.1032,0.1056,0.10844,0.10511,0.027811,0.02864,0.028736,0.0066922,0.006853,0.0066404,0.0043832,0.0044892,0.004514
993.16,,,,,,,0.098135,0.10027,0.099101,0.10305,0.10587,0.10262,0.027267,0.028095,0.028185,0.0065109,0.0066704,0.0064641,0.0042784,0.0043848,0.0044084
1006.77,,,,,,,0.094352,0.096393,0.095197,0.10059,0.10338,0.1002,0.026738,0.027564,0.027648,0.0063352,0.006494,0.0062938,0.0041778,0.0042838,0.0043063
1020.37,,,,,,,0.090762,0.092708,0.091491,0.098205,0.10097,0.097872,0.026226,0.02705,0.027128,0.0061669,0.0063244,0.0061299,0.0040816,0.0041865,0.004208
1033.98,,,,,,,0.087338,0.089193,0.087957,0.095888,0.098623,0.0956,0.025725,0.026548,0.02662,0.0060047,0.00616,0.005971,0.0039883,0.0040922,0.0041126
1047.58,,,,,,,0.084079,0.085845,0.084593,0.093645,0.096351,0.093399,0.025239,0.026059,0.026127,0.0058481,0.0060014,0.0058176,0.0038976,0.0040011,0.0040205
1061.19,,,,,,,0.080973,0.082654,0.081388,0.09147,0.094148,0.091263,0.024766,0.025584,0.025646,0.0056961,0.0058482,0.0056694,0.0038093,0.0039129,0.0039314
1074.79,,,,,,,0.078003,0.079602,0.078325,0.089356,0.092006,0.089186,0.024305,0.025121,0.025178,0.0055486,0.0056998,0.0055257,0.0037232,0.0038275,0.003845
1088.4,,,,,,,0.075189,0.076711,0.075424,0.087314,0.089935,0.087178,0.023857,0.024671,0.024723,0.0054072,0.0055569,0.0053873,0.0036401,0.0037451,0.0037616
1102.0,,,,,,,0.072494,0.073941,0.072646,0.085327,0.08792,0.085222,0.02342,0.024231,0.024279,0.0052708,0.0054183,0.0052531,0.0035598,0.003665,0.0036806
1115.61,,,,,,,0.069923,0.071298,0.069997,0.083401,0.085965,0.083325,0.022995,0.023804,0.023846,0.005139,0.0052843,0.0051232,0.0034828,0.0035874,0.0036022
1129.21,,,,,,,0.067468,0.068774,0.067468,0.081534,0.084069,0.081484,0.022581,0.023387,0.023425,0.0050108,0.0051547,0.0049976,0.0034087,0.0035123,0.0035262
1142.82,,,,,,,0.065127,0.066367,0.065058,0.079723,0.08223,0.079699,0.022178,0.022982,0.023015,0.0048867,0.0050295,0.0048762,0.003337,0.0034396,0.0034526
1156.42,,,,,,,0.062881,0.064058,0.062747,0.077963,0.080441,0.077961,0.021785,0.022586,0.022615,0.0047669,0.0049081,0.0047584,0.0032671,0.003369,0.0033812
1170.03,,,,,,,0.060738,0.061851,0.06054,0.076255,0.078704,0.076274,0.021402,0.022201,0.022225,0.0046516,0.0047906,0.0046444,0.0031988,0.0033005,0.003312
1183.63,,,,,,,0.058688,0.059741,0.05843,0.074597,0.077018,0.074636,0.021029,0.021825,0.021845,0.0045401,0.0046769,0.004534,0.0031321,0.0032341,0.0032448
1197.24,,,,,,,0.056727,0.057721,0.056412,0.072989,0.075382,0.073045,0.020666,0.021459,0.021475,0.0044317,0.0045669,0.0044272,0.0030673,0.0031697,0.0031797
1210.84,,,,,,,0.054851,0.055788,0.054481,0.071427,0.073792,0.071499,0.020312,0.021102,0.021115,0.0043262,0.0044604,0.0043237,0.0030048,0.0031073,0.0031166
1224.45,,,,,,,0.053052,0.053932,0.052628,0.06991,0.072246,0.069996,0.019967,0.020755,0.020763,0.0042244,0.0043571,0.0042234,0.0029446,0.0030467,0.0030553
1238.05,,,,,,,0.051328,0.052153,0.050853,0.068434,0.070743,0.068534,0.019631,0.020415,0.02042,0.0041262,0.004257,0.0041262,0.0028866,0.0029878,0.0029957
1251.66,,,,,,,0.049675,0.050447,0.049153,0.067,0.06928,0.067111,0.019302,0.020084,0.020085,0.0040313,0.00416,0.0040319,0.0028304,0.0029306,0.0029378
1265.26,,,,,,,0.048091,0.048811,0.047523,0.065605,0.067857,0.065726,0.018982,0.01976,0.019757,0.0039389,0.0040659,0.0039404,0.0027758,0.002875,0.0028816
1278.87,,,,,,,0.046572,0.047241,0.045959,0.06425,0.066474,0.064381,0.01867,0.019445,0.019439,0.0038489,0.0039748,0.0038518,0.0027225,0.0028211,0.0028271
1292.47,,,,,,,0.045112,0.045733,0.044459,0.062931,0.065127,0.06307,0.018365,0.019137,0.019127,0.0037617,0.0038863,0.0037658,0.0026702,0.0027687,0.002774
1306.08,,,,,,,0.04371,0.044284,0.043018,0.061647,0.063815,0.061793,0.018067,0.018836,0.018823,0.0036775,0.0038005,0.0036823,0.002619,0.0027176,0.0027224
1319.68,,,,,,,0.042363,0.042893,0.041634,0.060396,0.062537,0.060548,0.017776,0.018542,0.018525,0.0035961,0.0037171,0.0036012,0.0025691,0.002668,0.0026721
1333.29,,,,,,,0.041068,0.041556,0.040307,0.059178,0.061291,0.059336,0.017491,0.018254,0.018234,0.003517,0.0036362,0.0035224,0.0025208,0.0026196,0.0026232
1346.89,,,,,,,0.039825,0.040272,0.039032,0.057997,0.060083,0.058159,0.017214,0.017974,0.01795,0.00344,0.0035578,0.0034462,0.0024745,0.0025728,0.0025758
1360.5,,,,,,,0.03863,0.039037,0.037807,0.056842,0.058901,0.057007,0.016942,0.017698,0.017672,0.0033648,0.0034815,0.0033719,0.0024294,0.0025269,0.0025293
1374.1,,,,,,,0.03748,0.037849,0.036629,0.055719,0.057751,0.055887,0.016676,0.017429,0.0174,0.0032921,0.0034075,0.0032998,0.0023859,0.0024823,0.0024843
1387.71,,,,,,,0.036373,0.036706,0.035496,0.054626,0.056631,0.054796,0.016417,0.017166,0.017134,0.0032219,0.0033356,0.0032298,0.0023435,0.0024389,0.0024404
1401.31,,,,,,,0.035309,0.035606,0.034407,0.05356,0.055538,0.053731,0.016163,0.016909,0.016874,0.0031539,0.0032657,0.0031618,0.0023018,0.0023966,0.0023976
1414.92,,,,,,,0.034284,0.034547,0.033359,0.05252,0.054471,0.052691,0.015914,0.016656,0.016618,0.0030875,0.0031977,0.0030955,0.0022607,0.0023553,0.0023557
1428.52,,,,,,,0.0333,0.03353,0.032352,0.051513,0.053438,0.051685,0.015673,0.016411,0.016371,0.0030229,0.0031321,0.0030315,0.0022208,0.0023154,0.0023154
1442.13,0.11073,0.10733,0.10493,,,,0.032351,0.032548,0.031382,0.050529,0.052427,0.0507,0.015435,0.016171,0.016127,0.0029599,0.003068,0.0029691,0.0021816,0.0022763,0.0022758
1455.73,0.10926,0.10588,0.10353,,,,0.031437,0.031602,0.030447,0.04957,0.051442,0.04974,0.015204,0.015935,0.015889,0.002899,0.0030057,0.0029085,0.0021436,0.0022382,0.0022373
1469.34,0.10782,0.10446,0.10215,,,,0.030556,0.03069,0.029547,0.048636,0.050482,0.048804,0.014977,0.015705,0.015656,0.0028402,0.0029452,0.0028495,0.0021069,0.0022011,0.0021997
1482.94,0.1064,0.10306,0.10079,,,,0.029706,0.029809,0.028678,0.047722,0.049543,0.047888,0.014755,0.015479,0.015428,0.002783,0.0028861,0.0027919,0.0020714,0.0021649,0.002163
1496.55,0.10502,0.1017,0.099473,,,,0.02889,0.028963,0.027844,0.046839,0.048633,0.047002,0.014539,0.015259,0.015206,0.0027274,0.0028291,0.0027363,0.0020373,0.0021298,0.0021275
1510.15,0.10364,0.10035,0.098161,,,,0.0281,0.028144,0.027037,0.045971,0.047741,0.046132,0.014326,0.015043,0.014987,0.0026727,0.0027732,0.0026819,0.0020037,0.0020953,0.0020926
1523.76,0.1023,0.099022,0.096875,,,,0.027338,0.027354,0.02626,0.045127,0.046871,0.045284,0.014118,0.014832,0.014773,0.0026196,0.0027189,0.002629,0.0019709,0.0020617,0.0020586
1537.36,0.10097,0.097719,0.095612,,,,0.026603,0.026591,0.025509,0.044303,0.046022,0.044456,0.013915,0.014625,0.014564,0.0025682,0.0026661,0.0025775,0.0019385,0.0020289,0.0020255
1550.97,0.099672,0.096438,0.094369,,,,0.025891,0.025854,0.024785,0.0435,0.045193,0.043648,0.013716,0.014422,0.014359,0.0025184,0.0026146,0.0025272,0.0019067,0.0019969,0.0019931
1564.57,0.098384,0.095172,0.093141,,,,0.025203,0.025141,0.024084,0.042713,0.044382,0.042857,0.013521,0.014223,0.014158,0.0024698,0.0025643,0.0024782,0.0018754,0.0019656,0.0019614
1578.18,0.097131,0.09394,0.091947,,,,0.024542,0.024456,0.023412,0.041951,0.043595,0.04209,0.013331,0.014029,0.013962,0.0024225,0.0025156,0.0024307,0.001845,0.0019352,0.0019307
1591.78,0.095888,0.092719,0.090762,,,,0.0239,0.023792,0.02276,0.041202,0.042822,0.041336,0.013144,0.013838,0.013769,0.0023758,0.0024678,0.0023841,0.0018154,0.0019054,0.0019005
1605.39,0.094665,0.091518,0.089598,0.028307,0.02732,0.027042,0.02328,0.02315,0.022131,0.040472,0.042068,0.040601,0.01296,0.013651,0.013579,0.0023304,0.0024213,0.0023388,0.0017868,0.0018762,0.001871
1618.99,0.093463,0.090338,0.088453,0.028091,0.0271,0.026825,0.022681,0.02253,0.021523,0.03976,0.041331,0.039883,0.012781,0.013468,0.013394,0.0022864,0.0023759,0.0022945,0.0017591,0.0018478,0.0018421
1632.6,0.092279,0.089177,0.087327,0.027877,0.026882,0.026611,0.0221,0.021929,0.020935,0.039064,0.040611,0.039181,0.012605,0.013288,0.013213,0.0022437,0.0023317,0.0022514,0.0017322,0.0018199,0.001814
1646.2,0.091118,0.088038,0.086223,0.027665,0.026667,0.026399,0.021542,0.021352,0.02037,0.038386,0.039909,0.038496,0.012433,0.013112,0.013035,0.0022023,0.0022886,0.0022094,0.0017058,0.0017927,0.0017864
1659.81,0.089969,0.086912,0.085131,0.027455,0.026454,0.026189,0.020998,0.020789,0.01982,0.03772,0.039221,0.037825,0.012264,0.012939,0.01286,0.0021615,0.0022464,0.0021682,0.0016799,0.001766,0.0017595
1673.41,0.088838,0.085804,0.084056,0.027247,0.026243,0.02598,0.020473,0.020246,0.01929,0.037071,0.038548,0.037169,0.012098,0.012769,0.012688,0.0021215,0.0022052,0.0021281,0.0016542,0.0017399,0.0017331
1687.02,0.087726,0.084715,0.083,0.02704,0.026034,0.025774,0.019965,0.019721,0.018777,0.036437,0.03789,0.036527,0.011935,0.012603,0.01252,0.0020823,0.0021651,0.0020889,0.0016289,0.0017144,0.0017072
1700.62,0.086632,0.083645,0.081962,0.026836,0.025827,0.025571,0.019474,0.019212,0.018281,0.035817,0.037248,0.035901,0.011776,0.012439,0.012354,0.0020444,0.0021259,0.0020507,0.001604,0.0016894,0.0016819
1714.23,0.085557,0.082592,0.080941,0.026634,0.025623,0.025369,0.018998,0.01872,0.017801,0.035212,0.03662,0.035289,0.011619,0.012279,0.012193,0.0020076,0.0020876,0.0020134,0.0015797,0.001665,0.0016572
1727.83,0.084499,0.081558,0.079938,0.026435,0.025421,0.025171,0.018539,0.018245,0.017338,0.034622,0.036007,0.034691,0.011466,0.012122,0.012034,0.0019718,0.0020503,0.0019771,0.001556,0.0016411,0.001633
1741.44,0.083457,0.080539,0.078949,0.026237,0.025221,0.024974,0.018093,0.017782,0.016888,0.034044,0.035406,0.034106,0.011316,0.011968,0.011878,0.0019367,0.0020139,0.0019415,0.0015332,0.0016177,0.0016093
1755.04,0.08243,0.079535,0.077976,0.026041,0.025024,0.024779,0.017661,0.017335,0.016452,0.033479,0.034819,0.033533,0.011169,0.011816,0.011725,0.0019022,0.0019782,0.0019068,0.001511,0.0015947,0.0015861
1768.65,0.081418,0.078547,0.077018,0.025847,0.024828,0.024586,0.017243,0.016901,0.016031,0.032926,0.034244,0.032973,0.011024,0.011668,0.011575,0.0018683,0.0019434,0.0018728,0.0014894,0.0015723,0.0015634
1782.25,0.080423,0.077576,0.076076,0.025655,0.024634,0.024395,0.016837,0.016481,0.015623,0.032386,0.033682,0.032425,0.010882,0.011522,0.011427,0.0018353,0.0019094,0.0018397,0.0014682,0.0015502,0.0015411
1795.86,0.079444,0.07662,0.075149,0.025464,0.024442,0.024206,0.016444,0.016073,0.015228,0.031858,0.033132,0.03189,0.010742,0.011378,0.011282,0.0018033,0.0018763,0.0018073,0.0014474,0.0015286,0.0015193
1809.46,0.078482,0.075682,0.074239,0.025278,0.024254,0.024021,0.016063,0.015679,0.014845,0.031342,0.032595,0.031366,0.010607,0.011238,0.011141,0.0017723,0.0018439,0.0017758,0.0014269,0.0015076,0.001498
1823.07,0.077534,0.074758,0.073343,0.025092,0.024067,0.023837,0.015693,0.015295,0.014473,0.030838,0.03207,0.030854,0.010473,0.0111,0.011002,0.0017419,0.0018122,0.0017449,0.0014066,0.001487,0.0014772
1836.67,0.0766,0.073847,0.072459,0.024908,0.023882,0.023655,0.015333,0.014923,0.014113,0.030344,0.031555,0.030352,0.010341,0.010965,0.010865,0.001712,0.0017813,0.0017147,0.0013865,0.0014667,0.0014567
1850.28,0.075678,0.07295,0.071589,0.024726,0.023698,0.023475,0.014984,0.014562,0.013764,0.029861,0.03105,0.029861,0.010212,0.010832,0.010731,0.0016826,0.001751,0.0016852,0.0013669,0.0014469,0.0014366
1863.88,0.07477,0.072065,0.070731,0.024545,0.023517,0.023296,0.014645,0.014212,0.013425,0.029387,0.030556,0.029379,0.010086,0.010701,0.010598,0.0016538,0.0017214,0.0016563,0.0013477,0.0014274,0.0014169
1877.49,0.073875,0.071194,0.069886,0.024365,0.023336,0.023118,0.014315,0.013872,0.013097,0.028923,0.030071,0.028907,0.0099607,0.010572,0.010468,0.0016259,0.0016924,0.0016281,0.001329,0.0014083,0.0013976
1891.09,0.072999,0.070342,0.06906,0.024191,0.023161,0.022946,0.013996,0.013543,0.012779,0.028472,0.0296,0.028448,0.0098397,0.010447,0.010342,0.001599,0.0016642,0.0016006,0.0013111,0.0013898,0.0013788
1904.7,0.072132,0.069498,0.068241,0.024015,0.022985,0.022773,0.013685,0.013222,0.01247,0.028029,0.029136,0.027996,0.0097195,0.010323,0.010217,0.0015727,0.0016365,0.0015737,0.0012935,0.0013714,0.0013603
1918.3,0.071278,0.068669,0.067436,0.023842,0.022811,0.022602,0.013383,0.012911,0.01217,0.027594,0.028682,0.027554,0.0096019,0.010201,0.010094,0.0015468,0.0016095,0.0015473,0.0012764,0.0013535,0.0013421
1931.91,0.070436,0.06785,0.066643,0.02367,0.022639,0.022433,0.013089,0.012609,0.011878,0.027169,0.028237,0.02712,0.0094863,0.010082,0.0099729,0.0015214,0.001583,0.0015215,0.0012597,0.0013359,0.0013243
1945.51,0.069605,0.067043,0.06586,0.0235,0.022468,0.022266,0.012803,0.012315,0.011596,0.026752,0.0278,0.026695,0.0093726,0.0099641,0.009854,0.0014963,0.0015571,0.0014963,0.0012431,0.0013186,0.0013069
1959.12,0.068784,0.066247,0.065087,0.02333,0.022299,0.022099,0.012526,0.01203,0.011321,0.026343,0.027371,0.026278,0.0092606,0.009848,0.0097368,0.0014719,0.0015317,0.0014715,0.0012265,0.0013016,0.0012897
1972.72,0.067987,0.065473,0.064336,0.023167,0.022135,0.021938,0.012257,0.011753,0.011055,0.025947,0.026956,0.025874,0.0091523,0.0097358,0.0096235,0.0014485,0.0015071,0.0014476,0.0012104,0.0012851,0.0012731
1986.33,0.067188,0.064698,0.063584,0.022999,0.021968,0.021774,0.011996,0.011484,0.010797,0.025554,0.026543,0.025472,0.0090436,0.0096229,0.0095096,0.0014255,0.0014828,0.0014239,0.0011942,0.0012687,0.0012564
1999.93,0.066405,0.063939,0.062848,0.022834,0.021803,0.021612,0.011741,0.011222,0.010546,0.02517,0.026141,0.02508,0.0089375,0.0095128,0.0093984,0.001403,0.001459,0.0014007,0.0011784,0.0012526,0.0012402
2013.54,0.065634,0.063192,0.062123,0.022672,0.021641,0.021453,0.011494,0.010967,0.010302,0.024795,0.025747,0.024697,0.0088334,0.0094046,0.0092893,0.001381,0.0014358,0.0013781,0.001163,0.0012369,0.0012243
2027.14,0.064874,0.062456,0.061408,0.022511,0.021481,0.021296,0.011253,0.01072,0.010064,0.024427,0.02536,0.024321,0.008731,0.0092983,0.0091819,0.0013592,0.0014131,0.001356,0.0011481,0.0012215,0.0012087
