,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4p,4p,4p,4s,4s,4s
217.68,,,,,,,2.5813,2.5974,2.63,0.61875,0.62111,0.58345,0.13865,0.13906,0.14107,0.0065541,0.0064227,0.0059092,0.026552,0.026389,0.026787
231.28,,,,,,,2.316,2.3281,2.3577,0.59504,0.59747,0.56274,0.13254,0.13297,0.13482,0.0059146,0.0060507,0.0055947,0.024442,0.024306,0.024669
244.89,,,,,,,2.0826,2.0916,2.1186,0.57176,0.57424,0.54216,0.12678,0.12722,0.12894,0.0057825,0.005709,0.0052985,0.0223,0.022481,0.022803
258.49,,,,,,,1.8748,1.8832,1.9078,0.54901,0.55153,0.52185,0.12135,0.1218,0.12339,0.0053542,0.0053826,0.0050185,0.020754,0.020867,0.021147
272.1,,,,,,,1.689,1.6989,1.7214,0.5268,0.52937,0.50186,0.1162,0.11666,0.11814,0.0050147,0.0050848,0.0047527,0.01956,0.01941,0.019663
285.7,,,,,,,1.5238,1.5358,1.5562,0.50526,0.50786,0.48233,0.11134,0.11181,0.11319,0.0048927,0.0047979,0.0045004,0.018174,0.018094,0.01833
299.31,,,,,,,1.3782,1.3914,1.4098,0.48451,0.48713,0.46341,0.10678,0.10726,0.10853,0.0044143,0.0045315,0.004262,0.016758,0.016918,0.01713
312.91,,,,,,,1.2503,1.263,1.2796,0.46444,0.46709,0.44501,0.10244,0.10293,0.10412,0.0043096,0.0042833,0.0040359,0.015719,0.015852,0.01604
326.52,,,,,,,1.1382,1.1492,1.1641,0.44531,0.44798,0.42739,0.098376,0.098871,0.099986,0.0040772,0.0040459,0.0038237,0.014961,0.014883,0.015054
340.12,,,,,,,1.0391,1.0479,1.0614,0.42707,0.42974,0.41052,0.09455,0.095052,0.096095,0.0037176,0.0038296,0.0036247,0.014099,0.013996,0.014158
353.73,,,,,,,0.95062,0.9576,0.96985,0.40973,0.41242,0.39444,0.090953,0.091461,0.092438,0.0036839,0.0036272,0.0034387,0.013111,0.013192,0.013343
367.33,,,,,,,0.87056,0.87682,0.88798,0.39322,0.39591,0.37907,0.087552,0.088067,0.088983,0.0034337,0.0034352,0.0032646,0.012293,0.012463,0.012598
380.94,,,,,,,0.79779,0.80435,0.81453,0.37748,0.38018,0.36438,0.084334,0.084853,0.085714,0.0031632,0.003261,0.0031018,0.011749,0.011793,0.011915
394.54,,,,,,,0.73175,0.73923,0.74848,0.3625,0.3652,0.35036,0.081285,0.081809,0.082618,0.0031498,0.003097,0.0029497,0.011262,0.011173,0.011288
408.15,,,,,,,0.6721,0.68052,0.68888,0.34819,0.35089,0.33693,0.078386,0.078914,0.079676,0.0029405,0.0029414,0.0028072,0.010638,0.0106,0.01071
421.75,,,,,,,0.61862,0.62749,0.63502,0.33453,0.33722,0.32407,0.075628,0.07616,0.076877,0.0027054,0.0027998,0.0026738,0.0099636,0.010073,0.010176
435.36,,,,,,,0.57094,0.57954,0.5863,0.32149,0.32419,0.31178,0.073007,0.073543,0.074219,0.002699,0.0026667,0.002549,0.0094408,0.0095902,0.0096832
448.96,,,,,,,0.52836,0.53607,0.54213,0.30906,0.31175,0.30004,0.070512,0.07105,0.071687,0.002561,0.0025397,0.002432,0.0091005,0.0091409,0.0092259
462.57,,,,,,,0.49011,0.4966,0.50205,0.29719,0.29987,0.2888,0.068135,0.068676,0.069277,0.0023347,0.0024234,0.0023223,0.0087845,0.0087203,0.0088014
476.17,,,,,,,0.45543,0.46074,0.46566,0.28589,0.28856,0.27809,0.065877,0.06642,0.066988,0.0023096,0.0023153,0.0022196,0.0083621,0.0083288,0.0084075
489.78,,,,,,,0.42361,0.4281,0.43256,0.27516,0.27781,0.26789,0.063731,0.064277,0.064813,0.0022578,0.0022115,0.0021234,0.0078828,0.007967,0.0080413
503.38,,,,,,,0.39412,0.39829,0.40234,0.2649,0.26754,0.25814,0.061681,0.062229,0.062736,0.0020541,0.002115,0.0020327,0.0074888,0.0076313,0.0076991
516.99,,,,,,,0.36677,0.37109,0.37476,0.25515,0.25778,0.24885,0.059733,0.060282,0.060762,0.0019729,0.0020264,0.0019476,0.0072376,0.0073181,0.0073799
530.59,,,,,,,0.34146,0.34623,0.34953,0.24588,0.2485,0.24001,0.057879,0.05843,0.058884,0.0019845,0.0019412,0.0018675,0.0070448,0.0070229,0.0070815
544.2,,,,,,,0.31815,0.32341,0.32637,0.23702,0.23962,0.23154,0.056104,0.056656,0.057086,0.0018542,0.0018599,0.0017917,0.0067907,0.0067436,0.0068009
557.8,,,,,,,0.29687,0.30248,0.30511,0.22858,0.23116,0.22346,0.05441,0.054963,0.05537,0.0017089,0.0017852,0.00172,0.006455,0.0064819,0.0065373
571.41,,,,,,,0.27759,0.28323,0.28555,0.22051,0.22307,0.21574,0.05279,0.053343,0.05373,0.0017077,0.0017144,0.0016521,0.0061234,0.0062372,0.0062889
585.01,,,,,,,0.26013,0.26548,0.26751,0.21279,0.21533,0.20833,0.051236,0.051789,0.052155,0.0016844,0.0016455,0.0015876,0.0058839,0.0060071,0.0060541
598.62,,,,,,,0.24434,0.24912,0.25089,0.20542,0.20795,0.20126,0.04975,0.050304,0.050651,0.0015419,0.0015807,0.0015263,0.0057374,0.0057891,0.0058326
612.22,,,,,,,0.22991,0.23399,0.23554,0.19836,0.20087,0.19448,0.048322,0.048876,0.049205,0.0014579,0.0015206,0.001468,0.0056042,0.0055805,0.0056224
625.83,,,,,,,0.2166,0.22002,0.22136,0.19162,0.1941,0.18799,0.046954,0.047509,0.047821,0.0014772,0.0014626,0.0014125,0.0054104,0.0053822,0.0054234
639.43,,,,,,,0.20415,0.20704,0.20822,0.18515,0.18761,0.18176,0.045637,0.046191,0.046487,0.0014314,0.0014062,0.0013596,0.0051564,0.005194,0.005234
653.04,,,,,,,0.19243,0.19504,0.19606,0.17897,0.18141,0.1758,0.044376,0.04493,0.045211,0.001305,0.0013534,0.0013092,0.0049108,0.0050172,0.0050546
666.64,,,,,,,0.18133,0.1839,0.18478,0.17305,0.17547,0.17009,0.043164,0.043718,0.043984,0.0012528,0.0013042,0.0012612,0.0047351,0.0048499,0.004884
680.25,,,,,,,0.17083,0.17355,0.17431,0.16738,0.16978,0.16462,0.042,0.042553,0.042805,0.0012744,0.0012564,0.0012154,0.0046308,0.0046902,0.0047217
693.85,,,,,,,0.16097,0.16396,0.16459,0.16196,0.16434,0.15938,0.040883,0.041436,0.041675,0.0012292,0.0012101,0.0011718,0.0045438,0.0045372,0.0045675
707.46,,,,,,,0.15177,0.15503,0.15554,0.15678,0.15913,0.15437,0.03981,0.040362,0.04059,0.0011209,0.0011668,0.0011303,0.0044148,0.0043908,0.0044207
721.06,,,,,,,0.14327,0.14671,0.1471,0.15181,0.15414,0.14955,0.038778,0.03933,0.039545,0.0010777,0.0011263,0.0010907,0.0042323,0.0042515,0.0042809
734.67,,,,,,,0.13548,0.13895,0.13922,0.14704,0.14935,0.14493,0.037785,0.038336,0.03854,0.0010995,0.001087,0.0010529,0.0040375,0.0041197,0.0041476
748.27,,,,,,,0.12837,0.13171,0.13187,0.14247,0.14475,0.1405,0.03683,0.037379,0.037573,0.0010695,0.0010488,0.0010168,0.0038835,0.0039948,0.0040204
761.88,,,,,,,0.12188,0.12493,0.125,0.13808,0.14034,0.13625,0.035909,0.036458,0.036641,0.00097712,0.0010129,0.00098239,0.0037906,0.0038758,0.0038991
775.48,,,,,,,0.11591,0.11858,0.11857,0.13387,0.13611,0.13215,0.035022,0.03557,0.035743,0.00092854,0.00097937,0.00094951,0.0037333,0.0037612,0.0037832
789.09,,,,,,,0.11037,0.11263,0.11254,0.12981,0.13203,0.12822,0.034165,0.034712,0.034876,0.00094658,0.00094696,0.00091807,0.0036637,0.0036507,0.0036723
802.69,,,,,,,0.10515,0.10704,0.10689,0.12592,0.12812,0.12443,0.033338,0.033884,0.034039,0.0009397,0.00091524,0.00088802,0.0035507,0.0035447,0.0035662
816.3,,,,,,,0.10018,0.1018,0.10159,0.12218,0.12435,0.12078,0.03254,0.033084,0.033231,0.00086673,0.00088512,0.00085929,0.0034031,0.0034437,0.0034647
829.9,,,,,,,0.095412,0.096873,0.096622,0.11858,0.12073,0.11728,0.031769,0.032312,0.032451,0.00080617,0.00085709,0.00083183,0.0032588,0.0033479,0.0033675
843.51,,,,,,,0.090809,0.092243,0.091951,0.11511,0.11723,0.1139,0.031023,0.031564,0.031695,0.00081043,0.00083025,0.00080551,0.0031531,0.0032564,0.0032743
857.11,,,,,,,0.086379,0.087892,0.08756,0.11177,0.11388,0.11065,0.030302,0.030843,0.030966,0.00082481,0.00080391,0.00078034,0.0030939,0.0031687,0.003185
870.72,,,,,,,0.082144,0.083802,0.083432,0.10856,0.11064,0.10752,0.029606,0.030144,0.03026,0.00078175,0.0007785,0.00075625,0.0030574,0.0030839,0.0030993
884.32,,,,,,,0.078133,0.079954,0.079546,0.10548,0.10753,0.1045,0.028933,0.02947,0.029579,0.00071451,0.00075475,0.00073318,0.0030079,0.003002,0.0030172
897.93,,,,,,,0.074371,0.076329,0.075883,0.1025,0.10453,0.10159,0.02828,0.028815,0.028918,0.0006935,0.00073234,0.00071104,0.0029231,0.002923,0.0029382
911.53,,,,,,,0.070884,0.072914,0.07243,0.099637,0.10165,0.098795,0.027651,0.028185,0.028281,0.0007136,0.00071052,0.00068986,0.0028098,0.0028477,0.0028625
925.14,,,,,,,0.067674,0.069691,0.069172,0.096879,0.098867,0.096097,0.027041,0.027573,0.027663,0.00070776,0.00068909,0.00066952,0.0026961,0.0027759,0.0027897
938.74,,,,,,,0.064732,0.066648,0.066096,0.094222,0.096187,0.093496,0.026451,0.026982,0.027066,0.00065349,0.00066869,0.00064999,0.0026101,0.0027072,0.0027197
952.35,,,,,,,0.062032,0.063771,0.06319,0.091665,0.093608,0.090993,0.025882,0.026411,0.026489,0.00060631,0.00064965,0.00063127,0.0025618,0.0026413,0.0026526
965.95,,,,,,,0.059529,0.061042,0.060436,0.089189,0.091109,0.088566,0.025327,0.025854,0.025927,0.00060687,0.00063136,0.0006132,0.0025369,0.0025772,0.0025876
979.56,,,,,,,0.05719,0.058459,0.057833,0.086806,0.088703,0.086229,0.024791,0.025316,0.025384,0.00062527,0.00061336,0.00059585,0.0025093,0.002515,0.0025252
993.16,,,,,,,0.054969,0.056009,0.055368,0.084504,0.086379,0.083972,0.024271,0.024795,0.024858,0.00060699,0.00059574,0.00057914,0.0024567,0.0024547,0.0024649
1006.77,,,,,,,0.052832,0.053686,0.053034,0.082283,0.084136,0.081791,0.023767,0.024289,0.024347,0.00055552,0.00057907,0.00056305,0.0023757,0.0023967,0.0024069
1020.37,,,,,,,0.050748,0.051478,0.050817,0.080134,0.081965,0.079681,0.023278,0.023797,0.023851,0.00052323,0.00056338,0.00054752,0.0022827,0.002341,0.0023507
1033.98,,,,,,,0.048709,0.049385,0.048718,0.078062,0.07987,0.077644,0.022803,0.023321,0.02337,0.00053177,0.00054822,0.00053256,0.0022018,0.0022877,0.0022965
1047.58,,,,,,,0.046709,0.047398,0.046724,0.076057,0.077844,0.075673,0.022343,0.022858,0.022903,0.00054664,0.00053319,0.00051812,0.0021488,0.0022364,0.0022441
1061.19,,,,,,,0.044758,0.045511,0.044832,0.074119,0.075883,0.073766,0.021895,0.022408,0.022449,0.00052581,0.00051851,0.00050417,0.0021231,0.0021866,0.0021934
1074.79,,,,,,,0.042875,0.043722,0.043038,0.072245,0.073988,0.071922,0.021459,0.021971,0.022007,0.00048034,0.00050462,0.00049071,0.0021092,0.002138,0.0021444
1088.4,,,,,,,0.041069,0.042018,0.041327,0.07043,0.072152,0.070135,0.021036,0.021546,0.021578,0.00045482,0.00049151,0.00047769,0.0020859,0.0020905,0.0020968
1102.0,,,,,,,0.039366,0.040402,0.039704,0.068678,0.070377,0.068408,0.020625,0.021133,0.021162,0.00046417,0.00047879,0.00046513,0.0020397,0.0020445,0.0020509
1115.61,,,,,,,0.037777,0.038864,0.038159,0.066982,0.06866,0.066736,0.020226,0.020731,0.020756,0.00047813,0.00046617,0.00045299,0.001972,0.002,0.0020063
1129.21,0.15209,0.14847,0.14465,,,,0.036309,0.037401,0.036689,0.06534,0.066997,0.065118,0.019837,0.020341,0.020362,0.00046122,0.00045382,0.00044126,0.0018976,0.0019572,0.0019632
1142.82,0.14958,0.14595,0.14221,,,,0.034958,0.036006,0.035288,0.063751,0.065387,0.06355,0.01946,0.019961,0.019979,0.00042148,0.00044211,0.00042991,0.0018348,0.0019161,0.0019213
1156.42,0.14712,0.1435,0.13982,,,,0.03372,0.034679,0.033955,0.062214,0.063829,0.062032,0.019092,0.019591,0.019606,0.00039669,0.00043108,0.00041895,0.0017949,0.0018764,0.0018808
1170.03,0.14472,0.14109,0.13749,,,,0.032577,0.033411,0.032683,0.060726,0.06232,0.060562,0.018735,0.019232,0.019243,0.00040287,0.00042039,0.00040835,0.001777,0.0018378,0.0018415
1183.63,0.14237,0.13874,0.1352,,,,0.031512,0.032199,0.03147,0.059285,0.060859,0.059138,0.018388,0.018882,0.018891,0.00041796,0.00040979,0.0003981,0.0017689,0.0018001,0.0018034
1197.24,0.14007,0.13644,0.13297,,,,0.030503,0.031041,0.030313,0.057889,0.059442,0.057757,0.018049,0.018542,0.018547,0.00040929,0.00039936,0.00038819,0.0017542,0.0017632,0.0017664
1210.84,0.13782,0.13419,0.13078,,,,0.029531,0.029934,0.029207,0.056535,0.058069,0.056419,0.01772,0.01821,0.018213,0.00037601,0.0003894,0.00037859,0.0017213,0.0017272,0.0017305
1224.45,0.13561,0.13199,0.12864,,,,0.028581,0.028874,0.028152,0.055224,0.056737,0.05512,0.0174,0.017888,0.017887,0.00034874,0.00038003,0.00036931,0.0016697,0.0016924,0.0016957
1238.05,0.13345,0.12983,0.12654,,,,0.027641,0.027861,0.027143,0.053952,0.055445,0.053861,0.017087,0.017573,0.01757,0.00034824,0.00037103,0.00036032,0.0016092,0.0016588,0.0016619
1251.66,0.13133,0.12772,0.12449,,,,0.026705,0.026891,0.026179,0.052719,0.054193,0.05264,0.016783,0.017267,0.017262,0.00036344,0.00036211,0.00035162,0.0015546,0.0016265,0.0016291
1265.26,0.12926,0.12565,0.12248,0.036092,0.035428,0.034941,0.025772,0.025963,0.025257,0.051523,0.052977,0.051455,0.016487,0.016969,0.016961,0.00036525,0.00035327,0.00034321,0.0015169,0.0015953,0.0015973
1278.87,0.12722,0.12362,0.12051,0.035754,0.035076,0.034593,0.024848,0.025075,0.024374,0.050361,0.051796,0.050302,0.016198,0.016677,0.016667,0.00034145,0.00034473,0.00033504,0.0014984,0.001565,0.0015663
1292.47,0.12523,0.12163,0.11858,0.035422,0.034729,0.03425,0.02394,0.024225,0.02353,0.049234,0.050649,0.049184,0.015917,0.016394,0.016381,0.00031202,0.00033669,0.00032714,0.0014927,0.0015353,0.0015362
1306.08,0.12327,0.11968,0.11669,0.035094,0.034387,0.033911,0.02306,0.023413,0.022722,0.04814,0.049536,0.048098,0.015642,0.016117,0.016101,0.00030179,0.00032904,0.00031949,0.0014872,0.0015062,0.001507
1319.68,0.12136,0.11777,0.11484,0.034769,0.03405,0.033577,0.022219,0.022635,0.021948,0.047077,0.048454,0.047043,0.015374,0.015846,0.015829,0.00031258,0.00032153,0.00031207,0.0014704,0.0014777,0.0014786
1333.29,0.11948,0.1159,0.11303,0.03445,0.033717,0.033248,0.021424,0.02189,0.021206,0.046046,0.047404,0.046019,0.015113,0.015583,0.015563,0.00032333,0.00031406,0.00030488,0.0014371,0.0014499,0.0014509
1346.89,0.11763,0.11407,0.11125,0.034132,0.033386,0.032921,0.020684,0.021176,0.020496,0.045042,0.046382,0.045021,0.014857,0.015325,0.015303,0.00031314,0.00030672,0.0002979,0.0013907,0.001423,0.001424
1360.5,0.11583,0.11227,0.10951,0.033821,0.033062,0.032601,0.020001,0.020492,0.019814,0.044069,0.04539,0.044054,0.014609,0.015074,0.01505,0.00028643,0.00029974,0.00029115,0.0013418,0.0013972,0.0013978
1374.1,0.11406,0.11051,0.1078,0.033512,0.032742,0.032284,0.019375,0.019836,0.019161,0.043123,0.044426,0.043113,0.014366,0.014828,0.014803,0.00026634,0.00029315,0.0002846,0.0013012,0.0013722,0.0013724
1387.71,0.11232,0.10879,0.10613,0.033208,0.032425,0.031971,0.018801,0.019206,0.018535,0.042203,0.043488,0.042198,0.014128,0.014589,0.014561,0.00026677,0.00028681,0.00027825,0.0012759,0.0013479,0.0013476
1401.31,0.11062,0.1071,0.10449,0.032907,0.032113,0.031662,0.018273,0.0186,0.017934,0.04131,0.042577,0.041308,0.013897,0.014355,0.014325,0.00027977,0.00028051,0.00027209,0.0012657,0.0013242,0.0013235
1414.92,0.10895,0.10544,0.10288,0.032611,0.031805,0.031359,0.017781,0.018018,0.017356,0.040443,0.041691,0.040444,0.013671,0.014126,0.014095,0.00028432,0.00027425,0.00026611,0.001264,0.001301,0.0013
1428.52,0.10731,0.10382,0.10131,0.032317,0.0315,0.031058,0.017315,0.017458,0.016802,0.039598,0.040829,0.039602,0.01345,0.013903,0.01387,0.00026882,0.00026815,0.0002603,0.0012607,0.0012782,0.0012771
1442.13,0.10571,0.10223,0.099764,0.032028,0.0312,0.030762,0.016864,0.016918,0.016269,0.038777,0.039991,0.038784,0.013234,0.013685,0.01365,0.00024478,0.00026239,0.00025467,0.0012469,0.0012559,0.0012548
1455.73,0.10413,0.10067,0.098252,0.031743,0.030903,0.030469,0.016421,0.016399,0.015757,0.037979,0.039175,0.037987,0.013023,0.013472,0.013435,0.00023195,0.00025693,0.0002492,0.0012193,0.0012341,0.0012331
1469.34,0.10259,0.099139,0.096769,0.031461,0.030611,0.030181,0.015977,0.015899,0.015265,0.037202,0.038381,0.037213,0.012817,0.013263,0.013225,0.00023708,0.00025161,0.00024389,0.0011813,0.001213,0.001212
1482.94,0.10107,0.09764,0.095317,0.031182,0.030323,0.029897,0.015529,0.015418,0.014792,0.036447,0.037609,0.036459,0.012616,0.01306,0.01302,0.00024918,0.0002463,0.00023872,0.0011409,0.0011926,0.0011914
1496.55,0.099584,0.096168,0.09389,0.030907,0.030038,0.029616,0.015075,0.014954,0.014337,0.035711,0.036856,0.035724,0.01242,0.012861,0.012819,0.00025019,0.00024101,0.0002337,0.0011071,0.0011728,0.0011713
1510.15,0.098126,0.094726,0.092493,0.030636,0.029757,0.029339,0.014617,0.014508,0.013899,0.034996,0.036124,0.03501,0.012228,0.012666,0.012623,0.00023394,0.0002359,0.00022882,0.0010857,0.0011537,0.0011517
1523.76,0.096694,0.093311,0.091122,0.030368,0.02948,0.029066,0.014157,0.014078,0.013477,0.034299,0.035411,0.034313,0.01204,0.012476,0.012432,0.0002131,0.00023107,0.00022407,0.0010773,0.001135,0.0011326
1537.36,0.095289,0.091923,0.089777,0.030104,0.029206,0.028796,0.013702,0.013664,0.013071,0.033621,0.034716,0.033635,0.011856,0.01229,0.012244,0.00020389,0.00022647,0.00021945,0.0010769,0.0011166,0.001114
1550.97,0.093909,0.09056,0.088457,0.029842,0.028936,0.02853,0.013257,0.013266,0.01268,0.03296,0.034039,0.032974,0.011677,0.012108,0.012061,0.00021008,0.00022196,0.00021496,0.001077,0.0010984,0.0010958
1564.57,0.092554,0.089224,0.087162,0.029584,0.028669,0.028267,0.012829,0.012883,0.012304,0.032316,0.033379,0.03233,0.011501,0.01193,0.011881,0.00022108,0.00021745,0.00021058,0.0010698,0.0010806,0.001078
1578.18,0.091223,0.087911,0.08589,0.029329,0.028405,0.028008,0.012423,0.012514,0.011941,0.031689,0.032736,0.031702,0.011329,0.011755,0.011705,0.00022151,0.00021295,0.00020632,0.0010512,0.0010631,0.0010606
1591.78,0.089917,0.086623,0.084643,0.029077,0.028144,0.027751,0.012044,0.012159,0.011591,0.031078,0.032109,0.031089,0.011161,0.011584,0.011533,0.00020681,0.00020861,0.00020216,0.0010222,0.0010462,0.0010437
1605.39,0.088634,0.085359,0.083418,0.028827,0.027887,0.027498,0.011694,0.011816,0.011254,0.030482,0.031498,0.030493,0.010996,0.011417,0.011365,0.00018816,0.00020449,0.00019812,0.00098844,0.0010297,0.0010271
1618.99,0.087373,0.084118,0.082216,0.028581,0.027633,0.027248,0.011374,0.011485,0.010929,0.029901,0.030901,0.02991,0.010835,0.011253,0.0112,0.00017958,0.00020056,0.00019418,0.00095724,0.0010137,0.0010109
1632.6,0.086135,0.082899,0.081036,0.028337,0.027382,0.027001,0.011082,0.011166,0.010616,0.029335,0.03032,0.029343,0.010677,0.011093,0.011039,0.00018473,0.00019672,0.00019033,0.00093465,0.0009982,0.00099506
1646.2,0.084919,0.081703,0.079878,0.028096,0.027133,0.026757,0.010816,0.010858,0.010313,0.028783,0.029753,0.028789,0.010522,0.010936,0.01088,0.00019508,0.00019287,0.00018659,0.00092316,0.00098305,0.00097957
1659.81,0.083725,0.080529,0.078741,0.027858,0.026888,0.026516,0.010572,0.01056,0.010021,0.028245,0.029199,0.028249,0.010371,0.010782,0.010725,0.0001972,0.00018902,0.00018294,0.00092101,0.00096816,0.00096442
1673.41,0.082552,0.079376,0.077625,0.027622,0.026646,0.026278,0.010343,0.010272,0.0097398,0.02772,0.02866,0.027722,0.010222,0.010631,0.010574,0.00018561,0.00018529,0.00017938,0.000923,0.00095348,0.0009496
1687.02,0.0814,0.078245,0.076529,0.02739,0.026406,0.026043,0.010124,0.0099935,0.0094679,0.027208,0.028133,0.027208,0.010077,0.010484,0.010425,0.00016857,0.00018173,0.00017591,0.00092254,0.00093898,0.0009351
1700.62,0.080268,0.077134,0.075453,0.02716,0.02617,0.025811,0.0099102,0.0097238,0.0092054,0.026708,0.027619,0.026706,0.0099346,0.010339,0.010279,0.00015877,0.00017836,0.00017252,0.00091425,0.00092472,0.00092092
1714.23,0.079156,0.076043,0.074397,0.026932,0.025936,0.025581,0.0096965,0.0094627,0.0089518,0.026221,0.027117,0.026216,0.0097951,0.010197,0.010136,0.00016138,0.00017508,0.00016922,0.00089613,0.00091076,0.00090704
1727.83,0.078064,0.074972,0.07336,0.026707,0.025705,0.025355,0.0094791,0.0092099,0.0087068,0.025746,0.026628,0.025739,0.0096585,0.010058,0.0099961,0.00017096,0.00017179,0.000166,0.00087026,0.00089717,0.00089346
1741.44,0.076991,0.07392,0.072342,0.026485,0.025477,0.025131,0.0092556,0.0089653,0.00847,0.025282,0.02615,0.025272,0.0095247,0.0099214,0.0098589,0.00017599,0.00016849,0.00016286,0.00084177,0.00088397,0.00088017
1755.04,0.075937,0.072888,0.071342,0.026266,0.025252,0.02491,0.0090254,0.0087285,0.008241,0.024829,0.025683,0.024817,0.0093935,0.0097878,0.0097243,0.00016891,0.00016526,0.0001598,0.00081661,0.00087117,0.00086716
1768.65,0.074901,0.071873,0.07036,0.026049,0.02503,0.024692,0.0087888,0.0084995,0.0080197,0.024387,0.025227,0.024372,0.009265,0.0096568,0.0095925,0.00015386,0.00016217,0.00015681,0.00079926,0.00085871,0.00085442
1782.25,0.073883,0.070877,0.069396,0.025834,0.02481,0.024476,0.0085479,0.0082779,0.0078056,0.023956,0.024782,0.023938,0.009139,0.0095283,0.0094632,0.00014199,0.00015925,0.00015389,0.00079124,0.00084652,0.00084195
1795.86,0.072882,0.069899,0.068448,0.025622,0.024593,0.024263,0.0083054,0.0080636,0.0075985,0.023535,0.024347,0.023513,0.0090154,0.0094023,0.0093363,0.00014064,0.00015642,0.00015104,0.0007908,0.00083451,0.00082974
1809.46,0.071899,0.068937,0.067518,0.025412,0.024378,0.024053,0.0080651,0.0078563,0.0073982,0.023124,0.023923,0.023099,0.0088944,0.0092789,0.0092121,0.00014818,0.00015362,0.00014827,0.00079361,0.00082267,0.00081779
1823.07,0.070932,0.067993,0.066604,0.025205,0.024166,0.023846,0.0078306,0.0076559,0.0072043,0.022722,0.023508,0.022694,0.0087757,0.0091577,0.0090902,0.00015585,0.0001508,0.00014555,0.00079429,0.00081095,0.00080608
1836.67,0.069981,0.067065,0.065705,0.025,0.023957,0.02364,0.0076055,0.007462,0.0070166,0.022329,0.023102,0.022298,0.0086593,0.0090388,0.0089706,0.00015451,0.000148,0.00014291,0.00078845,0.00079942,0.00079462
1850.28,0.069047,0.066153,0.064822,0.024798,0.02375,0.023438,0.0073931,0.0072743,0.0068348,0.021946,0.022706,0.021911,0.0085451,0.0089222,0.0088532,0.00014318,0.00014529,0.00014032,0.00077427,0.00078811,0.00078339
1863.88,0.068127,0.065256,0.063954,0.024597,0.023546,0.023237,0.0071957,0.0070927,0.0066588,0.021571,0.022318,0.021533,0.0084331,0.0088077,0.008738,0.00012995,0.00014273,0.0001378,0.00075318,0.00077707,0.00077238
1877.49,0.067223,0.064374,0.0631,0.024399,0.023343,0.023039,0.0070147,0.0069168,0.0064884,0.021205,0.021939,0.021163,0.0083231,0.0086953,0.0086249,0.00012376,0.00014028,0.00013533,0.00072916,0.00076634,0.00076159
1891.09,0.066334,0.063509,0.062263,0.024203,0.023144,0.022844,0.0068504,0.0067463,0.0063234,0.020847,0.021568,0.020802,0.0082154,0.0085852,0.0085142,0.00012719,0.00013789,0.00013293,0.0007071,0.00075594,0.00075104
1904.7,0.06546,0.062657,0.061438,0.024009,0.022946,0.02265,0.006702,0.006581,0.0061634,0.020497,0.021206,0.020449,0.0081096,0.0084769,0.0084052,0.00013545,0.00013548,0.00013058,0.00069097,0.0007458,0.00074068
