,1s,1s,1s,2p,2p,2p,2s,2s,2s,3p,3p,3p,3s,3s,3s,4s,4s,4s
2258.43,,,,0.013802,0.012344,0.011996,0.011175,0.010615,0.010179,0.0020785,0.0019872,0.0019192,0.0019731,0.0019393,0.0018734,0.0001468,0.00015404,0.00014903
2272.03,,,,0.013579,0.012132,0.011795,0.011063,0.010494,0.010064,0.0020421,0.0019511,0.0018846,0.0019495,0.0019142,0.0018492,0.00013866,0.00015208,0.00014706
2285.64,,,,0.01336,0.011924,0.011599,0.010952,0.010375,0.009951,0.0020065,0.0019158,0.0018508,0.0019262,0.0018895,0.0018254,0.00014123,0.00015017,0.00014513
2299.24,,,,0.013146,0.011721,0.011407,0.010843,0.010257,0.0098395,0.0019717,0.0018812,0.0018178,0.0019033,0.0018652,0.001802,0.00015147,0.00014823,0.00014323
2312.85,,,,0.012935,0.011522,0.011219,0.010735,0.010141,0.0097295,0.0019376,0.0018475,0.0017856,0.0018807,0.0018413,0.0017789,0.0001612,0.00014626,0.00014137
2326.45,,,,0.012729,0.011327,0.011035,0.010627,0.010026,0.0096202,0.0019043,0.0018145,0.001754,0.0018582,0.0018176,0.0017561,0.00016209,0.00014426,0.00013952
2340.06,,,,0.012528,0.011137,0.010856,0.010525,0.0099154,0.0095155,0.0018718,0.0017824,0.0017233,0.0018366,0.0017949,0.0017342,0.00015241,0.00014236,0.00013775
2353.66,,,,0.01233,0.010951,0.010679,0.010421,0.0098046,0.0094105,0.00184,0.0017509,0.0016932,0.0018149,0.0017722,0.0017124,0.00013819,0.00014052,0.00013598
2367.27,,,,0.012135,0.010768,0.010507,0.01032,0.0096956,0.0093073,0.0018088,0.0017201,0.0016637,0.0017936,0.0017499,0.001691,0.00012811,0.00013879,0.00013425
2380.87,,,,0.011945,0.010589,0.010337,0.01022,0.0095883,0.0092057,0.0017783,0.0016899,0.0016349,0.0017725,0.001728,0.0016699,0.00012728,0.0001371,0.00013255
2394.48,,,,0.011758,0.010413,0.010172,0.010121,0.0094824,0.0091055,0.0017484,0.0016604,0.0016067,0.0017518,0.0017065,0.0016492,0.000135,0.00013542,0.00013088
2408.08,,,,0.011574,0.010241,0.010009,0.010023,0.0093778,0.0090065,0.0017191,0.0016315,0.0015791,0.0017314,0.0016853,0.0016288,0.00014528,0.0001337,0.00012924
2421.69,,,,0.011393,0.010073,0.0098496,0.0099263,0.0092744,0.0089087,0.0016904,0.0016033,0.0015521,0.0017112,0.0016644,0.0016087,0.00015004,0.00013194,0.00012762
2435.29,,,,0.011218,0.0099081,0.0096943,0.0098327,0.0091741,0.0088139,0.0016625,0.0015758,0.0015258,0.0016917,0.0016441,0.0015892,0.00014483,0.00013024,0.00012605
2448.9,,,,0.011044,0.0097464,0.0095416,0.0097388,0.009074,0.0087192,0.001635,0.0015488,0.0015,0.0016723,0.001624,0.0015698,0.00013243,0.00012859,0.00012448
2462.5,,,,0.010874,0.009588,0.0093919,0.0096465,0.0089754,0.0086261,0.0016081,0.0015223,0.0014748,0.0016533,0.0016042,0.0015508,0.00012044,0.00012702,0.00012295
2476.11,,,,0.010707,0.0094327,0.0092451,0.0095555,0.0088783,0.0085344,0.0015818,0.0014965,0.00145,0.0016347,0.0015847,0.0015321,0.0001153,0.00012553,0.00012145
2489.71,,,,0.010543,0.0092804,0.0091012,0.0094657,0.0087826,0.0084441,0.001556,0.0014711,0.0014258,0.0016165,0.0015656,0.0015137,0.00011892,0.00012405,0.00011997
2503.32,,,,0.010381,0.0091308,0.0089598,0.0093769,0.0086882,0.0083549,0.0015306,0.0014463,0.0014021,0.0015986,0.0015467,0.0014956,0.00012816,0.00012256,0.00011851
2516.92,,,,0.010222,0.0089832,0.0088202,0.009289,0.0085947,0.0082667,0.0015057,0.0014218,0.0013787,0.0015809,0.0015281,0.0014777,0.00013627,0.00012102,0.00011707
2530.53,,,,0.010069,0.0088417,0.0086865,0.0092035,0.0085037,0.0081809,0.0014817,0.0013983,0.0013563,0.0015638,0.00151,0.0014604,0.00013683,0.0001195,0.00011567
2544.13,,,,0.0099161,0.0087009,0.0085534,0.009118,0.0084129,0.0080952,0.0014579,0.001375,0.001334,0.0015468,0.001492,0.0014431,0.00012856,0.000118,0.00011428
2557.74,,,,0.0097664,0.0085631,0.0084231,0.0090336,0.0083234,0.0080109,0.0014346,0.0013522,0.0013123,0.0015301,0.0014743,0.0014261,0.0001164,0.00011657,0.00011292
2571.34,,,,0.0096195,0.008428,0.0082954,0.0089505,0.0082353,0.0079278,0.0014118,0.0013299,0.001291,0.0015136,0.0014568,0.0014094,0.00010727,0.00011522,0.00011158
2584.95,,,,0.0094751,0.0082954,0.00817,0.0088685,0.0081484,0.007846,0.0013894,0.0013081,0.0012701,0.0014974,0.0014397,0.001393,0.00010558,0.00011391,0.00011026
2598.55,,,,0.0093331,0.0081652,0.0080469,0.0087876,0.0080628,0.0077654,0.0013674,0.0012866,0.0012496,0.0014813,0.0014229,0.0013769,0.00011137,0.00011261,0.00010896
2612.16,,,,0.009193,0.008037,0.0079255,0.0087075,0.0079782,0.0076857,0.0013457,0.0012655,0.0012295,0.0014654,0.0014062,0.0013609,0.00012055,0.00011127,0.00010768
2625.76,,,,0.0090577,0.0079132,0.0078085,0.0086291,0.0078953,0.0076077,0.0013249,0.0012452,0.0012101,0.0014498,0.00139,0.0013454,0.00012666,0.00010992,0.00010642
2639.37,,,,0.0089229,0.0077902,0.0076921,0.008551,0.0078129,0.0075302,0.0013041,0.001225,0.0011908,0.0014343,0.0013739,0.0013299,0.00012487,0.00010856,0.00010518
2652.97,,,,0.0087907,0.0076698,0.0075782,0.0084738,0.0077316,0.0074537,0.0012838,0.0012053,0.001172,0.0014189,0.001358,0.0013147,0.00011573,0.00010725,0.00010396
2666.58,,,,0.0086609,0.0075517,0.0074664,0.0083976,0.0076514,0.0073783,0.0012639,0.0011859,0.0011535,0.0014038,0.0013424,0.0012998,0.00010458,0.000106,0.00010276
2680.18,,,,0.0085334,0.0074359,0.0073568,0.0083224,0.0075724,0.007304,0.0012444,0.001167,0.0011354,0.0013888,0.001327,0.0012851,9.7396e-05,0.00010481,0.00010158
2693.79,,,,0.0084081,0.0073223,0.0072492,0.0082483,0.0074945,0.0072308,0.0012252,0.0011484,0.0011177,0.0013741,0.0013119,0.0012706,9.7332e-05,0.00010366,0.00010041
2707.39,,,,0.0082843,0.0072102,0.0071431,0.0081752,0.0074178,0.0071587,0.0012064,0.0011302,0.0011002,0.0013596,0.001297,0.0012564,0.00010367,0.0001025,9.9268e-05
2721.0,,,,0.0081646,0.007102,0.0070406,0.008103,0.0073421,0.0070876,0.0011881,0.0011125,0.0010834,0.0013454,0.0012824,0.0012424,0.00011222,0.00010132,9.8143e-05
2734.6,,,,0.0080451,0.0069941,0.0069384,0.0080316,0.0072673,0.0070174,0.00117,0.0010949,0.0010666,0.0013313,0.0012679,0.0012286,0.00011711,0.00010011,9.7033e-05
2748.21,,,,0.0079278,0.0068885,0.0068383,0.0079609,0.0071934,0.006948,0.0011522,0.0010778,0.0010502,0.0013176,0.0012537,0.001215,0.00011453,9.8911e-05,9.5939e-05
2761.81,,,,0.0078127,0.0067849,0.0067401,0.007891,0.0071204,0.0068795,0.0011348,0.0010609,0.0010341,0.001304,0.0012397,0.0012016,0.00010557,9.7751e-05,9.4861e-05
2775.42,,,,0.0076996,0.0066833,0.0066438,0.0078219,0.0070483,0.0068118,0.0011177,0.0010444,0.0010184,0.0012907,0.0012258,0.0011883,9.5294e-05,9.665e-05,9.3799e-05
2789.02,,,,0.0075885,0.0065836,0.0065492,0.0077536,0.0069772,0.0067451,0.0011009,0.0010283,0.001003,0.0012776,0.0012122,0.0011753,8.894e-05,9.5602e-05,9.2754e-05
2802.63,,,,0.0074792,0.0064857,0.0064564,0.0076862,0.0069071,0.0066793,0.0010844,0.0010124,0.00098781,0.0012648,0.0011988,0.0011625,8.9126e-05,9.4582e-05,9.1725e-05
2816.23,,,,0.0073714,0.0063894,0.006365,0.0076198,0.0068381,0.0066146,0.0010682,0.00099684,0.00097292,0.0012522,0.0011856,0.0011499,9.5094e-05,9.356e-05,9.0715e-05
2829.84,,,,0.0072663,0.0062955,0.006276,0.0075542,0.0067699,0.0065507,0.0010524,0.00098167,0.00095843,0.0012398,0.0011726,0.0011375,0.00010305,9.2513e-05,8.972e-05
2843.44,,,,0.0071622,0.0062027,0.0061878,0.0074893,0.0067026,0.0064876,0.0010368,0.00096668,0.00094411,0.0012276,0.0011598,0.0011253,0.00010776,9.1445e-05,8.8739e-05
2857.05,,,,0.0070597,0.0061116,0.0061013,0.007425,0.0066361,0.0064252,0.0010215,0.00095198,0.00093007,0.0012155,0.0011472,0.0011132,0.00010569,9.0382e-05,8.7772e-05
2870.65,,,,0.006959,0.0060221,0.0060163,0.0073614,0.0065703,0.0063636,0.0010064,0.00093756,0.00091629,0.0012035,0.0011347,0.0011013,9.7671e-05,8.9352e-05,8.6818e-05
2884.26,,,,0.00686,0.0059343,0.0059329,0.0072984,0.0065052,0.0063027,0.00099165,0.00092342,0.00090278,0.0011917,0.0011224,0.0010895,8.8102e-05,8.8373e-05,8.5878e-05
2897.86,,,,0.0067628,0.0058481,0.005851,0.007236,0.006441,0.0062425,0.00097716,0.00090955,0.00088954,0.00118,0.0011102,0.001078,8.1786e-05,8.7442e-05,8.495e-05
2911.47,,,,0.0066671,0.0057635,0.0057706,0.0071741,0.0063773,0.0061829,0.00096292,0.00089595,0.00087654,0.0011683,0.0010982,0.0010665,8.1322e-05,8.6534e-05,8.4034e-05
2925.07,,,,0.0065732,0.0056806,0.0056918,0.0071145,0.0063158,0.0061253,0.00094898,0.00088264,0.00086382,0.001157,0.0010866,0.0010554,8.6396e-05,8.5642e-05,8.3149e-05
2938.68,,,,0.0064805,0.0055989,0.005614,0.0070542,0.0062539,0.0060674,0.00093524,0.00086953,0.00085129,0.0011456,0.001075,0.0010443,9.3904e-05,8.4714e-05,8.2263e-05
2952.28,,,,0.0063893,0.0055186,0.0055376,0.0069949,0.0061931,0.0060105,0.00092173,0.00085666,0.00083899,0.0011344,0.0010635,0.0010335,9.9192e-05,8.3769e-05,8.1393e-05
2965.89,,,,0.0062995,0.0054397,0.0054625,0.0069362,0.006133,0.0059543,0.00090845,0.00084402,0.0008269,0.0011233,0.0010523,0.0010227,9.8594e-05,8.2824e-05,8.0536e-05
2979.49,,,,0.0062111,0.0053622,0.0053886,0.0068781,0.0060736,0.0058988,0.0008954,0.0008316,0.00081503,0.0011123,0.0010411,0.0010121,9.2044e-05,8.1902e-05,7.969e-05
2993.1,,,,0.0061242,0.005286,0.0053161,0.0068206,0.0060149,0.0058438,0.00088259,0.00081942,0.00080339,0.0011014,0.0010302,0.0010016,8.3063e-05,8.1024e-05,7.8855e-05
3006.7,,,,0.0060386,0.0052112,0.0052448,0.0067634,0.0059566,0.0057894,0.00087,0.00080747,0.00079196,0.0010906,0.0010193,0.0009913,7.6159e-05,8.0188e-05,7.803e-05
3020.31,,,,0.0059546,0.0051377,0.0051748,0.0067067,0.005899,0.0057354,0.00085764,0.00079574,0.00078075,0.00108,0.0010085,0.00098107,7.4263e-05,7.938e-05,7.7214e-05
3033.91,,,,0.005872,0.0050658,0.0051061,0.0066524,0.0058436,0.0056838,0.00084552,0.00078426,0.00076976,0.0010698,0.00099823,0.00097124,7.7793e-05,7.8596e-05,7.6432e-05
3047.52,,,,0.0057906,0.0049948,0.0050385,0.0065971,0.0057876,0.0056313,0.00083359,0.00077295,0.00075895,0.0010596,0.00098781,0.00096132,8.4601e-05,7.7777e-05,7.5641e-05
3061.12,,,,0.0057104,0.0049251,0.0049719,0.0065427,0.0057324,0.0055798,0.00082185,0.00076185,0.00074832,0.0010495,0.00097759,0.00095159,9.0739e-05,7.6941e-05,7.4866e-05
3074.73,,,,0.0056313,0.0048565,0.0049064,0.006489,0.0056781,0.0055291,0.0008103,0.00075093,0.00073788,0.0010397,0.00096751,0.000942,9.228e-05,7.6098e-05,7.4102e-05
3088.33,,,,0.0055535,0.004789,0.004842,0.0064358,0.0056244,0.0054789,0.00079894,0.0007402,0.00072761,0.00103,0.00095757,0.00093253,8.7905e-05,7.5268e-05,7.3349e-05
3101.94,,,,0.0054768,0.0047227,0.0047785,0.006383,0.0055712,0.0054292,0.00078776,0.00072965,0.00071751,0.0010204,0.00094775,0.00092318,7.984e-05,7.4472e-05,7.2605e-05
3115.54,,,,0.0054013,0.0046574,0.0047161,0.0063306,0.0055184,0.0053799,0.00077677,0.00071929,0.00070759,0.001011,0.00093801,0.00091392,7.2171e-05,7.3714e-05,7.1868e-05
3129.15,,,,0.005327,0.0045933,0.0046548,0.006278,0.0054657,0.0053307,0.00076596,0.00070912,0.00069785,0.0010015,0.00092832,0.0009047,6.8284e-05,7.2983e-05,7.1134e-05
3142.75,,,,0.0052545,0.0045308,0.0045951,0.0062288,0.0054161,0.0052844,0.00075544,0.00069921,0.00068837,0.0009927,0.00091917,0.00089599,6.9537e-05,7.2296e-05,7.0441e-05
3156.36,,,,0.0051825,0.004469,0.0045358,0.0061778,0.0053651,0.0052368,0.00074501,0.0006894,0.00067898,0.00098361,0.0009098,0.00088708,7.4928e-05,7.1574e-05,6.9732e-05
3169.96,,,,0.0051118,0.0044082,0.0044776,0.0061277,0.005315,0.00519,0.00073476,0.00067978,0.00066976,0.00097468,0.0009006,0.00087834,8.1533e-05,7.0836e-05,6.9037e-05
3183.57,,,,0.005042,0.0043484,0.0044203,0.0060782,0.0052656,0.0051439,0.00072468,0.00067031,0.00066069,0.00096585,0.00089155,0.00086973,8.5482e-05,7.0085e-05,6.8352e-05
3197.17,,,,0.0049733,0.0042895,0.0043639,0.0060293,0.0052168,0.0050984,0.00071475,0.00066101,0.00065177,0.00095712,0.00088263,0.00086125,8.4157e-05,6.9335e-05,6.7677e-05
3210.78,,,,0.0049055,0.0042315,0.0043083,0.0059809,0.0051686,0.0050535,0.00070498,0.00065185,0.00064299,0.00094845,0.00087381,0.00085287,7.7999e-05,6.8608e-05,6.7011e-05
3224.38,,,,0.0048386,0.0041744,0.0042534,0.0059327,0.0051208,0.0050088,0.00069534,0.00064283,0.00063435,0.00093982,0.00086508,0.00084458,7.0133e-05,6.7913e-05,6.6351e-05
3237.99,,,,0.0047726,0.0041182,0.0041994,0.0058844,0.005073,0.0049642,0.00068585,0.00063395,0.00062583,0.00093116,0.00085637,0.0008363,6.4215e-05,6.7247e-05,6.5692e-05
3251.59,,,,0.004709,0.004064,0.0041474,0.0058389,0.0050278,0.0049221,0.0006767,0.0006254,0.00061764,0.00092295,0.00084813,0.00082847,6.2583e-05,6.6631e-05,6.5069e-05
3265.2,,,,0.0046452,0.0040097,0.0040953,0.0057919,0.0049814,0.0048788,0.00066754,0.00061685,0.00060944,0.00091448,0.0008397,0.00082046,6.5511e-05,6.5994e-05,6.4432e-05
3278.8,,,,0.0045825,0.0039565,0.0040441,0.0057455,0.0049357,0.0048362,0.00065856,0.00060847,0.0006014,0.00090613,0.00083141,0.00081258,7.1404e-05,6.5346e-05,6.3805e-05
3292.41,,,,0.0045208,0.0039042,0.0039938,0.0056998,0.0048907,0.0047942,0.00064972,0.00060023,0.0005935,0.00089788,0.00082324,0.00080483,7.7109e-05,6.4682e-05,6.3188e-05
3306.01,,,,0.00446,0.0038527,0.0039442,0.0056546,0.0048463,0.0047528,0.00064102,0.00059213,0.00058572,0.00088974,0.0008152,0.00079719,7.9276e-05,6.4009e-05,6.258e-05
3319.62,,,,0.0044,0.003802,0.0038954,0.0056099,0.0048025,0.004712,0.00063245,0.00058415,0.00057807,0.00088171,0.00080727,0.00078966,7.6381e-05,6.3345e-05,6.198e-05
3333.22,,,,0.0043408,0.003752,0.0038471,0.0055656,0.0047591,0.0046716,0.00062399,0.00057629,0.00057051,0.00087378,0.00079944,0.00078222,6.977e-05,6.2704e-05,6.1388e-05
3346.83,,,,0.0042822,0.0037026,0.0037995,0.0055215,0.004716,0.0046313,0.00061563,0.00056853,0.00056306,0.00086592,0.00079166,0.00077483,6.2661e-05,6.2094e-05,6.0801e-05
3360.43,,,,0.004226,0.0036553,0.003754,0.0054789,0.0046744,0.0045926,0.00060764,0.00056111,0.00055594,0.00085834,0.00078415,0.0007677,5.8136e-05,6.1525e-05,6.0233e-05
3374.04,,,,0.0041692,0.0036075,0.0037078,0.0054356,0.0046322,0.0045532,0.00059955,0.00055361,0.00054873,0.00085071,0.00077656,0.00076049,5.7764e-05,6.0959e-05,5.966e-05
3387.64,,,,0.0041135,0.0035608,0.0036626,0.0053927,0.0045906,0.0045144,0.00059163,0.00054627,0.00054168,0.0008432,0.00076909,0.00075339,6.1387e-05,6.0392e-05,5.9095e-05
3401.25,,,,0.0040587,0.0035148,0.0036182,0.0053503,0.0045495,0.0044761,0.00058385,0.00053907,0.00053476,0.00083582,0.00076171,0.00074638,6.7169e-05,5.981e-05,5.8538e-05
3414.85,,,,0.0040047,0.0034696,0.0035745,0.0053084,0.0045089,0.0044383,0.0005762,0.00053199,0.00052796,0.00082856,0.00075443,0.00073947,7.2088e-05,5.9214e-05,5.7988e-05
3428.46,,,,0.0039515,0.0034251,0.0035315,0.0052669,0.0044689,0.004401,0.00056866,0.00052502,0.00052125,0.00082143,0.00074726,0.00073267,7.3301e-05,5.8613e-05,5.7447e-05
3442.06,,,,0.003899,0.0033812,0.003489,0.005226,0.0044294,0.0043642,0.00056122,0.00051815,0.00051465,0.00081442,0.00074019,0.00072596,6.9893e-05,5.8022e-05,5.6913e-05
3455.67,,,,0.0038467,0.0033376,0.0034467,0.0051854,0.0043904,0.0043278,0.00055383,0.00051133,0.00050808,0.00080749,0.00073321,0.00071933,6.3486e-05,5.7454e-05,5.6387e-05
3469.27,,,,0.0037973,0.0032965,0.003407,0.0051454,0.0043519,0.004292,0.00054686,0.0005049,0.0005019,0.00080069,0.00072635,0.00071282,5.7095e-05,5.692e-05,5.5869e-05
3482.88,,,,0.0037465,0.0032542,0.0033659,0.0051055,0.0043137,0.0042563,0.00053967,0.00049829,0.00049553,0.00079391,0.00071952,0.00070634,5.3342e-05,5.6406e-05,5.5355e-05
3496.48,,,,0.0036968,0.0032129,0.0033258,0.0050659,0.0042758,0.004221,0.00053267,0.00049184,0.00048932,0.00078718,0.00071277,0.00069993,5.3471e-05,5.5904e-05,5.4846e-05
3510.09,,,,0.003648,0.0031724,0.0032864,0.0050266,0.0042383,0.0041861,0.00052578,0.00048551,0.00048322,0.0007805,0.0007061,0.0006936,5.7171e-05,5.5397e-05,5.4343e-05
3523.69,,,,0.0035999,0.0031326,0.0032477,0.0049876,0.0042012,0.0041514,0.00051902,0.00047929,0.00047723,0.00077387,0.0006995,0.00068733,6.2671e-05,5.4876e-05,5.3846e-05
3537.3,,,,0.0035526,0.0030934,0.0032096,0.004949,0.0041645,0.0041172,0.00051236,0.00047318,0.00047134,0.00076729,0.00069298,0.00068115,6.7194e-05,5.4341e-05,5.3356e-05
3550.9,,,,0.0035059,0.0030548,0.0031721,0.0049108,0.0041283,0.0040835,0.0005058,0.00046716,0.00046555,0.00076077,0.00068656,0.00067506,6.8203e-05,5.3803e-05,5.2872e-05
3564.51,,,,0.0034598,0.0030167,0.003135,0.0048731,0.0040925,0.0040502,0.00049932,0.00046122,0.00045982,0.0007543,0.00068022,0.00066905,6.4942e-05,5.3273e-05,5.2396e-05
3578.11,,,,0.0034138,0.0029787,0.0030979,0.0048358,0.0040573,0.0040174,0.00049287,0.00045531,0.00045411,0.00074789,0.00067398,0.00066313,5.8931e-05,5.2767e-05,5.1927e-05
3591.72,,,,0.0033702,0.0029429,0.003063,0.0047988,0.0040225,0.0039849,0.00048676,0.00044972,0.00044873,0.00074152,0.00066782,0.00065728,5.2911e-05,5.2287e-05,5.1463e-05
3605.32,,,,0.0033259,0.0029064,0.0030274,0.0047622,0.003988,0.0039527,0.00048055,0.00044404,0.00044325,0.0007352,0.00066172,0.00065149,4.9281e-05,5.183e-05,5.1005e-05
3618.93,,,,0.0032823,0.0028706,0.0029924,0.0047257,0.0039538,0.0039208,0.00047445,0.00043846,0.00043786,0.00072892,0.00065568,0.00064577,4.9206e-05,5.1382e-05,5.0552e-05
3632.53,,,,0.0032394,0.0028353,0.002958,0.0046895,0.0039198,0.0038892,0.00046844,0.00043298,0.00043256,0.00072268,0.0006497,0.00064009,5.2473e-05,5.0931e-05,5.0103e-05
3646.14,,,,0.0031971,0.0028007,0.0029241,0.0046536,0.0038862,0.0038578,0.00046254,0.00042759,0.00042736,0.0007165,0.00064379,0.00063448,5.7571e-05,5.0467e-05,4.9659e-05
3659.74,,,,0.0031555,0.0027666,0.0028907,0.0046179,0.003853,0.0038268,0.00045672,0.00042229,0.00042224,0.00071038,0.00063794,0.00062892,6.2023e-05,4.999e-05,4.922e-05
3673.35,,,,0.0031144,0.002733,0.0028579,0.0045825,0.0038201,0.0037961,0.000451,0.00041707,0.0004172,0.00070434,0.00063216,0.00062344,6.3426e-05,4.9506e-05,4.8786e-05
3686.95,,,,0.0030738,0.0026999,0.0028254,0.0045474,0.0037874,0.0037656,0.00044534,0.00041192,0.00041221,0.00069836,0.00062643,0.000618,6.0843e-05,4.9027e-05,4.8356e-05
3700.56,,,,0.0030345,0.0026678,0.0027939,0.0045137,0.0037561,0.0037365,0.00043985,0.00040693,0.00040739,0.00069265,0.00062093,0.00061278,5.5427e-05,4.8579e-05,4.7944e-05
3714.16,,,,0.002995,0.0026355,0.0027623,0.0044793,0.0037244,0.0037068,0.00043434,0.00040192,0.00040255,0.00068687,0.00061536,0.0006075,4.9583e-05,4.8144e-05,4.7526e-05
3727.77,,,,0.0029561,0.0026038,0.0027311,0.0044454,0.0036931,0.0036777,0.00042893,0.00039701,0.00039779,0.00068121,0.00060989,0.0006023,4.5633e-05,4.7733e-05,4.7116e-05
3741.37,,,,0.0029177,0.0025726,0.0027004,0.0044118,0.0036621,0.0036488,0.00042359,0.00039216,0.0003931,0.00067563,0.00060447,0.00059716,4.4856e-05,4.7334e-05,4.671e-05
3754.98,,,,0.0028799,0.0025419,0.0026702,0.0043784,0.0036315,0.0036201,0.00041833,0.00038739,0.00038847,0.00067012,0.00059911,0.00059207,4.7307e-05,4.6934e-05,4.6308e-05
3768.58,,,,0.0028426,0.0025116,0.0026404,0.0043452,0.003601,0.0035917,0.00041315,0.00038269,0.00038393,0.00066467,0.0005938,0.00058703,5.188e-05,4.6523e-05,4.591e-05
3782.19,,,,0.0028059,0.0024818,0.002611,0.0043122,0.0035708,0.0035635,0.00040805,0.00037808,0.00037945,0.00065928,0.00058853,0.00058202,5.6486e-05,4.6098e-05,4.5515e-05
3795.79,,,,0.0027698,0.0024525,0.0025822,0.0042793,0.0035408,0.0035355,0.00040303,0.00037353,0.00037505,0.00065393,0.0005833,0.00057706,5.8791e-05,4.5663e-05,4.5123e-05
3809.4,,,,0.0027341,0.0024237,0.0025537,0.0042467,0.0035111,0.0035078,0.00039808,0.00036906,0.00037071,0.00064864,0.00057814,0.00057216,5.7469e-05,4.5231e-05,4.4736e-05
3823.0,,,,0.0026991,0.0023954,0.0025258,0.0042159,0.0034831,0.0034816,0.00039323,0.00036468,0.00036646,0.00064364,0.00057324,0.00056752,5.3045e-05,4.4828e-05,4.437e-05
3836.61,,,,0.0026644,0.0023673,0.0024981,0.0041839,0.0034541,0.0034545,0.00038842,0.00036034,0.00036225,0.00063845,0.00056821,0.00056273,4.7465e-05,4.443e-05,4.3992e-05
3850.21,,,,0.0026302,0.0023397,0.0024707,0.0041525,0.0034256,0.0034279,0.00038367,0.00035605,0.00035809,0.00063336,0.00056327,0.00055804,4.3015e-05,4.4055e-05,4.3622e-05
3863.82,,,,0.0025964,0.0023124,0.0024437,0.0041214,0.0033975,0.0034017,0.00037899,0.00035183,0.00035399,0.0006283,0.00055839,0.00055341,4.1205e-05,4.3695e-05,4.3257e-05
3877.42,,,,0.002563,0.0022855,0.002417,0.0040905,0.0033697,0.0033757,0.00037436,0.00034767,0.00034995,0.00062327,0.00055356,0.00054883,4.2477e-05,4.3339e-05,4.2895e-05
3891.03,,,,0.0025301,0.002259,0.0023907,0.0040597,0.0033421,0.0033499,0.0003698,0.00034356,0.00034596,0.00061825,0.00054878,0.00054429,4.622e-05,4.2975e-05,4.2537e-05
3904.63,,,,0.0024976,0.0022329,0.0023648,0.0040291,0.0033147,0.0033242,0.00036531,0.00033952,0.00034203,0.00061323,0.00054403,0.00053978,5.0845e-05,4.2598e-05,4.218e-05
3918.24,,,,0.0024656,0.0022071,0.0023393,0.0039984,0.0032872,0.0032985,0.00036089,0.00033554,0.00033816,0.00060819,0.00053928,0.00053527,5.4193e-05,4.2208e-05,4.1825e-05
3931.84,,,,0.0024341,0.0021819,0.0023142,0.0039675,0.0032598,0.0032728,0.00035653,0.00033163,0.00033436,0.00060312,0.00053454,0.00053076,5.4516e-05,4.181e-05,4.1469e-05
3945.45,,,,0.0024033,0.0021572,0.0022896,0.0039399,0.003235,0.0032498,0.00035227,0.00032781,0.00033064,0.00059853,0.00053025,0.0005267,5.1553e-05,4.1451e-05,4.1148e-05
3959.05,,,,0.0023727,0.0021326,0.0022651,0.00391,0.0032085,0.0032249,0.00034804,0.00032402,0.00032694,0.00059361,0.00052568,0.00052236,4.6542e-05,4.1082e-05,4.0805e-05
3972.66,,,,0.0023425,0.0021084,0.002241,0.0038807,0.0031825,0.0032006,0.00034387,0.00032028,0.0003233,0.00058877,0.00052121,0.0005181,4.1616e-05,4.0735e-05,4.0469e-05
3986.26,,,,0.0023127,0.0020845,0.0022172,0.0038518,0.0031569,0.0031767,0.00033975,0.00031659,0.00031971,0.00058399,0.0005168,0.00051391,3.8554e-05,4.0406e-05,4.0139e-05
3999.87,0.01024,0.010161,0.010247,0.0022832,0.0020609,0.0021937,0.0038232,0.0031317,0.003153,0.00033567,0.00031294,0.00031615,0.00057927,0.00051245,0.00050978,3.8249e-05,4.0086e-05,3.9812e-05
4013.47,0.010191,0.010113,0.0102,0.0022541,0.0020377,0.0021704,0.0037947,0.0031066,0.0031296,0.00033165,0.00030935,0.00031265,0.0005746,0.00050814,0.00050568,4.0635e-05,3.9765e-05,3.9489e-05
4027.08,0.010143,0.010066,0.010153,0.0022254,0.0020147,0.0021474,0.0037663,0.0030817,0.0031062,0.00032768,0.0003058,0.00030918,0.00056997,0.00050386,0.00050161,4.4735e-05,3.9433e-05,3.9167e-05
4040.68,0.010094,0.010018,0.010105,0.002197,0.001992,0.0021247,0.0037378,0.0030567,0.0030828,0.00032376,0.00030229,0.00030576,0.00056534,0.00049958,0.00049754,4.8794e-05,3.9086e-05,3.8846e-05
4054.29,0.010043,0.0099686,0.010055,0.002169,0.0019696,0.0021023,0.0037089,0.0030315,0.0030591,0.00031989,0.00029884,0.00030239,0.00056067,0.00049525,0.00049342,5.0871e-05,3.8726e-05,3.852e-05
4067.89,0.010002,0.0099285,0.010015,0.002142,0.0019482,0.0020809,0.0036836,0.0030093,0.0030384,0.00031618,0.00029554,0.00029917,0.00055658,0.00049143,0.0004898,4.989e-05,3.8402e-05,3.8234e-05
4081.5,0.0099538,0.0098813,0.0099678,0.0021149,0.0019266,0.0020591,0.0036557,0.002985,0.0030157,0.00031244,0.0002922,0.0002959,0.00055213,0.00048728,0.00048585,4.6122e-05,3.8059e-05,3.7922e-05
4095.1,0.0099066,0.009835,0.0099216,0.0020882,0.0019053,0.0020378,0.0036283,0.0029613,0.0029934,0.00030875,0.00028891,0.00029269,0.00054779,0.00048322,0.00048198,4.1211e-05,3.7736e-05,3.7617e-05
4108.71,0.0098601,0.0097895,0.0098761,0.0020618,0.0018844,0.0020167,0.0036013,0.0029379,0.0029714,0.00030512,0.00028568,0.00028953,0.00054353,0.00047921,0.00047817,3.7059e-05,3.7431e-05,3.7316e-05
