,1s,1s,1s,2p,2p,2p,2s,2s,2s,3p,3p,3p,3s,3s,3s,4s,4s,4s
5714.1,0.0059301,0.0059275,0.0060055,0.00049288,0.00063403,0.00069892,0.0014856,0.0012983,0.0013972,8.5373e-05,9.2343e-05,9.6135e-05,0.00022606,0.00020549,0.00021413,1.3593e-05,1.5987e-05,1.6597e-05
5727.7,0.0059066,0.0059044,0.0059822,0.00048723,0.00062921,0.00069343,0.0014742,0.0012905,0.0013894,8.4534e-05,9.1589e-05,9.5351e-05,0.00022449,0.00020422,0.00021287,1.4134e-05,1.5897e-05,1.6499e-05
5741.31,0.005883,0.0058811,0.0059588,0.00048166,0.00062447,0.00068801,0.0014628,0.0012828,0.0013816,8.3707e-05,9.0846e-05,9.4578e-05,0.00022291,0.00020296,0.00021161,1.5625e-05,1.5804e-05,1.6401e-05
5754.91,0.0058593,0.0058577,0.0059352,0.00047617,0.00061979,0.00068266,0.0014514,0.0012751,0.0013738,8.2892e-05,9.0114e-05,9.3816e-05,0.00022134,0.00020169,0.00021035,1.7685e-05,1.5706e-05,1.6302e-05
5768.52,0.0058354,0.0058341,0.0059115,0.00047076,0.00061519,0.00067739,0.0014401,0.0012673,0.001366,8.2089e-05,8.9393e-05,9.3065e-05,0.00021976,0.00020043,0.0002091,1.9705e-05,1.5604e-05,1.6204e-05
5782.12,0.0058115,0.0058105,0.0058878,0.00046541,0.00061066,0.00067219,0.0014287,0.0012596,0.0013582,8.1296e-05,8.8682e-05,9.2324e-05,0.00021819,0.00019918,0.00020784,2.0989e-05,1.5498e-05,1.6106e-05
5795.73,0.005787,0.0057862,0.0058634,0.00046009,0.00060616,0.00066703,0.0014173,0.0012519,0.0013503,8.0509e-05,8.7976e-05,9.1589e-05,0.00021659,0.00019791,0.00020657,2.1039e-05,1.539e-05,1.6007e-05
5809.33,0.0057639,0.0057635,0.0058405,0.00045482,0.00060167,0.00066188,0.0014063,0.0012444,0.0013428,7.9726e-05,8.7272e-05,9.0855e-05,0.00021506,0.00019669,0.00020536,1.9808e-05,1.5287e-05,1.5912e-05
5822.94,0.0057455,0.0057454,0.0058223,0.00044994,0.00059745,0.00065702,0.0013965,0.001238,0.0013364,7.899e-05,8.661e-05,9.0163e-05,0.00021369,0.00019564,0.00020432,1.7717e-05,1.52e-05,1.5831e-05
5836.54,0.0057222,0.0057224,0.0057992,0.00044481,0.00059307,0.00065198,0.0013855,0.0012306,0.0013289,7.8226e-05,8.5923e-05,8.9445e-05,0.00021214,0.00019443,0.00020311,1.5402e-05,1.5105e-05,1.5737e-05
5850.15,0.0056999,0.0057003,0.005777,0.00043976,0.00058873,0.00064698,0.0013748,0.0012235,0.0013216,7.7471e-05,8.5242e-05,8.8734e-05,0.00021062,0.00019326,0.00020194,1.3514e-05,1.5018e-05,1.5645e-05
5863.75,0.0056778,0.0056785,0.0057551,0.00043478,0.00058442,0.000642,0.0013642,0.0012164,0.0013144,7.6724e-05,8.4566e-05,8.8027e-05,0.00020912,0.00019211,0.00020079,1.2463e-05,1.4935e-05,1.5555e-05
5877.36,0.0056558,0.0056568,0.0057332,0.00042985,0.00058014,0.00063707,0.0013537,0.0012094,0.0013073,7.5983e-05,8.3895e-05,8.7326e-05,0.00020761,0.00019096,0.00019964,1.2416e-05,1.4855e-05,1.5465e-05
5890.96,0.0056338,0.0056351,0.0057114,0.00042499,0.00057591,0.00063218,0.0013433,0.0012024,0.0013002,7.5252e-05,8.3231e-05,8.6632e-05,0.0002061,0.00018981,0.00019849,1.3347e-05,1.4773e-05,1.5376e-05
5904.57,0.0056116,0.0056131,0.0056893,0.0004202,0.00057174,0.00062735,0.0013328,0.0011954,0.001293,7.4529e-05,8.2576e-05,8.5946e-05,0.00020459,0.00018867,0.00019735,1.5039e-05,1.4687e-05,1.5286e-05
5918.17,0.0055891,0.0055909,0.005667,0.00041548,0.00056762,0.00062259,0.0013223,0.0011883,0.0012859,7.3817e-05,8.193e-05,8.5269e-05,0.00020307,0.00018752,0.0001962,1.7051e-05,1.4597e-05,1.5197e-05
5931.78,0.0055662,0.0055683,0.0056442,0.00041082,0.00056357,0.00061789,0.0013118,0.0011813,0.0012786,7.3115e-05,8.1293e-05,8.4601e-05,0.00020154,0.00018637,0.00019504,1.8768e-05,1.4502e-05,1.5106e-05
5945.38,0.0055417,0.0055441,0.0056197,0.00040618,0.00055956,0.00061324,0.0013009,0.0011739,0.001271,7.2419e-05,8.0663e-05,8.3941e-05,0.00019996,0.00018517,0.00019382,1.9582e-05,1.44e-05,1.5012e-05
5958.99,0.0055182,0.0055209,0.0055964,0.00040161,0.00055563,0.00060867,0.0012903,0.0011667,0.0012637,7.1735e-05,8.0044e-05,8.3293e-05,0.00019842,0.000184,0.00019265,1.9181e-05,1.4301e-05,1.492e-05
5972.59,0.0055048,0.0055077,0.0055832,0.00039733,0.00055181,0.00060423,0.0012821,0.0011617,0.0012587,7.1077e-05,7.9444e-05,8.2662e-05,0.00019725,0.00018318,0.00019184,1.7712e-05,1.423e-05,1.4857e-05
5986.2,0.0054821,0.0054853,0.0055606,0.00039288,0.00054795,0.00059973,0.0012718,0.0011548,0.0012516,7.0407e-05,7.8836e-05,8.2024e-05,0.00019575,0.00018205,0.0001907,1.5603e-05,1.4139e-05,1.4768e-05
5999.8,0.0054605,0.0054639,0.0055391,0.0003885,0.00054412,0.00059527,0.0012618,0.0011482,0.0012448,6.9745e-05,7.8233e-05,8.139e-05,0.00019431,0.00018097,0.00018961,1.352e-05,1.4055e-05,1.4683e-05
6013.41,0.0054394,0.0054431,0.0055182,0.00038417,0.00054031,0.00059082,0.001252,0.0011417,0.0012381,6.9088e-05,7.7634e-05,8.0761e-05,0.0001929,0.00017991,0.00018854,1.1984e-05,1.3978e-05,1.46e-05
6027.01,0.0054187,0.0054226,0.0054976,0.00037988,0.00053652,0.0005864,0.0012423,0.0011353,0.0012315,6.8436e-05,7.7037e-05,8.0134e-05,0.00019151,0.00017887,0.00018749,1.1292e-05,1.3904e-05,1.4518e-05
6040.62,0.005398,0.0054022,0.0054771,0.00037565,0.00053275,0.000582,0.0012327,0.0011289,0.001225,6.779e-05,7.6445e-05,7.9511e-05,0.00019014,0.00017783,0.00018645,1.154e-05,1.3831e-05,1.4436e-05
6054.22,0.0053773,0.0053818,0.0054565,0.00037147,0.00052901,0.00057763,0.0012231,0.0011226,0.0012185,6.7151e-05,7.5857e-05,7.8892e-05,0.00018878,0.0001768,0.0001854,1.2655e-05,1.3756e-05,1.4355e-05
6067.83,0.0053564,0.0053611,0.0054357,0.00036734,0.00052531,0.0005733,0.0012135,0.0011163,0.001212,6.6519e-05,7.5276e-05,7.828e-05,0.00018742,0.00017576,0.00018436,1.4389e-05,1.3678e-05,1.4274e-05
6081.43,0.005335,0.00534,0.0054144,0.00036326,0.00052165,0.00056902,0.0012038,0.0011098,0.0012053,6.5894e-05,7.47e-05,7.7673e-05,0.00018607,0.00017471,0.0001833,1.6286e-05,1.3594e-05,1.4191e-05
6095.04,0.0053117,0.0053169,0.0053912,0.0003592,0.000518,0.00056474,0.0011937,0.001103,0.0011983,6.5271e-05,7.4125e-05,7.7068e-05,0.00018466,0.00017361,0.00018218,1.7755e-05,1.3503e-05,1.4104e-05
6108.64,0.0052886,0.005294,0.0053681,0.00035523,0.0005145,0.00056063,0.0011838,0.0010963,0.0011913,6.4669e-05,7.3573e-05,7.6486e-05,0.00018327,0.00017252,0.00018107,1.8284e-05,1.341e-05,1.4018e-05
6122.25,0.0052776,0.0052833,0.0053574,0.00035152,0.00051122,0.00055675,0.0011765,0.0010922,0.0011871,6.4101e-05,7.3054e-05,7.5937e-05,0.00018231,0.00017183,0.00018038,1.7697e-05,1.3348e-05,1.3964e-05
6135.85,0.0052555,0.0052615,0.0053354,0.00034764,0.00050775,0.00055267,0.0011669,0.0010857,0.0011804,6.3507e-05,7.2507e-05,7.536e-05,0.00018097,0.00017078,0.00017932,1.6112e-05,1.326e-05,1.3881e-05
6149.46,0.0052346,0.0052408,0.0053146,0.00034383,0.00050434,0.00054865,0.0011576,0.0010795,0.001174,6.2924e-05,7.1969e-05,7.4792e-05,0.00017969,0.00016977,0.0001783,1.4076e-05,1.3179e-05,1.3802e-05
6163.06,0.0052143,0.0052207,0.0052943,0.00034006,0.00050096,0.00054467,0.0011484,0.0010735,0.0011678,6.2346e-05,7.1436e-05,7.4229e-05,0.00017844,0.00016879,0.0001773,1.2165e-05,1.3104e-05,1.3724e-05
6176.67,0.0051944,0.0052011,0.0052746,0.00033634,0.0004976,0.00054071,0.0011394,0.0010676,0.0011616,6.1774e-05,7.0906e-05,7.3669e-05,0.0001772,0.00016783,0.00017632,1.0825e-05,1.3034e-05,1.3648e-05
6190.27,0.0051748,0.0051817,0.0052551,0.00033265,0.00049426,0.00053676,0.0011305,0.0010618,0.0011556,6.1206e-05,7.0378e-05,7.3112e-05,0.00017598,0.00016688,0.00017536,1.0293e-05,1.2968e-05,1.3573e-05
6203.88,0.0051554,0.0051626,0.0052358,0.000329,0.00049092,0.00053282,0.0011216,0.0010561,0.0011496,6.0642e-05,6.9853e-05,7.2556e-05,0.00017477,0.00016594,0.00017441,1.0629e-05,1.2902e-05,1.3499e-05
6217.48,0.005136,0.0051434,0.0052165,0.00032539,0.0004876,0.0005289,0.0011129,0.0010503,0.0011437,6.0082e-05,6.933e-05,7.2002e-05,0.00017356,0.00016501,0.00017346,1.1748e-05,1.2834e-05,1.3425e-05
6231.09,0.0051164,0.005124,0.005197,0.00032182,0.00048429,0.00052498,0.0011041,0.0010446,0.0011377,5.9526e-05,6.8808e-05,7.1451e-05,0.00017235,0.00016407,0.0001725,1.3403e-05,1.2763e-05,1.3351e-05
6244.69,0.0050956,0.0051035,0.0051763,0.00031826,0.00048093,0.00052103,0.0010951,0.0010386,0.0011314,5.8968e-05,6.8282e-05,7.0893e-05,0.00017109,0.0001631,0.00017151,1.5159e-05,1.2685e-05,1.3274e-05
6258.3,0.0050744,0.0050825,0.0051552,0.0003148,0.00047775,0.00051725,0.001086,0.0010326,0.0011251,5.8431e-05,6.778e-05,7.0361e-05,0.00016982,0.00016212,0.00017052,1.6474e-05,1.2604e-05,1.3196e-05
6271.9,0.0050622,0.0050706,0.0051432,0.00031163,0.00047506,0.00051402,0.0010789,0.0010285,0.0011209,5.7954e-05,6.7348e-05,6.9902e-05,0.00016886,0.00016143,0.00016982,1.6918e-05,1.2543e-05,1.3142e-05
6285.51,0.0050413,0.0050498,0.0051223,0.00030822,0.00047186,0.00051022,0.00107,0.0010226,0.0011147,5.742e-05,6.6844e-05,6.9368e-05,0.00016759,0.00016047,0.00016884,1.6259e-05,1.2461e-05,1.3066e-05
6299.11,0.0050213,0.00503,0.0051023,0.00030489,0.00046878,0.00050656,0.0010614,0.0010169,0.0011087,5.6902e-05,6.6357e-05,6.8852e-05,0.00016636,0.00015954,0.00016789,1.4732e-05,1.2383e-05,1.2992e-05
6312.72,0.0050017,0.0050107,0.0050828,0.00030161,0.00046575,0.00050296,0.0010529,0.0010113,0.0011028,5.6392e-05,6.5879e-05,6.8344e-05,0.00016514,0.00015863,0.00016696,1.2809e-05,1.231e-05,1.292e-05
6326.32,0.0049824,0.0049917,0.0050637,0.00029837,0.00046276,0.00049939,0.0010444,0.0010058,0.0010971,5.5888e-05,6.5406e-05,6.7842e-05,0.00016394,0.00015774,0.00016605,1.1022e-05,1.2242e-05,1.2849e-05
6339.93,0.0049636,0.004973,0.0050449,0.00029516,0.00045979,0.00049585,0.0010362,0.0010004,0.0010914,5.5389e-05,6.4936e-05,6.7343e-05,0.00016275,0.00015686,0.00016515,9.7723e-06,1.2179e-05,1.2779e-05
6353.53,0.0049451,0.0049547,0.0050265,0.00029199,0.00045683,0.00049232,0.001028,0.00099512,0.0010858,5.4893e-05,6.4468e-05,6.6846e-05,0.00016156,0.000156,0.00016427,9.2694e-06,1.2119e-05,1.271e-05
6367.14,0.0049268,0.0049367,0.0050083,0.00028885,0.00045387,0.00048879,0.0010199,0.00098991,0.0010804,5.44e-05,6.4001e-05,6.6349e-05,0.0001604,0.00015514,0.0001634,9.5666e-06,1.2059e-05,1.2642e-05
6380.74,0.0049087,0.0049188,0.0049903,0.00028573,0.0004509,0.00048525,0.0010119,0.00098474,0.0010749,5.3909e-05,6.3533e-05,6.5852e-05,0.00015923,0.0001543,0.00016253,1.0592e-05,1.1999e-05,1.2575e-05
6394.35,0.0048903,0.0049006,0.004972,0.00028261,0.00044788,0.00048166,0.0010039,0.00097954,0.0010694,5.3414e-05,6.3058e-05,6.5347e-05,0.00015807,0.00015345,0.00016166,1.2131e-05,1.1935e-05,1.2507e-05
6407.95,0.0048715,0.004882,0.0049533,0.00027959,0.00044497,0.00047818,0.0009958,0.00097428,0.0010639,5.2935e-05,6.26e-05,6.486e-05,0.0001569,0.00015259,0.00016078,1.3799e-05,1.1866e-05,1.2439e-05
6421.56,0.0048571,0.0048679,0.004939,0.00027694,0.00044284,0.00047555,0.00098867,0.00096994,0.0010593,5.2541e-05,6.225e-05,6.4485e-05,0.00015587,0.00015188,0.00016005,1.5113e-05,1.1806e-05,1.2382e-05
6435.16,0.0048379,0.0048488,0.0049198,0.00027388,0.00043977,0.0004719,0.00098059,0.00096463,0.0010537,5.2049e-05,6.177e-05,6.3975e-05,0.0001547,0.00015102,0.00015916,1.5605e-05,1.1731e-05,1.2313e-05
6448.77,0.0048192,0.0048304,0.0049012,0.00027095,0.00043694,0.00046851,0.00097267,0.00095947,0.0010482,5.1583e-05,6.1323e-05,6.3499e-05,0.00015356,0.00015018,0.0001583,1.5101e-05,1.1659e-05,1.2245e-05
6462.37,0.0048007,0.004812,0.0048827,0.00026808,0.00043418,0.00046521,0.00096482,0.00095436,0.0010428,5.1129e-05,6.0888e-05,6.3035e-05,0.00015243,0.00014934,0.00015744,1.3751e-05,1.1589e-05,1.2178e-05
6475.98,0.0047822,0.0047938,0.0048644,0.00026526,0.00043149,0.00046197,0.00095703,0.00094929,0.0010374,5.0682e-05,6.0461e-05,6.258e-05,0.00015131,0.00014852,0.00015659,1.1977e-05,1.1522e-05,1.2112e-05
6489.58,0.004764,0.0047758,0.0048462,0.00026247,0.00042883,0.00045877,0.00094932,0.00094428,0.0010321,5.0241e-05,6.0039e-05,6.213e-05,0.00015022,0.0001477,0.00015574,1.027e-05,1.146e-05,1.2047e-05
6503.19,0.004746,0.004758,0.0048283,0.00025972,0.00042619,0.00045559,0.00094171,0.00093935,0.0010268,4.9805e-05,5.9621e-05,6.1684e-05,0.00014914,0.0001469,0.00015491,9.0197e-06,1.1401e-05,1.1982e-05
6516.79,0.0047284,0.0047406,0.0048108,0.00025699,0.00042356,0.00045243,0.0009342,0.0009345,0.0010217,4.9372e-05,5.9205e-05,6.124e-05,0.00014808,0.00014611,0.0001541,8.44e-06,1.1346e-05,1.1919e-05
6530.4,0.0047111,0.0047235,0.0047936,0.00025428,0.00042093,0.00044926,0.0009268,0.00092974,0.0010166,4.8941e-05,5.879e-05,6.0796e-05,0.00014705,0.00014533,0.0001533,8.5983e-06,1.1292e-05,1.1856e-05
6544.0,0.0046941,0.0047067,0.0047766,0.00025158,0.00041827,0.00044606,0.00091949,0.00092506,0.0010116,4.8508e-05,5.837e-05,6.0348e-05,0.00014603,0.00014456,0.00015251,9.4513e-06,1.1238e-05,1.1795e-05
6557.61,0.0046772,0.00469,0.0047597,0.00024881,0.00041541,0.00044266,0.00091223,0.00092041,0.0010066,4.8056e-05,5.7923e-05,5.9872e-05,0.00014503,0.0001438,0.00015172,1.0834e-05,1.1181e-05,1.1733e-05
6571.21,0.0046596,0.0046726,0.0047422,0.00024613,0.00041263,0.00043934,0.00090488,0.00091565,0.0010015,4.7617e-05,5.7489e-05,5.9409e-05,0.00014402,0.00014303,0.00015092,1.2425e-05,1.1119e-05,1.1671e-05
6584.82,0.004644,0.0046572,0.0047267,0.00024399,0.00041101,0.00043725,0.00089797,0.00091131,0.0009969,4.7302e-05,5.7213e-05,5.911e-05,0.00014307,0.00014232,0.00015018,1.3787e-05,1.106e-05,1.1614e-05
6598.42,0.004627,0.0046404,0.0047098,0.0002414,0.00040837,0.00043408,0.00089082,0.00090672,0.00099198,4.6881e-05,5.6799e-05,5.8668e-05,0.00014209,0.00014157,0.00014941,1.4472e-05,1.0995e-05,1.1553e-05
6612.03,0.0046099,0.0046235,0.0046927,0.00023888,0.00040584,0.00043103,0.00088368,0.00090212,0.00098704,4.6472e-05,5.64e-05,5.8241e-05,0.00014111,0.00014082,0.00014863,1.4237e-05,1.093e-05,1.1493e-05
6625.63,0.0045926,0.0046065,0.0046755,0.00023641,0.00040337,0.00042804,0.00087656,0.00089751,0.00098209,4.6072e-05,5.6009e-05,5.7823e-05,0.00014014,0.00014006,0.00014785,1.3145e-05,1.0866e-05,1.1432e-05
6639.24,0.0045753,0.0045893,0.0046583,0.00023397,0.00040095,0.00042511,0.00086946,0.0008929,0.00097714,4.5679e-05,5.5625e-05,5.7412e-05,0.00013916,0.00013931,0.00014707,1.1533e-05,1.0804e-05,1.1371e-05
6652.84,0.004558,0.0045722,0.004641,0.00023158,0.00039856,0.00042222,0.00086241,0.00088833,0.00097221,4.5292e-05,5.5248e-05,5.7007e-05,0.00013819,0.00013857,0.00014629,9.8614e-06,1.0746e-05,1.1311e-05
6666.45,0.0045409,0.0045553,0.0046239,0.00022921,0.00039621,0.00041936,0.00085542,0.00088379,0.00096733,4.491e-05,5.4875e-05,5.6608e-05,0.00013722,0.00013783,0.00014552,8.5253e-06,1.0692e-05,1.1251e-05
6680.05,0.004524,0.0045386,0.0046071,0.00022686,0.00039388,0.00041653,0.00084852,0.00087933,0.00096251,4.4531e-05,5.4504e-05,5.6211e-05,0.00013626,0.0001371,0.00014476,7.7677e-06,1.064e-05,1.1192e-05
6693.66,0.0045074,0.0045222,0.0045905,0.00022454,0.00039155,0.00041369,0.0008417,0.00087494,0.00095777,4.4154e-05,5.4135e-05,5.5814e-05,0.00013532,0.00013638,0.00014402,7.6845e-06,1.0591e-05,1.1134e-05
6707.26,0.0044911,0.004506,0.0045743,0.0002222,0.00038917,0.00041081,0.00083498,0.00087063,0.00095311,4.3773e-05,5.3759e-05,5.5412e-05,0.00013438,0.00013568,0.00014328,8.267e-06,1.0541e-05,1.1076e-05
6720.87,0.0044754,0.0044906,0.0045587,0.00021991,0.00038679,0.00040794,0.00082842,0.00086646,0.0009486,4.3397e-05,5.3385e-05,5.5011e-05,0.00013345,0.00013499,0.00014257,9.4098e-06,1.0491e-05,1.1021e-05
6734.47,0.0044596,0.004475,0.004543,0.000218,0.00038511,0.0004058,0.00082188,0.00086229,0.00094409,4.3097e-05,5.3106e-05,5.4709e-05,0.00013253,0.00013431,0.00014186,1.0874e-05,1.0438e-05,1.0966e-05
6748.08,0.0044438,0.0044594,0.0045272,0.00021568,0.00038264,0.00040282,0.00081537,0.00085813,0.00093958,4.2712e-05,5.2719e-05,5.4294e-05,0.0001316,0.00013363,0.00014115,1.2285e-05,1.0382e-05,1.091e-05
6761.68,0.0044281,0.0044438,0.0045116,0.00021347,0.00038032,0.00040002,0.0008089,0.00085399,0.00093509,4.2346e-05,5.2354e-05,5.3903e-05,0.00013067,0.00013295,0.00014045,1.3218e-05,1.0325e-05,1.0855e-05
6775.29,0.0044122,0.0044282,0.0044958,0.0002113,0.00037805,0.00039726,0.00080244,0.00084986,0.0009306,4.1988e-05,5.1996e-05,5.3519e-05,0.00012974,0.00013228,0.00013974,1.3355e-05,1.0266e-05,1.08e-05
6788.89,0.0043962,0.0044123,0.0044798,0.00020917,0.00037582,0.00039455,0.000796,0.00084571,0.00092609,4.1636e-05,5.1644e-05,5.3141e-05,0.00012881,0.0001316,0.00013903,1.2633e-05,1.0207e-05,1.0745e-05
6802.5,0.00438,0.0043963,0.0044637,0.00020708,0.00037363,0.00039189,0.00078956,0.00084154,0.00092155,4.1289e-05,5.1298e-05,5.2769e-05,0.00012787,0.00013092,0.00013832,1.1275e-05,1.015e-05,1.069e-05
6816.1,0.0043637,0.0043802,0.0044474,0.00020501,0.00037148,0.00038926,0.00078313,0.00083737,0.000917,4.0948e-05,5.0958e-05,5.2403e-05,0.00012693,0.00013024,0.0001376,9.6778e-06,1.0096e-05,1.0634e-05
6829.71,0.0043473,0.004364,0.0044311,0.00020298,0.00036937,0.00038668,0.00077673,0.00083321,0.00091246,4.0612e-05,5.0622e-05,5.2042e-05,0.00012599,0.00012956,0.00013689,8.2482e-06,1.0044e-05,1.0579e-05
6843.31,0.004331,0.0043479,0.0044148,0.00020097,0.00036728,0.00038412,0.00077038,0.00082907,0.00090793,4.0281e-05,5.0291e-05,5.1686e-05,0.00012506,0.00012888,0.00013618,7.2734e-06,9.9961e-06,1.0524e-05
6856.92,0.0043148,0.0043318,0.0043986,0.00019898,0.00036521,0.00038158,0.00076408,0.00082496,0.00090344,3.9952e-05,4.9962e-05,5.1331e-05,0.00012413,0.00012821,0.00013548,6.8948e-06,9.9495e-06,1.0469e-05
6870.52,0.0042983,0.0043155,0.0043821,0.00019697,0.00036311,0.00037902,0.00075777,0.00082082,0.00089891,3.9621e-05,4.9629e-05,5.0974e-05,0.00012321,0.00012754,0.00013477,7.144e-06,9.9025e-06,1.0414e-05
6884.13,0.0042836,0.004301,0.0043675,0.000195,0.00036098,0.00037643,0.00075181,0.00081704,0.00089477,3.9291e-05,4.9294e-05,5.0613e-05,0.00012234,0.00012692,0.00013412,7.9755e-06,9.8585e-06,1.0363e-05
6897.73,0.0042706,0.0042882,0.0043546,0.00019332,0.00035928,0.00037429,0.00074618,0.0008136,0.000891,3.9012e-05,4.9019e-05,5.0314e-05,0.00012152,0.00012635,0.00013352,9.2412e-06,9.8162e-06,1.0317e-05
6911.34,0.0042551,0.0042729,0.0043391,0.00019138,0.00035719,0.00037175,0.00074014,0.00080969,0.00088671,3.8688e-05,4.8689e-05,4.996e-05,0.00012064,0.00012571,0.00013285,1.0653e-05,9.7652e-06,1.0264e-05
6924.94,0.0042401,0.0042581,0.0043242,0.00018949,0.00035515,0.00036925,0.00073423,0.0008059,0.00088254,3.8372e-05,4.8366e-05,4.9612e-05,0.00011979,0.00012509,0.0001322,1.1834e-05,9.7132e-06,1.0214e-05
6938.55,0.0042253,0.0042434,0.0043094,0.00018763,0.00035312,0.00036677,0.00072838,0.00080216,0.00087842,3.8059e-05,4.8046e-05,4.9267e-05,0.00011894,0.00012448,0.00013155,1.2415e-05,9.6599e-06,1.0163e-05
6952.15,0.0042104,0.0042287,0.0042946,0.0001858,0.00035111,0.00036431,0.00072256,0.00079841,0.00087429,3.775e-05,4.7728e-05,4.8926e-05,0.00011811,0.00012387,0.0001309,1.2193e-05,9.6063e-06,1.0113e-05
6965.76,0.0041953,0.0042138,0.0042796,0.000184,0.00034912,0.00036188,0.00071674,0.00079466,0.00087015,3.7445e-05,4.7415e-05,4.8588e-05,0.00011728,0.00012325,0.00013025,1.1228e-05,9.5535e-06,1.0063e-05
6979.36,0.0041801,0.0041988,0.0042644,0.00018223,0.00034716,0.00035949,0.00071092,0.00079088,0.00086598,3.7145e-05,4.7106e-05,4.8255e-05,0.00011645,0.00012264,0.0001296,9.8124e-06,9.5026e-06,1.0012e-05
6992.97,0.0041646,0.0041835,0.0042489,0.00018048,0.00034524,0.00035713,0.0007051,0.00078708,0.00086178,3.6851e-05,4.6802e-05,4.7927e-05,0.00011563,0.00012202,0.00012894,8.3368e-06,9.4541e-06,9.9609e-06
7006.57,0.004149,0.004168,0.0042333,0.00017876,0.00034335,0.00035481,0.00069928,0.00078325,0.00085754,3.656e-05,4.6503e-05,4.7605e-05,0.00011481,0.00012139,0.00012828,7.1396e-06,9.4081e-06,9.9095e-06
7020.18,0.004133,0.0041522,0.0042174,0.00017706,0.00034149,0.00035252,0.00069345,0.00077938,0.00085326,3.6274e-05,4.6208e-05,4.7286e-05,0.00011399,0.00012076,0.00012761,6.4288e-06,9.3635e-06,9.8576e-06
7033.78,0.0041155,0.0041349,0.0041999,0.00017535,0.00033964,0.00035024,0.0006874,0.00077524,0.00084868,3.5989e-05,4.5913e-05,4.6968e-05,0.00011314,0.00012009,0.0001269,6.2872e-06,9.3165e-06,9.8023e-06
7047.39,0.004101,0.0041206,0.0041854,0.00017367,0.00033778,0.00034795,0.00068187,0.00077167,0.00084472,3.5705e-05,4.5619e-05,4.6651e-05,0.00011237,0.0001195,0.00012628,6.7226e-06,9.2759e-06,9.7542e-06
7060.99,0.0040927,0.0041124,0.0041772,0.0001722,0.00033609,0.00034585,0.0006774,0.00076928,0.00084204,3.5449e-05,4.5349e-05,4.6359e-05,0.00011178,0.0001191,0.00012585,7.6712e-06,9.2477e-06,9.7209e-06
7074.6,0.0040771,0.004097,0.0041617,0.00017057,0.00033427,0.00034361,0.00067177,0.00076554,0.00083788,3.5172e-05,4.5062e-05,4.6048e-05,0.000111,0.00011849,0.00012521,8.9366e-06,9.2009e-06,9.6706e-06
7088.2,0.0040625,0.0040827,0.0041472,0.00016897,0.00033246,0.00034138,0.00066633,0.000762,0.00083394,3.49e-05,4.4775e-05,4.5739e-05,0.00011025,0.00011791,0.00012459,1.0239e-05,9.1538e-06,9.6228e-06
7101.81,0.0040484,0.0040687,0.004133,0.00016738,0.00033065,0.00033916,0.00066099,0.00075856,0.0008301,3.4629e-05,4.4489e-05,4.543e-05,0.00010951,0.00011735,0.00012399,1.1212e-05,9.1057e-06,9.5762e-06
7115.41,0.0040344,0.0040549,0.0041191,0.00016582,0.00032884,0.00033694,0.00065571,0.00075515,0.0008263,3.436e-05,4.4204e-05,4.5122e-05,0.00010878,0.00011679,0.0001234,1.1546e-05,9.0568e-06,9.5301e-06
7129.02,0.0040204,0.004041,0.0041052,0.00016428,0.00032704,0.00033474,0.00065047,0.00075176,0.00082251,3.4094e-05,4.3921e-05,4.4816e-05,0.00010805,0.00011623,0.00012281,1.1118e-05,9.0081e-06,9.4842e-06
7142.62,0.0040063,0.0040271,0.0040911,0.00016276,0.00032526,0.00033255,0.00064523,0.00074836,0.00081871,3.3831e-05,4.364e-05,4.4513e-05,0.00010731,0.00011568,0.00012221,1.0053e-05,8.9606e-06,9.4381e-06
7156.23,0.0039919,0.0040129,0.0040767,0.00016126,0.00032349,0.00033038,0.00063999,0.00074493,0.00081487,3.3572e-05,4.3362e-05,4.4213e-05,0.00010658,0.00011511,0.00012161,8.6615e-06,8.9148e-06,9.3916e-06
7169.83,0.0039772,0.0039984,0.0040621,0.00015979,0.00032176,0.00032825,0.00063472,0.00074145,0.00081097,3.3317e-05,4.3088e-05,4.3918e-05,0.00010583,0.00011454,0.00012101,7.3051e-06,8.871e-06,9.3445e-06
7183.44,0.0039619,0.0039832,0.0040467,0.00015834,0.00032005,0.00032615,0.00062939,0.00073786,0.00080695,3.3066e-05,4.2819e-05,4.3626e-05,0.00010506,0.00011396,0.00012038,6.2677e-06,8.8285e-06,9.296e-06
7197.04,0.0039441,0.0039656,0.0040289,0.00015689,0.00031835,0.00032405,0.0006237,0.00073383,0.00080244,3.2816e-05,4.255e-05,4.3336e-05,0.00010423,0.0001133,0.00011968,5.7052e-06,8.7822e-06,9.242e-06
7210.65,0.0039291,0.0039508,0.004014,0.00015548,0.00031674,0.00032205,0.0006185,0.00073035,0.00079853,3.2576e-05,4.2293e-05,4.3058e-05,0.00010348,0.00011274,0.00011907,5.6794e-06,8.7431e-06,9.1948e-06
7224.25,0.0039249,0.0039468,0.00401,0.0001542,0.00031516,0.0003201,0.00061501,0.00072885,0.00079679,3.2347e-05,4.2044e-05,4.2788e-05,0.000103,0.00011247,0.00011879,6.19e-06,8.7271e-06,9.1726e-06
