,1s,1s,1s,2p,2p,2p,2s,2s,2s,3s,3s,3s
7292.28,0.0011747,0.0011735,0.0012059,2.5951e-05,1.1024e-05,1.3771e-05,0.0001041,9.1758e-05,0.00011154,5.07e-06,4.7287e-06,5.7404e-06
7305.88,0.0011698,0.0011679,0.0012002,2.6644e-05,1.0987e-05,1.3675e-05,0.00010305,9.1229e-05,0.00011095,4.9656e-06,4.7018e-06,5.7099e-06
7319.49,0.001165,0.0011625,0.0011946,2.7314e-05,1.095e-05,1.3578e-05,0.00010199,9.0708e-05,0.00011038,4.9257e-06,4.6754e-06,5.68e-06
7333.09,0.0011602,0.001157,0.0011891,2.795e-05,1.0915e-05,1.3481e-05,0.00010092,9.0194e-05,0.00010981,4.9469e-06,4.6493e-06,5.6504e-06
7346.7,0.0011554,0.0011516,0.0011836,2.8544e-05,1.0879e-05,1.3384e-05,9.9834e-05,8.9682e-05,0.00010923,5.0129e-06,4.6231e-06,5.6209e-06
7360.3,0.0011505,0.001146,0.0011779,2.908e-05,1.0841e-05,1.3281e-05,9.8721e-05,8.9158e-05,0.00010865,5.0967e-06,4.596e-06,5.5904e-06
7373.91,0.0011454,0.0011402,0.001172,2.957e-05,1.0811e-05,1.3189e-05,9.7585e-05,8.8624e-05,0.00010805,5.1676e-06,4.5682e-06,5.5594e-06
7387.51,0.001142,0.0011362,0.0011679,3.0003e-05,1.0805e-05,1.3123e-05,9.6588e-05,8.8226e-05,0.00010761,5.2054e-06,4.5472e-06,5.5367e-06
7401.12,0.001137,0.0011306,0.0011622,3.0334e-05,1.0774e-05,1.3027e-05,9.5449e-05,8.7707e-05,0.00010703,5.1758e-06,4.5198e-06,5.5064e-06
7414.72,0.0011322,0.001125,0.0011566,3.0582e-05,1.0748e-05,1.2936e-05,9.4313e-05,8.7198e-05,0.00010645,5.0819e-06,4.493e-06,5.4766e-06
7428.33,0.0011273,0.0011196,0.001151,3.0739e-05,1.0724e-05,1.2848e-05,9.3177e-05,8.6693e-05,0.00010588,4.9345e-06,4.4665e-06,5.447e-06
7441.93,0.0011225,0.0011141,0.0011455,3.0798e-05,1.0703e-05,1.2761e-05,9.2044e-05,8.6194e-05,0.00010531,4.7573e-06,4.4405e-06,5.4176e-06
7455.54,0.0011178,0.0011087,0.00114,3.0755e-05,1.0683e-05,1.2674e-05,9.0917e-05,8.5701e-05,0.00010475,4.5798e-06,4.415e-06,5.3886e-06
7469.14,0.0011131,0.0011034,0.0011346,3.061e-05,1.0663e-05,1.2589e-05,8.9801e-05,8.5217e-05,0.0001042,4.4302e-06,4.3902e-06,5.3601e-06
7482.75,0.0011086,0.0010982,0.0011293,3.0361e-05,1.0644e-05,1.2503e-05,8.8699e-05,8.4744e-05,0.00010366,4.3292e-06,4.366e-06,5.3321e-06
7496.35,0.0011041,0.0010931,0.0011242,3.001e-05,1.0624e-05,1.2416e-05,8.7613e-05,8.428e-05,0.00010313,4.2869e-06,4.3424e-06,5.3046e-06
7509.96,0.0010997,0.0010881,0.0011191,2.956e-05,1.0604e-05,1.2329e-05,8.6542e-05,8.3824e-05,0.00010261,4.3007e-06,4.3191e-06,5.2776e-06
7523.56,0.0010954,0.0010831,0.001114,2.9012e-05,1.058e-05,1.2238e-05,8.5487e-05,8.3375e-05,0.0001021,4.3568e-06,4.296e-06,5.2509e-06
7537.17,0.001091,0.0010781,0.001109,2.8395e-05,1.0561e-05,1.2152e-05,8.4442e-05,8.2924e-05,0.00010158,4.4319e-06,4.2726e-06,5.2241e-06
7550.77,0.001087,0.0010735,0.0011042,2.7748e-05,1.0572e-05,1.2101e-05,8.3436e-05,8.2501e-05,0.00010109,4.5001e-06,4.2504e-06,5.1989e-06
7564.38,0.0010827,0.0010685,0.0010992,2.6967e-05,1.0546e-05,1.2008e-05,8.2426e-05,8.2059e-05,0.00010058,4.533e-06,4.227e-06,5.1723e-06
7577.98,0.0010783,0.0010635,0.0010942,2.614e-05,1.0527e-05,1.1924e-05,8.1431e-05,8.1617e-05,0.00010007,4.5133e-06,4.2035e-06,5.1458e-06
7591.59,0.0010739,0.0010585,0.0010891,2.5268e-05,1.051e-05,1.1842e-05,8.0452e-05,8.1174e-05,9.9553e-05,4.4352e-06,4.18e-06,5.1191e-06
7605.19,0.0010695,0.0010535,0.001084,2.436e-05,1.0494e-05,1.1762e-05,7.9491e-05,8.073e-05,9.9036e-05,4.3073e-06,4.1565e-06,5.0923e-06
7618.8,0.0010651,0.0010485,0.0010789,2.3427e-05,1.0478e-05,1.1684e-05,7.855e-05,8.0288e-05,9.8519e-05,4.1496e-06,4.1333e-06,5.0655e-06
7632.4,0.0010607,0.0010435,0.0010738,2.2478e-05,1.0463e-05,1.1607e-05,7.7632e-05,7.9848e-05,9.8005e-05,3.9881e-06,4.1104e-06,5.0389e-06
7646.01,0.0010563,0.0010385,0.0010688,2.1524e-05,1.0448e-05,1.153e-05,7.674e-05,7.9414e-05,9.7496e-05,3.8487e-06,4.088e-06,5.0125e-06
7659.61,0.001052,0.0010336,0.0010638,2.0576e-05,1.0432e-05,1.1454e-05,7.5876e-05,7.8988e-05,9.6994e-05,3.7511e-06,4.0661e-06,4.9865e-06
7673.22,0.0010478,0.0010288,0.001059,1.9642e-05,1.0414e-05,1.1377e-05,7.504e-05,7.8569e-05,9.6502e-05,3.7058e-06,4.0447e-06,4.961e-06
7686.82,0.0010437,0.0010241,0.0010542,1.8731e-05,1.0394e-05,1.1298e-05,7.4233e-05,7.8159e-05,9.6019e-05,3.7129e-06,4.0237e-06,4.9359e-06
7700.43,0.0010396,0.0010194,0.0010495,1.7831e-05,1.0361e-05,1.1206e-05,7.345e-05,7.7753e-05,9.554e-05,3.7616e-06,4.0028e-06,4.9111e-06
7714.03,0.0010359,0.0010151,0.0010451,1.7092e-05,1.039e-05,1.1184e-05,7.2715e-05,7.7376e-05,9.5095e-05,3.8344e-06,3.9831e-06,4.888e-06
7727.64,0.0010319,0.0010105,0.0010405,1.6283e-05,1.0353e-05,1.109e-05,7.1982e-05,7.698e-05,9.4627e-05,3.9047e-06,3.9623e-06,4.8637e-06
7741.24,0.001028,0.001006,0.0010359,1.5552e-05,1.0329e-05,1.1011e-05,7.1274e-05,7.6591e-05,9.4166e-05,3.9495e-06,3.9417e-06,4.8398e-06
7754.85,0.0010241,0.0010015,0.0010313,1.4884e-05,1.0306e-05,1.0936e-05,7.0584e-05,7.6202e-05,9.3704e-05,3.9497e-06,3.921e-06,4.8159e-06
7768.45,0.0010201,0.00099693,0.0010267,1.4278e-05,1.0284e-05,1.0862e-05,6.991e-05,7.5812e-05,9.324e-05,3.8967e-06,3.9002e-06,4.7918e-06
7782.06,0.0010161,0.00099233,0.0010221,1.3737e-05,1.0262e-05,1.079e-05,6.9251e-05,7.5419e-05,9.2772e-05,3.7946e-06,3.8793e-06,4.7675e-06
7795.66,0.001012,0.0009877,0.0010174,1.326e-05,1.0241e-05,1.0719e-05,6.8605e-05,7.5025e-05,9.2301e-05,3.6588e-06,3.8586e-06,4.7431e-06
7809.27,0.0010079,0.00098303,0.0010127,1.2848e-05,1.022e-05,1.065e-05,6.7972e-05,7.463e-05,9.1829e-05,3.5117e-06,3.838e-06,4.7187e-06
7822.87,0.0010038,0.00097837,0.001008,1.25e-05,1.0199e-05,1.0581e-05,6.7352e-05,7.4236e-05,9.1358e-05,3.377e-06,3.8176e-06,4.6942e-06
7836.48,0.00099972,0.00097374,0.0010033,1.2215e-05,1.0178e-05,1.0513e-05,6.6746e-05,7.3845e-05,9.0889e-05,3.2745e-06,3.7976e-06,4.6699e-06
7850.08,0.00099566,0.00096913,0.0009986,1.199e-05,1.0155e-05,1.0445e-05,6.6151e-05,7.3457e-05,9.0423e-05,3.2166e-06,3.7778e-06,4.6458e-06
7863.69,0.00099153,0.00096445,0.00099387,1.182e-05,1.013e-05,1.0374e-05,6.5561e-05,7.3065e-05,8.9952e-05,3.2063e-06,3.7578e-06,4.6214e-06
7877.29,0.00098802,0.00096037,0.00098975,1.1715e-05,1.0105e-05,1.0304e-05,6.5019e-05,7.2719e-05,8.9537e-05,3.2396e-06,3.7401e-06,4.5999e-06
7890.9,0.00098498,0.00095676,0.00098612,1.1702e-05,1.0099e-05,1.0256e-05,6.4514e-05,7.241e-05,8.9167e-05,3.3018e-06,3.7241e-06,4.5806e-06
7904.5,0.00098107,0.00095232,0.00098163,1.1701e-05,1.0072e-05,1.0184e-05,6.3956e-05,7.2038e-05,8.8719e-05,3.3685e-06,3.7048e-06,4.5574e-06
7918.11,0.00097738,0.00094808,0.00097735,1.1759e-05,1.0046e-05,1.0116e-05,6.3414e-05,7.1683e-05,8.8291e-05,3.4209e-06,3.6862e-06,4.5352e-06
7931.71,0.00097375,0.0009439,0.00097313,1.1869e-05,1.0022e-05,1.0049e-05,6.2876e-05,7.1333e-05,8.7869e-05,3.4392e-06,3.6677e-06,4.5134e-06
7945.32,0.00097011,0.00093973,0.00096892,1.2029e-05,9.9973e-06,9.9821e-06,6.2339e-05,7.0984e-05,8.7448e-05,3.4114e-06,3.6492e-06,4.4915e-06
7958.92,0.00096644,0.00093552,0.00096467,1.2235e-05,9.9738e-06,9.9166e-06,6.1797e-05,7.0634e-05,8.7025e-05,3.3364e-06,3.6308e-06,4.4696e-06
7972.53,0.00096271,0.00093127,0.00096038,1.2486e-05,9.9513e-06,9.8522e-06,6.1248e-05,7.0282e-05,8.6598e-05,3.2241e-06,3.6123e-06,4.4475e-06
7986.13,0.00095893,0.00092697,0.00095604,1.2778e-05,9.9301e-06,9.7891e-06,6.0692e-05,6.9926e-05,8.6167e-05,3.0922e-06,3.5938e-06,4.4252e-06
7999.74,0.0009551,0.00092262,0.00095164,1.3108e-05,9.9101e-06,9.7271e-06,6.0126e-05,6.9568e-05,8.5732e-05,2.9622e-06,3.5754e-06,4.4026e-06
8013.34,0.0009512,0.00091822,0.0009472,1.3473e-05,9.8913e-06,9.6659e-06,5.9551e-05,6.9207e-05,8.5293e-05,2.8538e-06,3.557e-06,4.3799e-06
8026.95,0.0009472,0.00091371,0.00094264,1.3868e-05,9.8733e-06,9.6052e-06,5.8962e-05,6.8838e-05,8.4844e-05,2.7812e-06,3.5384e-06,4.3567e-06
8040.55,0.00094254,0.00090858,0.00093744,1.4281e-05,9.8549e-06,9.5434e-06,5.8324e-05,6.8424e-05,8.4339e-05,2.7496e-06,3.5174e-06,4.3305e-06
8054.16,0.00093932,0.00090485,0.00093369,1.4724e-05,9.8354e-06,9.4806e-06,5.7768e-05,6.8116e-05,8.3963e-05,2.7639e-06,3.5019e-06,4.3111e-06
8067.76,0.00093774,0.0009027,0.00093156,1.5235e-05,9.827e-06,9.4301e-06,5.7302e-05,6.7928e-05,8.3734e-05,2.8155e-06,3.4924e-06,4.2991e-06
8081.37,0.0009339,0.00089837,0.00092719,1.5715e-05,9.8107e-06,9.3696e-06,5.6688e-05,6.7576e-05,8.3304e-05,2.8775e-06,3.4743e-06,4.2769e-06
8094.97,0.00093035,0.00089432,0.00092311,1.6207e-05,9.7951e-06,9.3095e-06,5.6083e-05,6.7248e-05,8.2901e-05,2.938e-06,3.4573e-06,4.256e-06
8108.58,0.00092692,0.0008904,0.00091916,1.6705e-05,9.78e-06,9.2494e-06,5.5475e-05,6.6929e-05,8.251e-05,2.977e-06,3.4406e-06,4.2358e-06
8122.18,0.00092354,0.00088653,0.00091526,1.7202e-05,9.7654e-06,9.1896e-06,5.4861e-05,6.6615e-05,8.2124e-05,2.9794e-06,3.4241e-06,4.2158e-06
8135.79,0.00092018,0.00088267,0.00091137,1.7691e-05,9.7518e-06,9.1302e-06,5.4239e-05,6.6303e-05,8.174e-05,2.9383e-06,3.4077e-06,4.1959e-06
8149.39,0.00091678,0.00087879,0.00090746,1.8165e-05,9.7393e-06,9.0716e-06,5.3606e-05,6.5991e-05,8.1354e-05,2.8567e-06,3.3912e-06,4.1759e-06
8163.0,0.00091332,0.00087486,0.0009035,1.8618e-05,9.7283e-06,9.0138e-06,5.2962e-05,6.5676e-05,8.0964e-05,2.7467e-06,3.3748e-06,4.1557e-06
8176.6,0.00090978,0.00087085,0.00089946,1.9041e-05,9.719e-06,8.957e-06,5.2307e-05,6.5356e-05,8.0567e-05,2.626e-06,3.3583e-06,4.1352e-06
8190.21,0.00090612,0.00086674,0.00089531,1.9427e-05,9.7113e-06,8.9013e-06,5.1638e-05,6.5028e-05,8.016e-05,2.5135e-06,3.3416e-06,4.1142e-06
8203.81,0.0009022,0.00086237,0.0008909,1.9768e-05,9.7052e-06,8.8465e-06,5.0948e-05,6.4684e-05,7.9731e-05,2.4249e-06,3.3241e-06,4.092e-06
8217.42,0.00089657,0.00085639,0.00088482,2.0048e-05,9.7004e-06,8.7919e-06,5.016e-05,6.4219e-05,7.9153e-05,2.3669e-06,3.3005e-06,4.0622e-06
8231.02,0.00089916,0.00085825,0.00088684,2.0317e-05,9.6973e-06,8.7407e-06,4.9826e-05,6.4343e-05,7.9301e-05,2.3692e-06,3.3071e-06,4.0697e-06
8244.63,0.00089378,0.0008525,0.00088101,2.0477e-05,9.6944e-06,8.687e-06,4.9046e-05,6.3898e-05,7.8746e-05,2.3856e-06,3.2845e-06,4.041e-06
8258.23,0.00089001,0.00084831,0.00087677,2.0576e-05,9.692e-06,8.634e-06,4.8354e-05,6.3571e-05,7.8335e-05,2.4312e-06,3.2677e-06,4.0198e-06
8271.84,0.00088655,0.00084441,0.00087285,2.0605e-05,9.6897e-06,8.5809e-06,4.768e-05,6.3266e-05,7.7951e-05,2.4874e-06,3.252e-06,4e-06
8285.44,0.00088325,0.00084067,0.00086908,2.0559e-05,9.6873e-06,8.5276e-06,4.7015e-05,6.2975e-05,7.7582e-05,2.5363e-06,3.2368e-06,3.9809e-06
8299.05,0.00088005,0.00083702,0.00086541,2.0436e-05,9.6847e-06,8.4741e-06,4.6358e-05,6.2691e-05,7.7223e-05,2.5613e-06,3.2219e-06,3.9624e-06
8312.65,0.0008769,0.00083344,0.00086181,2.0238e-05,9.682e-06,8.4206e-06,4.5708e-05,6.2413e-05,7.687e-05,2.5508e-06,3.2071e-06,3.9441e-06
8326.26,0.00087378,0.00082987,0.00085823,1.9964e-05,9.6792e-06,8.3673e-06,4.5063e-05,6.2138e-05,7.6519e-05,2.5013e-06,3.1926e-06,3.926e-06
8339.86,0.00087063,0.0008263,0.00085463,1.9617e-05,9.6767e-06,8.3143e-06,4.4424e-05,6.1863e-05,7.6167e-05,2.4179e-06,3.178e-06,3.9078e-06
8353.47,0.00086742,0.00082266,0.00085098,1.92e-05,9.6746e-06,8.2619e-06,4.3788e-05,6.1585e-05,7.581e-05,2.3131e-06,3.1635e-06,3.8894e-06
8367.07,0.00086408,0.00081891,0.0008472,1.8718e-05,9.6729e-06,8.2102e-06,4.3154e-05,6.1299e-05,7.5443e-05,2.2034e-06,3.1487e-06,3.8704e-06
8380.68,0.00086044,0.00081488,0.00084314,1.8174e-05,9.6714e-06,8.159e-06,4.2515e-05,6.0993e-05,7.5051e-05,2.1049e-06,3.1329e-06,3.8502e-06
8394.28,0.00085466,0.00080883,0.00083698,1.757e-05,9.6659e-06,8.105e-06,4.1782e-05,6.0537e-05,7.4473e-05,2.0267e-06,3.1096e-06,3.8204e-06
8407.89,0.00085753,0.00081097,0.0008393,1.6936e-05,9.6812e-06,8.0677e-06,4.1482e-05,6.0694e-05,7.465e-05,2.0021e-06,3.1179e-06,3.8294e-06
8421.49,0.00085264,0.00080577,0.00083403,1.6244e-05,9.6783e-06,8.0167e-06,4.0815e-05,6.0304e-05,7.4151e-05,1.9945e-06,3.098e-06,3.8036e-06
8435.1,0.00084903,0.00080179,0.00083001,1.552e-05,9.6785e-06,7.9686e-06,4.0224e-05,6.0005e-05,7.3764e-05,2.0208e-06,3.0828e-06,3.7837e-06
8448.7,0.00084567,0.00079805,0.00082625,1.477e-05,9.6788e-06,7.921e-06,3.9658e-05,5.9725e-05,7.3401e-05,2.0691e-06,3.0683e-06,3.765e-06
8462.31,0.00084245,0.00079445,0.00082263,1.4003e-05,9.6784e-06,7.8736e-06,3.9113e-05,5.9457e-05,7.305e-05,2.1249e-06,3.0543e-06,3.7469e-06
8475.91,0.00083935,0.00079096,0.00081912,1.3227e-05,9.6769e-06,7.826e-06,3.8587e-05,5.9197e-05,7.271e-05,2.1726e-06,3.0407e-06,3.7293e-06
8489.52,0.00083633,0.00078756,0.00081571,1.2451e-05,9.6742e-06,7.7782e-06,3.808e-05,5.8945e-05,7.2379e-05,2.1976e-06,3.0272e-06,3.7122e-06
8503.12,0.00083339,0.00078423,0.00081236,1.1682e-05,9.6701e-06,7.7301e-06,3.759e-05,5.8699e-05,7.2054e-05,2.19e-06,3.0141e-06,3.6955e-06
8516.73,0.00083048,0.00078093,0.00080906,1.0928e-05,9.6647e-06,7.682e-06,3.7117e-05,5.8457e-05,7.1733e-05,2.1471e-06,3.0011e-06,3.6789e-06
8530.33,0.00082757,0.00077764,0.00080576,1.0196e-05,9.6581e-06,7.6338e-06,3.6658e-05,5.8215e-05,7.1413e-05,2.074e-06,2.9882e-06,3.6624e-06
8543.94,0.00082459,0.0007743,0.0008024,9.4932e-06,9.6502e-06,7.5855e-06,3.6211e-05,5.797e-05,7.1088e-05,1.9821e-06,2.9752e-06,3.6456e-06
8557.54,0.00082142,0.00077078,0.00079887,8.8232e-06,9.6402e-06,7.5367e-06,3.577e-05,5.7713e-05,7.0748e-05,1.8858e-06,2.9618e-06,3.6281e-06
8571.15,0.00081706,0.00076614,0.00079417,8.1878e-06,9.6184e-06,7.4805e-06,3.5292e-05,5.7372e-05,7.0305e-05,1.7974e-06,2.9442e-06,3.6053e-06
8584.75,0.0008182,0.00076667,0.00079483,7.6111e-06,9.655e-06,7.4665e-06,3.5064e-05,5.7419e-05,7.0336e-05,1.7431e-06,2.9466e-06,3.6068e-06
8598.36,0.00081385,0.00076205,0.00079015,7.0608e-06,9.6331e-06,7.4118e-06,3.4613e-05,5.7081e-05,6.9896e-05,1.7059e-06,2.9294e-06,3.5841e-06
8611.96,0.00081052,0.0007584,0.00078648,6.5592e-06,9.6229e-06,7.3663e-06,3.4219e-05,5.6816e-05,6.9545e-05,1.7014e-06,2.9159e-06,3.566e-06
8625.57,0.00080735,0.0007549,0.00078296,6.1043e-06,9.6143e-06,7.3226e-06,3.3844e-05,5.6563e-05,6.9207e-05,1.7237e-06,2.9029e-06,3.5486e-06
8639.17,0.00080425,0.00075147,0.00077952,5.6959e-06,9.6057e-06,7.2796e-06,3.3483e-05,5.6315e-05,6.8878e-05,1.7641e-06,2.8901e-06,3.5316e-06
8652.78,0.00080123,0.00074812,0.00077615,5.3334e-06,9.5965e-06,7.237e-06,3.3137e-05,5.6074e-05,6.8555e-05,1.8104e-06,2.8775e-06,3.515e-06
8666.38,0.00079828,0.00074485,0.00077287,5.0158e-06,9.5864e-06,7.1944e-06,3.2803e-05,5.5839e-05,6.8239e-05,1.8486e-06,2.8651e-06,3.4987e-06
8679.99,0.00079542,0.00074166,0.00076967,4.7419e-06,9.5751e-06,7.1516e-06,3.2482e-05,5.5611e-05,6.7932e-05,1.8662e-06,2.853e-06,3.4829e-06
8693.59,0.00079263,0.00073854,0.00076655,4.5099e-06,9.5623e-06,7.1085e-06,3.2173e-05,5.5388e-05,6.7631e-05,1.8548e-06,2.8411e-06,3.4674e-06
8707.2,0.00078991,0.00073549,0.00076349,4.3178e-06,9.5479e-06,7.0649e-06,3.1872e-05,5.5171e-05,6.7337e-05,1.8121e-06,2.8295e-06,3.4522e-06
8720.8,0.00078721,0.00073246,0.00076046,4.1636e-06,9.5318e-06,7.0207e-06,3.158e-05,5.4956e-05,6.7045e-05,1.7428e-06,2.8182e-06,3.4371e-06
8734.41,0.00078448,0.00072942,0.00075741,4.0447e-06,9.5128e-06,6.9752e-06,3.1291e-05,5.4739e-05,6.6752e-05,1.657e-06,2.8068e-06,3.422e-06
8748.01,0.00078148,0.00072612,0.0007541,3.9573e-06,9.4824e-06,6.9224e-06,3.0996e-05,5.4505e-05,6.6437e-05,1.5674e-06,2.7947e-06,3.4057e-06
8761.62,0.00077844,0.0007228,0.00075076,3.9064e-06,9.4732e-06,6.8849e-06,3.0704e-05,5.4268e-05,6.6118e-05,1.4876e-06,2.7827e-06,3.3893e-06
8775.22,0.00077698,0.00072094,0.00074895,3.8862e-06,9.4914e-06,6.8661e-06,3.0475e-05,5.4142e-05,6.5935e-05,1.4308e-06,2.7764e-06,3.3798e-06
8788.83,0.00077406,0.00071774,0.00074573,3.8877e-06,9.4708e-06,6.8213e-06,3.0191e-05,5.3916e-05,6.5628e-05,1.3976e-06,2.765e-06,3.3641e-06
8802.43,0.00077118,0.00071457,0.00074256,3.9149e-06,9.4547e-06,6.78e-06,2.991e-05,5.3692e-05,6.5326e-05,1.3927e-06,2.7538e-06,3.3485e-06
8816.04,0.0007683,0.00071141,0.00073939,3.9657e-06,9.4404e-06,6.7401e-06,2.9628e-05,5.3469e-05,6.5024e-05,1.4131e-06,2.7426e-06,3.3329e-06
8829.64,0.00076541,0.00070825,0.00073622,4.0383e-06,9.4273e-06,6.7011e-06,2.9346e-05,5.3246e-05,6.4723e-05,1.4517e-06,2.7313e-06,3.3173e-06
8843.25,0.00076255,0.00070512,0.00073308,4.1312e-06,9.4147e-06,6.6626e-06,2.9063e-05,5.3026e-05,6.4424e-05,1.4981e-06,2.72e-06,3.302e-06
8856.85,0.00075974,0.00070204,0.00073,4.2432e-06,9.4024e-06,6.6243e-06,2.8779e-05,5.281e-05,6.413e-05,1.54e-06,2.7088e-06,3.2868e-06
8870.46,0.00075699,0.00069903,0.00072697,4.3728e-06,9.3899e-06,6.586e-06,2.8495e-05,5.2599e-05,6.3842e-05,1.5656e-06,2.6977e-06,3.272e-06
8884.06,0.00075432,0.00069608,0.00072403,4.5188e-06,9.3769e-06,6.5473e-06,2.8211e-05,5.2394e-05,6.3562e-05,1.5661e-06,2.6869e-06,3.2575e-06
8897.67,0.00075172,0.00069322,0.00072116,4.68e-06,9.3629e-06,6.508e-06,2.7925e-05,5.2195e-05,6.3288e-05,1.538e-06,2.6764e-06,3.2434e-06
8911.27,0.00074919,0.00069041,0.00071836,4.8547e-06,9.347e-06,6.4674e-06,2.7637e-05,5.2001e-05,6.302e-05,1.484e-06,2.6662e-06,3.2296e-06
8924.88,0.00074669,0.00068765,0.0007156,5.0393e-06,9.3247e-06,6.4224e-06,2.7346e-05,5.181e-05,6.2757e-05,1.4119e-06,2.6563e-06,3.2159e-06
8938.48,0.00074415,0.00068485,0.0007128,5.2414e-06,9.3131e-06,6.385e-06,2.7049e-05,5.1617e-05,6.249e-05,1.333e-06,2.6464e-06,3.2022e-06
8952.09,0.00074181,0.00068223,0.0007102,5.4655e-06,9.3409e-06,6.3731e-06,2.6753e-05,5.1438e-05,6.2241e-05,1.2594e-06,2.6373e-06,3.1893e-06
8965.69,0.00073931,0.00067948,0.00070744,5.6769e-06,9.3182e-06,6.3278e-06,2.6446e-05,5.1249e-05,6.1978e-05,1.2005e-06,2.6279e-06,3.1758e-06
8979.3,0.00073676,0.00067669,0.00070466,5.8957e-06,9.3041e-06,6.288e-06,2.6132e-05,5.1058e-05,6.1713e-05,1.1631e-06,2.6184e-06,3.1621e-06
8992.9,0.00073417,0.00067386,0.00070183,6.1167e-06,9.2931e-06,6.2502e-06,2.5811e-05,5.0864e-05,6.1445e-05,1.1499e-06,2.6088e-06,3.1483e-06
9006.51,0.00073153,0.00067099,0.00069896,6.3361e-06,9.2842e-06,6.2136e-06,2.5484e-05,5.0667e-05,6.1173e-05,1.1597e-06,2.599e-06,3.1342e-06
9020.11,0.00072885,0.00066809,0.00069605,6.5502e-06,9.2771e-06,6.1779e-06,2.515e-05,5.0469e-05,6.0898e-05,1.1875e-06,2.589e-06,3.1201e-06
9033.72,0.00072615,0.00066518,0.00069314,6.7551e-06,9.2714e-06,6.143e-06,2.4812e-05,5.027e-05,6.0623e-05,1.2253e-06,2.5789e-06,3.1059e-06
9047.32,0.00072346,0.00066228,0.00069023,6.9468e-06,9.2667e-06,6.1084e-06,2.4469e-05,5.0072e-05,6.0349e-05,1.2628e-06,2.5688e-06,3.0917e-06
9060.93,0.0007208,0.00065941,0.00068736,7.1212e-06,9.2626e-06,6.0741e-06,2.4124e-05,4.9877e-05,6.0078e-05,1.2897e-06,2.5587e-06,3.0777e-06
9074.53,0.00071818,0.00065659,0.00068454,7.2741e-06,9.2586e-06,6.0395e-06,2.3777e-05,4.9687e-05,5.9812e-05,1.2972e-06,2.5487e-06,3.064e-06
9088.14,0.00071563,0.00065383,0.00068178,7.4014e-06,9.2538e-06,6.0043e-06,2.343e-05,4.9501e-05,5.9551e-05,1.2808e-06,2.5389e-06,3.0506e-06
9101.74,0.00071314,0.00065113,0.00067908,7.498e-06,9.2463e-06,5.9673e-06,2.3082e-05,4.932e-05,5.9296e-05,1.2408e-06,2.5294e-06,3.0374e-06
9115.35,0.00071058,0.00064837,0.00067632,7.5464e-06,9.2221e-06,5.9191e-06,2.2731e-05,4.9136e-05,5.9036e-05,1.1827e-06,2.5198e-06,3.024e-06
9128.95,0.00070873,0.00064628,0.00067425,7.6479e-06,9.2866e-06,5.9291e-06,2.2401e-05,4.9002e-05,5.8837e-05,1.1167e-06,2.5129e-06,3.0137e-06
9142.56,0.00070625,0.0006436,0.00067158,7.6246e-06,9.2581e-06,5.8784e-06,2.2051e-05,4.8824e-05,5.8584e-05,1.0509e-06,2.5039e-06,3.0006e-06
9156.16,0.00070391,0.00064106,0.00066904,7.5819e-06,9.2496e-06,5.8408e-06,2.1706e-05,4.8657e-05,5.8344e-05,9.9591e-07,2.4955e-06,2.9883e-06
9169.77,0.00070157,0.00063852,0.00066651,7.5029e-06,9.2442e-06,5.8052e-06,2.1362e-05,4.8491e-05,5.8105e-05,9.5838e-07,2.4872e-06,2.9759e-06
9183.37,0.00069919,0.00063596,0.00066396,7.3855e-06,9.2402e-06,5.7707e-06,2.1018e-05,4.8323e-05,5.7864e-05,9.4195e-07,2.4789e-06,2.9635e-06
9196.98,0.00069677,0.00063336,0.00066136,7.2294e-06,9.2374e-06,5.737e-06,2.0676e-05,4.8153e-05,5.7619e-05,9.4692e-07,2.4704e-06,2.9508e-06
9210.58,0.00069429,0.00063071,0.00065872,7.0352e-06,9.2356e-06,5.7041e-06,2.0335e-05,4.798e-05,5.7371e-05,9.7039e-07,2.4617e-06,2.938e-06
9224.19,0.00069177,0.00062802,0.00065603,6.8043e-06,9.2349e-06,5.672e-06,1.9996e-05,4.7804e-05,5.7119e-05,1.0065e-06,2.4527e-06,2.925e-06
9237.79,0.00068921,0.00062531,0.00065331,6.5387e-06,9.2349e-06,5.6405e-06,1.9661e-05,4.7627e-05,5.6864e-05,1.0468e-06,2.4435e-06,2.9119e-06
9251.4,0.00068663,0.00062258,0.00065058,6.2411e-06,9.2353e-06,5.6095e-06,1.9331e-05,4.7449e-05,5.6609e-05,1.082e-06,2.4342e-06,2.8987e-06
9265.0,0.00068404,0.00061986,0.00064785,5.9147e-06,9.2356e-06,5.5786e-06,1.9007e-05,4.7272e-05,5.6354e-05,1.103e-06,2.4248e-06,2.8856e-06
9278.61,0.00068145,0.00061713,0.00064512,5.5634e-06,9.2351e-06,5.5474e-06,1.8688e-05,4.7095e-05,5.6099e-05,1.1033e-06,2.4154e-06,2.8724e-06
9292.21,0.00067874,0.0006143,0.00064228,5.1898e-06,9.2316e-06,5.5146e-06,1.8373e-05,4.691e-05,5.5835e-05,1.0808e-06,2.4055e-06,2.8588e-06
9305.82,0.00067675,0.00061213,0.00064013,4.8051e-06,9.2279e-06,5.4825e-06,1.8085e-05,4.6776e-05,5.5631e-05,1.0393e-06,2.3983e-06,2.8483e-06
