,1s,1s,1s,2p,2p,2p,2s,2s,2s,3s,3s,3s
2897.86,0.0098065,0.0095546,0.0096922,0.00055611,0.00043105,0.00041763,0.001552,0.0014451,0.0013661,8.3243e-05,7.7211e-05,7.2917e-05
2911.47,0.0097106,0.0094646,0.0096024,0.00055008,0.00042337,0.00041067,0.001535,0.0014275,0.0013497,8.3194e-05,7.6246e-05,7.2022e-05
2925.07,0.0096204,0.0093801,0.0095182,0.00054535,0.00041589,0.00040391,0.0015191,0.0014108,0.0013342,8.2482e-05,7.5329e-05,7.1175e-05
2938.68,0.009527,0.0092924,0.0094308,0.00054165,0.0004085,0.00039724,0.001503,0.0013937,0.0013183,8.0982e-05,7.4394e-05,7.031e-05
2952.28,0.0094356,0.0092067,0.0093453,0.00053887,0.00040127,0.00039072,0.0014876,0.001377,0.0013028,7.9117e-05,7.3484e-05,6.9466e-05
2965.89,0.0093456,0.0091222,0.0092611,0.00053679,0.00039415,0.00038432,0.0014726,0.0013607,0.0012875,7.7462e-05,7.2595e-05,6.8637e-05
2979.49,0.0092569,0.009039,0.009178,0.00053522,0.00038716,0.00037805,0.0014582,0.0013446,0.0012726,7.6469e-05,7.1723e-05,6.7822e-05
2993.1,0.0091692,0.0089567,0.0090959,0.00053395,0.00038028,0.0003719,0.0014441,0.0013287,0.0012578,7.6229e-05,7.0864e-05,6.702e-05
3006.7,0.0090824,0.0088753,0.0090146,0.00053277,0.00037352,0.00036587,0.0014305,0.001313,0.0012433,7.6438e-05,7.0013e-05,6.6229e-05
3020.31,0.0089959,0.0087941,0.0089335,0.00053146,0.00036687,0.00035996,0.0014172,0.0012975,0.0012288,7.6555e-05,6.9165e-05,6.5445e-05
3033.91,0.0089132,0.0087166,0.0088561,0.00052996,0.0003604,0.00035424,0.0014046,0.0012826,0.001215,7.613e-05,6.8348e-05,6.4693e-05
3047.52,0.0088288,0.0086374,0.0087771,0.00052787,0.00035397,0.00034857,0.001392,0.0012675,0.001201,7.4958e-05,6.7523e-05,6.3934e-05
3061.12,0.0087458,0.0085595,0.0086992,0.00052515,0.00034767,0.00034302,0.0013797,0.0012527,0.0011873,7.3305e-05,6.6717e-05,6.3189e-05
3074.73,0.008664,0.0084827,0.0086225,0.00052166,0.00034148,0.00033759,0.0013677,0.0012381,0.0011738,7.1669e-05,6.5928e-05,6.2457e-05
3088.33,0.0085833,0.008407,0.0085468,0.00051729,0.0003354,0.00033226,0.0013559,0.0012238,0.0011606,7.0525e-05,6.5154e-05,6.1737e-05
3101.94,0.0085037,0.0083323,0.0084721,0.00051195,0.00032941,0.00032702,0.0013443,0.0012097,0.0011475,7.0082e-05,6.4393e-05,6.1029e-05
3115.54,0.008425,0.0082585,0.0083982,0.00050562,0.00032353,0.00032188,0.0013328,0.0011957,0.0011346,7.019e-05,6.3641e-05,6.033e-05
3129.15,0.0083466,0.0081849,0.0083246,0.00049828,0.00031774,0.00031682,0.0013214,0.0011819,0.0011219,7.0416e-05,6.2892e-05,5.9639e-05
3142.75,0.0082708,0.0081139,0.0082536,0.00049018,0.00031218,0.00031197,0.0013103,0.0011685,0.0011096,7.0294e-05,6.2163e-05,5.8969e-05
3156.36,0.0081945,0.0080422,0.0081818,0.00048104,0.00030664,0.00030712,0.0012989,0.0011551,0.0010972,6.9511e-05,6.1432e-05,5.8299e-05
3169.96,0.008119,0.0079713,0.0081109,0.00047111,0.00030122,0.00030238,0.0012876,0.0011419,0.001085,6.8146e-05,6.0714e-05,5.7639e-05
3183.57,0.0080445,0.0079014,0.0080408,0.00046049,0.00029592,0.00029774,0.0012762,0.0011289,0.001073,6.657e-05,6.001e-05,5.6989e-05
3197.17,0.0079709,0.0078323,0.0079717,0.0004493,0.00029074,0.00029318,0.0012648,0.0011161,0.0010612,6.5255e-05,5.932e-05,5.6349e-05
3210.78,0.0078984,0.0077642,0.0079034,0.00043766,0.00028566,0.00028871,0.0012534,0.0011034,0.0010496,6.453e-05,5.8642e-05,5.572e-05
3224.38,0.0078268,0.007697,0.0078361,0.0004257,0.00028068,0.0002843,0.001242,0.001091,0.0010382,6.4427e-05,5.7975e-05,5.51e-05
3237.99,0.007756,0.0076305,0.0077695,0.00041356,0.00027579,0.00027996,0.0012305,0.0010787,0.0010269,6.4674e-05,5.7313e-05,5.4489e-05
3251.59,0.0076863,0.0075651,0.0077039,0.00040159,0.00027114,0.00027582,0.001219,0.0010667,0.0010159,6.4835e-05,5.666e-05,5.389e-05
3265.2,0.007617,0.0075001,0.0076387,0.0003896,0.00026649,0.00027166,0.0012074,0.0010547,0.0010049,6.4519e-05,5.6011e-05,5.3296e-05
3278.8,0.0075484,0.0074356,0.007574,0.00037789,0.00026196,0.00026758,0.0011958,0.001043,0.0009941,6.3593e-05,5.537e-05,5.271e-05
3292.41,0.0074805,0.0073718,0.00751,0.00036657,0.00025755,0.00026359,0.0011841,0.0010313,0.00098342,6.2241e-05,5.4739e-05,5.2131e-05
3306.01,0.0074134,0.0073088,0.0074467,0.00035574,0.00025324,0.00025968,0.0011724,0.0010199,0.00097289,6.0859e-05,5.4121e-05,5.1561e-05
3319.62,0.0073471,0.0072465,0.0073842,0.00034549,0.00024902,0.00025584,0.0011608,0.0010086,0.00096252,5.9848e-05,5.3514e-05,5.0999e-05
3333.22,0.0072817,0.007185,0.0073225,0.0003359,0.00024489,0.00025206,0.0011493,0.00099744,0.00095232,5.9421e-05,5.2917e-05,5.0447e-05
3346.83,0.0072173,0.0071245,0.0072617,0.00032701,0.00024084,0.00024833,0.0011379,0.00098651,0.00094229,5.9512e-05,5.2329e-05,4.9903e-05
3360.43,0.0071536,0.0070646,0.0072016,0.00031902,0.00023697,0.00024476,0.0011266,0.00097573,0.00093239,5.9808e-05,5.1746e-05,4.9368e-05
3374.04,0.0070906,0.0070054,0.0071421,0.00031172,0.00023309,0.00024116,0.0011154,0.0009651,0.00092263,5.9905e-05,5.1168e-05,4.884e-05
3387.64,0.0070282,0.0069468,0.0070831,0.00030527,0.0002293,0.00023765,0.0011044,0.0009546,0.000913,5.9499e-05,5.0595e-05,4.8318e-05
3401.25,0.0069664,0.0068886,0.0070247,0.00029966,0.0002256,0.0002342,0.0010935,0.00094423,0.00090347,5.8541e-05,5.003e-05,4.7803e-05
3414.85,0.0069051,0.006831,0.0069667,0.00029489,0.00022197,0.00023082,0.0010828,0.00093398,0.00089407,5.7256e-05,4.9475e-05,4.7294e-05
3428.46,0.0068445,0.0067739,0.0069093,0.00029093,0.00021842,0.0002275,0.0010724,0.00092387,0.00088478,5.6021e-05,4.8929e-05,4.6792e-05
3442.06,0.0067845,0.0067175,0.0068526,0.00028772,0.00021493,0.00022424,0.0010622,0.00091389,0.00087561,5.5176e-05,4.8392e-05,4.6297e-05
3455.67,0.006725,0.0066615,0.0067962,0.00028521,0.00021148,0.00022103,0.0010522,0.00090402,0.00086655,5.487e-05,4.7862e-05,4.5808e-05
3469.27,0.0066679,0.0066078,0.0067422,0.00028342,0.00020816,0.00021793,0.0010428,0.00089452,0.00085783,5.5016e-05,4.7349e-05,4.5337e-05
3482.88,0.00661,0.0065532,0.0066873,0.0002821,0.00020482,0.00021483,0.0010334,0.00088494,0.00084904,5.5284e-05,4.6831e-05,4.4862e-05
3496.48,0.006553,0.0064996,0.0066333,0.00028126,0.00020155,0.00021178,0.0010243,0.00087554,0.00084041,5.5324e-05,4.632e-05,4.4397e-05
3510.09,0.0064967,0.0064465,0.0065798,0.0002808,0.00019833,0.00020879,0.0010155,0.00086626,0.0008319,5.4883e-05,4.5814e-05,4.3937e-05
3523.69,0.0064409,0.0063939,0.0065268,0.00028062,0.00019516,0.00020586,0.001007,0.00085709,0.00082348,5.3944e-05,4.5315e-05,4.3484e-05
3537.3,0.0063855,0.0063417,0.0064742,0.00028059,0.00019204,0.00020298,0.00099864,0.00084801,0.00081516,5.2727e-05,4.4824e-05,4.3035e-05
3550.9,0.0063305,0.0062899,0.006422,0.00028063,0.00018897,0.00020015,0.00099054,0.00083903,0.00080692,5.1578e-05,4.4341e-05,4.2592e-05
3564.51,0.0062759,0.0062384,0.0063701,0.00028061,0.00018594,0.00019737,0.00098263,0.00083012,0.00079876,5.0799e-05,4.3864e-05,4.2152e-05
3578.11,0.0062215,0.006187,0.0063183,0.00028041,0.00018294,0.00019464,0.00097487,0.00082127,0.00079065,5.0519e-05,4.3391e-05,4.1716e-05
3591.72,0.0061709,0.0061394,0.0062703,0.00027998,0.00018003,0.00019198,0.0009678,0.00081296,0.00078306,5.0672e-05,4.2946e-05,4.1307e-05
3605.32,0.0061185,0.0060899,0.0062203,0.00027918,0.00017713,0.00018934,0.00096052,0.00080444,0.00077527,5.0939e-05,4.2487e-05,4.0888e-05
3618.93,0.0060669,0.0060412,0.0061712,0.00027796,0.00017427,0.00018674,0.00095343,0.00079606,0.00076761,5.1012e-05,4.2035e-05,4.0477e-05
3632.53,0.0060159,0.005993,0.0061226,0.00027625,0.00017145,0.00018418,0.00094646,0.00078779,0.00076006,5.0653e-05,4.1587e-05,4.0071e-05
3646.14,0.0059654,0.0059453,0.0060745,0.00027401,0.00016868,0.00018167,0.00093958,0.00077962,0.00075259,4.9835e-05,4.1146e-05,3.967e-05
3659.74,0.0059152,0.005898,0.0060267,0.00027123,0.00016596,0.00017921,0.00093274,0.00077152,0.0007452,4.8741e-05,4.0711e-05,3.9274e-05
3673.35,0.0058654,0.0058508,0.0059791,0.0002679,0.00016328,0.00017678,0.0009259,0.00076348,0.00073787,4.7678e-05,4.0282e-05,3.8881e-05
3686.95,0.0058148,0.005803,0.0059307,0.00026401,0.00016064,0.0001744,0.0009189,0.00075539,0.00073049,4.6925e-05,3.9852e-05,3.8485e-05
3700.56,0.00577,0.0057608,0.0058881,0.00025961,0.00015808,0.00017208,0.00091272,0.00074807,0.00072384,4.6674e-05,3.9464e-05,3.8128e-05
3714.16,0.0057209,0.0057142,0.0058411,0.0002547,0.00015554,0.00016978,0.00090576,0.00074021,0.00071668,4.6784e-05,3.9046e-05,3.7745e-05
3727.77,0.0056733,0.0056692,0.0057955,0.00024934,0.00015304,0.00016752,0.00089893,0.00073258,0.00070974,4.7074e-05,3.8639e-05,3.7373e-05
3741.37,0.0056264,0.0056248,0.0057507,0.00024358,0.0001506,0.00016529,0.0008921,0.00072508,0.00070292,4.7237e-05,3.8237e-05,3.7008e-05
3754.98,0.0055802,0.0055811,0.0057064,0.0002375,0.0001482,0.0001631,0.00088523,0.00071768,0.00069619,4.7031e-05,3.7839e-05,3.6648e-05
3768.58,0.0055344,0.0055377,0.0056626,0.00023116,0.00014584,0.00016094,0.0008783,0.00071037,0.00068955,4.6384e-05,3.7446e-05,3.6293e-05
3782.19,0.0054891,0.0054947,0.0056191,0.00022464,0.00014354,0.00015881,0.00087128,0.00070314,0.00068298,4.5425e-05,3.7059e-05,3.5941e-05
3795.79,0.0054438,0.0054518,0.0055757,0.00021801,0.00014128,0.00015673,0.00086414,0.00069595,0.00067645,4.4415e-05,3.6677e-05,3.5592e-05
3809.4,0.0053985,0.0054088,0.0055321,0.00021135,0.00013908,0.00015468,0.00085685,0.00068878,0.00066993,4.3631e-05,3.6297e-05,3.5244e-05
3823.0,0.005357,0.0053696,0.0054925,0.00020476,0.00013694,0.00015268,0.00085003,0.00068213,0.00066391,4.3276e-05,3.5946e-05,3.4922e-05
3836.61,0.0053127,0.0053276,0.0054499,0.00019823,0.00013483,0.0001507,0.00084264,0.00067515,0.00065756,4.3298e-05,3.5577e-05,3.4583e-05
3850.21,0.0052694,0.0052864,0.0054083,0.00019186,0.00013277,0.00014875,0.00083529,0.00066832,0.00065136,4.356e-05,3.5214e-05,3.4252e-05
3863.82,0.0052268,0.0052459,0.0053673,0.0001857,0.00013075,0.00014683,0.00082794,0.0006616,0.00064525,4.3795e-05,3.4855e-05,3.3926e-05
3877.42,0.0051848,0.005206,0.0053268,0.0001798,0.00012877,0.00014494,0.00082059,0.00065499,0.00063924,4.3751e-05,3.45e-05,3.3605e-05
3891.03,0.0051432,0.0051666,0.0052869,0.0001742,0.00012684,0.00014308,0.00081326,0.00064846,0.00063331,4.3299e-05,3.4149e-05,3.3289e-05
3904.63,0.0051021,0.0051275,0.0052472,0.00016892,0.00012494,0.00014125,0.00080593,0.00064202,0.00062745,4.2491e-05,3.3803e-05,3.2976e-05
3918.24,0.0050611,0.0050885,0.0052077,0.00016401,0.00012308,0.00013943,0.00079859,0.00063561,0.00062163,4.153e-05,3.3462e-05,3.2666e-05
3931.84,0.0050198,0.0050491,0.0051678,0.00015948,0.00012126,0.00013765,0.00079117,0.00062919,0.00061578,4.0673e-05,3.3121e-05,3.2354e-05
3945.45,0.004982,0.0050132,0.0051314,0.00015543,0.00011952,0.00013595,0.00078431,0.00062324,0.00061038,4.0161e-05,3.2806e-05,3.2066e-05
3959.05,0.004942,0.0049751,0.0050927,0.00015174,0.00011777,0.00013423,0.00077712,0.00061704,0.00060473,4.0019e-05,3.2478e-05,3.1764e-05
3972.66,0.0049026,0.0049375,0.0050546,0.00014849,0.00011607,0.00013254,0.00077007,0.00061093,0.00059917,4.0186e-05,3.2154e-05,3.1468e-05
3986.26,0.0048637,0.0049004,0.005017,0.00014566,0.00011439,0.00013089,0.00076314,0.00060492,0.00059369,4.045e-05,3.1832e-05,3.1176e-05
3999.87,0.0048253,0.0048639,0.0049799,0.00014325,0.00011274,0.00012925,0.00075637,0.00059899,0.00058829,4.0563e-05,3.1514e-05,3.0888e-05
4013.47,0.0047875,0.0048278,0.0049432,0.00014125,0.00011112,0.00012764,0.00074975,0.00059316,0.00058297,4.0342e-05,3.12e-05,3.0605e-05
4027.08,0.0047501,0.0047921,0.004907,0.00013964,0.00010953,0.00012605,0.0007433,0.0005874,0.00057773,3.9747e-05,3.089e-05,3.0325e-05
4040.68,0.0047131,0.0047567,0.0048711,0.00013839,0.00010795,0.00012447,0.000737,0.00058171,0.00057254,3.8896e-05,3.0585e-05,3.0048e-05
4054.29,0.0046759,0.0047212,0.004835,0.00013747,0.00010638,0.00012291,0.00073079,0.00057602,0.00056735,3.8008e-05,3.0281e-05,2.9772e-05
4067.89,0.0046406,0.0046876,0.0048009,0.00013696,0.00010491,0.00012146,0.00072498,0.00057059,0.0005624,3.7329e-05,2.9993e-05,2.9508e-05
4081.5,0.0046045,0.004653,0.0047657,0.00013664,0.00010341,0.00011996,0.00071915,0.00056506,0.00055736,3.6981e-05,2.97e-05,2.924e-05
4095.1,0.0045686,0.0046187,0.0047309,0.00013654,0.00010193,0.00011849,0.00071348,0.0005596,0.00055237,3.6983e-05,2.9411e-05,2.8974e-05
4108.71,0.0045332,0.0045847,0.0046963,0.00013663,0.00010047,0.00011705,0.00070797,0.0005542,0.00054745,3.7208e-05,2.9123e-05,2.8712e-05
4122.31,0.0044981,0.0045511,0.0046622,0.00013683,9.903e-05,0.00011563,0.00070264,0.00054887,0.00054258,3.7444e-05,2.8838e-05,2.8452e-05
4135.92,0.0044635,0.0045179,0.0046284,0.0001371,9.7608e-05,0.00011423,0.00069747,0.00054361,0.00053778,3.7474e-05,2.8555e-05,2.8197e-05
4149.52,0.0044293,0.0044852,0.0045952,0.00013738,9.6201e-05,0.00011285,0.00069247,0.00053843,0.00053306,3.717e-05,2.8276e-05,2.7945e-05
4163.13,0.0043956,0.0044529,0.0045623,0.00013761,9.4803e-05,0.00011147,0.00068762,0.00053331,0.0005284,3.6541e-05,2.8001e-05,2.7697e-05
4176.73,0.0043623,0.0044209,0.0045298,0.00013773,9.3414e-05,0.00011011,0.00068289,0.00052826,0.00052379,3.5731e-05,2.7731e-05,2.7452e-05
4190.34,0.0043294,0.0043893,0.0044976,0.00013782,9.2113e-05,0.00010886,0.00067828,0.00052327,0.00051926,3.4955e-05,2.7466e-05,2.721e-05
4203.94,0.0042967,0.0043579,0.0044657,0.00013762,9.0765e-05,0.00010754,0.00067375,0.00051833,0.00051475,3.4406e-05,2.7204e-05,2.697e-05
4217.55,0.0042642,0.0043267,0.0044339,0.00013722,8.9443e-05,0.00010626,0.00066928,0.00051342,0.00051028,3.4186e-05,2.6945e-05,2.6732e-05
4231.15,0.0042319,0.0042956,0.0044022,0.00013658,8.8141e-05,0.00010499,0.00066485,0.00050855,0.00050585,3.4272e-05,2.6687e-05,2.6496e-05
4244.76,0.0041998,0.0042648,0.0043708,0.00013568,8.686e-05,0.00010375,0.00066046,0.00050373,0.00050147,3.4527e-05,2.6431e-05,2.6262e-05
4258.36,0.0041681,0.0042342,0.0043397,0.0001345,8.5598e-05,0.00010253,0.0006561,0.00049896,0.00049713,3.4748e-05,2.6177e-05,2.6031e-05
4271.97,0.0041368,0.004204,0.004309,0.00013304,8.4353e-05,0.00010133,0.00065177,0.00049425,0.00049285,3.4746e-05,2.5924e-05,2.5803e-05
4285.57,0.0041058,0.0041742,0.0042786,0.00013129,8.3122e-05,0.00010014,0.00064746,0.00048961,0.00048862,3.4424e-05,2.5675e-05,2.5578e-05
4299.18,0.0040754,0.0041449,0.0042487,0.00012926,8.1906e-05,9.8958e-05,0.00064317,0.00048504,0.00048448,3.3813e-05,2.543e-05,2.5358e-05
4312.78,0.0040455,0.004116,0.0042193,0.00012705,8.0758e-05,9.7852e-05,0.00063888,0.00048054,0.00048039,3.3056e-05,2.5191e-05,2.514e-05
4326.39,0.0040156,0.0040872,0.0041899,0.00012453,7.9576e-05,9.6697e-05,0.00063454,0.00047606,0.00047633,3.2349e-05,2.4954e-05,2.4924e-05
4339.99,0.0039861,0.0040586,0.0041608,0.00012183,7.8423e-05,9.557e-05,0.00063015,0.00047164,0.00047231,3.1863e-05,2.4721e-05,2.471e-05
4353.6,0.0039567,0.0040303,0.0041319,0.00011896,7.7294e-05,9.4461e-05,0.0006257,0.00046725,0.00046833,3.1684e-05,2.449e-05,2.4498e-05
4367.2,0.0039276,0.0040021,0.0041031,0.00011595,7.6188e-05,9.3372e-05,0.00062118,0.0004629,0.00046438,3.1779e-05,2.4261e-05,2.4288e-05
4380.81,0.0038986,0.003974,0.0040745,0.00011284,7.5105e-05,9.23e-05,0.00061659,0.00045859,0.00046046,3.2017e-05,2.4033e-05,2.408e-05
4394.41,0.0038698,0.0039461,0.0040461,0.00010966,7.4044e-05,9.1246e-05,0.00061192,0.00045431,0.00045658,3.2214e-05,2.3805e-05,2.3873e-05
4408.02,0.0038413,0.0039185,0.0040179,0.00010644,7.3004e-05,9.0207e-05,0.00060719,0.00045008,0.00045273,3.2199e-05,2.3579e-05,2.3669e-05
4421.62,0.0038128,0.0038908,0.0039897,0.0001032,7.1978e-05,8.9176e-05,0.00060236,0.00044587,0.0004489,3.1882e-05,2.3353e-05,2.3465e-05
4435.23,0.0037871,0.003866,0.0039644,0.00010004,7.1018e-05,8.8204e-05,0.00059789,0.000442,0.00044541,3.1316e-05,2.3147e-05,2.328e-05
4448.83,0.0037588,0.0038385,0.0039363,9.6842e-05,7.0021e-05,8.7188e-05,0.0005929,0.00043784,0.00044162,3.0587e-05,2.2926e-05,2.3079e-05
4462.44,0.0037317,0.0038122,0.0039094,9.3727e-05,6.9059e-05,8.6199e-05,0.00058802,0.00043383,0.00043798,2.9907e-05,2.2714e-05,2.2885e-05
4476.04,0.003705,0.0037862,0.0038829,9.0699e-05,6.8118e-05,8.5225e-05,0.00058312,0.00042988,0.00043438,2.9428e-05,2.2507e-05,2.2694e-05
4489.65,0.0036784,0.0037604,0.0038565,8.7774e-05,6.7198e-05,8.4264e-05,0.00057819,0.00042596,0.00043082,2.9231e-05,2.2301e-05,2.2505e-05
4503.25,0.003652,0.0037347,0.0038303,8.4966e-05,6.6298e-05,8.3319e-05,0.00057322,0.00042209,0.00042729,2.9297e-05,2.2097e-05,2.2318e-05
4516.86,0.0036258,0.0037091,0.0038042,8.2288e-05,6.5418e-05,8.2389e-05,0.00056823,0.00041823,0.00042378,2.9514e-05,2.1894e-05,2.2132e-05
4530.46,0.0035996,0.0036836,0.0037781,7.9751e-05,6.4558e-05,8.1474e-05,0.00056323,0.00041441,0.00042029,2.9714e-05,2.1691e-05,2.1947e-05
4544.07,0.0035735,0.0036581,0.003752,7.7361e-05,6.3715e-05,8.0574e-05,0.0005582,0.0004106,0.00041681,2.9736e-05,2.1487e-05,2.1762e-05
4557.67,0.0035477,0.0036329,0.0037263,7.5124e-05,6.2887e-05,7.9684e-05,0.00055323,0.00040684,0.00041338,2.949e-05,2.1286e-05,2.158e-05
4571.28,0.0035245,0.0036104,0.0037033,7.3076e-05,6.2088e-05,7.8816e-05,0.00054867,0.00040341,0.00041026,2.9005e-05,2.1103e-05,2.1415e-05
4584.88,0.0034991,0.0035855,0.0036779,7.1174e-05,6.1289e-05,7.795e-05,0.00054377,0.00039972,0.00040688,2.8346e-05,2.0907e-05,2.1236e-05
4598.49,0.0034744,0.0035613,0.0036532,6.9449e-05,6.0506e-05,7.7095e-05,0.00053901,0.00039614,0.0004036,2.77e-05,2.0717e-05,2.1062e-05
4612.09,0.0034501,0.0035375,0.0036288,6.7905e-05,5.9734e-05,7.6249e-05,0.00053435,0.00039261,0.00040037,2.7216e-05,2.0532e-05,2.0891e-05
4625.7,0.003426,0.003514,0.0036048,6.6544e-05,5.8976e-05,7.5415e-05,0.00052977,0.00038912,0.00039718,2.6986e-05,2.0348e-05,2.0722e-05
4639.3,0.0034021,0.0034906,0.0035809,6.5368e-05,5.8229e-05,7.4591e-05,0.00052528,0.00038567,0.00039401,2.7012e-05,2.0167e-05,2.0555e-05
4652.91,0.0033784,0.0034673,0.003557,6.4377e-05,5.7495e-05,7.378e-05,0.00052086,0.00038223,0.00039087,2.7211e-05,1.9986e-05,2.0389e-05
4666.51,0.0033546,0.003444,0.0035331,6.3568e-05,5.6772e-05,7.2981e-05,0.00051652,0.00037882,0.00038773,2.7436e-05,1.9804e-05,2.0223e-05
4680.12,0.0033304,0.0034202,0.0035088,6.2932e-05,5.606e-05,7.2195e-05,0.00051219,0.00037537,0.00038455,2.7531e-05,1.962e-05,2.0055e-05
4693.72,0.0033058,0.0033959,0.003484,6.246e-05,5.5356e-05,7.1422e-05,0.00050786,0.00037188,0.00038132,2.7385e-05,1.9433e-05,1.9884e-05
4707.33,0.0032865,0.0033771,0.0034647,6.2159e-05,5.4672e-05,7.0664e-05,0.00050442,0.00036899,0.00037872,2.7026e-05,1.9278e-05,1.9746e-05
4720.93,0.0032633,0.0033543,0.0034414,6.1984e-05,5.3987e-05,6.9911e-05,0.00050048,0.0003657,0.00037568,2.645e-05,1.9103e-05,1.9586e-05
4734.54,0.0032408,0.0033321,0.0034186,6.1932e-05,5.3309e-05,6.9167e-05,0.00049671,0.00036247,0.00037271,2.5829e-05,1.8932e-05,1.9429e-05
4748.14,0.0032186,0.0033102,0.0033963,6.1981e-05,5.2637e-05,6.8431e-05,0.00049306,0.0003593,0.00036979,2.5311e-05,1.8765e-05,1.9275e-05
4761.75,0.0031967,0.0032886,0.0033742,6.2111e-05,5.1972e-05,6.7703e-05,0.00048954,0.00035617,0.00036692,2.5003e-05,1.8601e-05,1.9124e-05
4775.35,0.0031751,0.0032673,0.0033523,6.23e-05,5.1313e-05,6.6984e-05,0.00048612,0.00035308,0.00036407,2.4941e-05,1.8438e-05,1.8974e-05
4788.96,0.0031536,0.003246,0.0033306,6.2523e-05,5.0661e-05,6.6273e-05,0.00048277,0.00035001,0.00036125,2.5077e-05,1.8277e-05,1.8825e-05
4802.56,0.003132,0.0032247,0.0033088,6.2757e-05,5.0015e-05,6.5571e-05,0.00047948,0.00034695,0.00035843,2.5296e-05,1.8115e-05,1.8676e-05
4816.17,0.0031098,0.0032027,0.0032862,6.2975e-05,4.9374e-05,6.4874e-05,0.00047613,0.00034383,0.00035554,2.5448e-05,1.7949e-05,1.8524e-05
4829.77,0.0030927,0.003186,0.0032691,6.3193e-05,4.8768e-05,6.423e-05,0.00047361,0.00034127,0.00035324,2.546e-05,1.7812e-05,1.8402e-05
4843.38,0.0030701,0.0031635,0.003246,6.332e-05,4.8138e-05,6.3548e-05,0.00047026,0.00033812,0.00035031,2.5184e-05,1.7644e-05,1.8248e-05
4856.98,0.0030491,0.0031426,0.0032246,6.3385e-05,4.7523e-05,6.2888e-05,0.00046718,0.00033515,0.00034757,2.4707e-05,1.7486e-05,1.8104e-05
4870.59,0.0030284,0.0031221,0.0032037,6.3364e-05,4.6916e-05,6.2237e-05,0.00046417,0.00033223,0.00034488,2.4122e-05,1.7332e-05,1.7962e-05
4884.19,0.0030082,0.003102,0.003183,6.3245e-05,4.6315e-05,6.1595e-05,0.00046121,0.00032936,0.00034224,2.3564e-05,1.7181e-05,1.7823e-05
4897.8,0.0029882,0.0030821,0.0031627,6.302e-05,4.5721e-05,6.0958e-05,0.00045829,0.00032653,0.00033963,2.3156e-05,1.7033e-05,1.7686e-05
4911.4,0.0029685,0.0030625,0.0031426,6.2686e-05,4.5133e-05,6.0328e-05,0.00045539,0.00032374,0.00033706,2.2968e-05,1.6888e-05,1.755e-05
4925.01,0.002949,0.0030431,0.0031227,6.2242e-05,4.4551e-05,5.9704e-05,0.0004525,0.00032097,0.00033452,2.2998e-05,1.6743e-05,1.7417e-05
4938.61,0.0029295,0.0030238,0.0031029,6.1692e-05,4.3977e-05,5.9085e-05,0.00044958,0.00031823,0.000332,2.3171e-05,1.66e-05,1.7283e-05
4952.22,0.0029096,0.0030039,0.0030825,6.1034e-05,4.3402e-05,5.846e-05,0.00044654,0.00031544,0.00032942,2.3363e-05,1.6453e-05,1.7148e-05
4965.82,0.0028928,0.0029872,0.0030654,6.0345e-05,4.2889e-05,5.7925e-05,0.00044393,0.00031299,0.0003272,2.3474e-05,1.6323e-05,1.7031e-05
4979.43,0.002873,0.0029674,0.0030451,5.9515e-05,4.2331e-05,5.7314e-05,0.0004408,0.00031023,0.00032465,2.3362e-05,1.6177e-05,1.6896e-05
4993.03,0.0028539,0.0029484,0.0030256,5.8629e-05,4.1795e-05,5.6731e-05,0.00043772,0.00030756,0.00032218,2.3033e-05,1.6035e-05,1.6767e-05
5006.64,0.0028351,0.0029295,0.0030062,5.7687e-05,4.1271e-05,5.6159e-05,0.00043461,0.00030492,0.00031974,2.2536e-05,1.5895e-05,1.6639e-05
5020.24,0.0028165,0.0029109,0.0029872,5.6698e-05,4.0756e-05,5.5595e-05,0.00043147,0.00030231,0.00031734,2.1982e-05,1.5759e-05,1.6512e-05
5033.85,0.0027982,0.0028926,0.0029683,5.5673e-05,4.0251e-05,5.5037e-05,0.0004283,0.00029974,0.00031497,2.1494e-05,1.5625e-05,1.6387e-05
5047.45,0.0027801,0.0028745,0.0029498,5.462e-05,3.9754e-05,5.4485e-05,0.0004251,0.00029721,0.00031264,2.1174e-05,1.5493e-05,1.6265e-05
5061.06,0.0027623,0.0028566,0.0029314,5.3549e-05,3.9265e-05,5.3937e-05,0.00042187,0.00029471,0.00031033,2.1065e-05,1.5364e-05,1.6143e-05
5074.66,0.0027447,0.0028389,0.0029133,5.2466e-05,3.8783e-05,5.3392e-05,0.0004186,0.00029225,0.00030806,2.1144e-05,1.5236e-05,1.6024e-05
5088.27,0.0027271,0.0028213,0.0028952,5.137e-05,3.83e-05,5.2836e-05,0.00041526,0.00028979,0.00030579,2.1329e-05,1.5107e-05,1.5904e-05
5101.87,0.0027105,0.0028046,0.0028781,5.0339e-05,3.7896e-05,5.2393e-05,0.00041201,0.00028745,0.00030364,2.151e-05,1.4984e-05,1.5791e-05
5115.48,0.0026931,0.002787,0.00286,4.9241e-05,3.7424e-05,5.1837e-05,0.00040857,0.00028502,0.00030139,2.1562e-05,1.4855e-05,1.5673e-05
5129.08,0.0026759,0.0027697,0.0028423,4.8165e-05,3.6981e-05,5.1318e-05,0.00040511,0.00028263,0.00029918,2.142e-05,1.4729e-05,1.5556e-05
