,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4p,4p,4p,4s,4s,4s,5s,5s,5s
5673.28,0.0082818,0.0085237,0.0085518,0.0053844,0.0054677,0.0054786,0.00039521,0.00034792,0.00041332,0.0031249,0.0024176,0.0024047,0.0019371,0.0016516,0.0015773,0.00035792,0.00028127,0.00027886,0.00028807,0.00024778,0.00023619,3.9727e-05,6.9988e-06,6.6445e-06
5686.89,0.0082296,0.0084711,0.008499,0.0053602,0.0054452,0.0054559,0.00038998,0.00034422,0.00040947,0.0031034,0.0023988,0.0023874,0.0019294,0.0016426,0.001569,0.00035542,0.00027904,0.00027681,0.00028684,0.00024638,0.0002349,4.0947e-05,6.9137e-06,6.6078e-06
5700.49,0.0081801,0.0084213,0.008449,0.0053366,0.0054235,0.0054339,0.00038486,0.0003406,0.00040568,0.003083,0.0023808,0.0023709,0.0019219,0.0016338,0.0015609,0.00035307,0.00027691,0.00027485,0.00028565,0.000245,0.00023364,2.9736e-05,6.8355e-06,6.5722e-06
5714.1,0.0081317,0.0083725,0.0084,0.0053134,0.0054019,0.0054121,0.00037981,0.00033703,0.00040195,0.0030629,0.0023632,0.0023548,0.0019145,0.0016251,0.0015529,0.00035081,0.00027483,0.00027294,0.00028448,0.00024364,0.00023239,1.4021e-05,6.7748e-06,6.5369e-06
5727.7,0.0080842,0.0083245,0.0083519,0.0052904,0.0053806,0.0053905,0.00037483,0.00033349,0.00039824,0.0030431,0.0023459,0.002339,0.0019072,0.0016165,0.0015451,0.00034861,0.00027277,0.00027105,0.00028332,0.0002423,0.00023115,3.1424e-06,6.7379e-06,6.502e-06
5741.31,0.0080373,0.0082772,0.0083044,0.0052677,0.0053597,0.0053693,0.0003699,0.00032999,0.00039456,0.0030236,0.0023288,0.0023233,0.0018999,0.001608,0.0015373,0.00034645,0.00027074,0.00026919,0.00028217,0.00024097,0.00022994,1.2201e-08,6.7241e-06,6.4676e-06
5754.91,0.0079908,0.0082303,0.0082573,0.0052454,0.005339,0.0053484,0.00036504,0.00032652,0.00039091,0.0030042,0.0023119,0.0023078,0.0018928,0.0015997,0.0015296,0.00034431,0.00026873,0.00026735,0.00028105,0.00023967,0.00022874,5.8259e-07,6.7266e-06,6.4337e-06
5768.52,0.0079446,0.0081835,0.0082103,0.0052234,0.0053187,0.0053278,0.00036024,0.00032309,0.00038729,0.0029849,0.0022951,0.0022924,0.0018858,0.0015914,0.0015221,0.00034217,0.00026674,0.00026552,0.00027994,0.00023838,0.00022756,3.6117e-07,6.7338e-06,6.4004e-06
5782.12,0.0078981,0.0081366,0.0081632,0.0052017,0.0052986,0.0053074,0.00035549,0.00031969,0.00038369,0.0029655,0.0022782,0.002277,0.0018789,0.0015833,0.0015146,0.00033999,0.00026474,0.00026369,0.00027885,0.00023711,0.00022639,2.961e-07,6.733e-06,6.3674e-06
5795.73,0.0078505,0.0080883,0.0081147,0.00518,0.0052785,0.0052871,0.00035078,0.00031629,0.00038008,0.0029457,0.0022611,0.0022612,0.001872,0.0015751,0.0015071,0.00033773,0.00026271,0.00026183,0.00027775,0.00023584,0.00022523,5.4574e-06,6.7139e-06,6.3345e-06
5809.33,0.0078024,0.0080395,0.0080658,0.0051578,0.005258,0.0052663,0.00034619,0.00031301,0.0003766,0.0029257,0.0022439,0.0022453,0.0018649,0.0015669,0.0014996,0.0003354,0.00026067,0.00025995,0.00027664,0.00023455,0.00022405,1.8105e-05,6.671e-06,6.3011e-06
5822.94,0.0077665,0.0080034,0.0080295,0.005138,0.0052397,0.0052477,0.0003419,0.00031,0.00037345,0.0029101,0.0022302,0.002233,0.0018586,0.0015593,0.0014927,0.00033355,0.00025904,0.00025848,0.00027564,0.00023337,0.00022297,3.3055e-05,6.6102e-06,6.2706e-06
5836.54,0.0077197,0.0079558,0.0079817,0.0051163,0.0052196,0.0052273,0.00033741,0.00030678,0.00037001,0.0028906,0.0022134,0.0022176,0.0018517,0.0015512,0.0014853,0.0003312,0.00025705,0.00025665,0.00027454,0.00023211,0.00022182,4.0834e-05,6.5344e-06,6.2379e-06
5850.15,0.0076743,0.0079097,0.0079355,0.0050947,0.0051995,0.005207,0.00033302,0.00030363,0.00036666,0.0028716,0.0021971,0.0022026,0.0018448,0.0015432,0.0014779,0.00032888,0.00025512,0.00025487,0.00027345,0.00023085,0.00022067,3.5969e-05,6.4575e-06,6.2054e-06
5863.75,0.0076297,0.0078644,0.00789,0.005073,0.0051793,0.0051866,0.0003287,0.00030054,0.00036336,0.0028528,0.002181,0.0021878,0.0018378,0.0015351,0.0014706,0.00032657,0.00025322,0.00025312,0.00027236,0.0002296,0.00021952,2.1959e-05,6.3912e-06,6.1729e-06
5877.36,0.0075858,0.0078198,0.0078452,0.0050515,0.0051592,0.0051662,0.00032445,0.00029749,0.00036011,0.0028343,0.0021652,0.0021733,0.0018308,0.0015271,0.0014632,0.00032428,0.00025134,0.0002514,0.00027127,0.00022835,0.00021838,8.0162e-06,6.3442e-06,6.1406e-06
5890.96,0.0075426,0.0077759,0.0078011,0.0050301,0.0051393,0.005146,0.00032024,0.00029446,0.00035687,0.0028161,0.0021496,0.002159,0.0018239,0.0015191,0.001456,0.00032203,0.0002495,0.00024971,0.00027018,0.00022711,0.00021724,9.2194e-07,6.3196e-06,6.1086e-06
5904.57,0.0075,0.0077326,0.0077576,0.0050089,0.0051196,0.005126,0.00031609,0.00029147,0.00035366,0.0027981,0.0021342,0.0021448,0.0018171,0.0015113,0.0014488,0.00031982,0.00024768,0.00024804,0.00026911,0.00022589,0.00021613,1.5949e-07,6.3143e-06,6.0769e-06
5918.17,0.0074578,0.0076896,0.0077145,0.0049881,0.0051002,0.0051063,0.00031199,0.0002885,0.00035046,0.0027802,0.002119,0.0021309,0.0018103,0.0015035,0.0014417,0.00031766,0.00024587,0.00024638,0.00026806,0.00022468,0.00021502,7.5231e-07,6.3201e-06,6.0457e-06
5931.78,0.0074158,0.0076467,0.0076714,0.0049676,0.0050811,0.0050869,0.00030793,0.00028554,0.00034727,0.0027623,0.0021038,0.002117,0.0018037,0.0014958,0.0014347,0.00031554,0.00024408,0.00024473,0.00026702,0.00022349,0.00021394,1.0072e-07,6.3257e-06,6.015e-06
5945.38,0.0073729,0.007603,0.0076275,0.0049474,0.0050623,0.0050679,0.00030387,0.00028255,0.00034402,0.0027442,0.0020885,0.0021028,0.0017972,0.0014883,0.0014278,0.00031343,0.00024227,0.00024307,0.000266,0.00022232,0.00021287,1.1885e-06,6.32e-06,5.9847e-06
5958.99,0.007329,0.0075582,0.0075824,0.0049275,0.0050437,0.0050491,0.0002999,0.00027963,0.00034085,0.0027257,0.0020729,0.0020884,0.0017907,0.0014809,0.0014211,0.00031132,0.00024043,0.00024136,0.00026499,0.00022116,0.00021181,8.7354e-06,6.2954e-06,5.9548e-06
5972.59,0.0072944,0.0075229,0.007547,0.0049076,0.0050252,0.0050303,0.00029635,0.0002772,0.00033828,0.0027105,0.0020599,0.0020767,0.0017843,0.0014734,0.0014143,0.00030963,0.00023889,0.00023997,0.00026398,0.00022001,0.00021076,2.2595e-05,6.2494e-06,5.925e-06
5986.2,0.0072523,0.0074799,0.0075039,0.0048878,0.0050067,0.0050115,0.0002925,0.00027436,0.0003352,0.0026927,0.0020449,0.0020629,0.0017778,0.001466,0.0014076,0.00030766,0.00023712,0.00023834,0.00026298,0.00021886,0.00020971,3.5769e-05,6.1862e-06,5.8953e-06
5999.8,0.0072109,0.0074375,0.0074613,0.0048679,0.0049882,0.0049926,0.00028875,0.00027162,0.00033221,0.0026751,0.0020301,0.0020493,0.0017714,0.0014586,0.0014008,0.00030573,0.00023537,0.00023673,0.00026197,0.00021771,0.00020866,3.9645e-05,6.1143e-06,5.8657e-06
6013.41,0.0071699,0.0073956,0.0074191,0.0048479,0.0049695,0.0049737,0.00028506,0.00026893,0.00032928,0.0026576,0.0020154,0.0020358,0.0017648,0.0014512,0.0013941,0.00030382,0.00023364,0.00023514,0.00026096,0.00021656,0.00020761,3.1534e-05,6.0448e-06,5.8359e-06
6027.01,0.0071293,0.007354,0.0073775,0.0048279,0.0049506,0.0049546,0.00028143,0.00026628,0.0003264,0.0026403,0.002001,0.0020225,0.0017582,0.0014438,0.0013873,0.00030192,0.00023193,0.00023356,0.00025994,0.00021541,0.00020656,1.7054e-05,5.9878e-06,5.8062e-06
6040.62,0.0070894,0.0073131,0.0073363,0.0048078,0.0049318,0.0049355,0.00027785,0.00026367,0.00032355,0.0026232,0.0019867,0.0020093,0.0017516,0.0014363,0.0013805,0.00030003,0.00023024,0.00023201,0.00025892,0.00021426,0.00020551,5.0728e-06,5.9498e-06,5.7765e-06
6054.22,0.00705,0.0072727,0.0072958,0.0047878,0.004913,0.0049164,0.00027432,0.00026109,0.00032072,0.0026063,0.0019726,0.0019964,0.001745,0.0014289,0.0013738,0.00029813,0.00022858,0.00023048,0.0002579,0.00021311,0.00020447,2.522e-07,5.9323e-06,5.7469e-06
6067.83,0.0070112,0.0072329,0.0072558,0.0047679,0.0048943,0.0048974,0.00027083,0.00025852,0.0003179,0.0025896,0.0019587,0.0019836,0.0017385,0.0014216,0.0013671,0.00029622,0.00022694,0.00022897,0.00025688,0.00021197,0.00020343,4.1017e-07,5.9309e-06,5.7176e-06
6081.43,0.0069729,0.0071935,0.0072162,0.0047482,0.0048758,0.0048786,0.00026737,0.00025596,0.00031509,0.0025731,0.001945,0.0019709,0.0017319,0.0014143,0.0013605,0.00029429,0.00022531,0.00022748,0.00025588,0.00021085,0.0002024,7.4945e-07,5.9373e-06,5.6885e-06
6095.04,0.0069346,0.0071542,0.0071767,0.0047286,0.0048573,0.0048598,0.0002639,0.00025336,0.0003122,0.0025565,0.0019313,0.0019584,0.0017254,0.0014071,0.0013539,0.00029233,0.0002237,0.00022599,0.00025488,0.00020972,0.00020138,1.3768e-08,5.9407e-06,5.6596e-06
6108.64,0.0068959,0.0071144,0.0071367,0.0047101,0.00484,0.0048423,0.00026051,0.00025079,0.00030936,0.0025399,0.0019175,0.0019457,0.0017193,0.0014002,0.0013476,0.00029032,0.00022207,0.00022449,0.00025394,0.00020865,0.00020041,1.9436e-06,5.9329e-06,5.6321e-06
6122.25,0.0068608,0.0070782,0.0071004,0.0046924,0.0048235,0.0048254,0.00025754,0.00024875,0.00030716,0.0025246,0.0019048,0.001934,0.0017135,0.0013935,0.0013416,0.00028844,0.00022057,0.00022312,0.00025303,0.00020762,0.00019947,1.0572e-05,5.9074e-06,5.6056e-06
6135.85,0.0068231,0.0070394,0.0070614,0.0046737,0.0048059,0.0048076,0.00025425,0.00024627,0.00030439,0.0025083,0.0018914,0.0019217,0.0017073,0.0013866,0.0013353,0.00028643,0.00021899,0.00022166,0.00025208,0.00020655,0.00019849,2.4453e-05,5.8611e-06,5.578e-06
6149.46,0.0067855,0.0070007,0.0070225,0.0046553,0.0047885,0.0047899,0.00025104,0.00024387,0.00030172,0.002492,0.001878,0.0019094,0.0017011,0.0013797,0.001329,0.00028442,0.00021742,0.00022021,0.00025113,0.00020548,0.00019753,3.6161e-05,5.8002e-06,5.5507e-06
6163.06,0.006748,0.0069621,0.0069837,0.0046368,0.0047712,0.0047723,0.0002479,0.00024151,0.0002991,0.0024758,0.0018648,0.0018971,0.001695,0.0013729,0.0013228,0.00028244,0.00021585,0.00021876,0.00025019,0.00020442,0.00019657,3.8042e-05,5.7331e-06,5.5235e-06
6176.67,0.0067108,0.0069236,0.006945,0.0046183,0.0047537,0.0047545,0.00024481,0.0002392,0.00029653,0.0024597,0.0018516,0.0018849,0.0016888,0.001366,0.0013166,0.00028048,0.0002143,0.00021733,0.00024924,0.00020336,0.0001956,2.8823e-05,5.6697e-06,5.4963e-06
6190.27,0.0066738,0.0068854,0.0069067,0.0045997,0.0047361,0.0047367,0.00024177,0.00023693,0.00029399,0.0024436,0.0018385,0.0018728,0.0016825,0.0013591,0.0013104,0.00027856,0.00021276,0.0002159,0.00024828,0.0002023,0.00019464,1.4705e-05,5.6189e-06,5.469e-06
6203.88,0.0066372,0.0068476,0.0068687,0.004581,0.0047184,0.0047186,0.00023877,0.0002347,0.00029149,0.0024278,0.0018255,0.0018609,0.0016762,0.0013522,0.0013041,0.00027669,0.00021123,0.00021449,0.00024731,0.00020124,0.00019367,3.9254e-06,5.5861e-06,5.4416e-06
6217.48,0.0066011,0.0068103,0.0068312,0.0045622,0.0047005,0.0047005,0.00023581,0.00023248,0.00028901,0.002412,0.0018128,0.0018491,0.0016699,0.0013453,0.0012978,0.00027487,0.00020973,0.0002131,0.00024634,0.00020017,0.0001927,9.4355e-08,5.5718e-06,5.4142e-06
6231.09,0.0065656,0.0067735,0.0067943,0.0045433,0.0046826,0.0046823,0.00023288,0.00023028,0.00028654,0.0023965,0.0018002,0.0018375,0.0016635,0.0013384,0.0012915,0.00027312,0.00020824,0.00021173,0.00024537,0.0001991,0.00019173,5.4776e-07,5.5716e-06,5.3867e-06
6244.69,0.0065305,0.0067371,0.0067577,0.0045239,0.0046641,0.0046635,0.00022995,0.00022806,0.00028404,0.0023811,0.0017877,0.001826,0.0016569,0.0013313,0.0012851,0.0002714,0.00020677,0.00021038,0.00024436,0.00019801,0.00019074,7.8143e-07,5.5768e-06,5.3587e-06
6258.3,0.0064961,0.0067015,0.0067219,0.004506,0.0046471,0.0046463,0.00022708,0.00022586,0.00028154,0.002366,0.0017755,0.0018147,0.0016509,0.0013247,0.0012791,0.00026974,0.00020533,0.00020905,0.00024344,0.00019699,0.00018981,8.362e-09,5.5805e-06,5.3326e-06
6271.9,0.0064623,0.0066664,0.0066867,0.004492,0.0046342,0.004633,0.00022455,0.00022403,0.00027951,0.0023512,0.0017635,0.0018036,0.0016462,0.0013193,0.0012742,0.00026813,0.00020392,0.00020775,0.00024272,0.00019614,0.00018905,2.0209e-06,5.5768e-06,5.3111e-06
6285.51,0.0064282,0.006631,0.0066511,0.0044736,0.0046166,0.0046152,0.00022175,0.00022187,0.00027705,0.0023362,0.0017514,0.0017925,0.00164,0.0013125,0.0012681,0.0002665,0.0002025,0.00020643,0.00024176,0.0001951,0.0001881,1.0546e-05,5.5501e-06,5.2844e-06
6299.11,0.0063942,0.0065956,0.0066156,0.004456,0.0045999,0.0045982,0.00021902,0.00021977,0.00027466,0.0023212,0.0017394,0.0017814,0.001634,0.001306,0.0012622,0.00026486,0.00020108,0.00020513,0.00024085,0.0001941,0.0001872,2.3998e-05,5.5065e-06,5.2588e-06
6312.72,0.0063602,0.0065603,0.0065801,0.0044388,0.0045836,0.0045816,0.00021635,0.00021771,0.00027231,0.0023062,0.0017274,0.0017703,0.0016282,0.0012997,0.0012564,0.0002632,0.00019967,0.00020382,0.00023996,0.00019312,0.0001863,3.5251e-05,5.4496e-06,5.2336e-06
6326.32,0.0063262,0.0065249,0.0065446,0.0044217,0.0045673,0.004565,0.00021372,0.00021569,0.00027001,0.0022913,0.0017154,0.0017592,0.0016223,0.0012933,0.0012507,0.00026152,0.00019826,0.00020252,0.00023907,0.00019214,0.00018542,3.708e-05,5.3871e-06,5.2086e-06
6339.93,0.0062922,0.0064896,0.006509,0.0044045,0.004551,0.0045484,0.00021114,0.0002137,0.00026774,0.0022763,0.0017035,0.0017482,0.0016165,0.001287,0.001245,0.00025981,0.00019686,0.00020122,0.00023818,0.00019116,0.00018453,2.8273e-05,5.328e-06,5.1836e-06
6353.53,0.0062584,0.0064543,0.0064736,0.0043873,0.0045345,0.0045317,0.0002086,0.00021175,0.0002655,0.0022614,0.0016916,0.0017372,0.0016106,0.0012806,0.0012392,0.00025807,0.00019547,0.00019993,0.00023728,0.00019018,0.00018365,1.4645e-05,5.2805e-06,5.1586e-06
6367.14,0.0062247,0.0064192,0.0064384,0.0043698,0.0045178,0.0045147,0.00020609,0.00020982,0.0002633,0.0022466,0.0016799,0.0017263,0.0016046,0.0012742,0.0012334,0.00025631,0.00019408,0.00019864,0.00023637,0.00018919,0.00018275,4.0486e-06,5.2494e-06,5.1333e-06
6380.74,0.0061914,0.0063845,0.0064035,0.0043521,0.0045009,0.0044975,0.00020362,0.00020793,0.00026112,0.0022319,0.0016682,0.0017154,0.0015985,0.0012677,0.0012275,0.00025453,0.00019271,0.00019737,0.00023544,0.0001882,0.00018185,1.2197e-07,5.2353e-06,5.1078e-06
6394.35,0.0061583,0.0063499,0.0063688,0.0043337,0.0044831,0.0044794,0.00020116,0.00020604,0.00025895,0.0022173,0.0016566,0.0017047,0.0015922,0.0012611,0.0012215,0.00025274,0.00019135,0.00019611,0.00023447,0.00018717,0.00018092,5.2999e-07,5.2338e-06,5.0816e-06
6407.95,0.0061267,0.0063169,0.0063355,0.0043162,0.0044664,0.0044625,0.00019875,0.00020416,0.00025678,0.0022031,0.0016455,0.0016944,0.0015862,0.0012547,0.0012157,0.000251,0.00019004,0.0001949,0.00023355,0.00018619,0.00018003,8.8756e-07,5.2399e-06,5.0565e-06
6421.56,0.0060972,0.006286,0.0063046,0.0043062,0.0044573,0.0044531,0.0001966,0.00020248,0.00025484,0.0021899,0.001635,0.0016847,0.0015829,0.0012505,0.001212,0.00024936,0.0001888,0.00019376,0.00023304,0.00018553,0.00017945,5.8771e-08,5.2524e-06,5.0402e-06
6435.16,0.006065,0.0062523,0.0062707,0.0042869,0.0044386,0.0044341,0.0001942,0.00020061,0.00025268,0.0021755,0.0016237,0.0016742,0.0015762,0.0012436,0.0012057,0.0002476,0.00018748,0.00019253,0.00023202,0.00018448,0.00017848,1.4043e-06,5.2431e-06,5.0131e-06
6448.77,0.0060338,0.0062195,0.0062378,0.0042698,0.0044221,0.0044173,0.00019189,0.0001988,0.00025056,0.0021616,0.0016127,0.0016641,0.0015702,0.0012373,0.0012,0.0002459,0.00018619,0.00019133,0.00023111,0.00018351,0.00017761,8.7883e-06,5.2205e-06,4.9885e-06
6462.37,0.0060028,0.0061871,0.0062052,0.0042533,0.0044063,0.0044012,0.00018962,0.000197,0.00024847,0.0021477,0.0016019,0.001654,0.0015645,0.0012312,0.0011945,0.00024424,0.00018491,0.00019015,0.00023024,0.00018258,0.00017677,2.1459e-05,5.1818e-06,4.9647e-06
6475.98,0.0059719,0.0061547,0.0061726,0.0042371,0.0043908,0.0043854,0.0001874,0.00019523,0.0002464,0.0021339,0.0015911,0.001644,0.001559,0.0012253,0.0011892,0.00024262,0.00018364,0.00018897,0.00022939,0.00018166,0.00017594,3.3138e-05,5.13e-06,4.9413e-06
6489.58,0.005941,0.0061222,0.0061401,0.0042212,0.0043755,0.0043698,0.00018521,0.00019349,0.00024436,0.00212,0.0015803,0.0016339,0.0015534,0.0012194,0.0011838,0.00024103,0.00018238,0.0001878,0.00022854,0.00018076,0.00017512,3.6576e-05,5.072e-06,4.9183e-06
6503.19,0.0059101,0.0060897,0.0061074,0.0042053,0.0043602,0.0043543,0.00018306,0.00019178,0.00024235,0.0021062,0.0015695,0.0016239,0.0015479,0.0012135,0.0011786,0.00023947,0.00018112,0.00018662,0.0002277,0.00017986,0.00017431,2.9519e-05,5.0159e-06,4.8953e-06
6516.79,0.0058791,0.0060571,0.0060747,0.0041894,0.0043449,0.0043387,0.00018094,0.00019009,0.00024037,0.0020924,0.0015587,0.0016139,0.0015424,0.0012077,0.0011732,0.00023793,0.00017985,0.00018544,0.00022686,0.00017895,0.00017349,1.6589e-05,4.9694e-06,4.8724e-06
6530.4,0.005848,0.0060245,0.0060419,0.0041732,0.0043293,0.0043228,0.00017885,0.00018843,0.00023842,0.0020785,0.001548,0.0016039,0.0015368,0.0012017,0.0011679,0.00023642,0.0001786,0.00018427,0.00022599,0.00017804,0.00017267,5.3727e-06,4.9375e-06,4.8492e-06
6544.0,0.0058169,0.0059917,0.006009,0.0041565,0.0043131,0.0043063,0.00017679,0.0001868,0.0002365,0.0020646,0.0015373,0.0015939,0.001531,0.0011956,0.0011624,0.00023492,0.00017734,0.0001831,0.00022511,0.00017711,0.00017182,3.8189e-07,4.9212e-06,4.8254e-06
6557.61,0.0057842,0.0059574,0.0059745,0.0041375,0.0042945,0.0042875,0.00017471,0.00018519,0.00023459,0.0020502,0.0015262,0.0015834,0.0015243,0.0011889,0.0011562,0.00023336,0.00017603,0.00018187,0.00022409,0.00017608,0.00017089,3.5239e-07,4.9158e-06,4.799e-06
6571.21,0.0057545,0.0059261,0.005943,0.0041192,0.0042766,0.0042693,0.00017266,0.00018357,0.00023268,0.0020368,0.0015158,0.0015738,0.0015178,0.0011824,0.0011503,0.0002319,0.00017482,0.00018075,0.00022311,0.00017509,0.00016998,1.0226e-06,4.9188e-06,4.7735e-06
6584.82,0.0057319,0.005902,0.0059189,0.0041131,0.0042713,0.0042637,0.00017092,0.00018206,0.00023088,0.002026,0.0015074,0.0015662,0.0015159,0.0011794,0.0011478,0.00023073,0.00017384,0.00017985,0.00022279,0.00017461,0.00016958,2.8569e-07,4.9358e-06,4.762e-06
6598.42,0.0057021,0.0058706,0.0058873,0.0040961,0.0042548,0.0042469,0.00016896,0.0001805,0.00022902,0.0020126,0.0014972,0.0015566,0.0015099,0.0011733,0.0011422,0.00022924,0.00017263,0.00017872,0.00022188,0.00017367,0.00016873,5.0879e-07,4.9318e-06,4.7381e-06
6612.03,0.0056733,0.0058402,0.0058568,0.00408,0.0042391,0.004231,0.00016704,0.00017895,0.00022717,0.0019995,0.0014872,0.0015473,0.0015043,0.0011674,0.0011369,0.00022777,0.00017146,0.00017763,0.00022101,0.00017277,0.00016791,5.809e-06,4.9151e-06,4.7153e-06
6625.63,0.005645,0.0058102,0.0058266,0.0040645,0.004224,0.0042156,0.00016515,0.00017742,0.00022533,0.0019866,0.0014773,0.0015381,0.0014988,0.0011617,0.0011318,0.00022629,0.0001703,0.00017655,0.00022018,0.0001719,0.00016713,1.7009e-05,4.8831e-06,4.693e-06
6639.24,0.0056168,0.0057804,0.0057967,0.0040493,0.0042092,0.0042005,0.0001633,0.00017589,0.00022351,0.0019738,0.0014675,0.001529,0.0014935,0.0011561,0.0011267,0.00022479,0.00016915,0.00017549,0.00021936,0.00017104,0.00016635,2.9392e-05,4.8378e-06,4.6713e-06
6652.84,0.0055887,0.0057506,0.0057668,0.0040343,0.0041948,0.0041858,0.00016148,0.00017439,0.00022169,0.001961,0.0014578,0.0015199,0.0014882,0.0011506,0.0011218,0.00022326,0.00016801,0.00017442,0.00021855,0.0001702,0.00016559,3.5708e-05,4.7846e-06,4.6499e-06
6666.45,0.0055606,0.0057208,0.0057369,0.0040196,0.0041804,0.0041712,0.00015969,0.0001729,0.0002199,0.0019482,0.0014481,0.0015108,0.001483,0.0011452,0.0011169,0.00022172,0.00016687,0.00017336,0.00021776,0.00016937,0.00016484,3.1913e-05,4.7309e-06,4.6287e-06
6680.05,0.0055322,0.0056907,0.0057067,0.0040049,0.0041661,0.0041566,0.00015793,0.00017144,0.00021813,0.0019354,0.0014383,0.0015017,0.0014778,0.0011398,0.001112,0.00022015,0.00016573,0.00017229,0.00021696,0.00016854,0.00016409,2.0485e-05,4.684e-06,4.6076e-06
6693.66,0.0055036,0.0056604,0.0056762,0.0039901,0.0041516,0.0041418,0.0001562,0.00017001,0.00021639,0.0019224,0.0014286,0.0014925,0.0014726,0.0011343,0.0011071,0.00021858,0.00016459,0.00017122,0.00021615,0.0001677,0.00016334,8.3482e-06,4.6494e-06,4.5864e-06
6707.26,0.0054741,0.0056291,0.0056448,0.0039746,0.0041365,0.0041264,0.00015448,0.00016859,0.00021468,0.0019092,0.0014186,0.0014831,0.0014671,0.0011287,0.001102,0.00021697,0.00016342,0.00017012,0.00021531,0.00016684,0.00016256,1.3203e-06,4.6292e-06,4.5644e-06
6720.87,0.0054461,0.0055994,0.005615,0.003959,0.0041212,0.0041108,0.00015279,0.00016722,0.00021301,0.0018965,0.001409,0.0014742,0.0014615,0.001123,0.0010969,0.00021544,0.0001623,0.00016907,0.00021446,0.00016597,0.00016178,6.822e-08,4.6228e-06,4.5424e-06
6734.47,0.0054284,0.0055801,0.0055957,0.0039505,0.0041133,0.0041027,0.00015127,0.00016587,0.00021136,0.0018873,0.0014021,0.001468,0.0014586,0.0011194,0.0010937,0.00021432,0.00016148,0.00016834,0.000214,0.00016541,0.00016129,9.8772e-07,4.6342e-06,4.5286e-06
6748.08,0.0053977,0.0055477,0.0055631,0.0039337,0.0040967,0.0040858,0.0001496,0.00016451,0.00020971,0.0018737,0.0013919,0.0014583,0.0014526,0.0011134,0.0010883,0.00021273,0.00016029,0.00016721,0.00021308,0.0001645,0.00016046,7.5547e-07,4.6383e-06,4.5053e-06
6761.68,0.0053701,0.0055183,0.0055336,0.0039183,0.0040815,0.0040704,0.00014798,0.00016317,0.00020807,0.0018612,0.0013825,0.0014495,0.0014471,0.0011078,0.0010832,0.00021129,0.00015919,0.00016618,0.00021223,0.00016365,0.00015969,5.8306e-09,4.6393e-06,4.4836e-06
6775.29,0.0053434,0.0054898,0.005505,0.0039033,0.0040668,0.0040554,0.00014638,0.00016185,0.00020644,0.0018489,0.0013733,0.0014409,0.0014417,0.0011024,0.0010783,0.00020991,0.00015812,0.00016517,0.00021141,0.00016281,0.00015894,2.5738e-06,4.6298e-06,4.4624e-06
6788.89,0.0053173,0.0054619,0.005477,0.0038886,0.0040523,0.0040406,0.00014482,0.00016053,0.00020482,0.0018369,0.0013643,0.0014325,0.0014365,0.001097,0.0010735,0.00020857,0.00015707,0.00016419,0.0002106,0.00016199,0.0001582,1.1114e-05,4.6063e-06,4.4415e-06
6802.5,0.0052915,0.0054344,0.0054494,0.0038743,0.0040382,0.0040262,0.00014328,0.00015923,0.00020321,0.001825,0.0013555,0.0014242,0.0014313,0.0010917,0.0010687,0.00020728,0.00015604,0.00016322,0.00020981,0.00016119,0.00015747,2.339e-05,4.569e-06,4.4211e-06
6816.1,0.0052659,0.005407,0.0054219,0.0038602,0.0040243,0.0040121,0.00014176,0.00015793,0.0002016,0.0018131,0.0013467,0.0014159,0.0014262,0.0010866,0.0010641,0.00020601,0.00015501,0.00016225,0.00020904,0.0001604,0.00015676,3.2974e-05,4.5219e-06,4.4011e-06
6829.71,0.0052404,0.0053796,0.0053945,0.0038464,0.0040108,0.0039983,0.00014027,0.00015664,0.0002,0.0018013,0.0013379,0.0014077,0.0014213,0.0010815,0.0010595,0.00020475,0.00015398,0.00016129,0.00020827,0.00015962,0.00015606,3.3991e-05,4.471e-06,4.3813e-06
6843.31,0.0052146,0.0053521,0.0053668,0.0038328,0.0039974,0.0039846,0.00013881,0.00015537,0.00019842,0.0017895,0.0013291,0.0013994,0.0014164,0.0010765,0.001055,0.00020348,0.00015295,0.00016033,0.00020752,0.00015885,0.00015537,2.581e-05,4.4234e-06,4.3619e-06
6856.92,0.0051884,0.005324,0.0053387,0.0038192,0.003984,0.003971,0.00013737,0.00015411,0.00019685,0.0017775,0.0013202,0.001391,0.0014114,0.0010714,0.0010505,0.0002022,0.00015192,0.00015935,0.00020677,0.00015809,0.00015469,1.3529e-05,4.3852e-06,4.3425e-06
6870.52,0.0051604,0.0052942,0.0053087,0.0038053,0.0039702,0.0039569,0.00013593,0.00015286,0.00019528,0.0017649,0.001311,0.0013822,0.0014064,0.0010663,0.0010459,0.00020083,0.00015084,0.00015832,0.00020599,0.00015731,0.00015398,3.8704e-06,4.3598e-06,4.3227e-06
6884.13,0.0051338,0.0052657,0.0052801,0.0037908,0.0039558,0.0039423,0.00013453,0.00015167,0.0001938,0.0017528,0.001302,0.0013738,0.0014011,0.0010611,0.0010412,0.0001995,0.00014979,0.00015734,0.00020519,0.00015651,0.00015326,1.332e-07,4.3478e-06,4.3023e-06
