,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4p,4p,4p,4s,4s,4s,5s,5s,5s
1836.67,0.079779,0.077292,0.075926,,,,0.02606,0.025318,0.024064,0.038711,0.040281,0.038616,0.011955,0.012822,0.012641,0.0051424,0.0053489,0.0051361,0.0021554,0.0022968,0.0022728,1.6172e-05,6.6518e-05,6.5497e-05
1850.28,0.078919,0.076455,0.075113,,,,0.025494,0.024736,0.0235,0.038142,0.039683,0.038033,0.011815,0.012676,0.012494,0.0050603,0.0052621,0.0050516,0.0021262,0.0022665,0.0022421,6.3892e-05,6.5858e-05,6.4591e-05
1863.88,0.078071,0.075629,0.074311,,,,0.024944,0.02417,0.022952,0.037585,0.039095,0.037462,0.011678,0.012532,0.012349,0.0049803,0.0051771,0.0049689,0.0020976,0.0022367,0.002212,0.00013931,6.4712e-05,6.3703e-05
1877.49,0.077233,0.074815,0.07352,,,,0.024409,0.023619,0.022419,0.037039,0.038519,0.036902,0.011543,0.012391,0.012206,0.0049019,0.0050938,0.004888,0.0020695,0.0022075,0.0021825,0.00014906,6.3321e-05,6.2833e-05
1891.09,0.076407,0.074011,0.072739,,,,0.023889,0.023084,0.021902,0.036503,0.037954,0.036353,0.011409,0.012251,0.012065,0.0048246,0.0050124,0.0048088,0.0020419,0.0021789,0.0021535,7.8705e-05,6.213e-05,6.198e-05
1904.7,0.075591,0.073218,0.071968,,,,0.023383,0.022564,0.0214,0.035978,0.0374,0.035814,0.011279,0.012114,0.011927,0.0047484,0.0049326,0.0047313,0.0020149,0.0021508,0.0021251,2.0789e-05,6.1418e-05,6.1145e-05
1918.3,0.074787,0.072437,0.071209,,,,0.022891,0.022058,0.020912,0.035463,0.036856,0.035286,0.01115,0.01198,0.011791,0.0046732,0.0048546,0.0046554,0.0019885,0.0021232,0.0020973,7.7936e-06,6.1076e-05,6.0327e-05
1931.91,0.073993,0.071666,0.07046,,,,0.022412,0.021567,0.020437,0.034959,0.036323,0.034768,0.011024,0.011847,0.011658,0.0045992,0.0047782,0.0045811,0.0019625,0.0020962,0.00207,2.4415e-05,6.0715e-05,5.9525e-05
1945.51,0.07321,0.070906,0.069721,,,,0.021946,0.021088,0.019976,0.034464,0.0358,0.03426,0.0109,0.011717,0.011526,0.0045267,0.0047034,0.0045084,0.0019371,0.0020697,0.0020432,8.4139e-05,5.9986e-05,5.8739e-05
1959.12,0.072437,0.070156,0.068992,,,,0.021492,0.020623,0.019528,0.033979,0.035287,0.033762,0.010778,0.011589,0.011397,0.0044561,0.0046302,0.0044372,0.0019122,0.0020437,0.0020169,0.00014412,5.8861e-05,5.7969e-05
1972.72,0.071674,0.069415,0.068272,,,,0.02105,0.02017,0.019092,0.033503,0.034783,0.033273,0.010658,0.011463,0.011269,0.0043875,0.0045584,0.0043674,0.0018877,0.0020181,0.001991,0.0001242,5.7641e-05,5.7213e-05
1986.33,0.070922,0.068686,0.067563,0.022449,0.021523,0.021367,0.02062,0.019729,0.018668,0.033037,0.034289,0.032793,0.01054,0.011339,0.011144,0.0043211,0.0044882,0.0042992,0.0018637,0.001993,0.0019657,5.3036e-05,5.6704e-05,5.6472e-05
1999.93,0.07018,0.067966,0.066863,0.022304,0.02138,0.021226,0.020202,0.0193,0.018255,0.032579,0.033804,0.032322,0.010424,0.011217,0.011021,0.0042565,0.0044193,0.0042323,0.0018401,0.0019684,0.0019408,1.2086e-05,5.6197e-05,5.5747e-05
2013.54,0.069447,0.067255,0.066173,0.02216,0.021238,0.021087,0.019794,0.018882,0.017854,0.032131,0.033329,0.03186,0.01031,0.011096,0.0109,0.0041935,0.0043519,0.0041668,0.001817,0.0019443,0.0019164,7.2009e-06,5.5944e-05,5.5035e-05
2027.14,0.068724,0.066555,0.065492,0.022018,0.021098,0.020948,0.019396,0.018476,0.017464,0.031691,0.032862,0.031407,0.010198,0.010978,0.01078,0.0041318,0.0042859,0.0041026,0.0017944,0.0019205,0.0018925,2.9704e-05,5.5588e-05,5.4337e-05
2040.75,0.068011,0.065864,0.06482,0.021877,0.020959,0.020812,0.019009,0.01808,0.017084,0.031259,0.032403,0.030962,0.010088,0.010862,0.010663,0.004071,0.0042211,0.0040398,0.0017722,0.0018973,0.0018689,9.113e-05,5.4872e-05,5.3652e-05
2054.35,0.067306,0.065182,0.064157,0.021737,0.020822,0.020676,0.018632,0.017694,0.016714,0.030835,0.031953,0.030526,0.0099799,0.010747,0.010547,0.0040109,0.0041577,0.0039782,0.0017504,0.0018744,0.0018458,0.00013816,5.3837e-05,5.298e-05
2067.96,0.066611,0.064509,0.063502,0.021598,0.020685,0.020542,0.018264,0.017318,0.016354,0.030419,0.031511,0.030097,0.0098735,0.010634,0.010434,0.0039514,0.0040955,0.0039178,0.0017289,0.0018519,0.0018232,0.00010741,5.2775e-05,5.2321e-05
2081.56,0.065925,0.063845,0.062856,0.02146,0.02055,0.020409,0.017906,0.016952,0.016003,0.030012,0.031078,0.029676,0.0097688,0.010523,0.010322,0.0038928,0.0040346,0.0038586,0.0017079,0.0018299,0.0018009,4.1521e-05,5.1996e-05,5.1674e-05
2095.17,0.065248,0.063189,0.062219,0.021324,0.020416,0.020277,0.017556,0.016595,0.015662,0.029611,0.030652,0.029263,0.0096659,0.010414,0.010211,0.0038352,0.0039748,0.0038006,0.0016873,0.0018082,0.001779,8.7768e-06,5.1596e-05,5.1038e-05
2108.77,0.064579,0.062543,0.06159,0.021189,0.020283,0.020146,0.017215,0.016248,0.01533,0.029218,0.030233,0.028858,0.0095647,0.010306,0.010103,0.003779,0.0039162,0.0037438,0.0016671,0.0017869,0.0017575,6.2901e-06,5.1393e-05,5.0415e-05
2122.38,0.063919,0.061904,0.060969,0.021055,0.020152,0.020016,0.016882,0.015909,0.015006,0.028832,0.029822,0.028459,0.0094651,0.0102,0.009996,0.0037242,0.0038588,0.0036881,0.0016472,0.001766,0.0017364,2.8667e-05,5.1075e-05,4.9803e-05
2135.98,0.063267,0.061274,0.060356,0.020921,0.020021,0.019888,0.016558,0.015579,0.01469,0.028453,0.029418,0.028068,0.0093672,0.010096,0.0098907,0.0036711,0.0038025,0.0036334,0.0016277,0.0017454,0.0017156,8.6701e-05,5.0431e-05,4.9201e-05
2149.59,0.062624,0.060653,0.059752,0.02079,0.019892,0.019761,0.016242,0.015257,0.014383,0.028082,0.029022,0.027684,0.0092708,0.0099928,0.009787,0.0036195,0.0037473,0.0035799,0.0016085,0.0017252,0.0016953,0.00013008,4.9506e-05,4.861e-05
2163.19,0.061988,0.060039,0.059154,0.020659,0.019764,0.019635,0.015933,0.014943,0.014084,0.027716,0.028632,0.027306,0.009176,0.0098914,0.0096849,0.0035692,0.0036931,0.0035273,0.0015897,0.0017053,0.0016752,0.00010172,4.8558e-05,4.8028e-05
2176.8,0.061361,0.059432,0.058565,0.020529,0.019637,0.01951,0.015632,0.014637,0.013792,0.027357,0.028249,0.026935,0.0090826,0.0097915,0.0095842,0.00352,0.0036399,0.0034757,0.0015712,0.0016858,0.0016555,4.0068e-05,4.7858e-05,4.7457e-05
2190.4,0.060741,0.058834,0.057983,0.0204,0.019511,0.019386,0.015338,0.014338,0.013508,0.027005,0.027873,0.026571,0.0089908,0.009693,0.0094851,0.0034716,0.0035878,0.0034252,0.001553,0.0016666,0.0016362,8.252e-06,4.7493e-05,4.6896e-05
2204.01,0.060129,0.058244,0.057408,0.020272,0.019386,0.019263,0.015051,0.014047,0.01323,0.026659,0.027503,0.026213,0.0089003,0.009596,0.0093874,0.0034237,0.0035366,0.0033756,0.0015351,0.0016477,0.0016171,4.7839e-06,4.7319e-05,4.6344e-05
2217.61,0.059525,0.057661,0.05684,0.020146,0.019263,0.019141,0.01477,0.013763,0.01296,0.026319,0.02714,0.025861,0.0088113,0.0095004,0.0092912,0.0033763,0.0034864,0.003327,0.0015176,0.0016292,0.0015984,2.2187e-05,4.7063e-05,4.5801e-05
2231.22,0.058928,0.057085,0.05628,0.02002,0.01914,0.01902,0.014497,0.013486,0.012697,0.025985,0.026782,0.025516,0.0087236,0.0094062,0.0091964,0.0033294,0.0034371,0.0032792,0.0015004,0.0016109,0.00158,7.3524e-05,4.6526e-05,4.5267e-05
2244.82,0.058339,0.056517,0.055728,0.019895,0.019019,0.018901,0.01423,0.013216,0.01244,0.025657,0.026432,0.025176,0.0086374,0.0093134,0.009103,0.0032831,0.0033888,0.0032324,0.0014834,0.001593,0.0015619,0.00012075,4.5721e-05,4.4742e-05
2258.43,0.057757,0.055956,0.055181,0.019772,0.018898,0.018782,0.013969,0.012952,0.012189,0.025335,0.026086,0.024842,0.0085523,0.0092218,0.0090108,0.0032375,0.0033413,0.0031864,0.0014668,0.0015753,0.0015441,0.00010472,4.4855e-05,4.4225e-05
2272.03,0.057182,0.055402,0.054642,0.019649,0.018778,0.018664,0.013714,0.012694,0.011945,0.025018,0.025747,0.024514,0.0084686,0.0091316,0.00892,0.003193,0.0032947,0.0031413,0.0014504,0.0015579,0.0015266,4.6874e-05,4.4176e-05,4.3717e-05
2285.64,0.056614,0.054855,0.054109,0.019527,0.01866,0.018548,0.013465,0.012443,0.011707,0.024707,0.025414,0.024192,0.0083861,0.0090426,0.0088305,0.0031497,0.003249,0.0030971,0.0014343,0.0015408,0.0015094,1.0241e-05,4.3799e-05,4.3217e-05
2299.24,0.056054,0.054315,0.053584,0.019406,0.018542,0.018432,0.013222,0.012198,0.011474,0.024401,0.025086,0.023875,0.0083048,0.0089549,0.0087423,0.0031076,0.0032041,0.0030537,0.0014185,0.001524,0.0014924,3.2675e-06,4.3633e-05,4.2725e-05
2312.85,0.0555,0.053782,0.053065,0.019286,0.018426,0.018317,0.012984,0.011958,0.011248,0.024101,0.024763,0.023563,0.0082248,0.0088684,0.0086554,0.0030667,0.0031601,0.003011,0.001403,0.0015075,0.0014758,1.2828e-05,4.3453e-05,4.2241e-05
2326.45,0.054953,0.053255,0.052551,0.019168,0.018311,0.018204,0.012751,0.011724,0.011026,0.023805,0.024446,0.023257,0.008146,0.0087832,0.0085697,0.0030268,0.0031168,0.0029691,0.0013877,0.0014912,0.0014594,5.243e-05,4.3052e-05,4.1764e-05
2340.06,0.054414,0.052737,0.052046,0.01905,0.018196,0.018091,0.012525,0.011496,0.01081,0.023515,0.024135,0.022956,0.0080683,0.0086992,0.0084853,0.0029878,0.0030743,0.0029281,0.0013727,0.0014752,0.0014432,0.00010473,4.2388e-05,4.1295e-05
2353.66,0.05388,0.052223,0.051546,0.018933,0.018083,0.01798,0.012302,0.011273,0.010599,0.02323,0.023828,0.02266,0.0079917,0.0086163,0.008402,0.0029493,0.0030326,0.0028878,0.0013579,0.0014594,0.0014274,0.00011034,4.1603e-05,4.0833e-05
2367.27,0.053353,0.051716,0.051052,0.018817,0.01797,0.017869,0.012085,0.011055,0.010394,0.022949,0.023527,0.022369,0.0079162,0.0085345,0.0083199,0.0029112,0.0029916,0.0028481,0.0013434,0.0014439,0.0014118,6.198e-05,4.092e-05,4.0379e-05
2380.87,0.052832,0.051215,0.050564,0.018702,0.017859,0.017759,0.011873,0.010843,0.010193,0.022673,0.02323,0.022083,0.0078418,0.0084539,0.0082389,0.0028734,0.0029513,0.0028092,0.0013291,0.0014286,0.0013964,1.6972e-05,4.0491e-05,3.9931e-05
2394.48,0.052318,0.050721,0.050083,0.018587,0.017748,0.01765,0.011666,0.010635,0.0099966,0.022402,0.022938,0.021801,0.0077684,0.0083743,0.008159,0.0028359,0.0029118,0.002771,0.001315,0.0014136,0.0013812,3.0623e-06,4.03e-05,3.9491e-05
2408.08,0.05181,0.050233,0.049607,0.018474,0.017638,0.017542,0.011463,0.010432,0.009805,0.022135,0.022652,0.021524,0.0076961,0.0082959,0.0080803,0.0027988,0.002873,0.0027335,0.0013012,0.0013987,0.0013664,5.329e-06,4.0178e-05,3.9058e-05
2421.69,0.051309,0.049751,0.049138,0.018362,0.01753,0.017436,0.011264,0.010233,0.0096178,0.021873,0.022369,0.021252,0.0076249,0.0082186,0.0080027,0.0027623,0.0028348,0.0026967,0.0012876,0.0013842,0.0013517,2.8895e-05,3.9922e-05,3.8631e-05
2435.29,0.050813,0.049275,0.048674,0.01825,0.017422,0.01733,0.01107,0.010039,0.0094354,0.021616,0.022092,0.020985,0.0075547,0.0081424,0.0079262,0.0027265,0.0027973,0.0026605,0.0012742,0.0013698,0.0013373,7.8909e-05,3.9423e-05,3.8212e-05
2448.9,0.050324,0.048805,0.048215,0.01814,0.017315,0.017225,0.01088,0.0098498,0.0092568,0.021362,0.021818,0.020721,0.0074855,0.0080671,0.0078507,0.0026916,0.0027605,0.0026249,0.001261,0.0013557,0.0013231,0.00011039,3.8741e-05,3.7798e-05
2462.5,0.049839,0.04834,0.047762,0.01803,0.01721,0.01712,0.010693,0.0096644,0.0090824,0.021112,0.021549,0.020462,0.0074172,0.0079928,0.0077762,0.0026576,0.0027243,0.00259,0.0012481,0.0013418,0.0013091,8.4382e-05,3.8058e-05,3.7391e-05
2476.11,0.049361,0.047881,0.047314,0.017921,0.017104,0.017017,0.010511,0.0094833,0.008912,0.020867,0.021284,0.020207,0.0073498,0.0079195,0.0077026,0.0026246,0.0026886,0.0025556,0.0012353,0.0013281,0.0012953,3.3521e-05,3.7551e-05,3.699e-05
2489.71,0.048888,0.047427,0.046872,0.017813,0.017,0.016914,0.010333,0.0093062,0.0087456,0.020625,0.021024,0.019956,0.0072833,0.0078471,0.00763,0.0025925,0.0026536,0.0025218,0.0012228,0.0013145,0.0012817,6.3192e-06,3.7284e-05,3.6595e-05
2503.32,0.048421,0.046979,0.046435,0.017705,0.016897,0.016812,0.010159,0.0091331,0.008583,0.020388,0.020767,0.019709,0.0072177,0.0077757,0.0075584,0.0025611,0.0026192,0.0024886,0.0012104,0.0013012,0.0012683,2.0836e-06,3.7171e-05,3.6207e-05
2516.92,0.04796,0.046537,0.046004,0.017599,0.016794,0.016712,0.0099877,0.0089636,0.0084239,0.020154,0.020515,0.019466,0.0071532,0.0077053,0.0074878,0.0025301,0.0025854,0.002456,0.0011983,0.0012881,0.0012552,1.0379e-05,3.7035e-05,3.5824e-05
2530.53,0.047504,0.0461,0.045578,0.017494,0.016693,0.016612,0.0098209,0.0087984,0.0082689,0.019924,0.020267,0.019227,0.0070896,0.0076359,0.0074183,0.0024996,0.0025522,0.002424,0.0011863,0.0012752,0.0012422,4.4473e-05,3.6721e-05,3.5449e-05
2544.13,0.047054,0.045668,0.045156,0.017389,0.016592,0.016513,0.0096571,0.0086365,0.008117,0.019698,0.020022,0.018992,0.0070268,0.0075673,0.0073496,0.0024692,0.0025195,0.0023925,0.0011745,0.0012625,0.0012294,9.1497e-05,3.6193e-05,3.5078e-05
2557.74,0.046608,0.045241,0.04474,0.017285,0.016492,0.016415,0.0094967,0.008478,0.0079685,0.019475,0.019781,0.01876,0.0069648,0.0074996,0.0072818,0.002439,0.0024873,0.0023615,0.0011629,0.00125,0.0012169,0.00010144,3.5558e-05,3.4713e-05
2571.34,0.046168,0.044819,0.044328,0.017182,0.016393,0.016317,0.0093396,0.0083231,0.0078234,0.019256,0.019544,0.018532,0.0069037,0.0074328,0.0072148,0.002409,0.0024557,0.0023311,0.0011515,0.0012376,0.0012045,6.199e-05,3.4987e-05,3.4353e-05
2584.95,0.045732,0.044402,0.043921,0.017079,0.016295,0.01622,0.0091857,0.0081716,0.0076815,0.01904,0.019311,0.018308,0.0068433,0.0073667,0.0071487,0.0023794,0.0024245,0.0023011,0.0011403,0.0012254,0.0011922,1.8907e-05,3.4609e-05,3.3998e-05
2598.55,0.045302,0.04399,0.043519,0.016977,0.016197,0.016124,0.0090351,0.0080234,0.0075428,0.018827,0.019081,0.018087,0.0067838,0.0073014,0.0070833,0.0023502,0.0023939,0.0022716,0.0011292,0.0012134,0.0011802,2.8177e-06,3.4435e-05,3.3649e-05
2612.16,0.044876,0.043582,0.043121,0.016876,0.0161,0.016028,0.0088875,0.0078783,0.0074072,0.018618,0.018854,0.017869,0.0067249,0.0072368,0.0070187,0.0023217,0.0023638,0.0022427,0.0011182,0.0012015,0.0011682,2.212e-06,3.4353e-05,3.3305e-05
2625.76,0.044458,0.043182,0.04273,0.016777,0.016005,0.015935,0.0087429,0.0077365,0.0072746,0.018413,0.018632,0.017656,0.0066675,0.0071738,0.0069556,0.002294,0.0023343,0.0022143,0.0011075,0.0011899,0.0011566,1.4832e-05,3.4206e-05,3.2969e-05
2639.37,0.044043,0.042785,0.042343,0.016677,0.015909,0.015841,0.0086012,0.0075976,0.0071448,0.01821,0.018412,0.017445,0.0066104,0.007111,0.0068928,0.002267,0.0023052,0.0021863,0.0010969,0.0011784,0.0011451,5.3049e-05,3.3875e-05,3.2635e-05
2652.97,0.043633,0.042392,0.041959,0.016579,0.015815,0.015748,0.0084622,0.0074617,0.0070179,0.01801,0.018196,0.017238,0.0065541,0.0070491,0.0068309,0.0022407,0.0022765,0.0021587,0.0010865,0.001167,0.0011337,9.3481e-05,3.3366e-05,3.2307e-05
2666.58,0.043227,0.042004,0.041581,0.016481,0.015722,0.015656,0.0083259,0.0073285,0.0068936,0.017814,0.017983,0.017033,0.0064986,0.006988,0.0067698,0.0022151,0.0022484,0.0021317,0.0010763,0.0011558,0.0011225,9.1307e-05,3.2793e-05,3.1984e-05
2680.18,0.042826,0.041621,0.041206,0.016384,0.015629,0.015565,0.0081923,0.0071982,0.006772,0.017621,0.017774,0.016832,0.0064439,0.0069276,0.0067094,0.00219,0.0022206,0.002105,0.0010661,0.0011448,0.0011115,4.9284e-05,3.2307e-05,3.1665e-05
2693.79,0.042429,0.041241,0.040835,0.016287,0.015537,0.015474,0.0080614,0.0070707,0.0066531,0.01743,0.017567,0.016634,0.0063898,0.0068678,0.0066497,0.0021652,0.0021933,0.0020787,0.0010562,0.0011339,0.0011005,1.2899e-05,3.2006e-05,3.1351e-05
2707.39,0.042036,0.040865,0.040467,0.01619,0.015444,0.015383,0.0079331,0.0069459,0.0065368,0.017241,0.017362,0.016438,0.0063362,0.0068085,0.0065904,0.0021406,0.0021663,0.0020528,0.0010463,0.0011231,0.0010897,1.7166e-06,3.1876e-05,3.1039e-05
2721.0,0.041653,0.040499,0.04011,0.016097,0.015356,0.015296,0.0078074,0.0068238,0.006423,0.017058,0.017164,0.016247,0.0062845,0.0067512,0.0065332,0.0021165,0.0021401,0.0020277,0.0010368,0.0011127,0.0010793,2.2712e-06,3.1815e-05,3.0739e-05
2734.6,0.041269,0.040132,0.039752,0.016002,0.015265,0.015207,0.007684,0.0067041,0.0063116,0.016876,0.016966,0.016058,0.0062324,0.0066934,0.0064755,0.0020921,0.002114,0.0020027,0.0010272,0.0011022,0.0010688,1.6223e-05,3.1669e-05,3.0437e-05
2748.21,0.040891,0.03977,0.039398,0.015909,0.015176,0.015119,0.007563,0.0065869,0.0062026,0.016697,0.016771,0.015871,0.0061812,0.0066366,0.0064188,0.002068,0.0020884,0.0019781,0.0010178,0.0010919,0.0010585,5.4049e-05,3.1354e-05,3.0141e-05
2761.81,0.040517,0.039413,0.039049,0.015816,0.015087,0.015032,0.0074443,0.0064721,0.0060958,0.01652,0.016579,0.015688,0.0061308,0.0065805,0.0063628,0.0020441,0.0020632,0.0019539,0.0010085,0.0010817,0.0010483,9.0411e-05,3.0886e-05,2.9849e-05
2775.42,0.040147,0.03906,0.038704,0.015724,0.015,0.014946,0.0073278,0.0063596,0.0059912,0.016346,0.01639,0.015507,0.0060811,0.0065252,0.0063076,0.0020206,0.0020384,0.0019301,0.00099943,0.0010717,0.0010383,8.5285e-05,3.0369e-05,2.9561e-05
2789.02,0.039781,0.038711,0.038363,0.015632,0.014913,0.01486,0.0072134,0.0062494,0.0058887,0.016175,0.016204,0.015329,0.0060321,0.0064705,0.006253,0.0019975,0.0020139,0.0019067,0.00099044,0.0010618,0.0010284,4.4853e-05,2.9938e-05,2.9278e-05
2802.63,0.039418,0.038364,0.038024,0.015541,0.014826,0.014775,0.0071012,0.0061414,0.0057884,0.016005,0.01602,0.015153,0.0059836,0.0064163,0.006199,0.0019749,0.0019898,0.0018836,0.00098157,0.0010521,0.0010187,1.1344e-05,2.9673e-05,2.8998e-05
2816.23,0.03906,0.038022,0.037689,0.01545,0.01474,0.01469,0.0069911,0.0060356,0.0056901,0.015838,0.015839,0.014979,0.0059356,0.0063626,0.0061455,0.0019529,0.0019661,0.0018609,0.0009728,0.0010424,0.001009,1.3366e-06,2.9562e-05,2.8721e-05
2829.84,0.03871,0.037688,0.037363,0.015362,0.014657,0.014608,0.0068835,0.0059324,0.0055943,0.015676,0.015662,0.01481,0.005889,0.0063104,0.0060934,0.0019318,0.0019429,0.0018387,0.00096428,0.001033,0.00099964,1.7028e-06,2.9513e-05,2.8451e-05
2843.44,0.038359,0.037354,0.037036,0.015273,0.014572,0.014525,0.0067776,0.0058309,0.0055002,0.015514,0.015486,0.014642,0.0058424,0.0062581,0.0060413,0.001911,0.0019199,0.0018167,0.00095577,0.0010236,0.00099026,1.3655e-05,2.9391e-05,2.8182e-05
2857.05,0.038014,0.037024,0.036713,0.015185,0.014488,0.014442,0.0066737,0.0057316,0.0054081,0.015355,0.015313,0.014477,0.0057964,0.0062065,0.0059899,0.0018906,0.0018973,0.001795,0.00094739,0.0010143,0.00098101,4.8123e-05,2.9118e-05,2.7917e-05
2870.65,0.037672,0.036698,0.036394,0.015097,0.014405,0.01436,0.0065717,0.0056341,0.0053178,0.015198,0.015142,0.014314,0.0057511,0.0061555,0.0059391,0.0018705,0.001875,0.0017737,0.00093914,0.0010052,0.0009719,8.4234e-05,2.8702e-05,2.7656e-05
2884.26,0.037334,0.036376,0.036079,0.01501,0.014323,0.01428,0.0064714,0.0055386,0.0052292,0.015043,0.014974,0.014153,0.0057064,0.0061052,0.005889,0.0018507,0.0018531,0.0017528,0.00093101,0.0009962,0.00096292,8.3776e-05,2.8233e-05,2.7398e-05
2897.86,0.037,0.036057,0.035767,0.014924,0.014242,0.014199,0.0063729,0.0054449,0.0051425,0.014891,0.014808,0.013995,0.0056623,0.0060554,0.0058395,0.0018309,0.0018315,0.0017321,0.000923,0.00098731,0.00095406,4.738e-05,2.7829e-05,2.7143e-05
2911.47,0.036667,0.035739,0.035456,0.014838,0.01416,0.014119,0.006276,0.0053529,0.0050572,0.014739,0.014643,0.013838,0.0056187,0.0060061,0.0057905,0.001811,0.0018101,0.0017116,0.00091507,0.00097851,0.00094529,1.3263e-05,2.7569e-05,2.6892e-05
2925.07,0.036346,0.035433,0.035157,0.014754,0.014081,0.014041,0.006182,0.0052637,0.0049747,0.014593,0.014484,0.013686,0.0055761,0.005958,0.0057426,0.0017916,0.0017894,0.0016919,0.00090734,0.00096992,0.00093672,1.5005e-06,2.7459e-05,2.6646e-05
2938.68,0.03602,0.035123,0.034853,0.01467,0.014001,0.013962,0.0060887,0.0051753,0.0048929,0.014446,0.014324,0.013533,0.0055334,0.0059097,0.0056946,0.001772,0.0017686,0.001672,0.00089961,0.00096133,0.00092817,9.0164e-07,2.7415e-05,2.6401e-05
2952.28,0.0357,0.034817,0.034554,0.014585,0.013922,0.013884,0.0059972,0.0050889,0.004813,0.014302,0.014167,0.013384,0.0054914,0.005862,0.0056472,0.0017526,0.0017482,0.0016526,0.000892,0.00095286,0.00091973,8.6281e-06,2.7328e-05,2.6159e-05
2965.89,0.035383,0.034516,0.034258,0.014502,0.013843,0.013807,0.0059075,0.0050043,0.0047348,0.01416,0.014012,0.013236,0.0054499,0.005815,0.0056004,0.0017336,0.0017281,0.0016334,0.00088449,0.0009445,0.00091141,3.6822e-05,2.7113e-05,2.592e-05
2979.49,0.035071,0.034218,0.033967,0.014419,0.013765,0.01373,0.0058193,0.0049212,0.004658,0.01402,0.01386,0.013091,0.0054089,0.0057684,0.0055542,0.0017149,0.0017084,0.0016146,0.00087709,0.00093625,0.0009032,7.4169e-05,2.676e-05,2.5684e-05
2993.1,0.034762,0.033924,0.033678,0.014337,0.013688,0.013654,0.0057326,0.0048398,0.0045828,0.013882,0.013709,0.012948,0.0053685,0.0057225,0.0055086,0.0016968,0.0016889,0.001596,0.0008698,0.00092812,0.00089511,8.4283e-05,2.6335e-05,2.5451e-05
3006.7,0.034456,0.033632,0.033393,0.014256,0.013611,0.013578,0.0056473,0.0047598,0.0045089,0.013746,0.013561,0.012807,0.0053286,0.0056771,0.0054636,0.0016792,0.0016698,0.0015777,0.00086262,0.00092009,0.00088712,5.5814e-05,2.5942e-05,2.5222e-05
3020.31,0.034152,0.033343,0.03311,0.014175,0.013535,0.013503,0.0055634,0.0046812,0.0044363,0.013611,0.013414,0.012667,0.0052892,0.0056323,0.0054191,0.0016619,0.0016508,0.0015597,0.00085553,0.00091216,0.00087924,1.946e-05,2.5667e-05,2.4995e-05
3033.91,0.033856,0.033061,0.032834,0.014095,0.01346,0.013429,0.005482,0.0046051,0.0043661,0.01348,0.013271,0.012531,0.0052503,0.005588,0.0053752,0.0016453,0.0016324,0.0015421,0.00084855,0.00090435,0.00087147,2.6989e-06,2.5533e-05,2.4772e-05
3047.52,0.033559,0.032778,0.032556,0.014016,0.013385,0.013355,0.005401,0.0045295,0.0042964,0.013349,0.013128,0.012395,0.0052118,0.0055441,0.0053316,0.0016287,0.0016139,0.0015245,0.00084164,0.00089661,0.00086378,3.9738e-07,2.5488e-05,2.4551e-05
3061.12,0.033266,0.032499,0.032282,0.013936,0.01331,0.013282,0.0053216,0.0044556,0.0042282,0.013219,0.012988,0.012261,0.0051737,0.0055006,0.0052885,0.0016124,0.0015958,0.0015073,0.00083481,0.00088896,0.00085617,3.5605e-06,2.5437e-05,2.4332e-05
3074.73,0.032976,0.032223,0.032012,0.013857,0.013236,0.013209,0.0052437,0.0043831,0.0041614,0.013092,0.012849,0.01213,0.005136,0.0054576,0.0052459,0.0015962,0.001578,0.0014903,0.00082807,0.00088139,0.00084866,2.2254e-05,2.5292e-05,2.4116e-05
3088.33,0.032689,0.03195,0.031744,0.013779,0.013163,0.013137,0.0051671,0.004312,0.0040959,0.012967,0.012712,0.012,0.0050987,0.005415,0.0052037,0.0015801,0.0015604,0.0014735,0.00082141,0.00087392,0.00084124,5.7844e-05,2.5015e-05,2.3903e-05
3101.94,0.032406,0.03168,0.03148,0.013702,0.01309,0.013065,0.0050917,0.0042422,0.0040316,0.012843,0.012578,0.011872,0.005062,0.0053729,0.005162,0.001564,0.001543,0.0014571,0.00081485,0.00086654,0.00083391,8.1421e-05,2.4643e-05,2.3692e-05
3115.54,0.032126,0.031414,0.031218,0.013625,0.013018,0.012994,0.0050175,0.0041737,0.0039684,0.012721,0.012445,0.011746,0.0050256,0.0053314,0.0051209,0.001548,0.001526,0.0014408,0.00080838,0.00085926,0.00082669,6.7753e-05,2.4262e-05,2.3484e-05
3129.15,0.031848,0.03115,0.030959,0.013549,0.012947,0.012923,0.0049443,0.0041062,0.0039062,0.0126,0.012313,0.011621,0.0049898,0.0052904,0.0050803,0.001532,0.0015091,0.0014248,0.00080201,0.00085208,0.00081957,3.1919e-05,2.3959e-05,2.3279e-05
3142.75,0.031576,0.03089,0.030705,0.013473,0.012876,0.012854,0.0048736,0.004041,0.0038462,0.012482,0.012185,0.011499,0.0049544,0.0052498,0.0050402,0.0015163,0.0014926,0.0014091,0.00079571,0.00084499,0.00081254,6.878e-06,2.3784e-05,2.3077e-05
3156.36,0.031304,0.030632,0.030451,0.013398,0.012806,0.012784,0.004803,0.0039761,0.0037865,0.012365,0.012057,0.011378,0.0049194,0.0052097,0.0050005,0.0015007,0.0014762,0.0013935,0.0007895,0.00083798,0.00080558,5.0129e-07,2.3717e-05,2.2877e-05
