,1s,1s,1s,2s,2s,2s
7931.71,6.7023e-06,1.7143e-05,1.2336e-05,2.978e-07,6.0513e-07,4.9831e-07
7945.32,6.8157e-06,1.7078e-05,1.2268e-05,2.9733e-07,6.0255e-07,4.9555e-07
7958.92,6.9306e-06,1.7013e-05,1.2201e-05,2.9931e-07,6e-07,4.9282e-07
7972.53,7.0469e-06,1.6949e-05,1.2135e-05,3.0407e-07,5.9746e-07,4.9012e-07
7986.13,7.1641e-06,1.6883e-05,1.2068e-05,3.1139e-07,5.949e-07,4.8741e-07
7999.74,7.282e-06,1.6817e-05,1.2001e-05,3.2052e-07,5.9227e-07,4.8468e-07
8013.34,7.4003e-06,1.6748e-05,1.1933e-05,3.3029e-07,5.8956e-07,4.819e-07
8026.95,7.5178e-06,1.6674e-05,1.1862e-05,3.3931e-07,5.8669e-07,4.7903e-07
8040.55,7.6282e-06,1.6583e-05,1.1779e-05,3.4606e-07,5.8318e-07,4.7565e-07
8054.16,7.7494e-06,1.6513e-05,1.1712e-05,3.5049e-07,5.8043e-07,4.7291e-07
8067.76,7.9011e-06,1.6505e-05,1.1688e-05,3.532e-07,5.7982e-07,4.7193e-07
8081.37,8.0217e-06,1.6428e-05,1.1616e-05,3.5183e-07,5.7683e-07,4.6902e-07
8094.97,8.1465e-06,1.6357e-05,1.155e-05,3.489e-07,5.7408e-07,4.663e-07
8108.58,8.2739e-06,1.6288e-05,1.1485e-05,3.4565e-07,5.7143e-07,4.6367e-07
8122.18,8.4035e-06,1.6222e-05,1.1422e-05,3.4338e-07,5.6888e-07,4.6112e-07
8135.79,8.535e-06,1.6157e-05,1.1361e-05,3.432e-07,5.6638e-07,4.5862e-07
8149.39,8.6682e-06,1.6093e-05,1.13e-05,3.4576e-07,5.6392e-07,4.5617e-07
8163.0,8.8027e-06,1.6029e-05,1.124e-05,3.5119e-07,5.6147e-07,4.5373e-07
8176.6,8.9381e-06,1.5964e-05,1.118e-05,3.5902e-07,5.5899e-07,4.5128e-07
8190.21,9.0738e-06,1.5897e-05,1.1119e-05,3.6828e-07,5.5645e-07,4.4881e-07
8203.81,9.2081e-06,1.5826e-05,1.1055e-05,3.7763e-07,5.5374e-07,4.4623e-07
8217.42,9.3288e-06,1.573e-05,1.0975e-05,3.8521e-07,5.5016e-07,4.4295e-07
8231.02,9.5189e-06,1.5749e-05,1.0974e-05,3.9331e-07,5.5056e-07,4.4291e-07
8244.63,9.6423e-06,1.5653e-05,1.0894e-05,3.9563e-07,5.4699e-07,4.3969e-07
8258.23,9.7796e-06,1.5579e-05,1.083e-05,3.9549e-07,5.4419e-07,4.3709e-07
8271.84,9.9201e-06,1.5509e-05,1.0769e-05,3.9306e-07,5.4151e-07,4.3459e-07
8285.44,1.0063e-05,1.544e-05,1.0709e-05,3.8943e-07,5.3891e-07,4.3216e-07
8299.05,1.0207e-05,1.5372e-05,1.065e-05,3.8595e-07,5.3637e-07,4.2978e-07
8312.65,1.0354e-05,1.5306e-05,1.0593e-05,3.8394e-07,5.3391e-07,4.2746e-07
8326.26,1.0503e-05,1.5241e-05,1.0537e-05,3.8444e-07,5.3149e-07,4.2519e-07
8339.86,1.0654e-05,1.5177e-05,1.0482e-05,3.8799e-07,5.2912e-07,4.2296e-07
8353.47,1.0806e-05,1.5113e-05,1.0428e-05,3.9455e-07,5.2677e-07,4.2075e-07
8367.07,1.0959e-05,1.5049e-05,1.0373e-05,4.0353e-07,5.2439e-07,4.1854e-07
8380.68,1.1112e-05,1.4983e-05,1.0318e-05,4.1383e-07,5.2193e-07,4.1629e-07
8394.28,1.1253e-05,1.49e-05,1.0251e-05,4.2369e-07,5.1888e-07,4.1359e-07
8407.89,1.1444e-05,1.4881e-05,1.0229e-05,4.3405e-07,5.1805e-07,4.1268e-07
8421.49,1.1591e-05,1.4803e-05,1.0166e-05,4.403e-07,5.1516e-07,4.1014e-07
8435.1,1.1745e-05,1.4734e-05,1.011e-05,4.438e-07,5.1256e-07,4.0785e-07
8448.7,1.1902e-05,1.4665e-05,1.0054e-05,4.4439e-07,5.1e-07,4.0559e-07
8462.31,1.2059e-05,1.4596e-05,9.9989e-06,4.4276e-07,5.0746e-07,4.0336e-07
8475.91,1.2218e-05,1.4528e-05,9.9445e-06,4.4011e-07,5.0496e-07,4.0115e-07
8489.52,1.2379e-05,1.4461e-05,9.8909e-06,4.3784e-07,5.0249e-07,3.9897e-07
8503.12,1.2541e-05,1.4395e-05,9.8385e-06,4.3726e-07,5.0007e-07,3.9684e-07
8516.73,1.2706e-05,1.433e-05,9.7871e-06,4.3938e-07,4.9771e-07,3.9476e-07
8530.33,1.2872e-05,1.4266e-05,9.7369e-06,4.4471e-07,4.9538e-07,3.9272e-07
8543.94,1.3041e-05,1.4203e-05,9.6875e-06,4.5315e-07,4.9309e-07,3.9071e-07
8557.54,1.3211e-05,1.414e-05,9.6385e-06,4.6403e-07,4.9079e-07,3.8872e-07
8571.15,1.3379e-05,1.4075e-05,9.5882e-06,4.7615e-07,4.884e-07,3.8667e-07
8584.75,1.356e-05,1.4021e-05,9.5462e-06,4.8857e-07,4.8641e-07,3.8497e-07
8598.36,1.373e-05,1.3955e-05,9.4959e-06,4.9905e-07,4.8398e-07,3.8292e-07
8611.96,1.3902e-05,1.389e-05,9.4467e-06,5.0694e-07,4.8158e-07,3.8092e-07
8625.57,1.4074e-05,1.3825e-05,9.3973e-06,5.1157e-07,4.7915e-07,3.7891e-07
8639.17,1.4247e-05,1.3758e-05,9.3477e-06,5.13e-07,4.7671e-07,3.7689e-07
8652.78,1.4419e-05,1.3691e-05,9.2979e-06,5.1196e-07,4.7425e-07,3.7487e-07
8666.38,1.4592e-05,1.3624e-05,9.2483e-06,5.0968e-07,4.718e-07,3.7285e-07
8679.99,1.4767e-05,1.3557e-05,9.1991e-06,5.0761e-07,4.6936e-07,3.7085e-07
8693.59,1.4943e-05,1.349e-05,9.1507e-06,5.0712e-07,4.6697e-07,3.6888e-07
8707.2,1.512e-05,1.3425e-05,9.1032e-06,5.0929e-07,4.6461e-07,3.6695e-07
8720.8,1.53e-05,1.3361e-05,9.0567e-06,5.1467e-07,4.623e-07,3.6505e-07
8734.41,1.5482e-05,1.3297e-05,9.0112e-06,5.232e-07,4.6002e-07,3.632e-07
8748.01,1.5666e-05,1.3235e-05,8.9665e-06,5.3422e-07,4.5776e-07,3.6138e-07
8761.62,1.5853e-05,1.3175e-05,8.9234e-06,5.4666e-07,4.5557e-07,3.5962e-07
8775.22,1.6039e-05,1.3112e-05,8.8794e-06,5.5892e-07,4.5331e-07,3.5783e-07
8788.83,1.6226e-05,1.3051e-05,8.8359e-06,5.6962e-07,4.5105e-07,3.5606e-07
8802.43,1.6413e-05,1.2988e-05,8.7921e-06,5.7751e-07,4.4876e-07,3.5427e-07
8816.04,1.6599e-05,1.2924e-05,8.7479e-06,5.8193e-07,4.4644e-07,3.5247e-07
8829.64,1.6786e-05,1.286e-05,8.7033e-06,5.8285e-07,4.4409e-07,3.5065e-07
8843.25,1.6971e-05,1.2794e-05,8.6583e-06,5.8097e-07,4.4172e-07,3.4882e-07
8856.85,1.7156e-05,1.2728e-05,8.6131e-06,5.7747e-07,4.3934e-07,3.4697e-07
8870.46,1.7342e-05,1.2662e-05,8.5678e-06,5.7386e-07,4.3695e-07,3.4513e-07
8884.06,1.7527e-05,1.2595e-05,8.5228e-06,5.716e-07,4.3458e-07,3.433e-07
8897.67,1.7714e-05,1.2529e-05,8.4783e-06,5.7186e-07,4.3224e-07,3.4148e-07
8911.27,1.7902e-05,1.2463e-05,8.4342e-06,5.7534e-07,4.2991e-07,3.3968e-07
8924.88,1.809e-05,1.2396e-05,8.3898e-06,5.8205e-07,4.2755e-07,3.3787e-07
8938.48,1.8291e-05,1.2339e-05,8.3519e-06,5.9197e-07,4.2552e-07,3.3633e-07
8952.09,1.8498e-05,1.2285e-05,8.3164e-06,6.0375e-07,4.2359e-07,3.3487e-07
8965.69,1.8691e-05,1.222e-05,8.2742e-06,6.1537e-07,4.213e-07,3.3315e-07
8979.3,1.8888e-05,1.2159e-05,8.2339e-06,6.2594e-07,4.1909e-07,3.3151e-07
8992.9,1.9086e-05,1.2097e-05,8.1941e-06,6.3408e-07,4.1689e-07,3.2989e-07
9006.51,1.9284e-05,1.2035e-05,8.1543e-06,6.3892e-07,4.1468e-07,3.2826e-07
9020.11,1.9481e-05,1.1973e-05,8.1141e-06,6.4026e-07,4.1245e-07,3.2662e-07
9033.72,1.9678e-05,1.1909e-05,8.0735e-06,6.3858e-07,4.1019e-07,3.2497e-07
9047.32,1.9873e-05,1.1844e-05,8.0324e-06,6.3496e-07,4.0791e-07,3.2329e-07
9060.93,2.0066e-05,1.1779e-05,7.9908e-06,6.3084e-07,4.0561e-07,3.216e-07
9074.53,2.0259e-05,1.1712e-05,7.949e-06,6.2772e-07,4.0329e-07,3.1989e-07
9088.14,2.0451e-05,1.1645e-05,7.9067e-06,6.2691e-07,4.0096e-07,3.1817e-07
9101.74,2.0638e-05,1.1576e-05,7.8632e-06,6.292e-07,3.9856e-07,3.164e-07
9115.35,2.0797e-05,1.149e-05,7.8089e-06,6.3411e-07,3.9561e-07,3.1419e-07
9128.95,2.1118e-05,1.1494e-05,7.8153e-06,6.4722e-07,3.9572e-07,3.1443e-07
9142.56,2.1277e-05,1.1409e-05,7.7615e-06,6.5773e-07,3.9277e-07,3.1224e-07
9156.16,2.1473e-05,1.1343e-05,7.7213e-06,6.7039e-07,3.9049e-07,3.1061e-07
9169.77,2.1675e-05,1.1281e-05,7.6835e-06,6.828e-07,3.8832e-07,3.0907e-07
9183.37,2.188e-05,1.122e-05,7.6467e-06,6.9341e-07,3.8619e-07,3.0757e-07
9196.98,2.2086e-05,1.116e-05,7.6104e-06,7.0111e-07,3.8407e-07,3.0609e-07
9210.58,2.2292e-05,1.1099e-05,7.5741e-06,7.0535e-07,3.8194e-07,3.0461e-07
9224.19,2.2496e-05,1.1037e-05,7.5375e-06,7.0628e-07,3.7979e-07,3.0312e-07
9237.79,2.2699e-05,1.0975e-05,7.5004e-06,7.0471e-07,3.7762e-07,3.0161e-07
9251.4,2.2899e-05,1.0911e-05,7.4627e-06,7.0189e-07,3.7542e-07,3.0008e-07
9265.0,2.3096e-05,1.0846e-05,7.424e-06,6.9933e-07,3.7318e-07,2.985e-07
9278.61,2.3288e-05,1.0779e-05,7.3839e-06,6.984e-07,3.7086e-07,2.9688e-07
9292.21,2.3464e-05,1.0704e-05,7.3394e-06,6.9994e-07,3.6832e-07,2.9507e-07
9305.82,2.3675e-05,1.0646e-05,7.3058e-06,7.0602e-07,3.6632e-07,2.937e-07
9319.42,2.3977e-05,1.0628e-05,7.3e-06,7.1837e-07,3.6571e-07,2.9345e-07
9333.03,2.4146e-05,1.055e-05,7.2536e-06,7.2966e-07,3.6305e-07,2.9157e-07
9346.63,2.434e-05,1.0484e-05,7.2152e-06,7.4352e-07,3.6079e-07,2.9002e-07
9360.24,2.4543e-05,1.0422e-05,7.1794e-06,7.5794e-07,3.5863e-07,2.8856e-07
9373.84,2.4749e-05,1.0361e-05,7.1449e-06,7.7127e-07,3.5653e-07,2.8716e-07
9387.45,2.4957e-05,1.0301e-05,7.1113e-06,7.8209e-07,3.5446e-07,2.858e-07
9401.05,2.5167e-05,1.0242e-05,7.0782e-06,7.8948e-07,3.5241e-07,2.8445e-07
9414.66,2.5376e-05,1.0183e-05,7.0451e-06,7.9314e-07,3.5035e-07,2.8311e-07
9428.26,2.5584e-05,1.0123e-05,7.0118e-06,7.9346e-07,3.4828e-07,2.8176e-07
9441.87,2.5789e-05,1.0062e-05,6.978e-06,7.9143e-07,3.4619e-07,2.8039e-07
9455.47,2.5989e-05,9.9993e-06,6.943e-06,7.8844e-07,3.4404e-07,2.7898e-07
9469.08,2.6181e-05,9.9335e-06,6.9059e-06,7.8592e-07,3.4179e-07,2.7748e-07
9482.68,2.6341e-05,9.8564e-06,6.8611e-06,7.8459e-07,3.3916e-07,2.7567e-07
9496.29,2.6551e-05,9.798e-06,6.8295e-06,7.8784e-07,3.3719e-07,2.7438e-07
9509.89,2.6882e-05,9.7841e-06,6.8289e-06,7.9823e-07,3.3674e-07,2.7435e-07
9523.5,2.7052e-05,9.7114e-06,6.7874e-06,8.072e-07,3.3427e-07,2.7268e-07
9537.1,2.7243e-05,9.6462e-06,6.7514e-06,8.1931e-07,3.3205e-07,2.7122e-07
9550.71,2.744e-05,9.5838e-06,6.7174e-06,8.3289e-07,3.2993e-07,2.6985e-07
9564.31,2.7642e-05,9.5232e-06,6.6847e-06,8.4635e-07,3.2785e-07,2.6853e-07
9577.92,2.7847e-05,9.464e-06,6.653e-06,8.5809e-07,3.2582e-07,2.6725e-07
9591.52,2.8055e-05,9.4057e-06,6.6222e-06,8.6686e-07,3.2383e-07,2.66e-07
9605.13,2.8264e-05,9.3481e-06,6.5919e-06,8.7189e-07,3.2185e-07,2.6478e-07
9618.73,2.8473e-05,9.2907e-06,6.5619e-06,8.7307e-07,3.1989e-07,2.6357e-07
9632.34,2.868e-05,9.2329e-06,6.5316e-06,8.7099e-07,3.1791e-07,2.6235e-07
9645.94,2.8884e-05,9.174e-06,6.5007e-06,8.6674e-07,3.1591e-07,2.611e-07
9659.55,2.9078e-05,9.1125e-06,6.468e-06,8.6171e-07,3.1383e-07,2.5979e-07
9673.15,2.9237e-05,9.0403e-06,6.4279e-06,8.5669e-07,3.1139e-07,2.5817e-07
9686.76,2.9437e-05,8.9813e-06,6.3971e-06,8.5529e-07,3.0941e-07,2.5693e-07
9700.36,2.9766e-05,8.9616e-06,6.3944e-06,8.6095e-07,3.088e-07,2.5682e-07
9713.97,2.994e-05,8.8947e-06,6.3582e-06,8.6573e-07,3.0655e-07,2.5536e-07
9727.57,3.0126e-05,8.8321e-06,6.3252e-06,8.7424e-07,3.0446e-07,2.5403e-07
9741.18,3.0316e-05,8.7711e-06,6.2933e-06,8.8536e-07,3.0241e-07,2.5275e-07
9754.78,3.051e-05,8.7113e-06,6.2624e-06,8.9773e-07,3.0041e-07,2.5151e-07
9768.39,3.0706e-05,8.6526e-06,6.2323e-06,9.0979e-07,2.9843e-07,2.503e-07
9781.99,3.0905e-05,8.595e-06,6.203e-06,9.2006e-07,2.9649e-07,2.4912e-07
9795.6,3.1107e-05,8.5384e-06,6.1746e-06,9.2735e-07,2.9458e-07,2.4798e-07
9809.2,3.131e-05,8.4826e-06,6.1468e-06,9.3099e-07,2.9271e-07,2.4686e-07
9822.81,3.1515e-05,8.4274e-06,6.1194e-06,9.3097e-07,2.9085e-07,2.4576e-07
9836.41,3.1718e-05,8.3721e-06,6.0921e-06,9.279e-07,2.8899e-07,2.4466e-07
9850.02,3.1917e-05,8.3158e-06,6.0642e-06,9.2291e-07,2.8712e-07,2.4354e-07
9863.62,3.2097e-05,8.2549e-06,6.0329e-06,9.1709e-07,2.8509e-07,2.4228e-07
9877.23,3.2285e-05,8.1966e-06,6.0035e-06,9.128e-07,2.8316e-07,2.411e-07
9890.83,3.2566e-05,8.1621e-06,5.9917e-06,9.1377e-07,2.8205e-07,2.4063e-07
9904.44,3.2746e-05,8.1022e-06,5.9612e-06,9.1538e-07,2.8008e-07,2.3941e-07
9918.04,3.2931e-05,8.0439e-06,5.932e-06,9.2096e-07,2.7816e-07,2.3823e-07
9931.65,3.3115e-05,7.9859e-06,5.903e-06,9.3007e-07,2.7624e-07,2.3707e-07
9945.25,3.3299e-05,7.9281e-06,5.8743e-06,9.4183e-07,2.7434e-07,2.3592e-07
9958.86,3.3482e-05,7.8708e-06,5.8459e-06,9.5494e-07,2.7244e-07,2.3478e-07
9972.46,3.3668e-05,7.8141e-06,5.818e-06,9.6788e-07,2.7056e-07,2.3366e-07
9986.07,3.3855e-05,7.7583e-06,5.7908e-06,9.7917e-07,2.687e-07,2.3257e-07
9999.67,3.4045e-05,7.7035e-06,5.7643e-06,9.8761e-07,2.6687e-07,2.3151e-07
